Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2009);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
35;20340;Parasitology Research;journal;14321955, 09320113;0.754;Q1;98;458;1130;14964;2071;1129;1.83;32.67;Germany;Western Europe;Springer Verlag;1987-2021;"Insect Science (Q1); Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
36;36360;Animal Reproduction Science;journal;03784320, 18732232;0.75;Q2;110;265;651;9157;1153;645;1.6;34.55;Netherlands;Western Europe;Elsevier;1936, 1978-2021;"Animal Science and Zoology (Q1); Medicine (miscellaneous) (Q1); Food Animals (Q2); Endocrinology (Q3)"
37;22916;Medical Mycology;journal;13693786, 14602709;0.75;Q1;92;169;366;6912;804;359;2.06;40.9;United Kingdom;Western Europe;Oxford University Press;1962-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
38;17755;Domestic Animal Endocrinology;journal;18790054, 07397240;0.73;Q2;77;50;201;2204;380;201;1.83;44.08;United States;Northern America;Elsevier Inc.;1984-2022;"Animal Science and Zoology (Q1); Food Animals (Q2); Endocrinology (Q3)"
39;18313;Journal of Veterinary Diagnostic Investigation;journal;19434936, 10406387;0.728;Q1;80;157;414;3625;674;412;1.62;23.09;United States;Northern America;SAGE Publications Inc.;1989-2021;Veterinary (miscellaneous) (Q1)
40;17102;Journal of the American Animal Hospital Association;journal;15473317, 05872871;0.725;Q1;69;49;176;1087;198;172;0.81;22.18;United States;Northern America;American Animal Hospital Association;1973-2021;Small Animals (Q1)
41;17726;Canadian Journal of Veterinary Research;journal;08309000;0.713;Q1;53;47;160;1303;237;159;1.37;27.72;Canada;Northern America;Canadian Veterinary Medical Association;1986-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
42;19550;Veterinary Quarterly;journal;01652176, 18755941;0.685;Q1;50;0;26;0;49;26;2.27;0;United Kingdom;Western Europe;Taylor and Francis Ltd.;1979, 1982-2007, 2011-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
43;19518;Veterinary Dermatology;journal;09594493, 13653164;0.679;Q1;64;86;195;3363;312;179;1.32;39.1;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1990-2021;Veterinary (miscellaneous) (Q1)
44;18355;New Zealand Veterinary Journal;journal;00480169, 11760710;0.675;Q1;57;75;197;2055;263;187;0.98;27.4;United Kingdom;Western Europe;Taylor and Francis Ltd.;1952-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
45;23129;Journal of Veterinary Pharmacology and Therapeutics;journal;01407783, 13652885;0.648;Q1;62;211;268;3346;438;262;1.43;15.86;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Veterinary (miscellaneous) (Q1); Pharmacology (Q2)"
46;19552;Veterinary Record;journal;00424900, 20427670;0.64;Q1;104;637;2258;5922;1759;1234;0.77;9.3;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";1945-1951, 1961, 1965-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
47;18851;Research in Veterinary Science;journal;15322661, 00345288;0.609;Q1;79;183;418;5627;667;418;1.47;30.75;Netherlands;Western Europe;Elsevier;1965-2021;Veterinary (miscellaneous) (Q1)
48;10300153305;Transboundary and Emerging Diseases;journal;18651674, 18651682;0.601;Q1;70;42;269;1497;349;267;1.27;35.64;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2008-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q3)"
49;19833;Mycopathologia;journal;15730832, 0301486X;0.593;Q1;78;79;268;2685;637;264;2.2;33.99;Netherlands;Western Europe;Springer Netherlands;1938-1941, 1943, 1948-1950, 1959-1962, 1973-2021;"Veterinary (miscellaneous) (Q1); Agronomy and Crop Science (Q2); Applied Microbiology and Biotechnology (Q2); Plant Science (Q2); Microbiology (Q3)"
50;22626;Laboratory Animals;journal;00236772, 17581117;0.584;Q2;67;60;155;2215;232;150;1.29;36.92;United Kingdom;Western Europe;SAGE Publications Ltd;1970-2021;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
51;24606;Anthrozoos;journal;08927936;0.567;Q2;56;26;75;948;94;73;1.33;36.46;United Kingdom;Western Europe;Taylor and Francis Ltd.;1990, 1992-1993, 1996-2021;"Anthropology (Q1); Animal Science and Zoology (Q2); Education (Q2); Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q2)"
52;19576;Veterinary Therapeutics;journal;15283593;0.566;Q2;35;26;92;429;126;92;1.03;16.5;United States;Northern America;Veterinary Learning Systems;2000-2010;Veterinary (miscellaneous) (Q2)
53;19504;Veterinary Clinical Pathology;journal;02756382, 1939165X;0.559;Q2;55;94;233;1991;230;217;0.7;21.18;United States;Northern America;Wiley-Blackwell;1977-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
54;4700151709;Journal of Veterinary Cardiology;journal;17602734, 18750834;0.556;Q2;39;31;60;872;73;59;1.05;28.13;Netherlands;Western Europe;Elsevier;1999-2021;"Veterinary (miscellaneous) (Q2); Physiology (Q3)"
55;37794;Canadian Journal of Animal Science;journal;00083984;0.551;Q2;68;55;216;1678;171;215;0.73;30.51;Canada;Northern America;Agricultural Institute of Canada;1975, 1993-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
56;20337;Parasite;journal;1252607X, 17761042;0.546;Q2;48;45;187;1195;218;178;1.21;26.56;France;Western Europe;EDP Sciences;1994-2021;"Agricultural and Biological Sciences (miscellaneous) (Q2); Animal Science and Zoology (Q2); Insect Science (Q2); Veterinary (miscellaneous) (Q2); Infectious Diseases (Q3); Parasitology (Q3)"
57;22583;Journal of Medical Primatology;journal;00472565, 16000684;0.515;Q2;44;75;166;1927;200;158;1.13;25.69;United Kingdom;Western Europe;Blackwell Munksgaard;1972-2021;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
58;17676;Australian Veterinary Journal;journal;17510813, 00050423;0.513;Q2;62;123;374;2136;303;285;0.85;17.37;United States;Northern America;Wiley-Blackwell;1925-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
59;23444;Journal of Animal Physiology and Animal Nutrition;journal;14390396, 09312439;0.511;Q2;58;89;215;3318;298;215;1.22;37.28;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1983, 1986-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
60;17657;Archives of Animal Nutrition;journal;14772817, 1745039X;0.504;Q2;53;39;124;1614;149;124;1.14;41.38;United Kingdom;Western Europe;Taylor and Francis Ltd.;1980, 1988-1989, 2003-2021;"Animal Science and Zoology (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
61;17738;Clinical Techniques in Equine Practice;journal;15347516;0.484;Q1;26;0;73;0;65;65;0.74;0;United Kingdom;Western Europe;W.B. Saunders Ltd;2002-2007;Equine (Q1)
62;17693;Berliner und Munchener Tierarztliche Wochenschrift;journal;14390299, 00059366;0.475;Q2;37;61;187;1983;200;181;1.03;32.51;Germany;Western Europe;Schluetersche GmbH und Co;1946-1949, 1961, 1965-2020;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
63;18315;Journal of Veterinary Emergency and Critical Care;journal;14793261, 14764431;0.469;Q2;51;74;154;3065;122;145;0.73;41.42;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1991-2021;Veterinary (miscellaneous) (Q2)
64;97492;Archives Animal Breeding;journal;00039438, 23639822;0.451;Q2;31;127;397;3414;258;394;0.48;26.88;Germany;Western Europe;Forschungsinstitut fuer die Biologie Landwirtschaftlicher Nutztiere;1999-2021;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Food Animals (Q2); Plant Science (Q2); Genetics (Q3)"
65;19510;Veterinary Clinics of North America. Equine Practice;journal;15584224, 07490739;0.448;Q2;55;42;146;1594;117;137;0.87;37.95;United Kingdom;Western Europe;W.B. Saunders Ltd;1985-2021;Equine (Q2)
66;17727;Canadian Veterinary Journal;journal;00085286;0.445;Q2;62;189;546;2521;336;444;0.54;13.34;Canada;Northern America;Canadian Veterinary Medical Association;1965-1982, 1986-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
67;21100805354;GeroScience;journal;25092715, 25092723;0.434;-;72;34;73;1761;64;71;0.8;51.79;Switzerland;Western Europe;Springer International Publishing AG;2017-2021;"Geriatrics and Gerontology (Q2); Aging (Q3)"
68;19516;Veterinary Clinics of North America - Small Animal Practice;journal;01955616, 18781306;0.431;Q1;73;75;248;3408;236;230;0.87;45.44;United Kingdom;Western Europe;W.B. Saunders Ltd;1978-2021;Small Animals (Q1)
69;21383;Comparative Medicine;journal;15320820;0.428;Q2;68;67;186;2716;224;173;1.03;40.54;United States;Northern America;American Association for Laboratory Animal Science;2000-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
70;18870;Schweizer Archiv fur Tierheilkunde;journal;00367281, 16642848;0.427;Q2;29;97;214;1170;126;172;0.51;12.06;Switzerland;Western Europe;Gesellschaft Schweizer Tierarztinnen und Tierarzte;1945-1951, 1961, 1965-2021;Veterinary (miscellaneous) (Q2)
71;17077;Acta Veterinaria Scandinavica;journal;17510147, 0044605X;0.409;Q2;58;56;170;1108;185;169;0.98;19.79;United Kingdom;Western Europe;BioMed Central Ltd.;1960-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
72;19536;Veterinary Ophthalmology;journal;14635224, 14635216;0.409;Q2;54;70;223;2184;240;214;0.91;31.2;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;Veterinary (miscellaneous) (Q2)
73;18319;Journal of Veterinary Medical Science;journal;13477439, 09167250;0.407;Q2;63;298;766;6958;694;766;0.8;23.35;Japan;Asiatic Region;Japanese Society of Veterinary Science;1991-2021;Veterinary (miscellaneous) (Q2)
74;18937;Tropical Animal Health and Production;journal;15737438, 00494747;0.388;Q2;53;230;234;6120;264;234;1.05;26.61;Netherlands;Western Europe;Springer Netherlands;1969-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
75;19514;Veterinary Clinics of North America - Food Animal Practice;journal;07490720, 15584240;0.379;Q2;76;44;115;2475;106;106;0.79;56.25;United Kingdom;Western Europe;W.B. Saunders Ltd;1971-1978, 1985-2021;"Food Animals (Q2); Medicine (miscellaneous) (Q2)"
76;18327;Journal of Veterinary Science;journal;1229845X, 1976555X;0.378;Q2;50;60;216;1563;247;216;0.94;26.05;South Korea;Asiatic Region;Korean Society of Veterinary Science;2000-2021;Veterinary (miscellaneous) (Q2)
77;35770;Acta Agriculturae Scandinavica - Section A: Animal Science;journal;09064702, 16511972;0.368;Q3;40;31;80;910;47;80;0.4;29.35;United Kingdom;Western Europe;Taylor and Francis AS;1992-2018, 2020-2021;"Animal Science and Zoology (Q2); Food Animals (Q3)"
78;19494;Veterinarni Medicina;journal;18059392, 03758427;0.36;Q2;51;92;226;2963;236;226;0.84;32.21;Czech Republic;Eastern Europe;Czech Academy of Agricultural Sciences;1971-2021;Veterinary (miscellaneous) (Q2)
79;19200157040;Ciencia e Agrotecnologia;journal;14137054, 19811829;0.358;Q2;33;278;402;5651;215;402;0.53;20.33;Brazil;Latin America;Federal University of Lavras;2007-2021;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Food Science (Q2); Veterinary (miscellaneous) (Q2); Soil Science (Q3)"
80;27182;Experimental Animals;journal;13411357;0.358;Q2;45;56;135;1424;126;135;0.79;25.43;Japan;Asiatic Region;International Press Editing Centre Incorporation;1974-1980, 1995-2021;"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
81;17063;Acta Veterinaria Hungarica;journal;15882705, 02366290;0.357;Q2;36;50;159;1321;122;158;0.67;26.42;Hungary;Eastern Europe;Akademiai Kiado;1983-2021;Veterinary (miscellaneous) (Q2)
82;16700154702;Veterinary and Comparative Oncology;journal;14765829, 14765810;0.349;Q2;38;26;47;897;41;47;0.87;34.5;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2007-2021;Veterinary (miscellaneous) (Q2)
83;19557;Veterinary Research Communications;journal;15737446, 01657380;0.34;Q2;57;165;525;3653;434;524;0.84;22.14;Netherlands;Western Europe;Springer Netherlands;1977-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
84;4000151812;Ciencia Rural;journal;01038478;0.337;Q2;40;454;1084;9908;536;1084;0.38;21.82;Brazil;Latin America;Universidade Federal de Santa Maria;2006-2022;"Agronomy and Crop Science (Q2); Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
85;4000151807;International Journal of Poultry Science (discontinued);journal;16828356;0.328;Q3;51;181;570;4230;298;570;0.45;23.37;Pakistan;Asiatic Region;Asian Network for Scientific Information;2002-2021;"Animal Science and Zoology (Q3); Food Animals (Q3)"
86;3500148011;Journal of Zhejiang University: Science B;journal;16731581;0.325;Q2;61;130;432;3850;574;424;1.31;29.62;China;Asiatic Region;Zhejiang University Press;2005-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
87;18331;Journal of Zoo and Wildlife Medicine;journal;10427260;0.325;Q2;47;121;288;2865;203;286;0.58;23.68;United States;Northern America;American Association of Zoo Veterinarians;1993-1994, 1996-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
88;17124;Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia;journal;14390264, 03402096;0.323;Q2;37;81;230;2385;179;230;0.7;29.44;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1972-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
89;18247;Indian Journal of Animal Sciences;journal;03678318;0.318;Q2;23;319;991;5147;150;991;0.15;16.13;India;Asiatic Region;Indian Council of Agricultural Research;1971-1978, 1980-1985, 1987-1988, 1996-2021;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
90;17672;Arquivo Brasileiro de Medicina Veterinaria e Zootecnia;journal;01020935, 16784162;0.315;Q2;34;233;697;5051;328;697;0.38;21.68;Brazil;Latin America;Universidade de Minas Gerais;1996-2021;Veterinary (miscellaneous) (Q2)
91;36020;Society and Animals;journal;15685306, 10631119;0.308;Q2;45;22;64;784;36;61;0.63;35.64;Netherlands;Western Europe;Brill Academic Publishers;1993-2021;"Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q2)"
92;17776;Equine Veterinary Education;journal;20423292, 09577734;0.3;Q2;33;118;333;2592;99;246;0.28;21.97;United States;Northern America;Wiley-Blackwell;1989-2021;Equine (Q2)
93;101049;Archiv fur Geflugelkunde;journal;00039098;0.299;Q3;29;40;126;1280;67;126;0.55;32;Germany;Western Europe;Verlag Eugen Ulmer;1996-2015;"Animal Science and Zoology (Q3); Food Animals (Q3)"
94;21502;Bulletin of the European Association of Fish Pathologists;journal;01080288;0.296;Q2;40;33;129;542;70;127;0.44;16.42;United Kingdom;Western Europe;FRS Marine Laboratory;1996-2021;"Small Animals (Q2); Aquatic Science (Q3)"
95;18296;Journal of Equine Veterinary Science;journal;15427412, 07370806;0.294;Q3;41;90;237;2309;122;199;0.45;25.66;United Kingdom;Western Europe;W.B. Saunders Ltd;1981-2021;Equine (Q3)
96;5000157107;Journal of Veterinary Behavior: Clinical Applications and Research;journal;15587878;0.294;Q2;45;29;102;759;37;71;0.32;26.17;United States;Northern America;Elsevier USA;2006-2021;Veterinary (miscellaneous) (Q2)
97;18819;Pesquisa Veterinaria Brasileira;journal;0100736X, 16785150;0.283;Q2;38;164;235;4705;148;232;0.54;28.69;Brazil;Latin America;Colegio Brasileiro de Patologia Animal;1996-2021;Veterinary (miscellaneous) (Q2)
98;18807;Onderstepoort Journal of Veterinary Research;journal;22190635, 00302465;0.281;Q2;37;53;116;1305;79;116;0.57;24.62;South Africa;Africa;AOSIS (Pty) Ltd;1965-2021;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
99;4700152642;Journal fur Verbraucherschutz und Lebensmittelsicherheit;journal;16615751;0.275;Q3;30;103;331;1077;125;323;0.37;10.46;Switzerland;Western Europe;Birkhauser Verlag Basel;2006-2021;"Agronomy and Crop Science (Q3); Biotechnology (Q3); Food Animals (Q3); Food Science (Q3)"
100;18317;Journal of Veterinary Medical Education;journal;0748321X;0.271;Q2;37;70;314;1287;235;297;0.58;18.39;Canada;Northern America;University of Toronto Press;1996-1998, 2000-2021;"Veterinary (miscellaneous) (Q2); Education (Q3); Medicine (miscellaneous) (Q3)"
101;11600153419;Topics in Companion Animal Medicine;journal;19389736;0.271;Q2;46;28;100;1220;76;84;0.42;43.57;United States;Northern America;W.B. Saunders Ltd;2008-2021;Small Animals (Q2)
102;17740;Compendium on Continuing Education for the Practicing Veterinarian;journal;01931903;0.265;Q2;36;0;146;0;40;113;0;0;United States;Northern America;Veterinary Learning Systems;1996-2006;"Veterinary (miscellaneous) (Q2); Education (Q3)"
103;18304;Journal of Veterinary Dentistry;journal;08987564;0.264;Q3;27;40;104;543;24;76;0.18;13.58;United States;Northern America;SAGE Publications Inc.;1988-2021;Veterinary (miscellaneous) (Q3)
104;74199;Deutsche Tierarztliche Wochenschrift;journal;03416593;0.263;Q3;27;59;226;1463;131;223;0.51;24.8;Germany;Western Europe;Verlag M. und H. Schaper GmbH;1947, 1965, 1971-2009;Veterinary (miscellaneous) (Q3)
105;18295;Journal of Avian Medicine and Surgery;journal;10826742;0.261;Q2;32;43;120;975;72;114;0.64;22.67;United States;Northern America;Association of Avian Veterinarians;1996-2021;"Small Animals (Q2); Medicine (miscellaneous) (Q3)"
106;18821;Pferdeheilkunde;journal;01777726;0.257;Q3;23;72;265;1263;49;217;0.18;17.54;Germany;Western Europe;Hippiatrika Verlagsgesellschaf;1996-2021;Equine (Q3)
107;18283;Japanese Journal of Veterinary Research;journal;00471917;0.255;Q3;24;22;35;469;28;34;0.7;21.32;Japan;Asiatic Region;Hokkaido University;1965-2021;Veterinary (miscellaneous) (Q3)
