Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2004);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
11;64345;Ecological Monographs;journal;00129615;4.479;Q1;161;30;90;2456;499;90;5.22;81.87;United States;Northern America;Wiley-Blackwell;1974-1977, 1979-1980, 1987-2021;Ecology, Evolution, Behavior and Systematics (Q1)
12;17809;Trends in Plant Science;journal;13601385, 18784372;4.455;Q1;278;102;438;5140;2674;343;6.27;50.39;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;Plant Science (Q1)
13;12216;Molecular Biology and Evolution;journal;15371719, 07374038;4.377;Q1;228;238;734;11352;4265;642;5.79;47.7;United Kingdom;Western Europe;Oxford University Press;1983-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)"
14;12604;American Naturalist;journal;00030147, 15375323;4.124;Q1;215;162;383;8463;1923;349;4.57;52.24;United States;Northern America;University of Chicago;1946-1948, 1960-1961, 1973-1975, 1978-1979, 1981-2021;Ecology, Evolution, Behavior and Systematics (Q1)
15;16612;Plant Journal;journal;1365313X, 09607412;4.121;Q1;284;323;842;16578;5458;836;6.49;51.33;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1991-2021;"Cell Biology (Q1); Genetics (Q1); Plant Science (Q1)"
16;20308;Ecology;journal;00129658;3.847;Q1;308;341;908;16771;4302;898;4.14;49.18;United States;Northern America;Wiley-Blackwell;1973-1977, 1979-2021;Ecology, Evolution, Behavior and Systematics (Q1)
17;14599;Ecology Letters;journal;1461023X, 14610248;3.758;Q1;282;138;348;6924;1561;347;4.05;50.17;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;Ecology, Evolution, Behavior and Systematics (Q1)
18;16715;Annual Review of Phytopathology;journal;00664286, 15452107;3.588;Q1;167;18;62;2216;528;62;7.02;123.11;United States;Northern America;Annual Reviews Inc.;1973, 1981, 1987, 1989-2021;Plant Science (Q1)
19;22230;Advances in Ecological Research;book series;00652504;3.538;Q1;65;16;9;2180;40;7;1.75;136.25;United States;Northern America;Academic Press Inc.;1962, 1964, 1966-1969, 1971, 1974-1975, 1977, 1980, 1982-1984, 1986-1995, 1997, 1999-2001, 2003-2006, 2008-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
20;16615;Plant Physiology;journal;00320889, 15322548;3.47;Q1;329;572;1788;25021;10267;1705;5.61;43.74;United States;Northern America;American Society of Plant Biologists;1965-1971, 1975, 1977-2021;"Genetics (Q1); Physiology (Q1); Plant Science (Q1)"
21;20250;Journal of Virology;journal;10985514, 0022538X;3.452;Q1;304;1471;4162;71858;23863;4152;5.73;48.85;United States;Northern America;American Society for Microbiology;1967-2021;"Immunology (Q1); Insect Science (Q1); Microbiology (Q1); Virology (Q1)"
22;12503;Remote Sensing of Environment;journal;00344257;3.295;Q1;303;209;516;8312;2184;509;4.15;39.77;United States;Northern America;Elsevier Inc.;1969-2021;"Computers in Earth Sciences (Q1); Geology (Q1); Soil Science (Q1)"
23;9500153903;Biological Reviews;journal;1469185X, 14647931;3.266;Q1;174;34;60;6733;359;60;5.7;198.03;United States;Northern America;Wiley-Blackwell;1924-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
24;22104;"Evolution; international journal of organic evolution";journal;15585646, 00143820;3.131;Q1;206;268;757;16296;3248;741;3.76;60.81;United States;Northern America;Wiley-Blackwell;1948-1949, 1971-1978, 1980, 1982-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
25;29602;Journal of Ecology;journal;00220477, 13652745;3.082;Q1;194;95;285;5451;1114;284;3.59;57.38;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1976, 1979-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
26;39009;Yearbook of Physical Anthropology;journal;0096848X;3.051;Q1;49;5;15;1425;78;15;4.75;285;United States;Northern America;"John Wiley &amp; Sons Inc.";1980, 1982, 1987, 1991-1992, 1996-2007, 2009-2012, 2015-2017;"Anthropology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
27;15049;Biometrika;journal;14643510, 00063444;3.046;Q1;122;71;242;1469;331;242;1.08;20.69;United Kingdom;Western Europe;Oxford University Press;1908-1913, 1945, 1947-1951, 1965-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
28;130030;Proceedings of the Royal Society B: Biological Sciences;journal;09628452;2.956;Q1;265;509;1137;17150;4771;1133;3.9;33.69;United Kingdom;Western Europe;The Royal Society;1946-1947, 1949-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
29;13602;Philosophical Transactions of the Royal Society B: Biological Sciences;journal;09628436, 14712970;2.845;Q1;285;183;571;11140;2417;551;4.08;60.87;United Kingdom;Western Europe;The Royal Society;1947, 1950-1951, 1970-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
30;20297;Molecular Ecology;journal;1365294X, 09621083;2.799;Q1;235;329;791;18110;3766;788;4.44;55.05;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
31;29544;Journal of Animal Ecology;journal;00218790, 13652656;2.746;Q1;163;112;302;5799;1102;302;3.42;51.78;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1979, 1982-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
32;17822;Conservation Biology;journal;15231739, 08888892;2.669;Q1;232;208;638;8338;2061;562;3.1;40.09;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
33;26239;Quaternary Science Reviews;journal;02773791;2.623;Q1;192;163;484;10345;1591;462;3.47;63.47;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
34;28409;Progress in Oceanography;journal;00796611;2.526;Q1;138;49;223;3129;664;216;2.58;63.86;United Kingdom;Western Europe;Elsevier Ltd.;1963-1965, 1969, 1973, 1976-2021;"Aquatic Science (Q1); Geology (Q1)"
35;12925;Oecologia;journal;00298519, 00298549, 14321939;2.493;Q1;203;294;879;15710;3136;879;2.99;53.44;Germany;Western Europe;Springer Verlag;1968-2021;Ecology, Evolution, Behavior and Systematics (Q1)
36;29576;Limnology and Oceanography;journal;00243590, 19395590;2.472;Q1;208;228;637;9727;2380;623;3.34;42.66;United States;Northern America;Wiley-Blackwell;1956-2021;"Aquatic Science (Q1); Oceanography (Q1)"
37;14434;Cladistics;journal;10960031, 07483007;2.372;Q1;96;32;98;2051;376;92;3.98;64.09;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1985-2021;Ecology, Evolution, Behavior and Systematics (Q1)
38;18965;Molecular Phylogenetics and Evolution;journal;10959513, 10557903;2.351;Q1;164;329;517;18288;2261;509;4.31;55.59;United States;Northern America;Academic Press Inc.;1992-2022;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)"
39;24674;Oikos;journal;16000706, 00301299;2.294;Q1;188;261;749;13870;2197;729;2.81;53.14;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-2021;Ecology, Evolution, Behavior and Systematics (Q1)
40;21724;BMC Evolutionary Biology;journal;14712148;2.282;Q1;128;52;59;2446;196;59;2.93;47.04;United Kingdom;Western Europe;BioMed Central Ltd.;2001-2020;Ecology, Evolution, Behavior and Systematics (Q1)
41;20343;Ecosystems;journal;14329840, 14350629;2.234;Q1;158;66;191;3702;665;185;2.99;56.09;United States;Northern America;Springer New York;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Chemistry (Q1)"
42;13093;Quarterly Review of Biology;journal;15397718, 00335770;2.199;Q1;79;6;28;1259;100;25;2.88;209.83;United States;Northern America;University of Chicago;1945-2021;Agricultural and Biological Sciences (miscellaneous) (Q1)
43;26830;Deep-Sea Research Part I: Oceanographic Research Papers;journal;09670637;2.192;Q1;127;113;319;6134;898;318;2.42;54.28;United Kingdom;Western Europe;Elsevier Ltd.;1989, 1992-2021;"Aquatic Science (Q1); Oceanography (Q1)"
44;28428;Journal of Geophysical Research;journal;01480227, 21562202;2.17;Q1;312;1132;3523;49434;11785;3513;3.07;43.67;United States;Northern America;Wiley-Blackwell;1956, 1959-2012, 2014-2017;"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
45;12067;Agricultural and Forest Meteorology;journal;01681923;2.155;Q1;175;118;268;4476;909;265;3.23;37.93;Netherlands;Western Europe;Elsevier;1984-2021;"Agronomy and Crop Science (Q1); Atmospheric Science (Q1); Forestry (Q1); Global and Planetary Change (Q1)"
46;19618;Applied and Environmental Microbiology;journal;00992240, 10985336;2.151;Q1;339;1002;2721;39233;12223;2713;4.19;39.15;United States;Northern America;American Society for Microbiology;1976-2021;"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Ecology (Q1); Food Science (Q1)"
47;18920;Journal of Evolutionary Biology;journal;1010061X, 14209101;2.124;Q1;133;151;346;7388;1062;335;2.93;48.93;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1988-2021;Ecology, Evolution, Behavior and Systematics (Q1)
48;22044;Global Ecology and Biogeography;journal;14668238, 1466822X;2.119;Q1;163;52;146;2786;464;146;3.21;53.58;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
49;19683;Environmental Microbiology;journal;14622912, 14622920;2.08;Q1;201;129;335;5578;1325;325;3.79;43.24;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992, 1999-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
50;13042;Plant Molecular Biology;journal;15735028, 01674412;2.075;Q1;182;199;630;9366;2314;624;3.61;47.07;Netherlands;Western Europe;Springer Netherlands;1981-2021;"Agronomy and Crop Science (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Plant Science (Q1)"
51;29443;Advances in the Study of Behavior;book series;00653454;2.061;Q1;71;10;31;1890;94;27;2.54;189;United States;Northern America;Academic Press Inc.;1965, 1969, 1971-1972, 1974, 1976, 1978-1980, 1982-1988, 1990-2021;"Animal Science and Zoology (Q1); Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
52;14802;Soil Biology and Biochemistry;journal;00380717;2.054;Q1;236;229;644;8939;1739;635;2.47;39.03;United Kingdom;Western Europe;Elsevier Ltd.;1933, 1969-2021;"Microbiology (Q1); Soil Science (Q1)"
53;14161;Molecular Plant-Microbe Interactions;journal;08940282;2.049;Q1;160;143;434;7225;1852;434;4.32;50.52;United States;Northern America;American Phytopathological Society;1988-2021;"Agronomy and Crop Science (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1)"
54;20276;Ecography;journal;16000587, 09067590;1.991;Q1;136;78;228;4254;676;228;2.9;54.54;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;Ecology, Evolution, Behavior and Systematics (Q1)
55;19351;Annals of the Missouri Botanical Garden;journal;00266493;1.963;Q1;75;34;79;1666;240;79;2.5;49;United States;Northern America;Missouri Botanical Garden;1946, 1981-1987, 1994-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
56;19046;Theoretical And Applied Genetics;journal;14322242, 00405752;1.962;Q1;184;388;1034;14689;3324;1034;3.15;37.86;Germany;Western Europe;Springer Verlag;1933, 1941, 1946, 1965, 1968-2021;"Agronomy and Crop Science (Q1); Biotechnology (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1)"
57;21100370881;Journal of experimental psychology. Animal learning and cognition;journal;23298464, 23298456;1.937;Q1;73;27;91;937;224;91;2.3;34.7;United States;Northern America;American Psychological Association;2014-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
58;13041;Plant, Cell and Environment;journal;01407791, 13653040;1.934;Q1;212;132;465;6524;1781;462;3.68;49.42;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Physiology (Q1); Plant Science (Q1)"
59;19761;International Journal of Systematic and Evolutionary Microbiology;journal;14665026, 14665034;1.932;Q1;182;381;910;10485;3110;869;3.12;27.52;United Kingdom;Western Europe;Microbiology Society;2000-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1)"
60;28861;Biometrics;journal;0006341X, 15410420;1.928;Q1;134;126;414;2534;596;402;1.25;20.11;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1946-1951, 1965-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
61;18927;Journal of Human Evolution;journal;00472484, 10958606;1.9;Q1;128;61;210;4113;482;208;2.15;67.43;United States;Northern America;Academic Press Inc.;1972-2021;"Anthropology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Education (Q1)"
62;21928;Fish and Fisheries;journal;14672960, 14672979;1.899;Q1;117;20;59;1576;184;59;3.19;78.8;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2001-2021;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Oceanography (Q1)"
63;19019;Plant and Cell Physiology;journal;00320781, 14719053;1.876;Q1;162;217;539;8467;1783;535;3.22;39.02;United Kingdom;Western Europe;Oxford University Press;1959-2021;"Medicine (miscellaneous) (Q1); Physiology (Q1); Plant Science (Q1); Cell Biology (Q2)"
64;21503;Evolution and Human Behavior;journal;10905138;1.866;Q1;119;35;90;1163;302;89;2.98;33.23;United States;Northern America;Elsevier Inc.;1997-2021;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
65;24580;Animal Behaviour;journal;00033472, 10958282;1.861;Q1;174;284;751;13719;2107;716;2.44;48.31;United States;Northern America;Academic Press Inc.;1958-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
66;13151;Behavioral Ecology;journal;14657279, 10452249;1.826;Q1;123;142;353;7458;849;352;2.23;52.52;United Kingdom;Western Europe;Oxford University Press;1990-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
67;19225;Journal of Phycology;journal;15298817, 00223646;1.819;Q1;132;119;370;5657;1022;368;2.51;47.54;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1965-2021;"Aquatic Science (Q1); Plant Science (Q1)"
68;25506;Nordic Pulp and Paper Research Journal;journal;20000669, 02832631;1.802;Q1;51;75;184;1862;268;184;1.42;24.83;Sweden;Western Europe;SPCI;1988, 1990, 1996-2021;"Forestry (Q1); Materials Science (miscellaneous) (Q1)"
69;12522;Advances in Marine Biology;journal;00652881;1.786;Q1;68;4;32;1133;90;28;2.67;283.25;United States;Northern America;Academic Press Inc.;1963-1967, 1969, 1971-1973, 1975-1977, 1979-1980, 1982, 1984-1985, 1987-1994, 1997-2021;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
70;17244;Biological Conservation;journal;00063207;1.785;Q1;213;314;664;15366;1759;660;2.36;48.94;Netherlands;Western Europe;Elsevier BV;1968-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
71;22803;Behavioral Ecology and Sociobiology;journal;03405443, 14320762;1.783;Q1;125;149;405;7315;1067;404;2.31;49.09;Germany;Western Europe;Springer Verlag;1976-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
72;14649;Evolution and Development;journal;1525142X, 1520541X;1.783;Q1;81;48;158;1970;441;155;2.51;41.04;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1999-2021;"Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
73;18946;Journal of Molecular Evolution;journal;14321432, 00222844;1.769;Q1;128;152;466;7132;1390;457;2.71;46.92;United States;Northern America;Springer New York;1971-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q2)"
74;12016;Canadian Journal of Fisheries and Aquatic Sciences;journal;0706652X, 12057533;1.767;Q1;158;218;556;9188;1385;550;2.16;42.15;Canada;Northern America;National Research Council of Canada;1980-2021;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
75;13985;Palaeogeography, Palaeoclimatology, Palaeoecology;journal;00310182;1.765;Q1;162;257;689;17361;1688;669;2.28;67.55;Netherlands;Western Europe;Elsevier;1965-2021;"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Oceanography (Q1); Paleontology (Q1)"
76;13768;BioScience;journal;15253244, 00063568;1.746;Q1;219;133;438;3636;1034;363;1.84;27.34;United States;Northern America;Oxford University Press;1972-1979, 1983-1986, 1988-2021;Agricultural and Biological Sciences (miscellaneous) (Q1)
77;29269;Journal of Biogeography;journal;13652699, 03050270;1.721;Q1;163;155;369;9788;981;352;2.3;63.15;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1974, 1979-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
78;16646;Planta;journal;14322048, 00320935;1.719;Q1;167;242;712;10222;2298;710;3.16;42.24;Germany;Western Europe;Springer Verlag;1925-1945, 1947-2021;"Plant Science (Q1); Genetics (Q2)"
79;12169;Marine Ecology - Progress Series;journal;01718630, 16161599;1.717;Q1;198;494;1497;25559;3602;1475;2.06;51.74;Germany;Western Europe;Inter-Research;1985-1988, 1990-2021;"Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
80;18002;Functional Ecology;journal;02698463, 13652435;1.696;Q1;164;117;309;5130;830;306;2.57;43.85;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;Ecology, Evolution, Behavior and Systematics (Q1)
81;16703;American Journal of Botany;journal;15372197, 00029122;1.69;Q1;159;203;622;13660;1801;622;2.55;67.29;United States;Northern America;"John Wiley &amp; Sons Inc.";1946-1949, 1965-1970, 1974, 1977, 1980-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1); Genetics (Q2)"
82;18609;Journal of Wildlife Management;journal;19372817, 0022541X;1.687;Q1;116;119;325;4810;616;320;1.69;40.42;United States;Northern America;Wiley-Blackwell;1973-1974, 1976-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
83;12780;Fisheries Oceanography;journal;10546006, 13652419;1.679;Q1;82;32;123;1444;254;122;1.94;45.13;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992-2021;"Aquatic Science (Q1); Oceanography (Q1)"
84;19210;Journal of Experimental Botany;journal;14602431, 00220957;1.676;Q1;258;277;845;12804;2831;841;3.35;46.22;United Kingdom;Western Europe;Oxford University Press;1950-2021;"Physiology (Q1); Plant Science (Q1)"
85;14343;Theoretical Population Biology;journal;00405809, 10960325;1.673;Q1;91;67;193;2858;505;189;2.6;42.66;United States;Northern America;Academic Press Inc.;1970-2021;Ecology, Evolution, Behavior and Systematics (Q1)
86;26825;Coral Reefs;journal;07224028, 14320975;1.667;Q1;114;72;220;2674;434;211;1.4;37.14;Germany;Western Europe;Springer Verlag;1982-2021;Aquatic Science (Q1)
87;17291;Systematic Botany;journal;15482324, 03636445;1.657;Q1;76;76;186;4145;471;184;2.19;54.54;United States;Northern America;American Society of Plant Taxonomists Inc.;1994-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1); Genetics (Q2)"
88;37206;Soil Science Society of America Journal;journal;14350661, 03615995;1.625;Q1;175;235;668;8288;1362;657;1.87;35.27;United States;Northern America;"John Wiley &amp; Sons Inc.";1976-2021;Soil Science (Q1)
89;36753;Critical Reviews in Plant Sciences;journal;15497836, 07352689;1.614;Q1;122;29;58;4592;246;56;3.73;158.34;United Kingdom;Western Europe;Taylor and Francis Ltd.;1983-2021;Plant Science (Q1)
90;15112;Freshwater Biology;journal;13652427, 00465070;1.613;Q1;164;128;485;6093;1215;485;2.42;47.6;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1971-2021;Aquatic Science (Q1)
91;13937;Journal of Paleolimnology;journal;09212728, 15730417;1.611;Q1;86;59;202;2729;430;201;1.72;46.25;Netherlands;Western Europe;Springer Netherlands;1988-2021;"Aquatic Science (Q1); Earth-Surface Processes (Q1)"
92;14324;Advances in Agronomy;book series;00652113;1.593;Q1;125;14;81;2374;232;72;2.74;169.57;United States;Northern America;Academic Press Inc.;1949-1957, 1959-1972, 1974-1977, 1979-1984, 1986-1987, 1989-1999, 2001-2021;"Agronomy and Crop Science (Q1); Soil Science (Q1)"
93;14005;Paleobiology;journal;00948373, 19385331;1.588;Q1;97;32;135;2518;277;135;1.75;78.69;United Kingdom;Western Europe;Cambridge University Press;1975-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Paleontology (Q1)"
94;22171;Genetica;journal;00166707, 15736857;1.586;Q1;90;92;262;4026;707;256;2.16;43.76;Netherlands;Western Europe;Springer Netherlands;1919-1941, 1943, 1949-2021;"Animal Science and Zoology (Q1); Insect Science (Q1); Medicine (miscellaneous) (Q1); Plant Science (Q1); Genetics (Q2)"
95;19908;New Phytologist;journal;14698137, 0028646X;1.583;Q1;263;277;744;15009;2313;680;2.99;54.18;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1902-2021;"Physiology (Q1); Plant Science (Q1)"
96;36209;European Journal of Soil Science;journal;13510754, 13652389;1.569;Q1;120;66;197;1992;372;192;1.53;30.18;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1994-2021;Soil Science (Q1)
97;21608;Evolutionary Ecology Research;journal;15220613;1.558;Q1;75;80;235;4021;445;235;1.76;50.26;United States;Northern America;Evolutionary Ecology Research;1999-2014, 2016-2020;Ecology, Evolution, Behavior and Systematics (Q1)
98;24497;Wildlife Monographs;book series;00840173;1.551;Q1;41;2;9;171;25;9;2.5;85.5;United States;Northern America;Wiley-Blackwell;1981-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
99;29605;Journal of Experimental Biology;journal;14779145, 00220949;1.527;Q1;195;447;1197;19963;3361;1187;2.79;44.66;United Kingdom;Western Europe;Company of Biologists Ltd;1945-1951, 1962-2021;"Animal Science and Zoology (Q1); Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1); Molecular Biology (Q2)"
100;144675;Frontiers in Ecology and the Environment;journal;15409295, 15409309;1.502;Q1;174;145;142;2041;102;36;0.72;14.08;United States;Northern America;Wiley-Blackwell;2003-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
101;19760;International Journal of Food Microbiology;journal;18793460, 01681605;1.502;Q1;199;258;778;8672;2276;774;2.73;33.61;Netherlands;Western Europe;Elsevier;1984-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1); Safety, Risk, Reliability and Quality (Q1)"
102;24602;Aquatic Toxicology;journal;0166445X, 18791514;1.5;Q1;150;148;354;6767;969;352;2.75;45.72;Netherlands;Western Europe;Elsevier;1981-2021;"Aquatic Science (Q1); Health, Toxicology and Mutagenesis (Q1)"
