Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2000);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
1;21376;Vaccine;journal;0264410X, 13588745;1.045;Q1;164;531;1276;15562;3409;1219;2.70;29,31;Netherlands;Elsevier BV;1983-ongoing;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Molecular Medicine (Q2)"
2;18838;Preventive Veterinary Medicine;journal;01675877;0.9440000000000001;Q1;84;111;290;2729;371;286;1.25;24,59;Netherlands;Elsevier BV;1982-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1)"
3;17778;Medical and Veterinary Entomology;journal;0269283X, 13652915;0.8740000000000001;Q1;74;65;198;2118;269;195;1.29;32,58;United Kingdom;Blackwell Publishing Inc.;1987-ongoing;"Insect Science (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
4;19537;Veterinary Parasitology;journal;03044017;0.861;Q1;109;251;633;6309;884;623;1.33;25,14;Netherlands;Elsevier BV;1975-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Parasitology (Q2)"
5;18313;Journal of Veterinary Diagnostic Investigation;journal;10406387;0.826;Q1;70;115;304;2135;380;304;1.30;18,57;United States;SAGE Publications Inc.;1989-ongoing;Veterinary (miscellaneous) (Q1)
6;20882;Veterinary Microbiology;journal;03781135;0.823;Q1;114;232;517;6155;829;507;1.43;26,53;Netherlands;Elsevier BV;1976-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Microbiology (Q2)"
7;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;09320814;0.821;Q1;37;37;106;789;65;106;0.53;21,32;Germany;Schattauer GmbH;1996-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
8;19574;Veterinary Surgery;journal;1532950X, 01613499;0.818;Q1;71;63;206;1806;176;200;0.80;28,67;United States;Wiley-Blackwell;1972-ongoing;Veterinary (miscellaneous) (Q1)
9;29580;Journal of Comparative Pathology;journal;00219975;0.81;Q1;65;82;231;2144;322;231;1.46;26,15;United Kingdom;W. B. Saunders Co., Ltd.;1950-ongoing;"Pathology and Forensic Medicine (Q1); Veterinary (miscellaneous) (Q1)"
10;17121;American Journal of Veterinary Research;journal;00029645;0.7959999999999999;Q1;82;280;805;7728;903;780;1.04;27,60;United States;American Veterinary Medical Association;1945-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
