Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
30;17687;Avian Diseases;journal;00052086;0.628;Q2;72;146;381;3562;430;380;1.13;24.4;United States;American Association of Avian Pathologists Inc.;1963, 1965-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2); Immunology and Microbiology (miscellaneous)  (Q2)"
31;19551;Veterinary Radiology and Ultrasound;journal;17408261, 10588183;0.616;Q1;54;89;271;1798;172;265;0.56;20.2;United Kingdom;Blackwell Publishing Inc.;1961-ongoing;Veterinary (miscellaneous) (Q1)
32;17777;Equine Veterinary Journal;journal;04251644;0.614;Q1;79;135;319;3203;339;291;1.06;23.73;United States;Wiley-Blackwell;1968-ongoing;"Equine (Q1); Medicine (miscellaneous) (Q1)"
33;36360;Animal Reproduction Science;journal;03784320;0.61;Q2;92;127;348;3879;535;341;1.63;30.54;Netherlands;Elsevier BV;1936, 1978-ongoing;"Medicine (miscellaneous) (Q1); Animal Science and Zoology (Q2); Endocrinology (Q2); Food Animals (Q2)"
34;19552;Veterinary Record;journal;00424900;0.598;Q1;91;973;2144;6457;1279;1198;1;6.64;United Kingdom;British Veterinary Association;1947-1951, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
35;18355;New Zealand Veterinary Journal;journal;00480169, 11760710;0.59;Q1;45;84;141;2988;177;123;1.55;35.57;United Kingdom;Taylor & Francis;1952-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
36;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;09320814;0.57;Q1;37;47;110;998;64;110;0.56;21.23;Germany;Schattauer GmbH;1996-ongoing;"Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2)"
37;92166;Small Ruminant Research;journal;09214488;0.565;Q2;71;138;421;3493;245;416;0.62;25.31;Netherlands;Elsevier BV;1988-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
38;19524;Veterinary Journal;journal;10900233;0.564;Q1;94;96;242;2921;220;185;1.29;30.43;United Kingdom;Elsevier Ltd.;1997-ongoing;"Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2)"
39;18851;Research in Veterinary Science;journal;00345288;0.553;Q1;66;87;281;2775;324;278;1.1;31.9;United Kingdom;W. B. Saunders Co., Ltd.;1965-ongoing;Veterinary (miscellaneous) (Q1)
40;17726;Canadian Journal of Veterinary Research;journal;08309000;0.525;Q2;44;47;139;1087;147;135;1.13;23.13;Canada;Canadian Veterinary Medical Association;1986-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q2)"
41;19512;Veterinary Clinics of North America - Exotic Animal Practice;journal;10949194;0.506;Q2;32;36;110;1352;71;108;0.69;37.56;United Kingdom;W. B. Saunders Co., Ltd.;1998-ongoing;"Medicine (miscellaneous) (Q1); Small Animals (Q2)"
42;18807;Onderstepoort Journal of Veterinary Research;journal;00302465;0.496;Q2;32;39;128;823;81;128;0.57;21.1;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1965-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q2)"
43;19536;Veterinary Ophthalmology;journal;14635224, 14635216;0.494;Q2;44;49;116;1144;87;114;0.76;23.35;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;Veterinary (miscellaneous) (Q2)
44;35770;Acta Agriculturae Scandinavica - Section A: Animal Science;journal;09064702, 16511972;0.47;Q2;35;28;125;870;82;123;0.65;31.07;United Kingdom;Taylor & Francis;1992-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
45;37794;Canadian Journal of Animal Science;journal;00083984;0.47;Q2;56;80;255;2345;155;255;0.43;29.31;Canada;Agricultural Institute of Canada;1975, 1993-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
46;19518;Veterinary Dermatology;journal;09594493, 13653164;0.47;Q2;54;42;122;1218;100;121;0.75;29;United Kingdom;Blackwell Publishing Inc.;1990-ongoing;Veterinary (miscellaneous) (Q2)
47;18295;Journal of Avian Medicine and Surgery;journal;10826742;0.467;Q2;26;52;100;761;43;100;0.39;14.63;United States;Association of Avian Veterinarians;1996-ongoing;"Medicine (miscellaneous) (Q1); Small Animals (Q2)"
48;19550;Veterinary Quarterly;journal;01652176;0.457;Q2;41;14;133;1353;121;125;0.84;96.64;United Kingdom;Taylor & Francis;1979, 1982-2007, 2011-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q2)"
49;94447;Journal of Animal Breeding and Genetics;journal;09312668, 14390388;0.455;Q3;45;44;130;962;109;130;0.85;21.86;United Kingdom;Blackwell Publishing Inc.;1924-1944, 1950-ongoing;"Medicine (miscellaneous) (Q1); Animal Science and Zoology (Q2); Food Animals (Q3)"
50;19510;Veterinary Clinics of North America. Equine Practice;journal;15584224, 07490739;0.435;Q1;46;39;121;2258;123;120;0.82;57.9;United Kingdom;W. B. Saunders Co., Ltd.;1985-ongoing;Equine (Q1)
51;20337;Parasite;journal;1252607X, 17761042;0.424;Q2;40;54;225;1049;157;216;0.65;19.43;France;EDP Sciences;1994-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q2); Animal Science and Zoology (Q2); Insect Science (Q2); Veterinary (miscellaneous) (Q2); Infectious Diseases (Q3); Parasitology (Q3)"
52;19576;Veterinary therapeutics : research in applied veterinary medicine;journal;15283593;0.423;Q2;29;56;63;1312;44;63;0.7;23.43;United States;Veterinary Learning Systems;2000-2010;Veterinary (miscellaneous) (Q2)
53;17676;Australian Veterinary Journal;journal;00050423;0.417;Q2;52;185;576;1954;272;439;0.56;10.56;United States;Wiley-Blackwell;1925-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
54;17087;Advances in veterinary medicine;journal;1093975X;0.416;Q2;17;0;56;0;67;54;0;0;United States;Academic Press;1997, 1999;Veterinary (miscellaneous) (Q2)
55;17727;Canadian Veterinary Journal;journal;00085286;0.408;Q2;52;207;486;1744;220;393;0.6;8.43;Canada;Canadian Veterinary Medical Association;1965-1982, 1986-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
56;22626;Laboratory Animals;journal;00236772;0.403;Q2;55;42;176;1510;210;170;1.15;35.95;United Kingdom;SAGE Publications Inc.;1970-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
57;17740;Compendium on Continuing Education for the Practicing Veterinarian;journal;01931903;0.399;Q2;33;85;330;2342;146;330;0.45;27.55;United States;Veterinary Learning Systems;1996-2006;"Education (Q2); Veterinary (miscellaneous) (Q2)"
58;5200153105;Zoonoses and Public Health;journal;18631959, 18632378;0.392;Q2;57;107;261;2531;204;260;0.73;23.65;Germany;Blackwell-Wiss.-Verl;2007-ongoing;"Public Health, Environmental and Occupational Health (Q2); Veterinary (miscellaneous) (Q2); Epidemiology (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Infectious Diseases (Q3)"
59;17079;Acta Veterinaria Scandinavica, Supplement;journal;00651699;0.389;Q2;19;16;51;214;52;51;0.8;13.38;Denmark;Danske Dyrlaegeforening/Danish Veterinary Association;1969-1982, 1985-1986, 1988-1989, 1991-1993, 1996, 1999-2004;Veterinary (miscellaneous) (Q2)
60;38539;Animal Welfare;journal;09627286;0.381;Q2;57;40;113;1198;90;113;0.64;29.95;United Kingdom;Universities Federation for Animal Welfare;1994, 1996-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
61;21383;Comparative Medicine;journal;15320820;0.377;Q2;59;82;306;2144;268;260;0.83;26.15;United States;American Association for Laboratory Animal Science;2000-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
62;18302;Journal of Swine Health and Production;journal;1537209X;0.377;Q3;30;52;93;588;66;93;0.63;11.31;United States;American Association of Swine Veterinarians;1996-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
63;19504;Veterinary Clinical Pathology;journal;02756382;0.374;Q2;44;35;83;670;42;83;0.59;19.14;United States;Wiley-Blackwell;1972-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
64;22583;Journal of Medical Primatology;journal;00472565, 16000684;0.365;Q2;39;37;131;1209;115;126;0.83;32.68;United Kingdom;Blackwell Publishing Inc.;1972-ongoing;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
65;19833;Mycopathologia;journal;15730832, 0301486X;0.364;Q2;64;110;164;1788;155;162;0.66;16.25;Netherlands;Kluwer Academic Publishers;1938-1941, 1943, 1948-1950, 1959-1962, 1973-ongoing;"Agronomy and Crop Science (Q2); Veterinary (miscellaneous) (Q2); Applied Microbiology and Biotechnology (Q3); Microbiology (Q3); Plant Science (Q3)"
66;38556;In Practice;journal;0263841X;0.353;Q2;22;96;153;232;49;141;0.28;2.42;United Kingdom;BMJ Publishing Group;1981-1989, 1991-ongoing;Veterinary (miscellaneous) (Q2)
67;11600153419;Topics in Companion Animal Medicine;journal;19389736;0.352;Q2;38;29;94;991;39;94;0.25;34.17;United States;Elsevier Science Inc.;2008-ongoing;Small Animals (Q2)
68;19557;Veterinary Research Communications;journal;01657380;0.35;Q2;47;67;170;1702;128;170;0.69;25.4;Netherlands;Kluwer Academic Publishers;1980-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
