Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2006);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
23;17123;Journal of the American Veterinary Medical Association;journal;00031488;0,796;Q1;100;482;1471;6621;1460;1166;1,18;13,74;United States;American Veterinary Medical Association;1945-ongoing;Veterinary (miscellaneous) (Q1)
24;19520;Veterinary Immunology and Immunopathology;journal;01652427;0,791;Q1;86;198;462;7150;965;455;1,97;36,11;Netherlands;Elsevier BV;1979-ongoing;"Veterinary (miscellaneous) (Q1); Immunology (Q3)"
25;36360;Animal Reproduction Science;journal;03784320;0,764;Q1;92;158;443;5909;899;438;1,87;37,40;Netherlands;Elsevier BV;1936, 1978-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1); Medicine (miscellaneous) (Q1); Endocrinology (Q2)"
26;19538;Veterinary Pathology;journal;15442217, 03009858;0,739;Q1;80;116;343;2941;435;308;1,27;25,35;United States;SAGE Publications;1964-ongoing;Veterinary (miscellaneous) (Q1)
27;17102;Journal of the American Animal Hospital Association;journal;15473317, 05872871;0,725;Q1;59;71;231;1762;236;211;0,93;24,82;United States;American Animal Hospital Association;1973-ongoing;Small Animals (Q1)
28;18313;Journal of Veterinary Diagnostic Investigation;journal;10406387;0,718;Q1;70;126;336;2454;453;334;1,25;19,48;United States;SAGE Publications Inc.;1989-ongoing;Veterinary (miscellaneous) (Q1)
29;19514;Veterinary Clinics of North America - Food Animal Practice;journal;07490720;0,717;Q2;60;33;114;1212;153;105;1,46;36,73;United Kingdom;W. B. Saunders Co., Ltd.;1971-1978, 1985-ongoing;"Medicine (miscellaneous) (Q1); Food Animals (Q2)"
30;22916;Medical Mycology;journal;13693786, 14602709;0,710;Q1;77;152;273;5114;550;265;2,13;33,64;United Kingdom;Oxford University Press;1996-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
31;4700151709;Journal of Veterinary Cardiology;journal;17602734;0,702;Q1;31;20;47;580;37;37;0,73;29,00;Netherlands;Elsevier BV;1999-ongoing;"Veterinary (miscellaneous) (Q1); Physiology (Q3)"
32;17755;Domestic Animal Endocrinology;journal;07397240;0,701;Q2;67;51;211;2058;396;207;2,09;40,35;Netherlands;Elsevier BV;1984-ongoing;"Animal Science and Zoology (Q1); Endocrinology (Q2); Food Animals (Q2)"
33;23129;Journal of Veterinary Pharmacology and Therapeutics;journal;01407783, 13652885;0,675;Q1;54;63;214;1837;280;204;1,36;29,16;United Kingdom;Blackwell Publishing Inc.;1978-ongoing;"Veterinary (miscellaneous) (Q1); Pharmacology (Q2)"
34;19524;Veterinary Journal;journal;10900233;0,663;Q1;94;170;333;6196;417;259;1,61;36,45;United Kingdom;Elsevier Ltd.;1997-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
35;5200153105;Zoonoses and Public Health;journal;18631959, 18632378;0,660;Q1;57;121;278;3028;412;277;1,51;25,02;Germany;Blackwell-Wiss.-Verl;2007-ongoing;"Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Public Health, Environmental and Occupational Health (Q2); Epidemiology (Q3); Immunology and Microbiology (miscellaneous)  (Q3)"
36;19552;Veterinary Record;journal;00424900;0,645;Q1;91;688;3158;6508;1384;1120;1,13;9,46;United Kingdom;British Veterinary Association;1947-1951, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
37;24609;Applied Animal Behaviour Science;journal;01681591;0,633;Q2;95;154;397;5039;618;390;1,34;32,72;Netherlands;Elsevier BV;1984-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
38;19498;Veterinary Anaesthesia and Analgesia;journal;14672995, 14672987;0,633;Q1;47;52;115;1572;133;104;0,94;30,23;United Kingdom;Elsevier Ltd.;1970-1974, 1976-1978, 1980, 1982-1986, 1988-1995, 2003-ongoing;Veterinary (miscellaneous) (Q1)
39;19510;Veterinary Clinics of North America. Equine Practice;journal;15584224, 07490739;0,630;Q1;46;64;122;2878;169;114;1,19;44,97;United Kingdom;W. B. Saunders Co., Ltd.;1985-ongoing;Equine (Q1)
40;92166;Small Ruminant Research;journal;09214488;0,615;Q2;71;224;455;6482;378;449;0,72;28,94;Netherlands;Elsevier BV;1988-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
41;17657;Archives of Animal Nutrition;journal;14772817, 1745039X;0,605;Q1;36;36;115;1202;150;115;1,08;33,39;United Kingdom;Taylor & Francis;1951-1952, 1955, 1962, 1972-ongoing;"Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2); Medicine (miscellaneous) (Q2)"
42;29580;Journal of Comparative Pathology;journal;00219975;0,604;Q2;65;74;242;2616;306;242;1,09;35,35;United Kingdom;W. B. Saunders Co., Ltd.;1950-ongoing;"Pathology and Forensic Medicine (Q2); Veterinary (miscellaneous) (Q2)"
43;18851;Research in Veterinary Science;journal;00345288;0,591;Q2;66;93;227;2716;308;225;1,25;29,20;United Kingdom;W. B. Saunders Co., Ltd.;1965-ongoing;Veterinary (miscellaneous) (Q2)
44;37794;Canadian Journal of Animal Science;journal;00083984;0,589;Q2;56;60;245;2268;220;245;0,81;37,80;Canada;Agricultural Institute of Canada;1975, 1993-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
45;20340;Parasitology Research;journal;14321955, 09320113;0,589;Q2;84;236;807;6522;1068;794;1,17;27,64;Germany;Springer Verlag;1987-ongoing;"Infectious Diseases (Q2); Insect Science (Q2); Medicine (miscellaneous) (Q2); Parasitology (Q2); Veterinary (miscellaneous) (Q2)"
46;94447;Journal of Animal Breeding and Genetics;journal;09312668, 14390388;0,587;Q3;45;58;135;1234;168;135;1,16;21,28;United Kingdom;Blackwell Publishing Inc.;1924-1944, 1950-ongoing;"Animal Science and Zoology (Q2); Medicine (miscellaneous) (Q2); Food Animals (Q3)"
47;23444;Journal of Animal Physiology and Animal Nutrition;journal;14390396, 09312439;0,584;Q3;45;52;158;1706;168;156;1,00;32,81;United Kingdom;Blackwell Publishing Inc.;1938-1940, 1943-1944, 1955-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q3)"
48;38539;Animal Welfare;journal;09627286;0,556;Q2;57;39;205;1578;240;191;1,26;40,46;United Kingdom;Universities Federation for Animal Welfare;1994, 1996-ongoing;"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
49;18300;Journal of Small Animal Practice;journal;00224510;0,551;Q1;61;141;400;2353;245;371;0,67;16,69;United States;Wiley-Blackwell;1960-ongoing;Small Animals (Q1)
50;19576;Veterinary therapeutics : research in applied veterinary medicine;journal;15283593;0,550;Q2;29;33;96;726;99;93;1,09;22,00;United States;Veterinary Learning Systems;2000-2010;Veterinary (miscellaneous) (Q2)
51;17726;Canadian Journal of Veterinary Research;journal;08309000;0,538;Q2;44;37;154;964;192;153;1,07;26,05;Canada;Canadian Veterinary Medical Association;1986-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
52;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;09320814;0,521;Q2;37;35;151;768;73;135;0,43;21,94;Germany;Schattauer GmbH;1996-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
53;19536;Veterinary Ophthalmology;journal;14635224, 14635216;0,480;Q2;44;63;188;1895;163;180;0,85;30,08;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;Veterinary (miscellaneous) (Q2)
54;18937;Tropical Animal Health and Production;journal;15737438, 00494747;0,468;Q3;41;73;198;1640;108;198;0,49;22,47;Netherlands;Kluwer Academic Publishers;1969-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q3)"
55;19504;Veterinary Clinical Pathology;journal;02756382;0,467;Q2;44;70;141;1421;106;134;0,67;20,30;United States;Wiley-Blackwell;1972-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
56;22583;Journal of Medical Primatology;journal;00472565, 16000684;0,466;Q2;39;48;123;1407;144;114;1,17;29,31;United Kingdom;Blackwell Publishing Inc.;1972-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
57;18319;Journal of Veterinary Medical Science;journal;13477439, 09167250;0,446;Q2;55;261;803;5643;743;801;0,88;21,62;Japan;Maruzen Co., Ltd/Maruzen Kabushikikaisha;1991-ongoing;Veterinary (miscellaneous) (Q2)
58;21502;Bulletin of the European Association of Fish Pathologists;journal;01080288;0,439;Q2;34;49;142;727;89;140;0,52;14,84;United Kingdom;FRS Marine Lab.;1996-ongoing;"Small Animals (Q2); Aquatic Science (Q3)"
59;18355;New Zealand Veterinary Journal;journal;00480169, 11760710;0,432;Q2;45;44;242;1149;153;207;0,77;26,11;United Kingdom;Taylor & Francis;1952-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
60;21383;Comparative Medicine;journal;15320820;0,428;Q2;59;46;249;1411;261;220;1,10;30,67;United States;American Association for Laboratory Animal Science;2000-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
61;10300153305;Transboundary and Emerging Diseases;journal;18651674, 18651682;0,425;Q2;52;95;278;2574;251;275;0,63;27,09;Germany;Blackwell-Wiss.-Verl;2008-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q3)"
62;19550;Veterinary Quarterly;journal;01652176;0,421;Q2;41;13;41;621;50;39;1,38;47,77;United Kingdom;Taylor & Francis;1979, 1982-2007, 2011-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
63;18317;Journal of Veterinary Medical Education;journal;0748321X;0,410;Q2;30;108;205;1623;181;186;0,87;15,03;Canada;University of Toronto Press;1996-1998, 2000-ongoing;"Education (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
64;22626;Laboratory Animals;journal;00236772;0,403;Q2;55;53;141;1623;154;136;0,94;30,62;United Kingdom;SAGE Publications Inc.;1970-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
65;18807;Onderstepoort Journal of Veterinary Research;journal;00302465;0,403;Q2;32;42;124;997;77;123;0,49;23,74;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
66;19512;Veterinary Clinics of North America - Exotic Animal Practice;journal;10949194;0,400;Q2;32;60;110;1308;80;101;0,53;21,80;United Kingdom;W. B. Saunders Co., Ltd.;1998-ongoing;"Medicine (miscellaneous) (Q2); Small Animals (Q2)"
67;17676;Australian Veterinary Journal;journal;00050423;0,386;Q2;52;116;561;1787;237;422;0,46;15,41;United States;Wiley-Blackwell;1925-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
68;4300151401;BMC Veterinary Research;journal;17466148;0,378;Q2;46;35;9;1178;13;9;1,44;33,66;United Kingdom;BioMed Central;2005-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
69;40377;Journal of Applied Animal Welfare Science;journal;10888705;0,369;Q2;33;26;78;547;68;68;0,36;21,04;United States;Lawrence Erlbaum Associates Inc.;2002-ongoing;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
70;20337;Parasite;journal;1252607X, 17761042;0,362;Q2;40;48;171;992;112;159;0,67;20,67;France;EDP Sciences;1994-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3); Infectious Diseases (Q3); Insect Science (Q3); Parasitology (Q3)"
71;18870;Schweizer Archiv für Tierheilkunde;journal;00367281;0,361;Q2;25;70;187;1109;92;148;0,64;15,84;Switzerland;Verlag Hans Huber AG;1947-1951, 1961, 1965-ongoing;Veterinary (miscellaneous) (Q2)
72;17727;Canadian Veterinary Journal;journal;00085286;0,357;Q2;52;186;565;2302;225;364;0,57;12,38;Canada;Canadian Veterinary Medical Association;1965-1982, 1986-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
73;17740;Compendium on Continuing Education for the Practicing Veterinarian;journal;01931903;0,350;Q2;33;141;311;2290;136;281;0,37;16,24;United States;Veterinary Learning Systems;1996-2006;"Education (Q2); Veterinary (miscellaneous) (Q2)"
74;18327;Journal of Veterinary Science;journal;1229845X, 1976555X;0,339;Q2;40;58;174;1234;158;173;1,06;21,28;South Korea;Korean Society of Veterinary Science;2000-ongoing;Veterinary (miscellaneous) (Q2)
75;18315;Journal of Veterinary Emergency and Critical Care;journal;14793261, 14764431;0,336;Q2;41;40;83;1407;67;73;0,76;35,18;United Kingdom;Blackwell Publishing Inc.;1991-1995, 2004-ongoing;Veterinary (miscellaneous) (Q2)
76;18295;Journal of Avian Medicine and Surgery;journal;10826742;0,332;Q2;26;28;108;534;39;98;0,31;19,07;United States;Association of Avian Veterinarians;1996-ongoing;"Medicine (miscellaneous) (Q2); Small Animals (Q2)"
77;19494;Veterinarni Medicina;journal;18059392, 03758427;0,326;Q3;43;62;196;2223;155;189;0,71;35,85;Czech Republic;Czech Academy of Agricultural Sciences;1971-ongoing;Veterinary (miscellaneous) (Q3)
78;24606;Anthrozoos;journal;08927936;0,323;Q3;43;23;79;917;44;70;0,49;39,87;United Kingdom;Taylor & Francis;1990, 1992-1993, 1996-ongoing;"Anthropology (Q2); Education (Q2); Sociology and Political Science (Q2); Animal Science and Zoology (Q3); Veterinary (miscellaneous) (Q3)"
79;17124;Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia;journal;14390264, 03402096;0,320;Q3;32;62;191;1671;134;190;0,63;26,95;United Kingdom;Blackwell Publishing Inc.;1972-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
80;36020;Society and Animals;journal;15685306, 10631119;0,317;Q3;34;22;62;639;32;60;0,35;29,05;Netherlands;Brill;1993-ongoing;"Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q3)"
81;27182;Experimental Animals;journal;13411357, 18817122;0,309;Q3;37;46;196;855;113;195;0,44;18,59;Japan;Japanese Association for Laboratory Animal Science;1974-1980, 1995-ongoing;"Medicine (miscellaneous) (Q2); Animal Science and Zoology (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Veterinary (miscellaneous) (Q3)"
82;35770;Acta Agriculturae Scandinavica - Section A: Animal Science;journal;09064702, 16511972;0,307;Q3;35;18;74;581;35;72;0,40;32,28;United Kingdom;Taylor & Francis;1992-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
83;19833;Mycopathologia;journal;15730832, 0301486X;0,307;Q3;64;105;293;3394;290;288;1,00;32,32;Netherlands;Kluwer Academic Publishers;1938-1941, 1943, 1948-1950, 1959-1962, 1973-ongoing;"Agronomy and Crop Science (Q3); Applied Microbiology and Biotechnology (Q3); Microbiology (Q3); Plant Science (Q3); Veterinary (miscellaneous) (Q3)"
84;4000151807;International Journal of Poultry Science;journal;16828356;0,301;Q3;41;181;400;4348;172;400;0,38;24,02;Pakistan;Asian Network for Scientific Information;2002-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
85;74199;Deutsche tierarztliche Wochenschrift;journal;03416593;0,297;Q3;24;79;286;1902;138;282;0,36;24,08;Germany;Verlag M Und H Schaper;1965, 1971-2009;Veterinary (miscellaneous) (Q3)
86;17693;Berliner und Munchener Tierarztliche Wochenschrift;journal;14390299, 00059366;0,290;Q3;32;76;217;2619;147;210;0,70;34,46;Germany;Schluetersche GmbH und Co.;1947, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
87;97492;Archiv für Tierzucht/Archives Animal Breeding;journal;00039438;0,285;Q4;7;0;0;0;0;0;0,00;0,00;Germany;Copernicus GmbH;1996-ongoing;"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Plant Science (Q3); Food Animals (Q4); Genetics (Q4)"
88;17062;Acta Veterinaria Brno;journal;18017576, 00017213;0,284;Q3;35;79;241;2050;125;240;0,53;25,95;Czech Republic;University of Veterinary and Pharmaceutical Sciences;1993, 1996-ongoing;Veterinary (miscellaneous) (Q3)
89;38556;In Practice;journal;0263841X;0,281;Q3;22;92;273;326;56;219;0,28;3,54;United Kingdom;BMJ Publishing Group;1981-1989, 1991-ongoing;Veterinary (miscellaneous) (Q3)
90;17776;Equine Veterinary Education;journal;09577734;0,279;Q2;28;74;253;1399;106;201;0,35;18,91;United States;Wiley-Blackwell;1989-ongoing;Equine (Q2)
91;17738;Clinical Techniques in Equine Practice;journal;15347516;0,275;Q2;21;40;121;1213;53;110;0,35;30,33;United Kingdom;W. B. Saunders Co., Ltd.;2002-2007;Equine (Q2)
92;17077;Acta Veterinaria Scandinavica;journal;17510147, 0044605X;0,272;Q3;45;49;127;1049;57;127;0,32;21,41;United Kingdom;BioMed Central;1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
93;11600153419;Topics in Companion Animal Medicine;journal;19389736;0,269;Q2;38;36;111;766;74;100;0,85;21,28;United States;Elsevier Science Inc.;2008-ongoing;Small Animals (Q2)
94;19557;Veterinary Research Communications;journal;01657380;0,269;Q3;47;182;557;3665;263;540;0,43;20,14;Netherlands;Kluwer Academic Publishers;1980-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
95;4700152214;Journal of Exotic Pet Medicine;journal;19316283, 15575063;0,263;Q3;27;33;98;441;35;79;0,46;13,36;Netherlands;Elsevier BV;2006-ongoing;Veterinary (miscellaneous) (Q3)
96;18331;Journal of Zoo and Wildlife Medicine;journal;10427260;0,263;Q3;40;82;269;1689;125;265;0,38;20,60;United States;American Association of Zoo Veterinarians;1993-1994, 1996-ongoing;"Medicine (miscellaneous) (Q2); Animal Science and Zoology (Q3); Veterinary (miscellaneous) (Q3)"
97;19579;Wiener Tierarztliche Monatsschrift;journal;02539411;0,254;Q3;17;45;134;1179;53;126;0,52;26,20;Austria;B W K Public Relations;1948-1949, 1962, 1965-1978, 1996-ongoing;Veterinary (miscellaneous) (Q3)
98;101049;Archiv für Geflugelkunde;journal;00039098;0,253;Q4;22;33;138;990;41;136;0,25;30,00;Germany;Verlag Eugen Ulmer GmbH;1996-2015;"Animal Science and Zoology (Q3); Food Animals (Q4)"
99;61695;Journal of the South African Veterinary Association;journal;10199128, 22249435;0,253;Q3;28;29;118;722;41;112;0,29;24,90;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1961, 1971-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
100;17063;Acta Veterinaria Hungarica;journal;02366290;0,252;Q3;30;49;149;1184;79;149;0,54;24,16;Hungary;Akademiai Kiado;1983-ongoing;Veterinary (miscellaneous) (Q3)
101;18910;Tierarztliche Umschau;journal;00493864;0,252;Q3;11;108;306;1475;55;296;0,19;13,66;Germany;Terra Verlag GmbH;1948, 1961, 1974-1977, 1996-ongoing;Veterinary (miscellaneous) (Q3)
102;18905;Tierarztliche Praxis Ausgabe G: Grosstiere - Nutztiere;journal;14341220;0,251;Q3;17;47;176;1184;48;174;0,19;25,19;Germany;Schattauer GmbH;1996-ongoing;"Veterinary (miscellaneous) (Q3); Food Animals (Q4)"
103;21100802717;Journal of Veterinary Research (Poland);journal;24507393, 24508608;0,249;Q3;20;91;260;2094;102;260;0,41;23,01;Germany;De Gruyter Open Ltd.;2016-ongoing;Veterinary (miscellaneous) (Q3)
104;89762;Turkish Journal of Veterinary and Animal Sciences;journal;13036181, 13000128;0,242;Q3;31;92;576;2153;163;574;0,26;23,40;Turkey;Scientific and Technical research Council of Turkey - TUBITAK/Turkiye Bilimsel ve Teknik Arastirma Kurumu;1996-ongoing;Veterinary (miscellaneous) (Q3)
105;18819;Pesquisa Veterinaria Brasileira;journal;0100736X;0,241;Q3;31;43;115;1068;37;107;0,37;24,84;Brazil;Colegio Brasileiro de Patologia Animal;1996-ongoing;Veterinary (miscellaneous) (Q3)
106;18821;Pferdeheilkunde;journal;01777726;0,230;Q3;21;76;232;2378;72;229;0,28;31,29;Germany;Hippiatrika Verlag GmbH;1996-ongoing;Equine (Q3)
107;17672;Arquivo Brasileiro de Medicina Veterinaria e Zootecnia;journal;01020935;0,228;Q3;29;174;405;3438;82;405;0,15;19,76;Brazil;Universidade Federal de Minas Gerais;1996-ongoing;Veterinary (miscellaneous) (Q3)
108;18247;Indian Journal of Animal Sciences;journal;03678318;0,220;Q3;20;289;1113;4518;100;1113;0,08;15,63;India;Scientific Publishers;1971-1978, 1980-1985, 1987-1988, 1996-ongoing;"Veterinary (miscellaneous) (Q3); Animal Science and Zoology (Q4)"
109;22533;Journal of Applied Animal Research;journal;09712119;0,218;Q3;20;78;173;974;34;171;0,20;12,49;United Kingdom;Taylor & Francis;1992-ongoing;"Veterinary (miscellaneous) (Q3); Animal Science and Zoology (Q4)"
110;18304;Journal of Veterinary Dentistry;journal;08987564;0,218;Q3;23;26;100;442;26;75;0,30;17,00;United States;SAGE Publications;1988-ongoing;Veterinary (miscellaneous) (Q3)
111;18346;Medycyna Weterynaryjna;journal;00258628;0,217;Q3;17;320;890;7158;200;887;0,21;22,37;Poland;Medycyna Weterynaryjna;1950-1951, 1960-1963, 1973-1979, 1996-ongoing;Veterinary (miscellaneous) (Q3)
112;27281;Scandinavian Journal of Laboratory Animal Science;journal;09013393, 20020112;0,216;Q4;17;13;62;241;8;59;0,10;18,54;Denmark;Scandinavian Federation for Laboratory Animal Science;1996-2012, 2014-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Animal Science and Zoology (Q4); Veterinary (miscellaneous) (Q4)"
