Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2011);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
12;18903;"Theriogenology";journal;"0093691X";1,087;Q1;118;391;923;16408;2163;901;2,24;41,96;Netherlands;"Elsevier BV";"1974-ongoing";"Animal Science and Zoology (Q1); Equine (Q1); Food Animals (Q1); Small Animals (Q1)"
13;21288;"Acta Tropica";journal;"0001706X";1,077;Q1;89;172;507;6936;1449;488;3,00;40,33;Netherlands;"Elsevier BV";"1947-1949, 1951-ongoing";"Insect Science (Q1); Parasitology (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
14;24609;"Applied Animal Behaviour Science";journal;"01681591";1,036;Q1;95;181;512;7664;1149;502;2,10;42,34;Netherlands;"Elsevier BV";"1984-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q1)"
15;19516;"Veterinary Clinics of North America - Small Animal Practice";journal;"01955616";1,010;Q1;61;89;240;4525;397;215;2,07;50,84;United Kingdom;"W. B. Saunders Co., Ltd.";"1978-ongoing";"Small Animals (Q1)"
16;19518;"Veterinary Dermatology";journal;"09594493, 13653164";1,007;Q1;54;82;235;1992;444;217;2,18;24,29;United Kingdom;"Blackwell Publishing Inc.";"1990-ongoing";"Veterinary (miscellaneous) (Q1)"
17;20340;"Parasitology Research";journal;"14321955, 09320113";1,002;Q1;84;429;1190;15993;2875;1172;2,30;37,28;Germany;"Springer Verlag";"1987-ongoing";"Insect Science (Q1); Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
18;3300147807;"Livestock Science";journal;"18711413";1,001;Q1;99;313;846;11508;1528;842;1,72;36,77;Netherlands;"Elsevier BV";"2006-ongoing";"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
19;19504;"Veterinary Clinical Pathology";journal;"02756382";0,990;Q1;44;98;230;2197;282;204;1,39;22,42;United States;"Wiley-Blackwell";"1972-ongoing";"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
20;17123;"Journal of the American Veterinary Medical Association";journal;"00031488";0,989;Q1;100;501;1237;7124;1235;752;1,45;14,22;United States;"American Veterinary Medical Association";"1945-ongoing";"Veterinary (miscellaneous) (Q1)"
21;20491;"Journal of Medical Entomology";journal;"00222585";0,982;Q1;87;171;452;5829;1057;450;2,03;34,09;United States;"Oxford University Press";"1964-ongoing";"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
22;92166;"Small Ruminant Research";journal;"09214488";0,978;Q1;71;217;586;8039;1063;571;1,49;37,05;Netherlands;"Elsevier BV";"1988-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q1)"
23;36360;"Animal Reproduction Science";journal;"03784320";0,962;Q1;92;224;762;8723;1576;755;1,93;38,94;Netherlands;"Elsevier BV";"1936, 1978-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q1); Medicine (miscellaneous) (Q1); Endocrinology (Q2)"
24;18297;"Journal of Feline Medicine and Surgery";journal;"1098612X";0,959;Q1;52;155;407;4042;607;365;1,64;26,08;United Kingdom;"SAGE Publications Inc.";"1999-ongoing";"Small Animals (Q1)"
25;94447;"Journal of Animal Breeding and Genetics";journal;"09312668, 14390388";0,942;Q1;45;57;178;1407;265;156;1,60;24,68;United Kingdom;"Blackwell Publishing Inc.";"1924-1944, 1950-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q1); Medicine (miscellaneous) (Q1)"
26;10300153305;"Transboundary and Emerging Diseases";journal;"18651674, 18651682";0,939;Q1;52;66;162;2294;347;154;1,95;34,76;Germany;"Blackwell-Wiss.-Verl";"2008-ongoing";"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
27;22916;"Medical Mycology";journal;"13693786, 14602709";0,938;Q1;77;146;491;5198;1248;477;2,69;35,60;United Kingdom;"Oxford University Press";"1996-ongoing";"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
28;5200153105;"Zoonoses and Public Health";journal;"18631959, 18632378";0,924;Q1;57;78;241;2514;540;238;2,03;32,23;Germany;"Blackwell-Wiss.-Verl";"2007-ongoing";"Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Epidemiology (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2)"
29;17121;"American Journal of Veterinary Research";journal;"00029645";0,922;Q1;82;215;600;6957;945;578;1,40;32,36;United States;"American Veterinary Medical Association";"1945-ongoing";"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
30;16700154702;"Veterinary and comparative oncology";journal;"14765829";0,917;Q1;29;35;83;1332;150;79;1,72;38,06;United Kingdom;"Blackwell Publishing Inc.";"2007-ongoing";"Veterinary (miscellaneous) (Q1)"
31;17755;"Domestic Animal Endocrinology";journal;"07397240";0,903;Q1;67;49;195;1880;412;193;2,15;38,37;Netherlands;"Elsevier BV";"1984-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q1); Endocrinology (Q2)"
32;17778;"Medical and Veterinary Entomology";journal;"0269283X, 13652915";0,899;Q1;74;61;189;2111;449;183;2,17;34,61;United Kingdom;"Blackwell Publishing Inc.";"1987-ongoing";"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Parasitology (Q2)"
33;17777;"Equine Veterinary Journal";journal;"04251644";0,872;Q1;79;163;545;4640;807;504;1,45;28,47;United States;"Wiley-Blackwell";"1968-ongoing";"Equine (Q1); Medicine (miscellaneous) (Q1)"
34;19551;"Veterinary Radiology and Ultrasound";journal;"17408261, 10588183";0,870;Q1;54;118;334;3153;422;310;1,26;26,72;United Kingdom;"Blackwell Publishing Inc.";"1961-ongoing";"Veterinary (miscellaneous) (Q1)"
35;19520;"Veterinary Immunology and Immunopathology";journal;"01652427";0,859;Q1;86;270;705;10384;1574;692;2,10;38,46;Netherlands;"Elsevier BV";"1979-ongoing";"Veterinary (miscellaneous) (Q1); Immunology (Q3)"
36;17102;"Journal of the American Animal Hospital Association";journal;"15473317, 05872871";0,846;Q1;59;103;147;2584;187;145;1,22;25,09;United States;"American Animal Hospital Association";"1973-ongoing";"Small Animals (Q1)"
37;17689;"Avian Pathology";journal;"03079457, 14653338";0,830;Q2;71;77;198;3163;385;191;1,67;41,08;United Kingdom;"Taylor & Francis";"1972-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q2); Immunology and Microbiology (miscellaneous)  (Q2)"
38;17687;"Avian Diseases";journal;"00052086";0,803;Q2;72;120;438;3374;735;434;1,57;28,12;United States;"American Association of Avian Pathologists Inc.";"1963, 1965-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q2); Immunology and Microbiology (miscellaneous)  (Q2)"
39;4700151709;"Journal of Veterinary Cardiology";journal;"17602734";0,801;Q1;31;35;80;929;94;78;1,16;26,54;Netherlands;"Elsevier BV";"1999-ongoing";"Veterinary (miscellaneous) (Q1); Physiology (Q3)"
40;19538;"Veterinary Pathology";journal;"15442217, 03009858";0,792;Q1;80;151;435;5334;706;387;2,00;35,32;United States;"SAGE Publications";"1964-ongoing";"Veterinary (miscellaneous) (Q1)"
41;18300;"Journal of Small Animal Practice";journal;"00224510";0,782;Q1;61;120;433;2635;449;334;1,31;21,96;United States;"Wiley-Blackwell";"1960-ongoing";"Small Animals (Q1)"
42;29580;"Journal of Comparative Pathology";journal;"00219975";0,776;Q1;65;100;262;3113;459;253;1,70;31,13;United Kingdom;"W. B. Saunders Co., Ltd.";"1950-ongoing";"Veterinary (miscellaneous) (Q1); Pathology and Forensic Medicine (Q2)"
43;19510;"Veterinary Clinics of North America. Equine Practice";journal;"15584224, 07490739";0,750;Q2;46;38;121;2363;125;112;0,86;62,18;United Kingdom;"W. B. Saunders Co., Ltd.";"1985-ongoing";"Equine (Q2)"
44;19660;"Comparative Immunology, Microbiology and Infectious Diseases";journal;"01479571";0,731;Q1;48;62;141;2473;317;135;2,21;39,89;United Kingdom;"Elsevier Ltd.";"1978-ongoing";"Veterinary (miscellaneous) (Q1); Immunology and Allergy (Q2); Infectious Diseases (Q2); Medicine (miscellaneous) (Q2); Immunology (Q3); Microbiology (Q3)"
45;19498;"Veterinary Anaesthesia and Analgesia";journal;"14672995, 14672987";0,728;Q1;47;81;207;2225;284;197;1,17;27,47;United Kingdom;"Elsevier Ltd.";"1970-1974, 1976-1978, 1980, 1982-1986, 1988-1995, 2003-ongoing";"Veterinary (miscellaneous) (Q1)"
46;20337;"Parasite";journal;"1252607X, 17761042";0,727;Q1;40;48;192;1326;277;180;1,00;27,63;France;"EDP Sciences";"1994-ongoing";"Agricultural and Biological Sciences (miscellaneous) (Q1); Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Insect Science (Q2); Parasitology (Q2)"
47;18851;"Research in Veterinary Science";journal;"00345288";0,726;Q1;66;219;511;7403;905;511;1,70;33,80;United Kingdom;"W. B. Saunders Co., Ltd.";"1965-ongoing";"Veterinary (miscellaneous) (Q1)"
48;19514;"Veterinary Clinics of North America - Food Animal Practice";journal;"07490720";0,724;Q2;60;51;127;1999;193;117;1,67;39,20;United Kingdom;"W. B. Saunders Co., Ltd.";"1971-1978, 1985-ongoing";"Food Animals (Q2); Medicine (miscellaneous) (Q2)"
49;18313;"Journal of Veterinary Diagnostic Investigation";journal;"10406387";0,714;Q1;70;212;500;4935;716;489;1,40;23,28;United States;"SAGE Publications Inc.";"1989-ongoing";"Veterinary (miscellaneous) (Q1)"
50;19501;"Veterinary and Comparative Orthopaedics and Traumatology";journal;"09320814";0,714;Q1;37;84;244;2020;217;215;0,88;24,05;Germany;"Schattauer GmbH";"1996-ongoing";"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
51;19200157040;"Ciencia e Agrotecnologia";journal;"14137054";0,686;Q1;25;144;762;3321;549;762;0,56;23,06;Brazil;"Universidade Federal de Lavras";"2007-ongoing";"Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Food Science (Q1); Veterinary (miscellaneous) (Q1); Soil Science (Q2)"
52;19833;"Mycopathologia";journal;"15730832, 0301486X";0,675;Q1;64;116;255;3847;624;245;1,79;33,16;Netherlands;"Kluwer Academic Publishers";"1938-1941, 1943, 1948-1950, 1959-1962, 1973-ongoing";"Veterinary (miscellaneous) (Q1); Agronomy and Crop Science (Q2); Applied Microbiology and Biotechnology (Q2); Plant Science (Q2); Microbiology (Q3)"
53;18937;"Tropical Animal Health and Production";journal;"15737438, 00494747";0,665;Q2;41;231;521;6570;724;518;1,34;28,44;Netherlands;"Kluwer Academic Publishers";"1969-ongoing";"Animal Science and Zoology (Q1); Food Animals (Q2)"
54;17077;"Acta Veterinaria Scandinavica";journal;"17510147, 0044605X";0,664;Q1;45;81;179;2198;281;177;1,40;27,14;United Kingdom;"BioMed Central";"1965-ongoing";"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
55;19576;"Veterinary therapeutics : research in applied veterinary medicine";journal;"15283593";0,652;Q1;29;0;63;0;63;59;0,72;0,00;United States;"Veterinary Learning Systems";"2000-2010";"Veterinary (miscellaneous) (Q1)"
56;17726;"Canadian Journal of Veterinary Research";journal;"08309000";0,648;Q2;44;49;162;1358;228;161;1,05;27,71;Canada;"Canadian Veterinary Medical Association";"1986-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
57;37794;"Canadian Journal of Animal Science";journal;"00083984";0,598;Q2;56;65;206;2929;210;202;0,80;45,06;Canada;"Agricultural Institute of Canada";"1975, 1993-ongoing";"Animal Science and Zoology (Q2); Food Animals (Q2)"
58;23129;"Journal of Veterinary Pharmacology and Therapeutics";journal;"01407783, 13652885";0,583;Q2;54;96;376;2922;366;370;0,69;30,44;United Kingdom;"Blackwell Publishing Inc.";"1978-ongoing";"Pharmacology (Q2); Veterinary (miscellaneous) (Q2)"
59;21383;"Comparative Medicine";journal;"15320820";0,577;Q2;59;69;195;2428;269;177;1,33;35,19;United States;"American Association for Laboratory Animal Science";"2000-ongoing";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
60;19552;"Veterinary Record";journal;"00424900";0,569;Q2;91;971;1966;6914;1336;1131;1,02;7,12;United Kingdom;"British Veterinary Association";"1947-1951, 1961, 1965-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
61;24606;"Anthrozoos";journal;"08927936";0,567;Q2;43;26;74;1173;104;73;1,37;45,12;United Kingdom;"Taylor & Francis";"1990, 1992-1993, 1996-ongoing";"Anthropology (Q1); Animal Science and Zoology (Q2); Education (Q2); Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q2)"
62;38539;"Animal Welfare";journal;"09627286";0,556;Q2;57;65;179;2412;205;162;1,26;37,11;United Kingdom;"Universities Federation for Animal Welfare";"1994, 1996-ongoing";"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
63;17676;"Australian Veterinary Journal";journal;"00050423";0,555;Q2;52;174;362;2656;264;255;1,01;15,26;United States;"Wiley-Blackwell";"1925-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
64;22583;"Journal of Medical Primatology";journal;"00472565, 16000684";0,555;Q2;39;53;198;1672;219;178;1,34;31,55;United Kingdom;"Blackwell Publishing Inc.";"1972-ongoing";"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
65;27182;"Experimental Animals";journal;"13411357, 18817122";0,551;Q2;37;43;157;1515;173;138;1,36;35,23;Japan;"Japanese Association for Laboratory Animal Science";"1974-1980, 1995-ongoing";"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
66;17657;"Archives of Animal Nutrition";journal;"14772817, 1745039X";0,547;Q2;36;38;93;1353;116;93;0,97;35,61;United Kingdom;"Taylor & Francis";"1951-1952, 1955, 1962, 1972-ongoing";"Animal Science and Zoology (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
67;18355;"New Zealand Veterinary Journal";journal;"00480169, 11760710";0,514;Q2;45;62;195;1608;180;170;0,90;25,94;United Kingdom;"Taylor & Francis";"1952-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
68;22626;"Laboratory Animals";journal;"00236772";0,509;Q2;55;52;156;1468;205;149;1,39;28,23;United Kingdom;"SAGE Publications Inc.";"1970-ongoing";"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
69;23444;"Journal of Animal Physiology and Animal Nutrition";journal;"14390396, 09312439";0,477;Q2;45;95;308;3378;315;307;0,92;35,56;United Kingdom;"Blackwell Publishing Inc.";"1938-1940, 1943-1944, 1955-ongoing";"Animal Science and Zoology (Q2); Food Animals (Q2)"
70;18319;"Journal of Veterinary Medical Science";journal;"13477439, 09167250";0,469;Q2;55;298;784;7108;794;735;1,00;23,85;Japan;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"1991-ongoing";"Veterinary (miscellaneous) (Q2)"
71;17727;"Canadian Veterinary Journal";journal;"00085286";0,465;Q2;52;219;485;3120;330;389;0,79;14,25;Canada;"Canadian Veterinary Medical Association";"1965-1982, 1986-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
72;35770;"Acta Agriculturae Scandinavica - Section A: Animal Science";journal;"09064702, 16511972";0,464;Q2;35;28;87;847;64;85;0,85;30,25;United Kingdom;"Taylor & Francis";"1992-ongoing";"Animal Science and Zoology (Q2); Food Animals (Q2)"
73;4500151538;"Revista brasileira de parasitologia veterinaria = Brazilian journal of veterinary parasitology : Orgao Oficial do Colegio Brasileiro de Parasitologia Veterinaria.";journal;"0103846X";0,462;Q2;24;69;238;1815;184;238;0,88;26,30;Brazil;"Colegio Brasileiro de Parasitologia Veterinaria";"2005-ongoing";"Veterinary (miscellaneous) (Q2); Parasitology (Q3)"
74;18327;"Journal of Veterinary Science";journal;"1229845X, 1976555X";0,444;Q2;40;63;156;1646;209;155;1,32;26,13;South Korea;"Korean Society of Veterinary Science";"2000-ongoing";"Veterinary (miscellaneous) (Q2)"
75;11600153419;"Topics in Companion Animal Medicine";journal;"19389736";0,444;Q2;38;27;87;1102;96;73;1,21;40,81;United States;"Elsevier Science Inc.";"2008-ongoing";"Small Animals (Q2)"
76;19557;"Veterinary Research Communications";journal;"01657380";0,431;Q2;47;54;442;1740;442;432;0,97;32,22;Netherlands;"Kluwer Academic Publishers";"1980-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
77;17124;"Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia";journal;"14390264, 03402096";0,426;Q2;32;64;217;2015;201;215;0,96;31,48;United Kingdom;"Blackwell Publishing Inc.";"1972-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
78;40377;"Journal of Applied Animal Welfare Science";journal;"10888705";0,424;Q2;33;27;81;934;79;76;0,83;34,59;United States;"Lawrence Erlbaum Associates Inc.";"2002-ongoing";"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
79;17100154712;"Pakistan Veterinary Journal";journal;"02538318";0,421;Q2;24;88;106;2165;151;106;1,42;24,60;Pakistan;"Faculty Of Veterinary Science, University Of Agriculture";"2009-ongoing";"Veterinary (miscellaneous) (Q2)"
80;17063;"Acta Veterinaria Hungarica";journal;"02366290";0,420;Q2;30;51;155;1342;151;155;0,77;26,31;Hungary;"Akademiai Kiado";"1983-ongoing";"Veterinary (miscellaneous) (Q2)"
81;97492;"Archiv für Tierzucht/Archives Animal Breeding";journal;"00039438";0,413;Q3;7;0;0;0;0;0;0,00;0,00;Germany;"Copernicus GmbH";"1996-ongoing";"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Plant Science (Q2); Food Animals (Q3); Genetics (Q4)"
82;4000151812;"Ciencia Rural";journal;"01038478";0,411;Q2;30;365;1305;7434;728;1264;0,52;20,37;Brazil;"Federal Universidade of Santa Maria. Center of Ciencias Rurais";"2006-ongoing";"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
83;4000151807;"International Journal of Poultry Science";journal;"16828356";0,402;Q3;41;175;546;4856;364;546;0,56;27,75;Pakistan;"Asian Network for Scientific Information";"2002-ongoing";"Animal Science and Zoology (Q2); Food Animals (Q3)"
84;17672;"Arquivo Brasileiro de Medicina Veterinaria e Zootecnia";journal;"01020935";0,396;Q2;29;240;672;4739;281;667;0,35;19,75;Brazil;"Universidade Federal de Minas Gerais";"1996-ongoing";"Veterinary (miscellaneous) (Q2)"
85;17693;"Berliner und Munchener Tierarztliche Wochenschrift";journal;"14390299, 00059366";0,388;Q2;32;86;170;3153;149;167;0,98;36,66;Germany;"Schluetersche GmbH und Co.";"1947, 1961, 1965-ongoing";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
86;3500148011;"Journal of Zhejiang University: Science B";journal;"16731581";0,387;Q2;45;127;386;4142;608;379;1,47;32,61;China;"Zhejiang University Press";"2005-ongoing";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
87;19536;"Veterinary Ophthalmology";journal;"14635224, 14635216";0,386;Q2;44;85;242;2689;229;227;0,82;31,64;United Kingdom;"Blackwell Publishing Inc.";"1998-ongoing";"Veterinary (miscellaneous) (Q2)"
88;36020;"Society and Animals";journal;"15685306, 10631119";0,385;Q2;34;27;67;880;56;64;0,83;32,59;Netherlands;"Brill";"1993-ongoing";"Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q2)"
89;18819;"Pesquisa Veterinaria Brasileira";journal;"0100736X";0,382;Q2;31;196;386;6186;265;385;0,56;31,56;Brazil;"Colegio Brasileiro de Patologia Animal";"1996-ongoing";"Veterinary (miscellaneous) (Q2)"
90;19512;"Veterinary Clinics of North America - Exotic Animal Practice";journal;"10949194";0,382;Q2;32;36;101;2021;98;91;0,76;56,14;United Kingdom;"W. B. Saunders Co., Ltd.";"1998-ongoing";"Medicine (miscellaneous) (Q2); Small Animals (Q2)"
91;18295;"Journal of Avian Medicine and Surgery";journal;"10826742";0,366;Q2;26;38;126;807;98;120;0,82;21,24;United States;"Association of Avian Veterinarians";"1996-ongoing";"Medicine (miscellaneous) (Q2); Small Animals (Q2)"
92;17700156009;"Animal Nutrition and Feed Technology";journal;"0974181X, 09722963";0,361;Q3;11;32;116;829;36;116;0,34;25,91;India;"Animal Nutrition Association";"2008-ongoing";"Food Animals (Q3)"
93;18296;"Journal of Equine Veterinary Science";journal;"15427412, 07370806";0,360;Q2;32;89;307;2249;183;262;0,60;25,27;United Kingdom;"W. B. Saunders Co., Ltd.";"1995-ongoing";"Equine (Q2)"
94;18870;"Schweizer Archiv für Tierheilkunde";journal;"00367281";0,328;Q2;25;101;266;1065;105;213;0,49;10,54;Switzerland;"Verlag Hans Huber AG";"1947-1951, 1961, 1965-ongoing";"Veterinary (miscellaneous) (Q2)"
95;6500153244;"American Journal of Animal and Veterinary Sciences";journal;"15574563, 15574555";0,326;Q2;13;28;65;723;51;65;0,71;25,82;United States;"Science Publications";"2007-ongoing";"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
96;19494;"Veterinarni Medicina";journal;"18059392, 03758427";0,318;Q2;43;83;247;3011;226;247;0,86;36,28;Czech Republic;"Czech Academy of Agricultural Sciences";"1971-ongoing";"Veterinary (miscellaneous) (Q2)"
97;21100205737;"Veterinary Medicine International";journal;"20908113, 20420048";0,316;Q2;26;94;71;4063;69;71;0,97;43,22;Egypt;"Hindawi Publishing Corporation";"2010-ongoing";"Veterinary (miscellaneous) (Q2)"
98;18302;"Journal of Swine Health and Production";journal;"1537209X";0,309;Q3;30;57;138;598;47;88;0,50;10,49;United States;"American Association of Swine Veterinarians";"1996-ongoing";"Animal Science and Zoology (Q3); Food Animals (Q3)"
99;16500154706;"Asian Journal of Poultry Science";journal;"18193609";0,306;Q3;9;21;19;554;20;19;1,05;26,38;Pakistan;"Academic Journals, Inc.";"2009-2016 (cancelled)";"Animal Science and Zoology (Q3); Food Animals (Q3)"
100;18331;"Journal of Zoo and Wildlife Medicine";journal;"10427260";0,305;Q2;40;126;349;2808;227;345;0,52;22,29;United States;"American Association of Zoo Veterinarians";"1993-1994, 1996-ongoing";"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3); Medicine (miscellaneous) (Q3)"
101;19200156959;"Kafkas Universitesi Veteriner Fakultesi Dergisi";journal;"13006045";0,301;Q2;15;211;441;5567;241;431;0,58;26,38;Turkey;"Kafkas University";"2008-ongoing";"Veterinary (miscellaneous) (Q2)"
102;19400157219;"Journal of Veterinary Parasitology";journal;"09711031";0,300;Q2;9;55;154;811;32;154;0,13;14,75;India;"Indian Association for the Advancement of Veterinary Parasitology";"2007-2012";"Veterinary (miscellaneous) (Q2)"
103;18317;"Journal of Veterinary Medical Education";journal;"0748321X";0,295;Q2;30;53;227;1322;118;208;0,58;24,94;Canada;"University of Toronto Press";"1996-1998, 2000-ongoing";"Veterinary (miscellaneous) (Q2); Education (Q3); Medicine (miscellaneous) (Q3)"
104;10600153337;"Asian Journal of Animal and Veterinary Advances";journal;"16839919";0,294;Q2;20;116;166;4538;175;166;1,25;39,12;United States;"Academic Journals Inc.";"2008-2016 (cancelled)";"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
105;17776;"Equine Veterinary Education";journal;"09577734";0,291;Q3;28;104;358;2406;160;272;0,50;23,13;United States;"Wiley-Blackwell";"1989-ongoing";"Equine (Q3)"
106;18283;"Japanese Journal of Veterinary Research";journal;"00471917";0,283;Q2;20;24;53;518;39;46;0,45;21,58;Japan;"Hokkaido University";"1965-ongoing";"Veterinary (miscellaneous) (Q2)"
107;22533;"Journal of Applied Animal Research";journal;"09712119";0,282;Q3;20;89;309;1952;132;307;0,44;21,93;United Kingdom;"Taylor & Francis";"1992-ongoing";"Animal Science and Zoology (Q3); Veterinary (miscellaneous) (Q3)"
108;39287;"Polish Journal of Veterinary Sciences";journal;"15051773";0,282;Q3;23;106;215;3010;122;215;0,57;28,40;Poland;"Polish Academy of Sciences";"2002-ongoing";"Medicine (miscellaneous) (Q3); Veterinary (miscellaneous) (Q3)"
