Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
20;18903;Theriogenology;journal;0093691X, 18793231;0.936;Q1;137;478;1182;20981;2798;1176;2.27;43.89;United States;Northern America;Elsevier Inc.;1974-2021;"Animal Science and Zoology (Q1); Equine (Q1); Food Animals (Q1); Small Animals (Q1)"
21;4300151401;BMC Veterinary Research;journal;17466148;0.934;Q1;66;397;915;15023;2135;912;2.15;37.84;United Kingdom;Western Europe;BioMed Central Ltd.;2005-2021;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
22;17778;Medical and Veterinary Entomology;journal;0269283X, 13652915;0.909;Q1;86;58;186;2195;357;186;1.8;37.84;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Parasitology (Q2)"
23;24609;Applied Animal Behaviour Science;journal;01681591;0.908;Q1;116;166;515;8008;1111;512;1.91;48.24;Netherlands;Western Europe;Elsevier;1984-2021;"Animal Science and Zoology (Q1); Food Animals (Q1)"
24;20337;Parasite;journal;1252607X, 17761042;0.893;Q1;48;55;176;2510;500;176;2.35;45.64;France;Western Europe;EDP Sciences;1994-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Animal Science and Zoology (Q1); Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
25;17755;Domestic Animal Endocrinology;journal;18790054, 07397240;0.887;Q1;77;53;181;2180;387;180;2.02;41.13;United States;Northern America;Elsevier Inc.;1984-2022;"Animal Science and Zoology (Q1); Food Animals (Q1); Endocrinology (Q3)"
26;19574;Veterinary Surgery;journal;1532950X, 01613499;0.878;Q1;82;126;455;3662;616;437;1.18;29.06;United States;Northern America;Wiley-Blackwell;1972-2021;Veterinary (miscellaneous) (Q1)
27;19660;Comparative Immunology, Microbiology and Infectious Diseases;journal;18781667, 01479571;0.877;Q1;59;64;154;2875;349;153;2;44.92;United Kingdom;Western Europe;Elsevier Ltd.;1978-2021;"Veterinary (miscellaneous) (Q1); Immunology and Allergy (Q2); Infectious Diseases (Q2); Medicine (miscellaneous) (Q2); Microbiology (Q2); Immunology (Q3)"
28;17689;Avian Pathology;journal;03079457, 14653338;0.871;Q1;86;82;223;2905;452;216;1.93;35.43;United Kingdom;Western Europe;Taylor and Francis Ltd.;1972-2021;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
29;4700151709;Journal of Veterinary Cardiology;journal;17602734, 18750834;0.864;Q1;39;61;143;1819;255;140;1.84;29.82;Netherlands;Western Europe;Elsevier;1999-2021;"Veterinary (miscellaneous) (Q1); Physiology (Q3)"
30;17657;Archives of Animal Nutrition;journal;14772817, 1745039X;0.831;Q1;53;36;106;1304;217;106;1.97;36.22;United Kingdom;Western Europe;Taylor and Francis Ltd.;1980, 1988-1989, 2003-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
31;94447;Journal of Animal Breeding and Genetics;journal;09312668, 14390388;0.804;Q1;54;64;180;1637;302;161;1.73;25.58;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1985-2021;"Animal Science and Zoology (Q1); Food Animals (Q1); Medicine (miscellaneous) (Q2)"
32;19498;Veterinary Anaesthesia and Analgesia;journal;14672995, 14672987;0.8;Q1;57;172;268;4322;467;231;1.57;25.13;United Kingdom;Western Europe;Elsevier Ltd.;1970-1974, 1976-1978, 1980, 1982-1986, 1988-2021;Veterinary (miscellaneous) (Q1)
33;18297;Journal of Feline Medicine and Surgery;journal;1098612X, 15322750;0.793;Q1;66;169;393;4764;529;368;1.38;28.19;United Kingdom;Western Europe;SAGE Publications Inc.;1999-2021;Small Animals (Q1)
34;5000157107;Journal of Veterinary Behavior: Clinical Applications and Research;journal;15587878;0.782;Q1;45;85;222;3282;372;201;1.6;38.61;United States;Northern America;Elsevier USA;2006-2021;Veterinary (miscellaneous) (Q1)
35;4500151538;Revista Brasileira de Parasitologia Veterinaria;journal;0103846X;0.775;Q1;33;80;248;2907;428;231;1.4;36.34;Brazil;Latin America;BRAZILIAN COLL VETERINARY PARASITOLOGY;2005-2021;"Veterinary (miscellaneous) (Q1); Parasitology (Q2)"
36;19551;Veterinary Radiology and Ultrasound;journal;17408261, 10588183;0.774;Q1;63;92;275;2288;370;262;1.14;24.87;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992-2021;Veterinary (miscellaneous) (Q1)
37;19514;Veterinary Clinics of North America - Food Animal Practice;journal;07490720, 15584240;0.754;Q1;76;39;129;1715;224;111;1.13;43.97;United Kingdom;Western Europe;W.B. Saunders Ltd;1971-1978, 1985-2021;"Food Animals (Q1); Medicine (miscellaneous) (Q2)"
38;21100244850;Animals;journal;20762615;0.744;Q1;43;100;194;5142;432;191;2.33;51.42;Switzerland;Western Europe;Multidisciplinary Digital Publishing Institute (MDPI);2011-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
39;21100843693;Frontiers in Veterinary Science;journal;22971769;0.738;Q1;44;231;210;10347;433;202;2.06;44.79;Switzerland;Western Europe;Frontiers Media S.A.;2014-2021;Veterinary (miscellaneous) (Q1)
40;18355;New Zealand Veterinary Journal;journal;00480169, 11760710;0.737;Q1;57;62;186;1641;269;175;1.46;26.47;United Kingdom;Western Europe;Taylor and Francis Ltd.;1952-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
41;24606;Anthrozoos;journal;08927936;0.736;Q1;56;43;125;1948;250;125;1.92;45.3;United Kingdom;Western Europe;Taylor and Francis Ltd.;1990, 1992-1993, 1996-2021;"Animal Science and Zoology (Q1); Anthropology (Q1); Education (Q1); Sociology and Political Science (Q1); Veterinary (miscellaneous) (Q1)"
42;3300147807;Livestock Science;journal;18711413;0.73;Q1;116;233;833;9197;1411;830;1.3;39.47;Netherlands;Western Europe;Elsevier;2006-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
43;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;25676911, 09320814;0.726;Q1;47;75;246;1894;292;220;1.01;25.25;Germany;Western Europe;Georg Thieme Verlag;1996-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
44;38539;Animal Welfare;journal;09627286;0.716;Q1;70;44;157;2248;254;140;1.64;51.09;United Kingdom;Western Europe;Universities Federation for Animal Welfare;1994, 1996-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2)"
45;17123;Journal of the American Veterinary Medical Association;journal;00031488, 1943569X;0.714;Q1;116;390;1431;6673;884;659;0.56;17.11;United States;Northern America;American Veterinary Medical Association;1945-2021;Veterinary (miscellaneous) (Q1)
46;18300;Journal of Small Animal Practice;journal;00224510, 17485827;0.706;Q1;71;116;384;3485;475;327;1.1;30.04;United States;Northern America;Wiley-Blackwell;1960-2021;Small Animals (Q1)
47;36360;Animal Reproduction Science;journal;03784320, 18732232;0.704;Q1;110;194;626;8345;1206;624;1.77;43.02;Netherlands;Western Europe;Elsevier;1936, 1978-2021;"Animal Science and Zoology (Q1); Food Animals (Q1); Medicine (miscellaneous) (Q2); Endocrinology (Q3)"
48;13527;Journal of Fish Diseases;journal;13652761, 01407775;0.702;Q1;88;178;392;7307;742;387;1.82;41.05;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Veterinary (miscellaneous) (Q1); Aquatic Science (Q2)"
49;23129;Journal of Veterinary Pharmacology and Therapeutics;journal;01407783, 13652885;0.7;Q1;62;95;258;3295;385;254;1.35;34.68;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Veterinary (miscellaneous) (Q1); Pharmacology (Q2)"
50;19536;Veterinary Ophthalmology;journal;14635224, 14635216;0.692;Q1;54;79;286;2467;346;281;1.08;31.23;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;Veterinary (miscellaneous) (Q1)
51;19520;Veterinary Immunology and Immunopathology;journal;01652427, 18732534;0.68;Q1;98;101;474;4212;821;470;1.67;41.7;Netherlands;Western Europe;Elsevier;1979-2021;"Veterinary (miscellaneous) (Q1); Immunology (Q3)"
52;22626;Laboratory Animals;journal;00236772, 17581117;0.665;Q1;67;65;175;1649;281;151;1.38;25.37;United Kingdom;Western Europe;SAGE Publications Ltd;1970-2021;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
53;18282;Irish Veterinary Journal;journal;03680762, 20460481;0.657;Q1;33;31;74;970;100;73;0.94;31.29;United Kingdom;Western Europe;BioMed Central Ltd.;1973-1979, 1996-2021;Veterinary (miscellaneous) (Q1)
54;17687;Avian Diseases;journal;00052086;0.656;Q2;83;79;312;2672;436;304;1.36;33.82;United States;Northern America;American Association of Avian Pathologists;1963, 1965-2021;"Animal Science and Zoology (Q1); Food Animals (Q2); Immunology and Microbiology (miscellaneous)  (Q3)"
55;17077;Acta Veterinaria Scandinavica;journal;17510147, 0044605X;0.655;Q1;58;84;288;2997;435;288;1.38;35.68;United Kingdom;Western Europe;BioMed Central Ltd.;1960-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
56;19516;Veterinary Clinics of North America - Small Animal Practice;journal;01955616, 18781306;0.655;Q1;73;101;235;3635;322;198;1.2;35.99;United Kingdom;Western Europe;W.B. Saunders Ltd;1978-2021;Small Animals (Q1)
57;19504;Veterinary Clinical Pathology;journal;02756382, 1939165X;0.647;Q1;55;98;296;1954;269;282;0.81;19.94;United States;Northern America;Wiley-Blackwell;1977-2021;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
58;23444;Journal of Animal Physiology and Animal Nutrition;journal;14390396, 09312439;0.63;Q2;58;194;410;8396;666;409;1.61;43.28;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1983, 1986-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
59;19518;Veterinary Dermatology;journal;09594493, 13653164;0.629;Q1;64;92;257;3010;346;221;1.25;32.72;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1990-2021;Veterinary (miscellaneous) (Q1)
60;18313;Journal of Veterinary Diagnostic Investigation;journal;19434936, 10406387;0.621;Q2;80;151;363;3645;443;354;1.22;24.14;United States;Northern America;SAGE Publications Inc.;1989-2021;Veterinary (miscellaneous) (Q2)
61;3500148011;Journal of Zhejiang University: Science B;journal;16731581;0.617;Q2;61;121;331;4778;650;318;1.97;39.49;China;Asiatic Region;Zhejiang University Press;2005-2021;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
62;27182;Experimental Animals;journal;13411357;0.614;Q2;45;59;153;1555;213;153;1.13;26.36;Japan;Asiatic Region;International Press Editing Centre Incorporation;1974-1980, 1995-2021;"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
63;19833;Mycopathologia;journal;15730832, 0301486X;0.597;Q2;78;123;327;4948;622;323;1.7;40.23;Netherlands;Western Europe;Springer Netherlands;1938-1941, 1943, 1948-1950, 1959-1962, 1973-2021;"Agronomy and Crop Science (Q2); Applied Microbiology and Biotechnology (Q2); Plant Science (Q2); Veterinary (miscellaneous) (Q2); Microbiology (Q3)"
64;29580;Journal of Comparative Pathology;journal;00219975, 15323129;0.594;Q2;74;92;288;2841;403;282;1.37;30.88;United Kingdom;Western Europe;W.B. Saunders Ltd;1950-2021;"Pathology and Forensic Medicine (Q2); Veterinary (miscellaneous) (Q2)"
65;18851;Research in Veterinary Science;journal;15322661, 00345288;0.593;Q2;79;247;621;9449;1191;620;1.76;38.26;Netherlands;Western Europe;Elsevier;1965-2021;Veterinary (miscellaneous) (Q2)
66;19557;Veterinary Research Communications;journal;15737446, 01657380;0.589;Q2;57;35;86;1382;176;86;1.93;39.49;Netherlands;Western Europe;Springer Netherlands;1977-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
67;40377;Journal of Applied Animal Welfare Science;journal;15327604, 10888705;0.588;Q2;44;33;96;1219;121;93;1.09;36.94;United States;Northern America;Taylor and Francis Ltd.;2002-2021;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
68;19510;Veterinary Clinics of North America. Equine Practice;journal;15584224, 07490739;0.58;Q2;55;43;125;1979;132;105;0.72;46.02;United Kingdom;Western Europe;W.B. Saunders Ltd;1985-2021;Equine (Q2)
69;17121;American Journal of Veterinary Research;journal;19435681, 00029645;0.567;Q2;94;153;412;5416;479;410;0.97;35.4;United States;Northern America;American Veterinary Medical Association;1945-1947, 1949-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
70;21100205737;Veterinary Medicine International;journal;20908113, 20420048;0.536;Q2;33;16;107;561;142;106;1.1;35.06;Egypt;Africa/Middle East;Hindawi Limited;2010-2021;Veterinary (miscellaneous) (Q2)
71;21100805739;Comparative Cognition and Behavior Reviews;journal;19114745;0.523;Q2;9;7;6;604;9;6;1.5;86.29;Canada;Northern America;;2016-2020;"Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Veterinary (miscellaneous) (Q2)"
72;19550;Veterinary Quarterly;journal;01652176, 18755941;0.52;Q2;50;26;104;2531;141;92;1.36;97.35;United Kingdom;Western Europe;Taylor and Francis Ltd.;1979, 1982-2007, 2011-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
73;18937;Tropical Animal Health and Production;journal;15737438, 00494747;0.511;Q2;53;233;695;7353;827;692;1.09;31.56;Netherlands;Western Europe;Springer Netherlands;1969-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
74;92166;Small Ruminant Research;journal;09214488;0.485;Q2;87;224;740;8768;891;734;1.12;39.14;Netherlands;Western Europe;Elsevier;1988-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
75;17102;Journal of the American Animal Hospital Association;journal;15473317, 05872871;0.481;Q1;69;50;192;1481;178;192;0.74;29.62;United States;Northern America;American Animal Hospital Association;1973-2021;Small Animals (Q1)
76;17726;Canadian Journal of Veterinary Research;journal;08309000;0.478;Q2;53;49;144;1258;157;144;1.05;25.67;Canada;Northern America;Canadian Veterinary Medical Association;1986-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
77;18807;Onderstepoort Journal of Veterinary Research;journal;22190635, 00302465;0.473;Q2;37;29;114;1089;139;114;1.21;37.55;South Africa;Africa;AOSIS (Pty) Ltd;1965-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
78;17063;Acta Veterinaria Hungarica;journal;15882705, 02366290;0.47;Q2;36;53;144;1498;164;144;1.08;28.26;Hungary;Eastern Europe;Akademiai Kiado;1983-2021;Veterinary (miscellaneous) (Q2)
79;18327;Journal of Veterinary Science;journal;1229845X, 1976555X;0.469;Q2;50;88;221;2641;306;221;1.35;30.01;South Korea;Asiatic Region;Korean Society of Veterinary Science;2000-2021;Veterinary (miscellaneous) (Q2)
80;19552;Veterinary Record;journal;00424900, 20427670;0.464;Q2;104;1056;2850;6477;1189;1062;0.37;6.13;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";1945-1951, 1961, 1965-2021;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
81;18319;Journal of Veterinary Medical Science;journal;13477439, 09167250;0.459;Q2;63;344;892;9039;893;614;0.89;26.28;Japan;Asiatic Region;Japanese Society of Veterinary Science;1991-2021;Veterinary (miscellaneous) (Q2)
82;82230;Revista Ceres;journal;0034737X, 21773491;0.458;Q2;18;80;325;2196;200;325;0.48;27.45;Brazil;Latin America;Universidade Federal De Vicosa;1978, 1980, 1982, 1984, 2012-2021;"Agricultural and Biological Sciences (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
83;17676;Australian Veterinary Journal;journal;17510813, 00050423;0.456;Q2;62;95;530;2115;264;284;0.48;22.26;United States;Northern America;Wiley-Blackwell;1925-2021;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
84;83385;Veterinaria italiana;journal;0505401X, 18281427;0.456;Q2;23;42;132;1463;113;130;0.84;34.83;Italy;Western Europe;Istituto sperimentale zooprofilattico;1975, 2010-2021;Veterinary (miscellaneous) (Q2)
85;21100823377;Animal Nutrition;journal;24056383, 24056545;0.442;Q2;35;60;120;2835;192;120;1.6;47.25;China;Asiatic Region;KeAi Communications Co.;2015-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
86;20878;Health Education Journal;journal;00178969, 17488176;0.439;-;37;83;211;3386;256;211;1.08;40.8;United Kingdom;Western Europe;SAGE Publications Ltd;1943-2021;Public Health, Environmental and Occupational Health (Q3)
87;21100203903;Journal of Integrative Agriculture;journal;20953119;0.433;Q2;58;292;857;13612;1196;844;1.27;46.62;Netherlands;Western Europe;Elsevier BV;2012-2021;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Ecology (Q2); Food Animals (Q2); Food Science (Q2); Plant Science (Q2); Biochemistry (Q3)"
88;18331;Journal of Zoo and Wildlife Medicine;journal;10427260;0.424;Q2;47;192;489;4389;417;488;0.82;22.86;United States;Northern America;American Association of Zoo Veterinarians;1993-1994, 1996-2021;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
89;12700154705;Annals of Animal Science;journal;23008733, 16423402;0.413;Q2;27;81;245;4145;278;245;1.11;51.17;Germany;Western Europe;Walter de Gruyter GmbH;2008-2021;"Animal Science and Zoology (Q2); Food Animals (Q2); Small Animals (Q2)"
90;21100781742;Veterinary Parasitology: Regional Studies and Reports;journal;24059390;0.413;Q2;16;93;44;3092;36;43;0.82;33.25;Netherlands;Western Europe;Elsevier BV;2015-2021;"Veterinary (miscellaneous) (Q2); Parasitology (Q4)"
91;61695;Journal of the South African Veterinary Association;journal;10199128, 22249435;0.407;Q2;33;31;92;938;97;90;0.95;30.26;South Africa;Africa;AOSIS (Pty) Ltd;1945, 1948, 1961, 1971-2021;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
92;37794;Canadian Journal of Animal Science;journal;00083984;0.403;Q2;68;102;206;3921;210;206;0.73;38.44;Canada;Northern America;Agricultural Institute of Canada;1975, 1993-2021;"Animal Science and Zoology (Q2); Food Animals (Q2)"
93;17776;Equine Veterinary Education;journal;20423292, 09577734;0.395;Q2;33;121;422;3393;211;335;0.55;28.04;United States;Northern America;Wiley-Blackwell;1989-2021;Equine (Q2)
94;97492;Archives Animal Breeding;journal;00039438, 23639822;0.39;Q3;31;50;221;2073;170;221;0.93;41.46;Germany;Western Europe;Forschungsinstitut fuer die Biologie Landwirtschaftlicher Nutztiere;1999-2021;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Food Animals (Q3); Plant Science (Q3); Genetics (Q4)"
95;18296;Journal of Equine Veterinary Science;journal;15427412, 07370806;0.39;Q3;41;209;520;7396;458;514;0.81;35.39;United Kingdom;Western Europe;W.B. Saunders Ltd;1981-2021;Equine (Q3)
96;21100201717;Veterinary World;journal;22310916, 09728988;0.39;Q2;35;240;721;8607;650;721;0.92;35.86;India;Asiatic Region;Veterinary World;2008-2021;Veterinary (miscellaneous) (Q2)
97;11600153419;Topics in Companion Animal Medicine;journal;19389736;0.384;Q2;46;32;79;842;72;71;0.58;26.31;United States;Northern America;W.B. Saunders Ltd;2008-2021;Small Animals (Q2)
98;19200157040;Ciencia e Agrotecnologia;journal;14137054, 19811829;0.383;Q2;33;60;185;2325;187;185;0.74;38.75;Brazil;Latin America;Federal University of Lavras;2007-2021;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Food Science (Q2); Veterinary (miscellaneous) (Q2); Soil Science (Q3)"
99;22583;Journal of Medical Primatology;journal;00472565, 16000684;0.365;Q2;44;56;144;1636;96;141;0.46;29.21;United Kingdom;Western Europe;Blackwell Munksgaard;1972-2021;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
100;17100154712;Pakistan Veterinary Journal;journal;02538318;0.365;Q2;31;100;360;2521;379;360;1.23;25.21;Pakistan;Asiatic Region;Faculty Of Veterinary Science, University Of Agriculture;2009-2021;Veterinary (miscellaneous) (Q2)
101;17693;Berliner und Munchener Tierarztliche Wochenschrift;journal;14390299, 00059366;0.363;Q2;37;15;185;527;158;182;0.77;35.13;Germany;Western Europe;Schluetersche GmbH und Co;1946-1949, 1961, 1965-2020;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
102;39287;Polish Journal of Veterinary Sciences;journal;15051773;0.362;Q2;30;105;342;2938;305;342;0.89;27.98;Poland;Eastern Europe;Polish Academy of Sciences, Committee of Veterinary Sciences;2002-2021;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
103;18317;Journal of Veterinary Medical Education;journal;0748321X;0.353;Q2;37;74;170;2613;158;157;0.83;35.31;Canada;Northern America;University of Toronto Press;1996-1998, 2000-2021;"Education (Q2); Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
104;21383;Comparative Medicine;journal;15320820;0.342;Q2;68;63;184;2529;156;179;0.72;40.14;United States;Northern America;American Association for Laboratory Animal Science;2000-2021;"Veterinary (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)"
105;18302;Journal of Swine Health and Production;journal;1537209X;0.341;Q3;38;46;138;521;62;81;0.51;11.33;United States;Northern America;American Association of Swine Veterinarians;1996-2021;"Animal Science and Zoology (Q3); Food Animals (Q3)"
106;17124;Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia;journal;14390264, 03402096;0.34;Q2;37;73;179;2529;160;177;0.88;34.64;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1972-2021;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
