Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
13;23030;Journal of the Royal Society of New Zealand;journal;03036758;0.627;Q1;37;47;50;1205;69;45;1.28;25,64;United Kingdom;Western Europe;Taylor and Francis Ltd.;1971-2020;Multidisciplinary (Q1)
14;86891;Journal of King Saud University - Science;journal;10183647;0.611;Q1;32;63;151;2596;535;149;2.76;41,21;Saudi Arabia;Middle East;King Saud University;1994, 2009-2020;Multidisciplinary (Q1)
15;21100405003;Science Bulletin;journal;20959273, 20959281;0.570;Q1;101;278;1193;10135;2706;1110;3.70;36,46;Netherlands;Western Europe;Elsevier BV;2015-2020;Multidisciplinary (Q1)
16;12337;International Journal of Bifurcation and Chaos in Applied Sciences and Engineering;journal;17936551, 02181274;0.568;Q1;95;275;776;8924;1377;773;1.66;32,45;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;1996-2020;"Engineering (miscellaneous) (Q1); Multidisciplinary (Q1); Applied Mathematics (Q2); Modeling and Simulation (Q2)"
17;22251;Pacific Science;journal;15346188, 00308870;0.547;Q1;40;37;116;1804;138;115;0.97;48,76;United States;Northern America;University of Hawaii Press;1979-2019;Multidisciplinary (Q1)
18;25823;Complexity;journal;10762787, 10990526;0.531;Q1;52;296;336;12259;625;321;1.96;41,42;Egypt;Africa/Middle East;Hindawi Limited;1995-2020;Multidisciplinary (Q1)
19;19700200807;Research in Science and Technological Education;journal;14701138, 02635143;0.531;Q1;31;29;58;1518;63;57;0.77;52,34;United Kingdom;Western Europe;Taylor and Francis Ltd.;1983-2020;"Multidisciplinary (Q1); Education (Q2)"
20;4400151506;Eurasip Journal on Bioinformatics and Systems Biology;journal;16874153, 16874145;0.427;Q1;19;6;50;344;40;49;0.91;57,33;Germany;Western Europe;Springer Open;2006-2017;"Multidisciplinary (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Signal Processing (Q2); Computational Mathematics (Q3); Medicine (miscellaneous) (Q3); Statistics and Probability (Q3)"
21;19298;American Scientist;trade journal;00030996;0.424;Q1;58;0;127;0;120;127;0.58;0,00;United States;Northern America;Sigma Xi, Scientific Research Society;1946-1951, 1961-2016;Multidisciplinary (Q1)
22;5000157301;Transactions of the Royal Society of South Africa;journal;0035919X, 21540098;0.423;Q1;22;23;54;1172;65;49;1.38;50,96;United Kingdom;Western Europe;Taylor and Francis Ltd.;1909-1910, 1913-1915, 1917-1919, 1921-1926, 1928-1940, 1942-1943, 1945-1949, 1951, 1954-1964, 1967-1972, 1974-1990, 1992-2020;"Multidisciplinary (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Earth and Planetary Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
23;23516;Journal of the Royal Society of Western Australia;journal;0035922X;0.422;Q1;26;0;31;0;14;29;0.00;0,00;Australia;Pacific Region;Royal Society of Western Australia Inc.;1981, 1983-2019;Multidisciplinary (Q1)
24;18659;Anais da Academia Brasileira de Ciencias;journal;00013765, 16782690;0.418;Q1;54;257;574;11111;656;561;1.10;43,23;Brazil;Latin America;Academia Brasileira de Ciencias;1945-1946, 1949, 1970-1992, 1994-2020;Multidisciplinary (Q1)
25;28472;Fractals;journal;17936543, 0218348X;0.408;Q1;39;81;146;2668;268;146;1.77;32,94;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;1995-2020;"Multidisciplinary (Q1); Applied Mathematics (Q3); Geometry and Topology (Q3); Modeling and Simulation (Q3)"
26;21100228569;SpringerPlus;journal;21931801;0.389;Q1;41;1;3804;1;4992;3744;1.25;1,00;Germany;Western Europe;Springer Science and Business Media Deutschland GmbH;2012-2017;Multidisciplinary (Q1)
27;26207;Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University;journal;02582724;0.373;Q1;20;159;484;2432;302;484;0.59;15,30;China;Asiatic Region;Science Press;1991, 1998, 2001-2019;Multidisciplinary (Q1)
28;25522;Tsinghua Science and Technology;journal;10070214;0.366;Q1;40;64;191;1816;434;190;2.10;28,38;China;Asiatic Region;Tsing Hua University;2003-2020;Multidisciplinary (Q1)
29;21100247071;Science and Technology Studies;journal;22434690;0.362;-;12;16;46;915;61;45;1.45;57,19;Finland;Western Europe;The Finnish Society for Science and Technology Studies;2012-2019;History and Philosophy of Science (Q2)
30;21100411756;Heliyon;journal;24058440;0.355;Q1;18;268;188;10676;256;185;1.38;39,84;Netherlands;Western Europe;Elsevier BV;2015-2020;Multidisciplinary (Q1)
31;23697;Science Progress;journal;20477163, 00368504;0.351;Q1;33;28;97;1289;81;67;1.08;46,04;United Kingdom;Western Europe;Science Reviews Ltd;1946-1949, 1955, 1957, 1960-1963, 1965-1972, 1974-1993, 1995-2020;Multidisciplinary (Q1)
32;21100372856;Data in Brief;journal;23523409;0.341;Q1;23;675;1207;4867;879;1;867.00;7,21;Netherlands;Western Europe;Elsevier BV;2014-2020;"Multidisciplinary (Q1); Education (Q2)"
33;19400157273;European Journal of Science and Theology;journal;18410464, 18428517;0.336;Q2;15;117;430;2381;279;421;0.90;20,35;Romania;Eastern Europe;ACAD Organisation;2008-2020;"Religious Studies (Q1); Engineering (miscellaneous) (Q2); History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
34;19700201672;Journal of the Association of Arab Universities for Basic and Applied Sciences;journal;18153852;0.336;Q1;0;0;0;0;0;0;0.00;0,00;Bahrain;Middle East;Taylor and Francis Ltd.;2010-2017;"Multidisciplinary (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Energy (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3)"
35;27733;Latin American Research Review;journal;00238791, 15424278;0.312;-;45;49;159;2441;105;149;0.66;49,82;United States;Northern America;Latin American Studies Association;1970, 1978-2020;"Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
36;20699;Current Science;journal;00113891;0.311;Q2;110;760;2127;18165;1639;1274;1.15;23,90;India;Asiatic Region;Indian Academy of Sciences;1945-1951, 1973-1989, 1993-2020;Multidisciplinary (Q2)
37;13951;Arabian Journal for Science and Engineering;journal;21914281, 2193567X;0.303;Q2;37;424;1472;14943;1803;1463;1.29;35,24;Germany;Western Europe;Springer Berlin;1984, 1986, 1996-2020;Multidisciplinary (Q2)
38;21100324700;Kuwait Journal of Science;journal;23074108, 23074116;0.295;Q2;10;55;137;1317;108;137;0.69;23,95;Kuwait;Middle East;Kuwait University;2013-2020;Multidisciplinary (Q2)
39;22386;Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences;journal;16742974, 10002472;0.283;Q2;15;263;745;4600;354;745;0.46;17,49;China;Asiatic Region;Hunan Daxue/Hunan University;1992-1993, 1996, 2001-2020;Multidisciplinary (Q2)
40;145331;Brazilian Archives of Biology and Technology;journal;15168913;0.281;Q2;45;90;334;3585;347;324;0.87;39,83;Brazil;Latin America;Instituto de Tecnologia do Parana;1998-2019;Multidisciplinary (Q2)
41;75573;Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology;journal;04932137;0.280;Q2;19;203;588;3547;242;588;0.45;17,47;China;Asiatic Region;Tianjin Daxue/Tianjin University;1982-1988, 2003-2020;Multidisciplinary (Q2)
42;24197;Scientific American;journal;00368733;0.266;Q2;88;416;1316;241;300;438;0.67;0,58;United States;Northern America;Scientific American Inc.;1947-1950, 1958-2018;Multidisciplinary (Q2)
43;23716;Science, Technology and Society;journal;09730796, 09717218;0.259;Q2;20;30;61;1364;57;58;0.93;45,47;India;Asiatic Region;Sage Publications India Pvt. Ltd;1996-2020;Multidisciplinary (Q2)
44;19700173166;Acta Polytechnica Hungarica;journal;17858860;0.255;Q2;28;101;343;2587;410;340;1.25;25,61;Hungary;Eastern Europe;Obuda University;2004-2020;"Engineering (miscellaneous) (Q2); Multidisciplinary (Q2)"
45;23049;Issues in Science and Technology;journal;07485492;0.252;Q2;28;0;180;0;103;109;1.07;0,00;United States;Northern America;University of Texas at Dallas;1985-1999, 2001-2016, 2018-2019;Multidisciplinary (Q2)
46;61482;Liaoning Gongcheng Jishu Daxue Xuebao (Ziran Kexue Ban)/Journal of Liaoning Technical University (Natural Science Edition);journal;10080562;0.252;Q2;15;223;927;2441;265;927;0.28;10,95;China;Asiatic Region;Liaoning Engineering Technology University Editorial;2001-2019;Multidisciplinary (Q2)
47;18761;Advances in Complex Systems;journal;02195259;0.250;Q2;30;14;71;517;60;70;0.85;36,93;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;2004-2020;"Multidisciplinary (Q2); Control and Systems Engineering (Q3)"
48;7700153224;Sains Malaysiana;journal;01266039;0.250;Q2;26;274;711;7740;517;711;0.63;28,25;Malaysia;Asiatic Region;Penerbit Universiti Kebangsaan Malaysia;2006-2020;Multidisciplinary (Q2)
49;3900148502;Songklanakarin Journal of Science and Technology;journal;01253395;0.249;Q2;29;90;270;2429;158;270;0.48;26,99;Thailand;Asiatic Region;Prince of Songkla University;2006-2020;Multidisciplinary (Q2)
50;25490;Tongji Daxue Xuebao/Journal of Tongji University;journal;0253374X;0.248;Q2;30;292;871;4929;340;871;0.35;16,88;China;Asiatic Region;Science Press;1999-2020;Multidisciplinary (Q2)
51;6500153124;Theology and Science;journal;14746719, 14746700;0.247;Q2;12;52;99;1397;24;85;0.32;26,87;United Kingdom;Western Europe;Routledge;2003-2020;"Religious Studies (Q1); History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
52;23650;Journal of Scientific Exploration (discontinued);journal;08923310;0.243;Q2;17;23;74;956;26;53;0.35;41,57;United States;Northern America;Society of Scientific Exploration;1997-1998, 2000-2018;Multidisciplinary (Q2)
53;12634;Early Science and Medicine;journal;13837427, 15733823;0.241;Q2;19;20;68;1243;44;67;0.39;62,15;Netherlands;Western Europe;Brill Academic Publishers;1996-2020;"History (Q1); History and Philosophy of Science (Q2); Multidisciplinary (Q2); Medicine (miscellaneous) (Q3)"
54;23285;Natures Sciences Societes;journal;12401307, 17652979;0.235;Q2;16;53;122;1251;40;99;0.41;23,60;France;Western Europe;EDP Sciences;1995-2019;"Multidisciplinary (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)"
55;5600155094;Perspectives on Science;journal;10636145, 15309274;0.234;Q2;22;32;82;1799;57;79;0.67;56,22;United States;Northern America;MIT Press Journals;1999-2020;"History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
56;21100446263;2016 AIAA Guidance, Navigation, and Control Conference;conference and proceedings;-;0.231;-;11;0;233;0;242;232;1.04;0,00;United States;Northern America;;;"Aerospace Engineering; Control and Systems Engineering; Electrical and Electronic Engineering"
57;14086;Journal of Applied Science and Engineering;journal;15606686;0.224;Q2;25;60;152;1148;85;152;0.39;19,13;Taiwan;Asiatic Region;Tamkang University;1998-2020;"Multidisciplinary (Q2); Engineering (miscellaneous) (Q3)"
58;145365;Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition);journal;16715497;0.220;Q2;18;268;891;3993;315;891;0.34;14,90;China;Asiatic Region;Editorial Board of Jilin University;2005-2019;Multidisciplinary (Q2)
59;28036;Indian Journal of Pure and Applied Physics;journal;09751041, 00195596;0.212;-;38;99;304;3137;235;303;0.69;31,69;India;Asiatic Region;National Institute of Science Communication and Information Resources (NISCAIR);1969, 1971, 1974-1990, 1993-2019;Physics and Astronomy (miscellaneous) (Q4)
60;22447;Journal of the Indian Institute of Science;journal;00194964, 09704140;0.212;Q2;28;44;111;3562;94;93;1.42;80,95;India;Asiatic Region;Indian Institute of Science;1974, 1976-1978, 1983-1984, 1988, 1995-2020;Multidisciplinary (Q2)
61;31728;Comptes Rendus de L'Academie Bulgare des Sciences;journal;13101331;0.210;Q2;16;216;628;3331;189;628;0.30;15,42;Bulgaria;Eastern Europe;Bulgarian Academy of Sciences;1977-1985, 2002, 2007-2019;Multidisciplinary (Q2)
62;83082;Historia Agraria;journal;11391472;0.209;-;14;17;51;1140;19;51;0.29;67,06;Spain;Western Europe;Universitat Autonoma de Barcelona;1998-2019;"History (Q1); Agricultural and Biological Sciences (miscellaneous) (Q3); Arts and Humanities (miscellaneous) (Q3); Geography, Planning and Development (Q3)"
63;23531;Sadhana - Academy Proceedings in Engineering Sciences;journal;09737677, 02562499;0.209;Q2;46;177;351;4953;325;351;0.81;27,98;India;Asiatic Region;Springer India;1984-2020;Multidisciplinary (Q2)
64;1300147101;Foundations of Science;journal;12331821;0.203;Q2;23;70;111;2422;58;105;0.55;34,60;Netherlands;Western Europe;Springer Netherlands;1995, 1997-2002, 2005-2020;"History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
65;22728;Zhongshan Daxue Xuebao/Acta Scientiarum Natralium Universitatis Sunyatseni;journal;05296579;0.203;Q2;11;134;464;2737;119;464;0.31;20,43;China;Asiatic Region;Journal of Zhongshan University;1980, 2001-2020;Multidisciplinary (Q2)
66;144725;Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science);journal;16712021;0.199;Q2;13;136;439;2735;80;439;0.18;20,11;China;Asiatic Region;Editorial Department of Journal of Shenyang Jianzhu University;2005-2019;Multidisciplinary (Q2)
67;22476;Informacion Tecnologica;journal;07180764, 07168756;0.197;-;13;126;364;3804;172;348;0.49;30,19;Chile;Latin America;Centro de Informacion Tecnologica;1996-2019;"Energy (miscellaneous) (Q3); Food Science (Q3); Geotechnical Engineering and Engineering Geology (Q3); Industrial and Manufacturing Engineering (Q3); Strategy and Management (Q3); Computer Science Applications (Q4)"
68;14038;Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University;journal;10062467;0.194;Q3;22;221;1007;3052;275;1007;0.21;13,81;China;Asiatic Region;Shanghai Jiao Tong University;1988, 1998-2019;Multidisciplinary (Q3)
69;23649;Journal of Scientific and Industrial Research;journal;00224456;0.193;Q3;49;16;338;338;215;336;0.51;21,13;India;Asiatic Region;National Institute of Science Communication and Information Resources (NISCAIR);1969-1970, 1972-1978, 1980, 1982-1991, 1994-2020;Multidisciplinary (Q3)
70;21100199522;Bulletin of the Georgian National Academy of Sciences;journal;01321447;0.192;Q3;9;87;218;1045;25;217;0.10;12,01;Georgia;Eastern Europe;Georgian National Academy of Sciences;2011-2019;Multidisciplinary (Q3)
71;19700166903;Universitas Scientiarum;journal;20271352, 01227483;0.192;Q3;9;13;65;503;44;64;0.68;38,69;Colombia;Latin America;Pontificia Universidad Javeriana;2009-2019;Multidisciplinary (Q3)
72;21100201971;Middle East Journal of Scientific Research (discontinued);journal;19998147, 19909233;0.189;Q3;51;0;750;0;192;750;0.00;0,00;Pakistan;Asiatic Region;International Digital Organization for Scientific Information;2012-2014;Multidisciplinary (Q3)
73;19400157142;Chiang Mai University Journal of Natural Sciences;journal;16851994;0.188;Q3;9;25;115;647;43;115;0.31;25,88;Thailand;Asiatic Region;Chiang Mai University;2003, 2006, 2009-2020;Multidisciplinary (Q3)
74;19900191611;Modern Applied Science (discontinued);journal;19131852, 19131844;0.188;Q3;23;0;278;0;189;278;0.68;0,00;Canada;Northern America;Canadian Center of Science and Education;2011-2015;Multidisciplinary (Q3)
75;22962;Interciencia;journal;03781844;0.183;Q3;34;97;381;3114;118;348;0.30;32,10;Venezuela;Latin America;Interciencia Association;1979, 1981-1982, 1986, 1990, 1993, 1996-2020;Multidisciplinary (Q3)
76;145055;Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition;journal;1673064X;0.181;Q3;13;118;365;1774;65;365;0.15;15,03;China;Asiatic Region;Xi'an Petroleum University;2005-2020;Multidisciplinary (Q3)
77;19700181256;Constructivist Foundations;journal;1782348X;0.180;-;14;115;404;1755;170;88;1.61;15,26;Belgium;Western Europe;Vrije Universiteit Brussel;2010-2019;"Philosophy (Q2); History and Philosophy of Science (Q3); Cognitive Neuroscience (Q4); Education (Q4)"
78;4000151817;ScienceAsia;journal;15131874;0.179;Q3;27;57;198;1462;122;198;0.54;25,65;Thailand;Asiatic Region;Science Society of Thailand under Royal Patronage;2006-2019;Multidisciplinary (Q3)
79;22963;Interdisciplinary Science Reviews;journal;03080188, 17432790;0.176;Q3;22;30;88;596;29;73;0.29;19,87;United Kingdom;Western Europe;Maney Publishing;1976-2020;"History and Philosophy of Science (Q3); Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3)"
80;84932;Kexue tongbao, Scientia;journal;00977411;0.175;Q3;19;417;744;19810;494;744;0.66;47,51;United States;Northern America;Plenum Publishers;1963-1964, 1980-1984, 1989, 2015-2020;Multidisciplinary (Q3)
81;33604;Journal and Proceedings - Royal Society of New South Wales;journal;00359173;0.173;Q3;7;24;58;592;15;52;0.34;24,67;Australia;Pacific Region;Royal Society of New South Wales;1982-1997, 2009-2019;Multidisciplinary (Q3)
82;21100268424;Journal of Mathematical and Fundamental Sciences;journal;23375760;0.173;Q3;10;24;79;554;44;79;0.50;23,08;Indonesia;Asiatic Region;Institute for Research and Community Services, Institut Teknologi Bandung;2011, 2013-2019;"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Medicine (miscellaneous) (Q3); Multidisciplinary (Q3); Chemistry (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)"
83;21100256950;Movement and Sports Sciences - Science et Motricite;journal;21185735, 21185743;0.169;-;8;34;144;1656;52;125;0.36;48,71;France;Western Europe;EDP Sciences;2010-2019;"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Physiology (Q4); Physiology (medical) (Q4)"
84;25451;Transactions of Tianjin University;journal;10064982, 19958196;0.166;Q3;15;68;229;1918;99;229;0.48;28,21;China;Asiatic Region;Tianjin Daxue/Tianjin University;2004-2020;Multidisciplinary (Q3)
85;21100201522;Indian Journal of Science and Technology (discontinued);journal;09746846, 09745645;0.160;Q3;41;0;5123;0;2099;5121;0.39;0,00;India;Asiatic Region;Indian Society for Education and Environment;2007-2016;Multidisciplinary (Q3)
86;21100258402;Walailak Journal of Science and Technology;journal;2228835X, 16863933;0.160;Q3;13;86;269;2400;119;266;0.34;27,91;Thailand;Asiatic Region;Walailak University;2012-2020;Multidisciplinary (Q3)
87;5800207374;Journal of the National Science Foundation of Sri Lanka;journal;13914588;0.157;Q3;16;44;141;1202;55;127;0.38;27,32;Sri Lanka;Asiatic Region;National Science Foundation of Sri Lanka;1999-2019;Multidisciplinary (Q3)
88;21100217212;Journal of Zhejiang University, Science Edition;journal;10089497;0.156;Q3;5;107;375;2091;53;375;0.15;19,54;China;Asiatic Region;Zhejiang da xue xue bao bian ji bu;2012-2020;Multidisciplinary (Q3)
89;17600155110;Research Journal of Applied Sciences (discontinued);journal;1815932X, 19936079;0.156;Q3;16;0;511;0;202;511;0.36;0,00;Pakistan;Asiatic Region;Medwell Publishing;2009-2016;"Engineering (miscellaneous) (Q3); Multidisciplinary (Q3); Chemistry (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)"
90;20500195146;World Applied Sciences Journal (discontinued);journal;18184952, 19916426;0.156;Q3;32;0;1105;0;342;1103;0.40;0,00;Pakistan;Asiatic Region;International Digital Organization for Scientific Information;2011-2016;Multidisciplinary (Q3)
91;19900191882;Journal of Sciences, Islamic Republic of Iran;journal;10161104;0.153;Q3;9;29;96;925;41;96;0.43;31,90;Iran;Middle East;National Center for Scientific Research;2011-2019;Multidisciplinary (Q3)
92;19472;Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis;journal;04798023;0.150;Q3;23;128;434;2355;170;434;0.31;18,40;China;Asiatic Region;Peking University;2001-2020;Multidisciplinary (Q3)
93;17600155129;Resonance;journal;09718044, 0973712X;0.150;Q3;13;106;307;753;36;265;0.11;7,10;India;Asiatic Region;Springer India;1996, 2009-2020;"Multidisciplinary (Q3); Education (Q4)"
94;5700165172;World Review of Science, Technology and Sustainable Development;journal;17412242, 17412234;0.150;Q3;13;24;39;997;14;39;0.29;41,54;United Kingdom;Western Europe;Inderscience Enterprises Ltd.;2007-2010, 2012-2020;Multidisciplinary (Q3)
95;21100201065;Information (discontinued);journal;13448994, 13434500;0.147;Q3;20;910;2100;12908;228;2099;0.12;14,18;Japan;Asiatic Region;International Information Institute;2009-2017;"Multidisciplinary (Q3); Information Systems (Q4)"
96;16500154707;Asian Journal of Scientific Research (discontinued);journal;19921454, 20772076;0.146;Q3;14;47;135;1479;60;135;0.52;31,47;Pakistan;Asiatic Region;Science Alert Journals;2008-2018;Multidisciplinary (Q3)
97;17700155802;Gazi University Journal of Science;journal;13039709;0.146;Q4;15;61;249;1455;79;247;0.34;23,85;Turkey;Middle East;Gazi University Eti Mahallesi;2009-2019;"Engineering (miscellaneous) (Q4); Multidisciplinary (Q4)"
98;21100202735;Revista Lasallista de Investigacion;journal;17944449;0.146;Q3;7;42;139;1058;22;133;0.20;25,19;Colombia;Latin America;Corporacion Universitaria Lasallista;2011, 2013-2019;Multidisciplinary (Q3)
99;19700170618;Maejo International Journal of Science and Technology;journal;19057873;0.144;Q4;15;24;75;634;39;72;0.52;26,42;Thailand;Asiatic Region;Maejo University;2009-2020;Multidisciplinary (Q4)
100;145728;Journal of Shanghai Jiaotong University (Science);journal;10071172;0.143;Q4;17;105;329;1829;139;329;0.43;17,42;China;Asiatic Region;Shanghai Jiao Tong University;2005-2020;Multidisciplinary (Q4)
101;21100817622;Studies in Spanish and Latin American Cinemas;journal;20504845, 20504837;0.143;-;4;20;56;664;12;53;0.22;33,20;United Kingdom;Western Europe;Intellect Ltd.;2013-2019;"Cultural Studies (Q2); Visual Arts and Performing Arts (Q2); Communication (Q4)"
102;5800207553;Linguistics in the Netherlands;journal;09297332;0.138;Q4;13;11;38;196;8;37;0.13;17,82;Netherlands;Western Europe;John Benjamins Publishing Company;1996-2017, 2019;"Language and Linguistics (Q3); Linguistics and Language (Q3); Health Professions (miscellaneous) (Q4); Multidisciplinary (Q4); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
103;19900191418;Psychotherapy and Politics International;journal;14769263, 15569195;0.133;Q4;5;25;68;744;18;60;0.24;29,76;Germany;Western Europe;"Wiley - VCH Verlag GmbH &amp; CO. KGaA";2013-2020;Multidisciplinary (Q4)
104;22176;Ohio Journal of Sciences;journal;00300950;0.130;Q4;16;6;22;196;6;18;0.33;32,67;United States;Northern America;Ohio Academy of Science;1945-1949, 1973-1974, 1979-1983, 1985, 1987, 1989, 1991-2010, 2013-2019;Multidisciplinary (Q4)
105;6400153122;American Journal of Applied Sciences (discontinued);journal;15469239, 15543641;0.127;Q4;41;0;488;0;303;488;0.56;0,00;United States;Northern America;Science Publications;2007-2016;Multidisciplinary (Q4)
106;19500157417;Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences;journal;1407009X;0.127;Q4;8;83;138;2122;30;138;0.20;25,57;Poland;Eastern Europe;De Gruyter Open Ltd.;2008-2020;Multidisciplinary (Q4)
107;21100201062;Asian Journal of Applied Sciences (discontinued);journal;19963343;0.126;Q4;14;1;132;10;56;132;0.44;10,00;Pakistan;Asiatic Region;Science Alert;2011-2017;Multidisciplinary (Q4)
108;20300195074;ASM Science Journal;journal;18236782;0.125;Q4;4;18;28;210;12;23;0.56;11,67;Malaysia;Asiatic Region;Akademi Sains Malaysia;2011-2015, 2017-2020;Multidisciplinary (Q4)
109;18800156734;Journal of Science and Technology in the Tropics;journal;18235034;0.124;Q4;4;9;36;208;4;34;0.00;23,11;Malaysia;Asiatic Region;COSTAM and Akademi Sains Malaysia;2009-2017;"Engineering (miscellaneous) (Q4); Multidisciplinary (Q4)"
110;26195;Wuhan University Journal of Natural Sciences;journal;10071202, 19934998;0.121;Q4;19;78;238;1590;77;238;0.32;20,38;China;Asiatic Region;Wuhan University;1996, 1998-2019;Multidisciplinary (Q4)
