Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
23;12229;Mass Spectrometry Reviews;journal;10982787, 02777037;2.675;Q1;130;10;41;1859;248;41;6.46;185.9;United States;Northern America;"John Wiley &amp; Sons Inc.";1982-2021;"Analytical Chemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Condensed Matter Physics (Q1); Spectroscopy (Q1)"
24;25781;Aldrichimica Acta;journal;00025100;2.649;Q1;61;5;17;693;70;17;3.67;138.6;United States;Northern America;Aldrich;1990-2020;Organic Chemistry (Q1)
25;28428;Journal of Geophysical Research;journal;01480227, 21562202;2.62;-;312;948;3632;38216;11245;3629;2.89;40.31;United States;Northern America;Wiley-Blackwell;1956, 1959-2012, 2014-2017;"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
26;17594;Journal of Biomolecular NMR;journal;15735001, 09252738;2.592;Q1;108;159;284;4320;1014;284;3.21;27.17;Netherlands;Western Europe;Springer Netherlands;1991-2021;"Biochemistry (Q1); Spectroscopy (Q1)"
27;23915;Analytical Chemistry;journal;15206882, 00032700;2.507;Q1;343;918;2441;38115;10942;2437;4.39;41.52;United States;Northern America;American Chemical Society;1947-2021;Analytical Chemistry (Q1)
28;27476;Critical Reviews in Solid State and Materials Sciences;journal;15476561, 10408436;2.427;Q1;64;6;17;1213;52;17;3.25;202.17;United Kingdom;Western Europe;Taylor and Francis Ltd.;1977-1984, 1986-2021;"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Physical and Theoretical Chemistry (Q1)"
29;26371;Natural Product Reports;journal;02650568, 14604752;2.402;Q1;188;42;96;6961;435;96;4.5;165.74;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
30;24016;Journal of Analytical Atomic Spectrometry;journal;13645544, 02679477;2.397;Q1;118;262;613;8211;1987;611;3.11;31.34;United Kingdom;Western Europe;Royal Society of Chemistry;1971, 1977-1978, 1983-1984, 1986-2021;"Analytical Chemistry (Q1); Spectroscopy (Q1)"
31;4400151603;Advances in Inorganic Chemistry;book series;08988838, 15578917;2.315;Q1;55;14;21;2465;85;21;3.92;176.07;United States;Northern America;Academic Press Inc.;1982-1996, 1998-2006, 2008-2021;Inorganic Chemistry (Q1)
32;26947;Journal of Catalysis;journal;10902694, 00219517;2.309;Q1;253;384;1159;13484;3667;1154;2.98;35.11;United States;Northern America;Academic Press Inc.;1962-2021;"Catalysis (Q1); Physical and Theoretical Chemistry (Q1)"
33;25285;Metal Ions in Biological Systems;journal;01615149;2.251;Q1;55;19;62;2545;252;62;4.32;133.95;United States;Northern America;Marcel Dekker Inc.;1995-2005;"Biochemistry (Q1); Inorganic Chemistry (Q1)"
34;23255;Marine Chemistry;journal;03044203;2.241;Q1;137;100;276;4269;684;271;2.22;42.69;Netherlands;Western Europe;Elsevier;1972-2021;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Oceanography (Q1); Water Science and Technology (Q1)"
35;12878;Chemistry of Materials;journal;15205002, 08974756;2.148;Q1;393;513;1397;18402;4970;1397;3.14;35.87;United States;Northern America;American Chemical Society;1989-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
36;27009;Oxidation of Metals;journal;0030770X, 15734889;2.137;Q1;80;52;142;1340;261;142;1.45;25.77;United States;Northern America;Springer New York;1969-2021;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1)"
37;27035;Progress in Solid State Chemistry;journal;00796786;2.129;Q1;52;3;10;303;50;10;5.71;101;United Kingdom;Western Europe;Elsevier Ltd.;1964-1965, 1967, 1971-1973, 1975-1976, 1978-1991, 1993, 1995-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
38;26423;Organometallics;journal;15206041, 02767333;2.114;Q1;176;812;2545;33887;8030;2545;3.24;41.73;United States;Northern America;American Chemical Society;1982-2021;"Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
39;28134;Journal of Chemical Physics;journal;10897690, 00219606;2.036;Q1;361;2549;6749;91525;20292;6748;2.97;35.91;United States;Northern America;American Institute of Physics;1933-2021;"Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
40;25125;Journal of Analytical Toxicology;journal;19452403, 01464760;2.019;Q1;78;117;332;2065;757;283;2.42;17.65;United States;Northern America;Preston Publications;1977-2021;"Analytical Chemistry (Q1); Chemical Health and Safety (Q1); Environmental Chemistry (Q1); Health, Toxicology and Mutagenesis (Q1); Toxicology (Q1)"
41;25280;Journal of Biological Inorganic Chemistry;journal;09498257, 14321327;1.964;Q1;106;91;255;4097;872;244;3.48;45.02;Germany;Western Europe;Springer Verlag;1996-2021;"Biochemistry (Q1); Inorganic Chemistry (Q1)"
42;25762;Advances in Polymer Science;book series;00653195;1.944;Q1;118;43;35;584;94;35;2.82;13.58;United States;Northern America;Springer New York;1958-1961, 1963-1964, 1969, 1976-1982, 1986-1987, 1990-2021;"Chemical Engineering (miscellaneous) (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
43;25896;Journal of Organic Chemistry;journal;15206904, 00223263;1.943;Q1;234;1591;4658;58937;13961;4620;3.15;37.04;United States;Northern America;American Chemical Society;1936-2021;Organic Chemistry (Q1)
44;25939;Macromolecular Rapid Communications;journal;10221336, 15213927;1.936;Q1;159;142;401;2622;943;401;2.36;18.46;Germany;Western Europe;Wiley-VCH Verlag;1994-2021;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
45;23470;Coordination Chemistry Reviews;journal;00108545;1.933;Q1;287;207;404;18633;1115;404;2.54;90.01;Netherlands;Western Europe;Elsevier;1966-2022;Chemistry (miscellaneous) (Q1)
46;12202;Intermetallics;journal;09669795;1.868;Q1;120;153;258;3946;474;256;1.6;25.79;United Kingdom;Western Europe;Elsevier Ltd.;1993-2021;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)"
47;19642;Journal - American Water Works Association;journal;15518833, 0003150X;1.862;Q1;76;89;274;1733;372;274;1.29;19.47;United States;Northern America;"John Wiley &amp; Sons Inc.";1946, 1969-2021;"Chemistry (miscellaneous) (Q1); Water Science and Technology (Q1)"
48;21100326898;Acta Crystallographica Section A: Foundations and Advances;journal;20532733;1.853;Q1;84;106;273;1970;501;273;1.46;18.58;United States;Northern America;"John Wiley &amp; Sons Inc.";1998, 2014-2021;"Biochemistry (Q1); Condensed Matter Physics (Q1); Inorganic Chemistry (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Structural Biology (Q2)"
49;24680;Diamond and Related Materials;journal;09259635;1.813;Q1;116;351;871;6703;1722;869;1.85;19.1;Netherlands;Western Europe;Elsevier BV;1991-2021;"Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Physics and Astronomy (miscellaneous) (Q1)"
50;4100151523;Advances in Chemical Engineering;book series;00652377;1.803;Q1;31;4;11;335;18;9;1.2;83.75;United States;Northern America;Academic Press Inc.;1956, 1958, 1962, 1964, 1966, 1968, 1970, 1974, 1978, 1981, 1983, 1987-1988, 1990-1992, 1994-1996, 1998-1999, 2001, 2004-2021;"Biomaterials (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
51;21493;Reviews in Computational Chemistry;book series;10693599;1.801;Q1;45;6;34;912;152;34;3.16;152;Germany;Western Europe;Wiley-VCH Verlag;1996-2007, 2009-2010, 2015;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
52;22781;Chemical Communications;journal;1364548X, 13597345;1.777;Q1;348;1183;3706;23315;11084;3705;3.15;19.71;United Kingdom;Western Europe;Royal Society of Chemistry;1965-1968, 1996-2021;"Catalysis (Q1); Ceramics and Composites (Q1); Chemistry (miscellaneous) (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)"
53;9500153997;Polymer Reviews;journal;15583724, 15583716;1.77;Q1;96;22;47;4543;117;47;2.09;206.5;United States;Northern America;Taylor and Francis Ltd.;2006-2021;"Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
54;130000;Journal of Chromatography A;journal;00219673, 18733778;1.714;Q1;237;1134;3841;34130;9737;3808;2.58;30.1;Netherlands;Western Europe;Elsevier;1958-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1)"
55;29591;Journal of the American Society for Mass Spectrometry;journal;10440305, 18791123;1.704;Q1;130;141;381;4251;1085;377;3.04;30.15;United States;Northern America;American Chemical Society;1990-2021;"Spectroscopy (Q1); Structural Biology (Q2)"
56;25264;Inorganic Chemistry;journal;00201669, 1520510X;1.68;Q1;241;941;3157;6596;8219;3156;2.72;7.01;United States;Northern America;American Chemical Society;1962-2021;"Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
57;26970;Journal of Physical Chemistry B;journal;15205207, 15206106;1.658;Q1;401;1520;3034;52386;9196;3033;3.03;34.46;United States;Northern America;American Chemical Society;1997-2021;"Materials Chemistry (Q1); Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1)"
58;30422;Journal of Physical Chemistry;journal;00223654;1.641;Q1;170;0;2758;0;9359;2736;0;0;United States;Northern America;American Chemical Society;1896-1901, 1903-1905, 1907-1922, 1928-1946, 1948-1996;"Engineering (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
59;26987;Langmuir;journal;15205827, 07437463;1.638;Q1;346;1316;3243;42292;8787;3243;2.59;32.14;United States;Northern America;American Chemical Society;1985-2021;"Condensed Matter Physics (Q1); Electrochemistry (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Spectroscopy (Q1); Surfaces and Interfaces (Q1)"
60;5100152306;Heterogeneous Chemistry Reviews;journal;10686983;1.63;Q1;14;0;17;0;83;17;0;0;United Kingdom;Western Europe;John Wiley and Sons Ltd;1996;Chemistry (miscellaneous) (Q1)
61;24074;Helvetica Chimica Acta;journal;0018019X, 15222675;1.624;Q1;85;190;534;7166;1373;534;2.56;37.72;United States;Northern America;Wiley-Blackwell;1918-2021;"Biochemistry (Q1); Drug Discovery (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Catalysis (Q2)"
62;29646;Progress in Surface Science;journal;00796816;1.607;-;82;8;97;1798;196;94;1.97;224.75;United Kingdom;Western Europe;Elsevier Ltd.;1971-2021;"Condensed Matter Physics (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
63;25169;Journal of the Electrochemical Society;journal;00134651, 19457111;1.6;Q1;284;752;2310;17274;5549;2310;2.23;22.97;United States;Northern America;Electrochemical Society, Inc.;1948-1960, 1963-2021;"Condensed Matter Physics (Q1); Electrochemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1); Surfaces, Coatings and Films (Q1)"
64;24022;Journal of Chemometrics;journal;1099128X, 08869383;1.576;Q1;95;36;103;621;215;103;1.91;17.25;United Kingdom;Western Europe;John Wiley and Sons Ltd;1992-2021;"Analytical Chemistry (Q1); Applied Mathematics (Q1)"
65;26513;Tetrahedron Asymmetry;journal;1362511X, 09574166;1.574;Q1;109;547;1561;15967;3929;1561;2.73;29.19;United Kingdom;Western Europe;Elsevier Ltd.;1990-2017;"Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Catalysis (Q2)"
66;24176;Journal of Computational Chemistry;journal;1096987X, 01928651;1.573;Q1;194;146;455;6634;1455;454;3.08;45.44;United States;Northern America;"John Wiley &amp; Sons Inc.";1980-2021;"Chemistry (miscellaneous) (Q1); Computational Mathematics (Q1)"
67;13517;Ultrasonics Sonochemistry;journal;13504177, 18732828;1.561;-;140;40;110;797;283;109;2.01;19.93;Netherlands;Western Europe;Elsevier;1994-2021;"Acoustics and Ultrasonics (Q1); Chemical Engineering (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
68;24532;Spectrochimica Acta, Part B: Atomic Spectroscopy;journal;05848547;1.533;Q1;117;187;509;5306;999;503;1.86;28.37;Netherlands;Western Europe;Elsevier;1967-2021;"Analytical Chemistry (Q1); Atomic and Molecular Physics, and Optics (Q1); Instrumentation (Q1); Spectroscopy (Q1)"
69;24044;Journal of Mass Spectrometry;journal;10969888, 10765174;1.53;Q1;123;154;478;4482;1250;438;2.68;29.1;United States;Northern America;Wiley-Blackwell;1995-2021;"Medicine (miscellaneous) (Q1); Spectroscopy (Q1)"
70;22748;Catalysis Letters;journal;1572879X, 1011372X;1.506;Q1;125;267;844;6454;1839;844;1.99;24.17;Netherlands;Western Europe;Springer Netherlands;1988-2021;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
71;15176;Journal of Pulp and Paper Science;journal;08266220;1.486;Q1;48;77;249;1361;242;249;0.89;17.68;Canada;Northern America;Pulp and Paper Technical Association of Canada (PAPTAC);1983-2010;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Media Technology (Q1)"
72;25915;Journal of Polymer Science, Part B: Polymer Physics;journal;08876266, 10990488;1.481;Q1;150;328;868;9713;1416;868;1.56;29.61;United States;Northern America;"John Wiley &amp; Sons Inc.";1970, 1986-2019;"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1)"
73;16876;Bioconjugate Chemistry;journal;15204812, 10431802;1.479;Q1;177;152;326;4644;1092;326;3.43;30.55;United States;Northern America;American Chemical Society;1990-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1)"
74;25937;Macromolecular Chemistry and Physics;journal;10221352, 15213935;1.473;Q1;115;335;966;7540;1539;966;1.54;22.51;Germany;Western Europe;Wiley-VCH Verlag;1994-2021;"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1)"
75;27027;Applied Physics A: Materials Science and Processing;journal;14320630, 09478396;1.461;Q1;154;419;923;9478;1460;923;1.68;22.62;Germany;Western Europe;Springer Heidelberg;1988, 1995-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
76;26927;International Reviews in Physical Chemistry;journal;0144235X, 1366591X;1.461;Q1;87;14;50;2003;137;50;3.17;143.07;United Kingdom;Western Europe;Taylor and Francis Ltd.;1981-1983, 1985-2021;Physical and Theoretical Chemistry (Q1)
77;26514;Tetrahedron Letters;journal;00404039, 18733581;1.461;Q1;173;2399;7584;47053;17397;7583;2.43;19.61;United Kingdom;Western Europe;Elsevier Ltd.;1959-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
78;23524;Electrophoresis;journal;01730835, 15222683;1.445;Q1;161;459;1151;15240;3630;1146;3.44;33.2;Germany;Western Europe;Wiley-VCH Verlag;1980-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Clinical Biochemistry (Q1)"
79;21970;Theoretical Chemistry Accounts;journal;1432881X, 14322234;1.444;Q1;111;116;245;3983;550;242;2.47;34.34;United States;Northern America;Springer New York;1996-2021;Physical and Theoretical Chemistry (Q1)
80;26969;Journal of Physical Chemistry A;journal;15205215, 10895639;1.443;Q1;241;1538;2796;54074;7280;2796;2.6;35.16;United States;Northern America;American Chemical Society;1994, 1996-2021;"Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
81;26491;Synlett;journal;09365214, 14372096;1.426;Q1;136;575;1416;15936;3228;1416;2.42;27.71;Germany;Western Europe;Georg Thieme Verlag;1989-2021;Organic Chemistry (Q1)
82;23420;Advances in Chromatography;book series;00652415;1.406;Q1;26;13;34;1042;82;34;2.12;80.15;United States;Northern America;Marcel Dekker Inc.;1970, 1975-1984, 1986-1987, 1989, 1992-2001, 2003, 2005-2019;Analytical Chemistry (Q1)
83;30867;TrAC - Trends in Analytical Chemistry;journal;01659936;1.387;Q1;182;80;260;2713;542;246;2.05;33.91;Netherlands;Western Europe;Elsevier;1981-2021;"Analytical Chemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1)"
84;25901;Journal of Polymer Science, Part A: Polymer Chemistry;journal;10990518, 0887624X;1.386;Q1;0;0;0;0;0;0;0;0;United States;Northern America;"John Wiley &amp; Sons Inc.";1986-2020;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
85;26953;Journal of Membrane Science;journal;03767388;1.381;Q1;267;294;1023;6735;1858;1016;1.64;22.91;Netherlands;Western Europe;Elsevier;1976-2022;"Biochemistry (Q1); Filtration and Separation (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
86;24088;Rapid Communications in Mass Spectrometry;journal;09514198, 10970231;1.379;Q1;139;377;972;8069;2198;952;2.23;21.4;United Kingdom;Western Europe;John Wiley and Sons Ltd;1987-2021;"Analytical Chemistry (Q1); Organic Chemistry (Q1); Spectroscopy (Q1)"
87;16377;Catalysis Today;journal;09205861;1.373;Q1;221;384;800;12477;1647;796;1.86;32.49;Netherlands;Western Europe;Elsevier;1986-2021;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
88;25308;Reviews in Inorganic Chemistry;journal;01934929, 21910227;1.354;Q1;24;10;15;617;17;15;1.6;61.7;Germany;Western Europe;Walter de Gruyter GmbH;1985-1990, 1992-2021;Inorganic Chemistry (Q1)
89;25799;Biopolymers;journal;00063525, 10970282;1.347;Q1;129;175;511;7735;1192;499;2.39;44.2;United States;Northern America;"John Wiley &amp; Sons Inc.";1963-2021;"Biochemistry (Q1); Biomaterials (Q1); Biophysics (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1)"
90;24703;Journal of Crystal Growth;journal;00220248;1.341;Q1;155;1159;3479;18084;4329;3447;1.31;15.6;Netherlands;Western Europe;Elsevier;1967-2021;"Condensed Matter Physics (Q1); Inorganic Chemistry (Q1); Materials Chemistry (Q1)"
91;26512;Tetrahedron;journal;14645416, 00404020;1.333;Q1;226;1153;3787;42360;8132;3780;2.17;36.74;United Kingdom;Western Europe;Elsevier Ltd.;1957-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
92;21123;Pharmaceutical Research;journal;07248741, 1573904X;1.329;Q1;213;295;924;6991;2462;893;2.51;23.7;United States;Northern America;Springer New York;1984-2021;"Biotechnology (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Molecular Medicine (Q2)"
93;26586;Chemical Physics Letters;journal;00092614;1.326;Q1;240;1378;4334;33117;9151;4334;2.07;24.03;Netherlands;Western Europe;Elsevier;1967-2021;"Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
94;23963;Chromatographia;journal;00095893, 16121112;1.322;Q1;69;236;676;4887;1214;663;1.78;20.71;Germany;Western Europe;Springer Vieweg;1968-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Clinical Biochemistry (Q1); Organic Chemistry (Q1)"
95;21444;Polymer;journal;00323861;1.307;Q1;268;853;2496;22771;3573;2489;1.33;26.7;Netherlands;Western Europe;Elsevier BV;1960-2021;"Organic Chemistry (Q1); Polymers and Plastics (Q1)"
96;13057;"Industrial &amp; Engineering Chemistry Research";journal;15205045, 08885885;1.298;Q1;231;603;1825;15676;2694;1825;1.39;26;United States;Northern America;American Chemical Society;1987-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1)"
