Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
29;8600153102;Journal of the National Science Council of Sri Lanka;journal;03009254;0.187;Q2;11;0;76;0;7;76;0.09;0;Sri Lanka;Asiatic Region;Journal Of The National Science Council Of Srilanka;1996-1998;Multidisciplinary (Q2)
30;21100405003;Science Bulletin;journal;20959273, 20959281;0.186;Q2;122;646;1424;7493;295;1424;0.22;11.6;Netherlands;Western Europe;Elsevier BV;2015-2021;Multidisciplinary (Q2)
31;22367;Progress in Natural Science: Materials International;journal;10020071;0.178;Q2;70;130;491;1367;68;491;0.14;10.52;Netherlands;Western Europe;Elsevier BV;1996-2021;"Multidisciplinary (Q2); Materials Science (miscellaneous) (Q3)"
32;24221;Scientist (discontinued);journal;08903670;0.157;Q3;19;183;726;364;57;373;0.1;1.99;United States;Northern America;Scientist Inc.;1986-2018;Multidisciplinary (Q3)
33;22973;Doklady Akademii Nauk;journal;08695652;0.152;Q3;28;1295;3976;12494;977;3976;0.24;9.65;Russian Federation;Eastern Europe;Izdatel'stvo Nauka;1991-2005;Multidisciplinary (Q3)
34;1300147101;Foundations of Science;journal;12331821;0.146;Q3;27;19;38;627;13;38;0.34;33;Netherlands;Western Europe;Springer Netherlands;1995, 1997-2002, 2005-2021;"History and Philosophy of Science (Q3); Multidisciplinary (Q3)"
35;22176;Ohio Journal of Sciences;journal;00300950;0.141;Q3;18;18;51;421;6;51;0.03;23.39;United States;Northern America;Ohio Academy of Science;1945-1949, 1973-1974, 1979-1983, 1985, 1987, 1989, 1991-2010, 2013-2021;Multidisciplinary (Q3)
36;37540;Bulletin de la Societe Vaudoise des Sciences Naturelles;journal;00379603;0.14;Q3;11;7;29;300;3;29;0.06;42.86;Switzerland;Western Europe;Societe Vaudoise des Sciences Naturelles;1981-2013, 2015, 2017-2019;Multidisciplinary (Q3)
37;23531;Sadhana - Academy Proceedings in Engineering Sciences;journal;09737677, 02562499;0.134;Q3;52;28;130;734;16;130;0.14;26.21;India;Asiatic Region;Springer India;1984-2021;Multidisciplinary (Q3)
38;22963;Interdisciplinary Science Reviews;journal;03080188, 17432790;0.128;Q3;25;22;76;487;18;76;0.28;22.14;United Kingdom;Western Europe;Maney Publishing;1976-2021;"History and Philosophy of Science (Q3); Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3)"
39;76514;Kuwait Journal of Science and Engineering;journal;10248684;0.124;Q3;18;25;89;496;9;89;0.17;19.84;Kuwait;Middle East;Kuwait University;1996-2012;Multidisciplinary (Q3)
40;16100154769;Arabic Sciences and Philosophy;journal;09574239, 14740524;0.122;Q3;19;8;39;417;1;39;0;52.13;United Kingdom;Western Europe;Cambridge University Press;1991-2021;"History (Q2); Multidisciplinary (Q3); Philosophy (Q3); History and Philosophy of Science (Q4)"
41;145331;Brazilian Archives of Biology and Technology;journal;15168913;0.122;Q3;54;20;149;482;10;149;0;24.1;Brazil;Latin America;Instituto de Tecnologia do Parana;1998-2021;Multidisciplinary (Q3)
42;17600155129;Resonance;journal;09718044, 0973712X;0.121;Q3;17;0;1;0;0;1;0;0;India;Asiatic Region;Springer India;1996, 2002, 2006, 2009-2021;"Multidisciplinary (Q3); Education (Q4)"
43;12634;Early Science and Medicine;journal;13837427, 15733823;0.118;Q3;22;10;40;929;3;35;0.04;92.9;Netherlands;Western Europe;Brill Academic Publishers;1996-2021;"History (Q3); Medicine (miscellaneous) (Q3); Multidisciplinary (Q3); History and Philosophy of Science (Q4)"
44;71122;Sciences, The;journal;0036861X;0.116;-;4;5;9;0;1;8;0.13;0;United States;Northern America;New York Academy of Sciences;1961-1991, 1993-2000;Medicine (miscellaneous) (Q3)
45;21753;New Scientist;journal;02624079;0.113;Q3;19;2196;4185;263;163;4148;0.04;0.12;United States;Northern America;Springer New York;1973-2021;Multidisciplinary (Q3)
46;67311;Ciencia and Engenharia/ Science and Engineering Journal;journal;19834071, 0103944X;0.112;Q3;6;21;15;234;1;15;0.07;11.14;Brazil;Latin America;Universidade Federal de Uberlandia;1997-2018;Multidisciplinary (Q3)
47;22276;Pakistan Journal of Scientific and Industrial Research;journal;00309885;0.111;Q3;13;92;152;1305;5;152;0.03;14.18;Pakistan;Asiatic Region;PCSIR-Scientific Information Centre;1971-1973, 1975, 1977, 1983-1985, 1987-2012;Multidisciplinary (Q3)
48;38404;Discovery and Innovation;journal;1015079X;0.108;Q4;7;28;114;469;6;114;0.03;16.75;Kenya;Africa;Academy Science Publishers;1994-2007, 2010;"Management of Technology and Innovation (Q4); Multidisciplinary (Q4)"
49;12724;Industrial Laboratory (USSR) (English translation of Zavodskaya Laboratoriya);journal;00198447;0.108;Q4;5;189;613;2354;6;613;0;12.46;United Kingdom;Western Europe;Cambridge International Science Publishing;1972-1989, 1996-2000;"Chemical Engineering (miscellaneous) (Q4); Multidisciplinary (Q4)"
50;22447;Journal of the Indian Institute of Science;journal;00194964, 09704140;0.108;Q4;31;31;168;777;10;168;0.1;25.06;India;Asiatic Region;Indian Institute of Science;1974, 1976-1978, 1983-1984, 1988, 1995-2021;Multidisciplinary (Q4)
51;22476;Informacion Tecnologica (discontinued);journal;07180764, 07168756;0.105;-;15;94;295;1014;13;295;0.05;10.79;Chile;Latin America;Centro de Informacion Tecnologica;1996-2021;"Energy (miscellaneous) (Q3); Geotechnical Engineering and Engineering Geology (Q3); Industrial and Manufacturing Engineering (Q3); Computer Science Applications (Q4); Food Science (Q4); Strategy and Management (Q4)"
52;23650;Journal of Scientific Exploration (discontinued);journal;08923310;0.105;Q4;18;0;4;0;2;4;0.5;0;United States;Northern America;Society of Scientific Exploration;1997-1998, 2000-2018, 2021;Multidisciplinary (Q4)
53;25966;Smithsonian;journal;00377333;0.104;Q4;7;0;316;0;14;316;0.04;0;United States;Northern America;Smithsonian Institution;1971, 1975-1981, 1983-1984, 1987, 1989, 1996-1998, 2000-2011, 2013-2018;"Anthropology (Q4); Arts and Humanities (miscellaneous) (Q4); Multidisciplinary (Q4)"
54;24843;Bulletin de la Societe Royale des Sciences de Liege;journal;00379565;0.103;Q4;11;23;100;369;9;100;0.1;16.04;Belgium;Western Europe;Societe Royale des Sciences de Liege;1988, 1996-2020;Multidisciplinary (Q4)
55;22966;Vestnik Rossijkoj Akademii Nauk;journal;08695873;0.103;Q4;13;165;494;859;14;494;0.03;5.21;Russian Federation;Eastern Europe;Izdatel'stvo Nauka;1996-2004;Multidisciplinary (Q4)
56;14086;Journal of Applied Science and Engineering;journal;15606686;0.102;Q4;0;0;0;0;0;0;0;0;Taiwan;Asiatic Region;Tamkang University;1998-2020;"Engineering (miscellaneous) (Q4); Multidisciplinary (Q4)"
57;14038;Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University;journal;10062467;0.102;Q4;23;261;10;1631;0;10;0;6.25;China;Asiatic Region;Shanghai Jiaotong University;1988, 1998-2021;Multidisciplinary (Q4)
58;26195;Wuhan University Journal of Natural Sciences;journal;10071202, 19934998;0.102;Q4;20;24;9;164;1;9;0.2;6.83;China;Asiatic Region;Wuhan University;1996, 1998-2019;Multidisciplinary (Q4)
59;22386;Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences;journal;16742974, 10002472;0.101;Q4;17;0;25;0;0;25;0;0;China;Asiatic Region;Hunan Daxue/Hunan University;1992-1993, 1996, 2001-2021;Multidisciplinary (Q4)
60;38958;Research and Development (Barrington, Illinois);journal;07469179;0.101;Q4;3;3;16;0;2;16;0;0;United States;Northern America;Advantage Business Media;1984-1989, 1994-1996, 1998-1999, 2001-2002, 2007-2018;"Industrial and Manufacturing Engineering (Q3); Multidisciplinary (Q4)"
61;26207;Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University;journal;02582724;0.101;Q4;23;0;28;0;0;28;0;0;China;Asiatic Region;Science Press;1991, 1998, 2001-2021;Multidisciplinary (Q4)
62;83082;Historia Agraria;journal;11391472;0.1;-;18;14;39;207;1;39;0.04;14.79;Spain;Western Europe;Universitat Autonoma de Barcelona;1998-2021;"Agricultural and Biological Sciences (miscellaneous) (Q4); Arts and Humanities (miscellaneous) (Q4); Geography, Planning and Development (Q4); History (Q4)"
63;23716;Science, Technology and Society;journal;09730796, 09717218;0.1;Q4;23;30;64;571;3;54;0.06;19.03;India;Asiatic Region;Sage Publications India Pvt. Ltd;1996-2021;Multidisciplinary (Q4)
64;13951;Arabian Journal for Science and Engineering;journal;21914281, 2193567X;;-;50;53;183;1076;22;183;0.09;20.3;Germany;Western Europe;Springer Berlin;1984, 1986, 1996-2021;Multidisciplinary
65;21101034114;Journal of Applied Science and Engineering (Taiwan);journal;27089975, 27089967;;-;29;19;12;331;0;12;0;17.42;Taiwan;Asiatic Region;Tamkang University;2021-2022;"Engineering (miscellaneous); Multidisciplinary"
66;5800207374;Journal of the National Science Foundation of Sri Lanka;journal;13914588;;-;21;18;0;277;0;0;0;15.39;Sri Lanka;Asiatic Region;National Science Foundation of Sri Lanka;1999-2021;Multidisciplinary
67;5600155094;Perspectives on Science;journal;10636145, 15309274;;-;26;18;0;775;0;0;0;43.06;United States;Northern America;MIT Press Journals;1999-2021;"History and Philosophy of Science; Multidisciplinary"
68;21100253049;Proceedings of Science;conference and proceedings;18248039;;-;20;121;48;3806;0;47;0;31.45;Italy;Western Europe;Sissa Medialab Srl;1998-2021;Multidisciplinary
69;19700200807;Research in Science and Technological Education;journal;14701138, 02635143;;-;34;9;30;253;9;30;0.36;28.11;United Kingdom;Western Europe;Taylor and Francis Ltd.;1983-2021;"Education; Multidisciplinary"
70;25490;Tongji Daxue Xuebao/Journal of Tongji University;journal;0253374X;;-;33;58;0;311;0;0;0;5.36;China;Asiatic Region;Science Press;1999-2021;Multidisciplinary
