Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2015);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
19;19574;Veterinary Surgery;journal;1532950X, 01613499;0.997;Q1;71;166;425;4521;669;408;1.49;27,23;United States;Wiley-Blackwell;1972-ongoing;Veterinary (miscellaneous) (Q1)
20;4300151401;BMC Veterinary Research;journal;17466148;0.981;Q1;46;330;851;12437;1808;849;1.85;37,69;United Kingdom;BioMed Central;2005-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
21;19524;Veterinary Journal;journal;10900233;0.968;Q1;94;282;1315;9959;2381;1141;1.96;35,32;United Kingdom;Elsevier Ltd.;1997-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
22;20340;Parasitology Research;journal;14321955, 09320113;0.967;Q1;84;560;1684;23534;3910;1675;2.22;42,03;Germany;Springer Verlag;1987-ongoing;"Insect Science (Q1); Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
23;20491;Journal of Medical Entomology;journal;00222585;0.953;Q1;87;175;537;7128;1141;527;1.99;40,73;United States;Oxford University Press;1964-ongoing;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2)"
24;19518;Veterinary Dermatology;journal;09594493, 13653164;0.943;Q1;54;83;275;2278;525;239;1.93;27,45;United Kingdom;Blackwell Publishing Inc.;1990-ongoing;Veterinary (miscellaneous) (Q1)
25;17689;Avian Pathology;journal;03079457, 14653338;0.882;Q1;71;68;235;2426;392;220;1.43;35,68;United Kingdom;Taylor & Francis;1972-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
26;16700154702;Veterinary and comparative oncology;journal;14765829;0.866;Q1;29;52;97;1750;191;91;1.8;33,65;United Kingdom;Blackwell Publishing Inc.;2007-ongoing;Veterinary (miscellaneous) (Q1)
27;18903;Theriogenology;journal;0093691X;0.862;Q1;118;419;1081;17892;2163;1059;1.91;42,70;Netherlands;Elsevier BV;1974-ongoing;"Animal Science and Zoology (Q1); Equine (Q1); Food Animals (Q1); Small Animals (Q1)"
28;19520;Veterinary Immunology and Immunopathology;journal;01652427;0.862;Q1;86;159;651;6477;1155;631;1.8;40,74;Netherlands;Elsevier BV;1979-ongoing;"Veterinary (miscellaneous) (Q1); Immunology (Q3)"
29;94447;Journal of Animal Breeding and Genetics;journal;09312668, 14390388;0.845;Q1;45;56;176;1562;295;158;1.95;27,89;United Kingdom;Blackwell Publishing Inc.;1924-1944, 1950-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1); Medicine (miscellaneous) (Q2)"
30;3300147807;Livestock Science;journal;18711413;0.838;Q1;99;281;942;11040;1482;937;1.54;39,29;Netherlands;Elsevier BV;2006-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
31;17121;American Journal of Veterinary Research;journal;00029645;0.8290000000000001;Q1;82;121;595;4243;852;576;1.34;35,07;United States;American Veterinary Medical Association;1945-ongoing;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
32;17755;Domestic Animal Endocrinology;journal;07397240;0.799;Q1;67;51;164;2430;313;164;1.73;47,65;Netherlands;Elsevier BV;1984-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1); Endocrinology (Q3)"
33;13527;Journal of Fish Diseases;journal;13652761, 01407775;0.797;Q1;75;118;345;4112;624;335;1.9;34,85;United Kingdom;Blackwell Publishing Inc.;1978-ongoing;"Veterinary (miscellaneous) (Q1); Aquatic Science (Q2)"
34;18851;Research in Veterinary Science;journal;00345288;0.774;Q1;66;226;912;8288;1586;909;1.7;36,67;United Kingdom;W. B. Saunders Co., Ltd.;1965-ongoing;Veterinary (miscellaneous) (Q1)
35;19536;Veterinary Ophthalmology;journal;14635224, 14635216;0.76;Q1;44;102;293;3100;393;284;1.29;30,39;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;Veterinary (miscellaneous) (Q1)
36;17687;Avian Diseases;journal;00052086;0.757;Q1;72;82;406;2970;539;394;1.21;36,22;United States;American Association of Avian Pathologists Inc.;1963, 1965-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q3)"
37;17657;Archives of Animal Nutrition;journal;14772817, 1745039X;0.7559999999999999;Q1;36;37;109;1392;178;108;1.47;37,62;United Kingdom;Taylor & Francis;1951-1952, 1955, 1962, 1972-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
38;19833;Mycopathologia;journal;15730832, 0301486X;0.7390000000000001;Q1;64;123;349;3346;695;343;2.01;27,20;Netherlands;Kluwer Academic Publishers;1938-1941, 1943, 1948-1950, 1959-1962, 1973-ongoing;"Agronomy and Crop Science (Q1); Veterinary (miscellaneous) (Q1); Applied Microbiology and Biotechnology (Q2); Plant Science (Q2); Microbiology (Q3)"
39;18315;Journal of Veterinary Emergency and Critical Care;journal;14793261, 14764431;0.736;Q1;41;73;250;4242;383;230;1.41;58,11;United Kingdom;Blackwell Publishing Inc.;1991-1995, 2004-ongoing;Veterinary (miscellaneous) (Q1)
40;17123;Journal of the American Veterinary Medical Association;journal;00031488;0.726;Q1;100;543;1653;6062;1214;801;1.49;11,16;United States;American Veterinary Medical Association;1945-ongoing;Veterinary (miscellaneous) (Q1)
41;19504;Veterinary Clinical Pathology;journal;02756382;0.722;Q1;44;94;293;2124;380;258;1.11;22,60;United States;Wiley-Blackwell;1972-ongoing;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
42;20337;Parasite;journal;1252607X, 17761042;0.721;Q1;40;38;190;1514;323;190;1.9;39,84;France;EDP Sciences;1994-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Insect Science (Q2); Parasitology (Q3)"
43;38539;Animal Welfare;journal;09627286;0.713;Q1;57;53;214;2254;322;200;1.21;42,53;United Kingdom;Universities Federation for Animal Welfare;1994, 1996-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2)"
44;19516;Veterinary Clinics of North America - Small Animal Practice;journal;01955616;0.711;Q1;61;76;250;4369;349;220;1.39;57,49;United Kingdom;W. B. Saunders Co., Ltd.;1978-ongoing;Small Animals (Q1)
45;18297;Journal of Feline Medicine and Surgery;journal;1098612X;0.71;Q1;52;159;449;5344;715;418;1.67;33,61;United Kingdom;SAGE Publications Inc.;1999-ongoing;Small Animals (Q1)
46;4700151709;Journal of Veterinary Cardiology;journal;17602734;0.7090000000000001;Q1;31;65;124;2461;246;118;1.36;37,86;Netherlands;Elsevier BV;1999-ongoing;"Veterinary (miscellaneous) (Q1); Physiology (Q3)"
47;36360;Animal Reproduction Science;journal;03784320;0.708;Q2;92;204;632;8742;1047;623;1.49;42,85;Netherlands;Elsevier BV;1936, 1978-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q2); Medicine (miscellaneous) (Q2); Endocrinology (Q3)"
48;29580;Journal of Comparative Pathology;journal;00219975;0.698;Q1;65;86;352;2396;482;344;1.32;27,86;United Kingdom;W. B. Saunders Co., Ltd.;1950-ongoing;"Veterinary (miscellaneous) (Q1); Pathology and Forensic Medicine (Q2)"
49;18313;Journal of Veterinary Diagnostic Investigation;journal;10406387;0.695;Q1;70;118;458;2919;722;448;1.54;24,74;United States;SAGE Publications Inc.;1989-ongoing;Veterinary (miscellaneous) (Q1)
50;19551;Veterinary Radiology and Ultrasound;journal;17408261, 10588183;0.6859999999999999;Q1;54;99;281;2662;337;270;1.08;26,89;United Kingdom;Blackwell Publishing Inc.;1961-ongoing;Veterinary (miscellaneous) (Q1)
51;23129;Journal of Veterinary Pharmacology and Therapeutics;journal;01407783, 13652885;0.6509999999999999;Q1;54;90;280;2707;371;270;1.39;30,08;United Kingdom;Blackwell Publishing Inc.;1978-ongoing;"Veterinary (miscellaneous) (Q1); Pharmacology (Q2)"
52;17077;Acta Veterinaria Scandinavica;journal;17510147, 0044605X;0.644;Q1;45;118;255;2862;379;254;1.41;24,25;United Kingdom;BioMed Central;1965-ongoing;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
53;23444;Journal of Animal Physiology and Animal Nutrition;journal;14390396, 09312439;0.636;Q2;45;137;406;6022;578;405;1.32;43,96;United Kingdom;Blackwell Publishing Inc.;1938-1940, 1943-1944, 1955-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
54;22626;Laboratory Animals;journal;00236772;0.635;Q1;55;61;158;2134;250;141;1.78;34,98;United Kingdom;SAGE Publications Inc.;1970-ongoing;"Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2)"
55;18937;Tropical Animal Health and Production;journal;15737438, 00494747;0.627;Q2;41;164;859;4535;965;840;1.0;27,65;Netherlands;Kluwer Academic Publishers;1969-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
56;92166;Small Ruminant Research;journal;09214488;0.623;Q2;71;268;728;10056;951;721;1.21;37,52;Netherlands;Elsevier BV;1988-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
57;11600153419;Topics in Companion Animal Medicine;journal;19389736;0.622;Q1;38;30;91;847;151;78;1.28;28,23;United States;Elsevier Science Inc.;2008-ongoing;Small Animals (Q1)
58;18300;Journal of Small Animal Practice;journal;00224510;0.605;Q1;61;133;390;3784;458;327;1.28;28,45;United States;Wiley-Blackwell;1960-ongoing;Small Animals (Q1)
59;18327;Journal of Veterinary Science;journal;1229845X, 1976555X;0.591;Q1;40;71;209;2045;296;209;1.2;28,80;South Korea;Korean Society of Veterinary Science;2000-ongoing;Veterinary (miscellaneous) (Q1)
60;21383;Comparative Medicine;journal;15320820;0.569;Q1;59;61;196;2447;229;186;1.2;40,11;United States;American Association for Laboratory Animal Science;2000-ongoing;"Veterinary (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2)"
61;4500151538;Revista brasileira de parasitologia veterinaria = Brazilian journal of veterinary parasitology : Orgao Oficial do Colegio Brasileiro de Parasitologia Veterinaria.;journal;0103846X;0.569;Q2;24;78;311;2753;350;287;1.11;35,29;Brazil;Colegio Brasileiro de Parasitologia Veterinaria;2005-ongoing;"Veterinary (miscellaneous) (Q2); Parasitology (Q3)"
62;19512;Veterinary Clinics of North America - Exotic Animal Practice;journal;10949194;0.5670000000000001;Q2;32;44;103;1080;110;94;1.44;24,55;United Kingdom;W. B. Saunders Co., Ltd.;1998-ongoing;"Medicine (miscellaneous) (Q2); Small Animals (Q2)"
63;21100244850;Animals;journal;20762615;0.563;Q2;23;80;156;4154;288;153;1.58;51,93;Switzerland;Multidisciplinary Digital Publishing Institute (MDPI);2011-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
64;5000157107;Journal of Veterinary Behavior: Clinical Applications and Research;journal;15587878;0.556;Q2;30;84;192;3068;286;172;1.56;36,52;Netherlands;Elsevier BV;2006-ongoing;Veterinary (miscellaneous) (Q2)
65;18282;Irish Veterinary Journal;journal;03680762, 20460481;0.555;Q2;25;31;72;763;103;71;1.12;24,61;United Kingdom;BioMed Central;1973-1979, 1996-ongoing;Veterinary (miscellaneous) (Q2)
66;18355;New Zealand Veterinary Journal;journal;00480169, 11760710;0.555;Q2;45;73;190;2796;242;181;1.31;38,30;United Kingdom;Taylor & Francis;1952-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
67;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;09320814;0.539;Q2;37;76;266;2053;219;232;1.01;27,01;Germany;Schattauer GmbH;1996-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
68;27182;Experimental Animals;journal;13411357, 18817122;0.5379999999999999;Q2;37;37;154;1286;188;147;1.19;34,76;Japan;Japanese Association for Laboratory Animal Science;1974-1980, 1995-ongoing;"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
69;21100205737;Veterinary Medicine International;journal;20908113, 20420048;0.524;Q2;26;18;141;629;156;137;0.88;34,94;Egypt;Hindawi Publishing Corporation;2010-ongoing;Veterinary (miscellaneous) (Q2)
70;19552;Veterinary Record;journal;00424900;0.521;Q2;91;1101;3038;5650;1335;1109;1.13;5,13;United Kingdom;British Veterinary Association;1947-1951, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
71;18319;Journal of Veterinary Medical Science;journal;13477439, 09167250;0.518;Q2;55;265;866;6544;827;489;1.66;24,69;Japan;Maruzen Co., Ltd/Maruzen Kabushikikaisha;1991-ongoing;Veterinary (miscellaneous) (Q2)
72;37794;Canadian Journal of Animal Science;journal;00083984;0.513;Q2;56;58;191;2447;170;190;0.8;42,19;Canada;Agricultural Institute of Canada;1975, 1993-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
73;19557;Veterinary Research Communications;journal;01657380;0.499;Q2;47;28;115;1077;158;113;1.31;38,46;Netherlands;Kluwer Academic Publishers;1980-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
74;22583;Journal of Medical Primatology;journal;00472565, 16000684;0.496;Q2;39;44;163;1514;145;156;1.05;34,41;United Kingdom;Blackwell Publishing Inc.;1972-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
75;17726;Canadian Journal of Veterinary Research;journal;08309000;0.491;Q2;44;52;141;1544;138;138;0.92;29,69;Canada;Canadian Veterinary Medical Association;1986-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
76;35770;Acta Agriculturae Scandinavica - Section A: Animal Science;journal;09064702, 16511972;0.484;Q2;35;21;95;726;78;91;0.75;34,57;United Kingdom;Taylor & Francis;1992-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
77;3500148011;Journal of Zhejiang University: Science B;journal;16731581;0.479;Q2;45;114;377;4381;618;354;1.69;38,43;China;Zhejiang University Press;2005-ongoing;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
78;17102;Journal of the American Animal Hospital Association;journal;15473317, 05872871;0.464;Q2;59;66;199;1457;207;199;1.01;22,08;United States;American Animal Hospital Association;1973-ongoing;Small Animals (Q2)
79;19510;Veterinary Clinics of North America. Equine Practice;journal;15584224, 07490739;0.461;Q2;46;39;126;2122;104;115;1.05;54,41;United Kingdom;W. B. Saunders Co., Ltd.;1985-ongoing;Equine (Q2)
80;21100843693;Frontiers in Veterinary Science;journal;22971769;0.453;Q2;15;77;16;3833;21;16;1.31;49,78;Switzerland;Frontiers Media S.A.;2014-ongoing;Veterinary (miscellaneous) (Q2)
81;18302;Journal of Swine Health and Production;journal;1537209X;0.453;Q2;30;49;135;674;76;73;1.27;13,76;United States;American Association of Swine Veterinarians;1996-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
82;19200157040;Ciencia e Agrotecnologia;journal;14137054;0.452;Q2;25;65;185;1763;177;185;0.89;27,12;Brazil;Universidade Federal de Lavras;2007-ongoing;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Food Science (Q2); Soil Science (Q2); Veterinary (miscellaneous) (Q2)"
83;24606;Anthrozoos;journal;08927936;0.442;Q2;43;44;110;2312;136;110;1.05;52,55;United Kingdom;Taylor & Francis;1990, 1992-1993, 1996-ongoing;"Animal Science and Zoology (Q2); Anthropology (Q2); Education (Q2); Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q2)"
84;17693;Berliner und Munchener Tierarztliche Wochenschrift;journal;14390299, 00059366;0.439;Q2;32;72;205;573;157;199;0.7;7,96;Germany;Schluetersche GmbH und Co.;1947, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
85;17676;Australian Veterinary Journal;journal;00050423;0.431;Q2;52;204;492;2332;260;272;0.85;11,43;United States;Wiley-Blackwell;1925-ongoing;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
86;82230;Revista Ceres;journal;0034737X, 21773491;0.422;Q2;12;80;388;2095;199;388;0.43;26,19;Brazil;Universidade Federal De Vicosa;1978, 1980, 1982, 1984, 2012-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
87;18317;Journal of Veterinary Medical Education;journal;0748321X;0.421;Q2;30;63;168;1938;176;152;0.99;30,76;Canada;University of Toronto Press;1996-1998, 2000-ongoing;"Education (Q2); Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
88;19550;Veterinary Quarterly;journal;01652176;0.413;Q2;41;41;105;1599;99;90;1.16;39,00;United Kingdom;Taylor & Francis;1979, 1982-2007, 2011-ongoing;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
89;4000151812;Ciencia Rural;journal;01038478;0.401;Q2;30;332;1092;6924;581;1009;0.48;20,86;Brazil;Federal Universidade of Santa Maria. Center of Ciencias Rurais;2006-ongoing;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
90;83385;Veterinaria Italiana;journal;0505401X;0.384;Q2;14;48;112;1437;109;110;1.0;29,94;Italy;Istituto sperimentale zooprofilattico;1975, 2010-ongoing;Veterinary (miscellaneous) (Q2)
91;18295;Journal of Avian Medicine and Surgery;journal;10826742;0.381;Q2;26;48;121;1083;94;109;0.7;22,56;United States;Association of Avian Veterinarians;1996-ongoing;"Small Animals (Q2); Medicine (miscellaneous) (Q3)"
92;97492;Archiv für Tierzucht/Archives Animal Breeding;journal;00039438;0.376;Q3;7;43;1;1299;0;1;0.0;30,21;Germany;Copernicus GmbH;1996-ongoing;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q3); Food Animals (Q3); Plant Science (Q3); Genetics (Q4)"
93;18331;Journal of Zoo and Wildlife Medicine;journal;10427260;0.374;Q2;40;159;531;3619;319;519;0.53;22,76;United States;American Association of Zoo Veterinarians;1993-1994, 1996-ongoing;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3); Medicine (miscellaneous) (Q3)"
94;11300153308;Animal Science Papers and Reports;journal;23008342, 08604037;0.37;Q2;20;35;105;1121;97;105;0.71;32,03;Poland;Polish Scientific Publishers PWN;2007-ongoing;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3); Biotechnology (Q3); Genetics (Q4)"
95;19494;Veterinarni Medicina;journal;18059392, 03758427;0.368;Q2;43;96;238;3089;218;237;0.68;32,18;Czech Republic;Czech Academy of Agricultural Sciences;1971-ongoing;Veterinary (miscellaneous) (Q2)
96;17100154712;Pakistan Veterinary Journal;journal;02538318;0.3670000000000001;Q2;24;124;399;2788;362;399;0.93;22,48;Pakistan;Faculty Of Veterinary Science, University Of Agriculture;2009-ongoing;Veterinary (miscellaneous) (Q2)
97;18807;Onderstepoort Journal of Veterinary Research;journal;00302465;0.366;Q2;32;28;156;646;130;131;0.7;23,07;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1965-ongoing;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
98;21100212320;Ciencia Animal Brasileira;journal;18096891, 15182797;0.364;Q2;7;67;200;1720;75;200;0.32;25,67;Brazil;Universidade Federal De Goias (UFG);2012-ongoing;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
99;21100203903;Journal of Integrative Agriculture;journal;20953119;0.358;Q3;33;264;807;11869;821;786;0.92;44,96;Netherlands;Elsevier BV;2012-ongoing;"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Biochemistry (Q3); Ecology (Q3); Food Animals (Q3); Food Science (Q3); Plant Science (Q3)"
100;17727;Canadian Veterinary Journal;journal;00085286;0.355;Q2;52;211;597;2866;318;464;0.63;13,58;Canada;Canadian Veterinary Medical Association;1965-1982, 1986-ongoing;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
101;18296;Journal of Equine Veterinary Science;journal;15427412, 07370806;0.344;Q2;32;141;512;4707;380;505;0.75;33,38;United Kingdom;W. B. Saunders Co., Ltd.;1995-ongoing;Equine (Q2)
102;39287;Polish Journal of Veterinary Sciences;journal;15051773;0.342;Q2;23;116;347;3331;286;347;0.77;28,72;Poland;Polish Academy of Sciences;2002-ongoing;"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)"
103;17672;Arquivo Brasileiro de Medicina Veterinaria e Zootecnia;journal;01020935;0.334;Q2;29;229;769;4891;281;755;0.29;21,36;Brazil;Universidade Federal de Minas Gerais;1996-ongoing;Veterinary (miscellaneous) (Q2)
104;17063;Acta Veterinaria Hungarica;journal;02366290;0.327;Q2;30;49;149;1379;118;149;0.82;28,14;Hungary;Akademiai Kiado;1983-ongoing;Veterinary (miscellaneous) (Q2)
105;21100211748;Scienze Regionali;journal;17203929, 2035603X;0.325;Q3;11;31;71;1053;48;61;1.0;33,97;Italy;Societa Editrice il Mulino;2012-ongoing;"Geography, Planning and Development (Q2); Urban Studies (Q2); Economics and Econometrics (Q3); Food Animals (Q3); Public Administration (Q3)"
106;18819;Pesquisa Veterinaria Brasileira;journal;0100736X;0.32299999999999995;Q2;31;172;721;5625;340;721;0.4;32,70;Brazil;Colegio Brasileiro de Patologia Animal;1996-ongoing;Veterinary (miscellaneous) (Q2)
107;17060;Acta Veterinaria;journal;05678315, 18207448;0.321;Q2;14;48;168;1625;110;168;0.82;33,85;Germany;Walter de Gruyter GmbH;1973, 1981-1983, 1985, 1996-ongoing;Veterinary (miscellaneous) (Q2)
108;17062;Acta Veterinaria Brno;journal;18017576, 00017213;0.318;Q2;35;55;225;1391;118;225;0.5;25,29;Czech Republic;University of Veterinary and Pharmaceutical Sciences;1993, 1996-ongoing;Veterinary (miscellaneous) (Q2)
109;40377;Journal of Applied Animal Welfare Science;journal;10888705;0.311;Q2;33;39;79;1164;66;75;1.04;29,85;United States;Lawrence Erlbaum Associates Inc.;2002-ongoing;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
