Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
13;17778;Medical and Veterinary Entomology;journal;0269283X, 13652915;0,870;Q1;74;59;194;2038;345;189;1,77;34,54;United Kingdom;Blackwell Publishing Inc.;1987-ongoing;"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Parasitology (Q2)"
14;19537;Veterinary Parasitology;journal;03044017;0,846;Q1;109;343;746;8915;1327;736;1,78;25,99;Netherlands;Elsevier BV;1975-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Parasitology (Q2)"
15;17102;Journal of the American Animal Hospital Association;journal;15473317, 05872871;0,809;Q1;59;67;247;1766;268;225;0,88;26,36;United States;American Animal Hospital Association;1973-ongoing;Small Animals (Q1)
16;19516;Veterinary Clinics of North America - Small Animal Practice;journal;01955616;0,797;Q1;61;75;231;3685;309;210;1,41;49,13;United Kingdom;W. B. Saunders Co., Ltd.;1978-ongoing;Small Animals (Q1)
17;17121;American Journal of Veterinary Research;journal;00029645;0,795;Q1;82;319;788;10470;1031;742;1,37;32,82;United States;American Veterinary Medical Association;1945-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
18;18903;Theriogenology;journal;0093691X;0,786;Q1;118;357;980;13566;1853;972;2,00;38,00;Netherlands;Elsevier BV;1974-ongoing;"Animal Science and Zoology (Q1); Equine (Q1); Food Animals (Q1); Small Animals (Q1)"
19;3300147807;Livestock Science;journal;18711413;0,779;Q1;99;181;480;6696;737;475;1,45;36,99;Netherlands;Elsevier BV;2006-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
20;17687;Avian Diseases;journal;00052086;0,775;Q1;72;108;481;3404;671;481;1,33;31,52;United States;American Association of Avian Pathologists Inc.;1963, 1965-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1); Immunology and Microbiology (miscellaneous)  (Q2)"
21;17755;Domestic Animal Endocrinology;journal;07397240;0,769;Q1;67;96;178;4395;421;176;1,70;45,78;Netherlands;Elsevier BV;1984-ongoing;"Animal Science and Zoology (Q1); Food Animals (Q1); Endocrinology (Q2)"
22;17726;Canadian Journal of Veterinary Research;journal;08309000;0,760;Q1;44;48;153;1211;203;152;0,88;25,23;Canada;Canadian Veterinary Medical Association;1986-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1)"
23;40377;Journal of Applied Animal Welfare Science;journal;10888705;0,759;Q1;33;24;83;654;113;73;1,74;27,25;United States;Lawrence Erlbaum Associates Inc.;2002-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
24;19524;Veterinary Journal;journal;10900233;0,752;Q1;94;128;301;4538;410;229;1,79;35,45;United Kingdom;Elsevier Ltd.;1997-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
25;36360;Animal Reproduction Science;journal;03784320;0,745;Q2;92;204;366;6158;723;362;2,19;30,19;Netherlands;Elsevier BV;1936, 1978-ongoing;"Animal Science and Zoology (Q1); Medicine (miscellaneous) (Q1); Endocrinology (Q2); Food Animals (Q2)"
26;22916;Medical Mycology;journal;13693786, 14602709;0,719;Q1;77;134;219;5666;400;212;1,63;42,28;United Kingdom;Oxford University Press;1996-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2)"
27;17123;Journal of the American Veterinary Medical Association;journal;00031488;0,717;Q1;100;484;1483;7954;1329;1171;0,99;16,43;United States;American Veterinary Medical Association;1945-ongoing;Veterinary (miscellaneous) (Q1)
28;5200153105;Zoonoses and Public Health;journal;18631959, 18632378;0,711;Q1;57;88;297;2581;429;294;1,63;29,33;Germany;Blackwell-Wiss.-Verl;2007-ongoing;"Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2); Epidemiology (Q3)"
29;19538;Veterinary Pathology;journal;15442217, 03009858;0,691;Q1;80;120;336;3368;463;304;1,37;28,07;United States;SAGE Publications;1964-ongoing;Veterinary (miscellaneous) (Q1)
30;19510;Veterinary Clinics of North America. Equine Practice;journal;15584224, 07490739;0,688;Q1;46;38;123;2107;141;115;0,92;55,45;United Kingdom;W. B. Saunders Co., Ltd.;1985-ongoing;Equine (Q1)
31;19520;Veterinary Immunology and Immunopathology;journal;01652427;0,681;Q1;86;200;450;7118;908;447;1,74;35,59;Netherlands;Elsevier BV;1979-ongoing;"Veterinary (miscellaneous) (Q1); Immunology (Q3)"
32;19660;Comparative Immunology, Microbiology and Infectious Diseases;journal;01479571;0,655;Q1;48;33;111;1018;192;105;2,03;30,85;United Kingdom;Elsevier Ltd.;1978-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Immunology and Allergy (Q2); Infectious Diseases (Q2); Immunology (Q3); Microbiology (Q3)"
33;22626;Laboratory Animals;journal;00236772;0,652;Q1;55;51;132;1334;225;131;1,45;26,16;United Kingdom;SAGE Publications Inc.;1970-ongoing;"Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1)"
34;18851;Research in Veterinary Science;journal;00345288;0,647;Q1;66;82;232;2243;315;230;1,21;27,35;United Kingdom;W. B. Saunders Co., Ltd.;1965-ongoing;Veterinary (miscellaneous) (Q1)
35;21502;Bulletin of the European Association of Fish Pathologists;journal;01080288;0,636;Q1;34;45;157;847;141;155;0,74;18,82;United Kingdom;FRS Marine Lab.;1996-ongoing;"Small Animals (Q1); Aquatic Science (Q2)"
36;18297;Journal of Feline Medicine and Surgery;journal;1098612X;0,633;Q1;52;48;147;1185;156;140;1,15;24,69;United Kingdom;SAGE Publications Inc.;1999-ongoing;Small Animals (Q1)
37;24609;Applied Animal Behaviour Science;journal;01681591;0,627;Q2;95;143;375;5428;599;366;1,57;37,96;Netherlands;Elsevier BV;1984-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
38;29580;Journal of Comparative Pathology;journal;00219975;0,618;Q1;65;77;246;2304;317;246;1,13;29,92;United Kingdom;W. B. Saunders Co., Ltd.;1950-ongoing;"Veterinary (miscellaneous) (Q1); Pathology and Forensic Medicine (Q2)"
39;19498;Veterinary Anaesthesia and Analgesia;journal;14672995, 14672987;0,606;Q1;47;49;92;1423;123;86;1,43;29,04;United Kingdom;Elsevier Ltd.;1970-1974, 1976-1978, 1980, 1982-1986, 1988-1995, 2003-ongoing;Veterinary (miscellaneous) (Q1)
40;20340;Parasitology Research;journal;14321955, 09320113;0,603;Q2;84;263;754;6830;1018;744;1,43;25,97;Germany;Springer Verlag;1987-ongoing;"Medicine (miscellaneous) (Q1); Infectious Diseases (Q2); Insect Science (Q2); Parasitology (Q2); Veterinary (miscellaneous) (Q2)"
41;19550;Veterinary Quarterly;journal;01652176;0,601;Q2;41;13;42;915;69;40;0,88;70,38;United Kingdom;Taylor & Francis;1979, 1982-2007, 2011-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q2)"
42;18313;Journal of Veterinary Diagnostic Investigation;journal;10406387;0,593;Q2;70;120;322;2524;351;322;1,03;21,03;United States;SAGE Publications Inc.;1989-ongoing;Veterinary (miscellaneous) (Q2)
43;22583;Journal of Medical Primatology;journal;00472565, 16000684;0,587;Q2;39;45;115;1306;180;108;1,76;29,02;United Kingdom;Blackwell Publishing Inc.;1972-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
44;19552;Veterinary Record;journal;00424900;0,585;Q2;91;1042;3089;7183;1284;1075;1,09;6,89;United Kingdom;British Veterinary Association;1947-1951, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q1); Veterinary (miscellaneous) (Q2)"
45;23129;Journal of Veterinary Pharmacology and Therapeutics;journal;01407783, 13652885;0,584;Q2;54;76;208;3363;245;194;1,20;44,25;United Kingdom;Blackwell Publishing Inc.;1978-ongoing;"Pharmacology (Q2); Veterinary (miscellaneous) (Q2)"
46;19551;Veterinary Radiology and Ultrasound;journal;17408261, 10588183;0,564;Q2;54;96;291;1981;220;285;0,67;20,64;United Kingdom;Blackwell Publishing Inc.;1961-ongoing;Veterinary (miscellaneous) (Q2)
47;94447;Journal of Animal Breeding and Genetics;journal;09312668, 14390388;0,529;Q2;45;56;123;1235;136;122;1,15;22,05;United Kingdom;Blackwell Publishing Inc.;1924-1944, 1950-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2); Medicine (miscellaneous) (Q2)"
48;38539;Animal Welfare;journal;09627286;0,523;Q2;57;42;203;1411;209;184;1,02;33,60;United Kingdom;Universities Federation for Animal Welfare;1994, 1996-ongoing;"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
49;92166;Small Ruminant Research;journal;09214488;0,503;Q2;71;168;425;5371;364;421;0,87;31,97;Netherlands;Elsevier BV;1988-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
50;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;09320814;0,495;Q2;37;50;148;1035;84;130;0,51;20,70;Germany;Schattauer GmbH;1996-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
51;18300;Journal of Small Animal Practice;journal;00224510;0,476;Q2;61;133;392;2220;249;377;0,55;16,69;United States;Wiley-Blackwell;1960-ongoing;Small Animals (Q2)
52;19536;Veterinary Ophthalmology;journal;14635224, 14635216;0,476;Q2;44;67;170;1843;170;162;1,09;27,51;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;Veterinary (miscellaneous) (Q2)
53;19576;Veterinary therapeutics : research in applied veterinary medicine;journal;15283593;0,463;Q2;29;28;124;677;101;121;0,86;24,18;United States;Veterinary Learning Systems;2000-2010;Veterinary (miscellaneous) (Q2)
54;18302;Journal of Swine Health and Production;journal;1537209X;0,462;Q2;30;57;177;547;70;134;0,31;9,60;United States;American Association of Swine Veterinarians;1996-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
55;35770;Acta Agriculturae Scandinavica - Section A: Animal Science;journal;09064702, 16511972;0,461;Q3;35;23;79;586;58;78;0,44;25,48;United Kingdom;Taylor & Francis;1992-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q3)"
56;19514;Veterinary Clinics of North America - Food Animal Practice;journal;07490720;0,460;Q3;60;38;113;2387;111;102;1,27;62,82;United Kingdom;W. B. Saunders Co., Ltd.;1971-1978, 1985-ongoing;"Medicine (miscellaneous) (Q2); Food Animals (Q3)"
57;21383;Comparative Medicine;journal;15320820;0,457;Q2;59;67;264;2171;264;223;1,20;32,40;United States;American Association for Laboratory Animal Science;2000-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
58;17740;Compendium on Continuing Education for the Practicing Veterinarian;journal;01931903;0,445;Q2;33;111;285;2545;155;264;0,56;22,93;United States;Veterinary Learning Systems;1996-2006;"Education (Q2); Veterinary (miscellaneous) (Q2)"
59;37794;Canadian Journal of Animal Science;journal;00083984;0,441;Q3;56;64;261;2327;213;261;0,77;36,36;Canada;Agricultural Institute of Canada;1975, 1993-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q3)"
60;18319;Journal of Veterinary Medical Science;journal;13477439, 09167250;0,435;Q2;55;235;795;4920;708;793;0,80;20,94;Japan;Maruzen Co., Ltd/Maruzen Kabushikikaisha;1991-ongoing;Veterinary (miscellaneous) (Q2)
61;18937;Tropical Animal Health and Production;journal;15737438, 00494747;0,433;Q3;41;71;176;1456;95;176;0,48;20,51;Netherlands;Kluwer Academic Publishers;1969-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q3)"
62;4700151709;Journal of Veterinary Cardiology;journal;17602734;0,432;Q2;31;21;37;436;27;30;0,90;20,76;Netherlands;Elsevier BV;1999-ongoing;"Veterinary (miscellaneous) (Q2); Physiology (Q3)"
63;18807;Onderstepoort Journal of Veterinary Research;journal;00302465;0,422;Q2;32;41;122;900;69;121;0,48;21,95;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
64;20337;Parasite;journal;1252607X, 17761042;0,416;Q2;40;52;173;1152;140;159;0,93;22,15;France;EDP Sciences;1994-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q2); Animal Science and Zoology (Q2); Insect Science (Q2); Veterinary (miscellaneous) (Q2); Infectious Diseases (Q3); Parasitology (Q3)"
65;17657;Archives of Animal Nutrition;journal;14772817, 1745039X;0,410;Q2;36;37;78;1370;81;78;1,04;37,03;United Kingdom;Taylor & Francis;1951-1952, 1955, 1962, 1972-ongoing;"Animal Science and Zoology (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
66;27182;Experimental Animals;journal;13411357, 18817122;0,396;Q2;37;52;208;1245;126;207;0,56;23,94;Japan;Japanese Association for Laboratory Animal Science;1974-1980, 1995-ongoing;"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
67;17676;Australian Veterinary Journal;journal;00050423;0,394;Q2;52;195;551;2230;246;395;0,49;11,44;United States;Wiley-Blackwell;1925-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
68;10300153305;Transboundary and Emerging Diseases;journal;18651674, 18651682;0,394;Q2;52;96;282;2674;251;280;0,87;27,85;Germany;Blackwell-Wiss.-Verl;2008-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q3)"
69;19504;Veterinary Clinical Pathology;journal;02756382;0,389;Q2;44;70;106;1830;89;102;0,88;26,14;United States;Wiley-Blackwell;1972-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
70;18304;Journal of Veterinary Dentistry;journal;08987564;0,381;Q2;23;34;91;559;47;71;0,51;16,44;United States;SAGE Publications;1988-ongoing;Veterinary (miscellaneous) (Q2)
71;17727;Canadian Veterinary Journal;journal;00085286;0,369;Q2;52;192;580;1842;261;353;0,62;9,59;Canada;Canadian Veterinary Medical Association;1965-1982, 1986-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
72;18355;New Zealand Veterinary Journal;journal;00480169, 11760710;0,365;Q2;45;74;252;1873;151;220;0,86;25,31;United Kingdom;Taylor & Francis;1952-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
73;23444;Journal of Animal Physiology and Animal Nutrition;journal;14390396, 09312439;0,352;Q3;45;60;144;1556;139;143;0,93;25,93;United Kingdom;Blackwell Publishing Inc.;1938-1940, 1943-1944, 1955-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
74;19833;Mycopathologia;journal;15730832, 0301486X;0,349;Q2;64;129;274;3165;275;268;0,95;24,53;Netherlands;Kluwer Academic Publishers;1938-1941, 1943, 1948-1950, 1959-1962, 1973-ongoing;"Agronomy and Crop Science (Q2); Veterinary (miscellaneous) (Q2); Applied Microbiology and Biotechnology (Q3); Microbiology (Q3); Plant Science (Q3)"
75;18315;Journal of Veterinary Emergency and Critical Care;journal;14793261, 14764431;0,340;Q3;41;33;76;1326;61;65;0,91;40,18;United Kingdom;Blackwell Publishing Inc.;1991-1995, 2004-ongoing;Veterinary (miscellaneous) (Q3)
76;18295;Journal of Avian Medicine and Surgery;journal;10826742;0,328;Q2;26;39;121;737;44;107;0,36;18,90;United States;Association of Avian Veterinarians;1996-ongoing;"Medicine (miscellaneous) (Q2); Small Animals (Q2)"
77;17693;Berliner und Munchener Tierarztliche Wochenschrift;journal;14390299, 00059366;0,326;Q3;32;65;218;2768;154;210;0,66;42,58;Germany;Schluetersche GmbH und Co.;1947, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
78;18870;Schweizer Archiv für Tierheilkunde;journal;00367281;0,317;Q3;25;57;188;979;68;157;0,34;17,18;Switzerland;Verlag Hans Huber AG;1947-1951, 1961, 1965-ongoing;Veterinary (miscellaneous) (Q3)
79;19494;Veterinarni Medicina;journal;18059392, 03758427;0,307;Q3;43;82;164;2232;130;163;0,73;27,22;Czech Republic;Czech Academy of Agricultural Sciences;1971-ongoing;Veterinary (miscellaneous) (Q3)
80;17063;Acta Veterinaria Hungarica;journal;02366290;0,306;Q3;30;49;149;1210;96;148;0,57;24,69;Hungary;Akademiai Kiado;1983-ongoing;Veterinary (miscellaneous) (Q3)
81;17776;Equine Veterinary Education;journal;09577734;0,300;Q2;28;95;237;1929;83;188;0,48;20,31;United States;Wiley-Blackwell;1989-ongoing;Equine (Q2)
82;97492;Archiv für Tierzucht/Archives Animal Breeding;journal;00039438;0,295;Q4;7;0;0;0;0;0;0,00;0,00;Germany;Copernicus GmbH;1996-ongoing;"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Plant Science (Q3); Food Animals (Q4); Genetics (Q4)"
83;17124;Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia;journal;14390264, 03402096;0,287;Q3;32;62;193;1749;126;191;0,47;28,21;United Kingdom;Blackwell Publishing Inc.;1972-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
84;74199;Deutsche tierarztliche Wochenschrift;journal;03416593;0,283;Q3;24;78;298;2204;130;294;0,35;28,26;Germany;Verlag M Und H Schaper;1965, 1971-2009;Veterinary (miscellaneous) (Q3)
85;18327;Journal of Veterinary Science;journal;1229845X, 1976555X;0,276;Q3;40;67;155;1504;121;155;0,81;22,45;South Korea;Korean Society of Veterinary Science;2000-ongoing;Veterinary (miscellaneous) (Q3)
86;18331;Journal of Zoo and Wildlife Medicine;journal;10427260;0,275;Q3;40;113;218;2262;109;215;0,46;20,02;United States;American Association of Zoo Veterinarians;1993-1994, 1996-ongoing;"Medicine (miscellaneous) (Q2); Animal Science and Zoology (Q3); Veterinary (miscellaneous) (Q3)"
87;18907;Tierarztliche Praxis Ausgabe K: Kleintiere - Heimtiere;journal;14341239;0,274;Q2;16;60;204;1349;58;203;0,31;22,48;Germany;Schattauer GmbH;1997-ongoing;Small Animals (Q2)
88;18332;Kleintierpraxis;journal;00232076;0,272;Q2;12;72;208;1331;30;185;0,17;18,49;Germany;Verlag M Und H Schaper;1996, 1998-ongoing;Small Animals (Q2)
89;38556;In Practice;journal;0263841X;0,270;Q3;22;93;276;398;46;215;0,20;4,28;United Kingdom;BMJ Publishing Group;1981-1989, 1991-ongoing;Veterinary (miscellaneous) (Q3)
90;17062;Acta Veterinaria Brno;journal;18017576, 00017213;0,266;Q3;35;84;232;1995;123;231;0,44;23,75;Czech Republic;University of Veterinary and Pharmaceutical Sciences;1993, 1996-ongoing;Veterinary (miscellaneous) (Q3)
91;101049;Archiv für Geflugelkunde;journal;00039098;0,263;Q4;22;50;132;1077;46;132;0,30;21,54;Germany;Verlag Eugen Ulmer GmbH;1996-2015;"Animal Science and Zoology (Q3); Food Animals (Q4)"
92;27969;Journal of Equine Science;journal;13477501, 13403516;0,250;Q2;15;14;60;298;22;60;0,26;21,29;Japan;Japanese Society of Equine Science;1996-ongoing;Equine (Q2)
93;4000151807;International Journal of Poultry Science;journal;16828356;0,248;Q4;41;180;251;4283;112;251;0,46;23,79;Pakistan;Asian Network for Scientific Information;2002-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q4)"
94;19579;Wiener Tierarztliche Monatsschrift;journal;02539411;0,245;Q3;17;45;127;1267;54;122;0,51;28,16;Austria;B W K Public Relations;1948-1949, 1962, 1965-1978, 1996-ongoing;Veterinary (miscellaneous) (Q3)
95;18905;Tierarztliche Praxis Ausgabe G: Grosstiere - Nutztiere;journal;14341220;0,244;Q3;17;58;191;1495;61;189;0,26;25,78;Germany;Schattauer GmbH;1996-ongoing;"Veterinary (miscellaneous) (Q3); Food Animals (Q4)"
96;19557;Veterinary Research Communications;journal;01657380;0,242;Q3;47;171;453;3150;195;438;0,37;18,42;Netherlands;Kluwer Academic Publishers;1980-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
97;17738;Clinical Techniques in Equine Practice;journal;15347516;0,240;Q3;21;55;104;1336;30;95;0,16;24,29;United Kingdom;W. B. Saunders Co., Ltd.;2002-2007;Equine (Q3)
98;18821;Pferdeheilkunde;journal;01777726;0,235;Q3;21;104;246;1914;58;243;0,30;18,40;Germany;Hippiatrika Verlag GmbH;1996-ongoing;Equine (Q3)
99;61695;Journal of the South African Veterinary Association;journal;10199128, 22249435;0,233;Q3;28;46;123;1123;37;116;0,32;24,41;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1961, 1971-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
100;4700152214;Journal of Exotic Pet Medicine;journal;19316283, 15575063;0,231;Q3;27;41;85;1027;19;73;0,33;25,05;Netherlands;Elsevier BV;2006-ongoing;Veterinary (miscellaneous) (Q3)
101;18317;Journal of Veterinary Medical Education;journal;0748321X;0,231;Q3;30;52;205;948;134;182;0,67;18,23;Canada;University of Toronto Press;1996-1998, 2000-ongoing;"Medicine (miscellaneous) (Q2); Education (Q3); Veterinary (miscellaneous) (Q3)"
102;11600153419;Topics in Companion Animal Medicine;journal;19389736;0,229;Q2;38;34;106;1274;42;98;0,36;37,47;United States;Elsevier Science Inc.;2008-ongoing;Small Animals (Q2)
103;89762;Turkish Journal of Veterinary and Animal Sciences;journal;13036181, 13000128;0,229;Q3;31;206;593;4815;134;589;0,21;23,37;Turkey;Scientific and Technical research Council of Turkey - TUBITAK/Turkiye Bilimsel ve Teknik Arastirma Kurumu;1996-ongoing;Veterinary (miscellaneous) (Q3)
104;19512;Veterinary Clinics of North America - Exotic Animal Practice;journal;10949194;0,227;Q3;32;34;112;1233;48;103;0,53;36,26;United Kingdom;W. B. Saunders Co., Ltd.;1998-ongoing;"Medicine (miscellaneous) (Q2); Small Animals (Q3)"
105;18253;Indian Veterinary Journal;journal;00196479;0,225;Q3;14;486;1318;3457;83;1286;0,05;7,11;India;Indian Veterinary Association;1945-1951, 1965-1971, 1973-1979, 1996-ongoing;Veterinary (miscellaneous) (Q3)
106;22533;Journal of Applied Animal Research;journal;09712119;0,225;Q3;20;62;167;741;31;165;0,17;11,95;United Kingdom;Taylor & Francis;1992-ongoing;"Veterinary (miscellaneous) (Q3); Animal Science and Zoology (Q4)"
107;18910;Tierarztliche Umschau;journal;00493864;0,224;Q3;11;95;301;1237;65;293;0,23;13,02;Germany;Terra Verlag GmbH;1948, 1961, 1974-1977, 1996-ongoing;Veterinary (miscellaneous) (Q3)
108;17060;Acta Veterinaria;journal;05678315, 18207448;0,222;Q3;14;51;137;1425;24;137;0,16;27,94;Germany;Walter de Gruyter GmbH;1973, 1981-1983, 1985, 1996-ongoing;Veterinary (miscellaneous) (Q3)
109;98352;Praktische Tierarzt;journal;0032681X;0,221;Q3;15;92;292;943;46;270;0,16;10,25;Germany;Schluetersche GmbH und Co.;1976, 1980, 1996-ongoing;Veterinary (miscellaneous) (Q3)
110;21100802717;Journal of Veterinary Research (Poland);journal;24507393, 24508608;0,219;Q3;20;91;212;1926;82;212;0,34;21,16;Germany;De Gruyter Open Ltd.;2016-ongoing;Veterinary (miscellaneous) (Q3)
111;110289;Veterinary Medicine;journal;87507943;0,210;Q3;19;113;345;1067;53;257;0,17;9,44;United States;Veterinary Medicine Pub. Co.;1945-1951, 1996-2015;Small Animals (Q3)
112;17077;Acta Veterinaria Scandinavica;journal;17510147, 0044605X;0,208;Q3;45;28;138;753;60;138;0,41;26,89;United Kingdom;BioMed Central;1965-ongoing;"Medicine (miscellaneous) (Q3); Veterinary (miscellaneous) (Q3)"
113;18819;Pesquisa Veterinaria Brasileira;journal;0100736X;0,208;Q3;31;44;97;1251;31;92;0,22;28,43;Brazil;Colegio Brasileiro de Patologia Animal;1996-ongoing;Veterinary (miscellaneous) (Q3)
114;37303;Zuchtungskunde;journal;00445401;0,208;Q4;13;44;121;955;35;119;0,29;21,70;Germany;Verlag Eugen Ulmer GmbH;1977, 1996-ongoing;"Animal Science and Zoology (Q4); Food Animals (Q4)"
