Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
279;16283;Journal of Hydraulic Engineering;journal;07339429;0.5;Q2;103;190;464;3135;364;458;0.84;16,50;United States;American Society of Civil Engineers;1980, 1982-ongoing;"Civil and Structural Engineering (Q2); Mechanical Engineering (Q2); Water Science and Technology (Q2)"
280;21574;Emu;journal;01584197;0.49200000000000005;Q3;36;38;125;1139;68;125;0.57;29,97;Australia;CSIRO;1981-1985, 1987-ongoing;"Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q3); Nature and Landscape Conservation (Q3)"
281;17233;Journal of Radiation Research;journal;04493060;0.49200000000000005;Q3;53;44;73;774;97;73;1.42;17,59;United Kingdom;Oxford University Press;1962-ongoing;"Radiation (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Health, Toxicology and Mutagenesis (Q3)"
282;35824;Agricultural Water Management;journal;03783774;0.48700000000000004;Q2;106;92;177;1628;71;174;0.35;17,70;Netherlands;Elsevier BV;1976-1977, 1979-ongoing;"Agronomy and Crop Science (Q2); Earth-Surface Processes (Q2); Water Science and Technology (Q2); Soil Science (Q3)"
283;90811;Communications - Geological Survey of Namibia;journal;10262954;0.484;Q1;5;0;7;0;4;7;0.00;0,00;Namibia;Ministry of Mines and Energy, Geological Survey of Nambia;1992, 1994-1996;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
284;30862;Journal of the Torrey Botanical Society;journal;10955674;0.484;Q2;42;39;139;1359;74;136;0.62;34,85;United States;Torrey Botanical Society;1996-ongoing;"Ecology (Q2); Plant Science (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
285;25151;Journal of Toxicology and Environmental Health - Part A;journal;10872620, 15287394;0.483;Q3;80;119;160;3961;235;157;1.29;33,29;United Kingdom;Taylor & Francis;1996-ongoing;"Toxicology (Q2); Health, Toxicology and Mutagenesis (Q3)"
286;20291;Ecological Engineering;journal;09258574;0.48200000000000004;Q2;109;63;117;1792;74;114;0.43;28,44;Netherlands;Elsevier BV;1992-ongoing;"Environmental Engineering (Q2); Management, Monitoring, Policy and Law (Q2); Nature and Landscape Conservation (Q3)"
287;23552;Cultural Geographies;journal;14744740, 14770881;0.48;Q1;48;23;63;62;36;60;0.75;2,70;United States;SAGE Publications;1994-1998, 2002-ongoing;"Cultural Studies (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1)"
288;19696;International Journal of Project Management;journal;02637863;0.475;Q2;121;47;137;808;58;137;0.35;17,19;United Kingdom;Elsevier Ltd.;1983-ongoing;"Business and International Management (Q1); Management, Monitoring, Policy and Law (Q2); Management of Technology and Innovation (Q2)"
289;20894;Transportation Research Part D: Transport and Environment;journal;13619209;0.474;Q1;81;28;64;725;30;64;0.37;25,89;United Kingdom;Elsevier Ltd.;1996-ongoing;"Environmental Science (miscellaneous) (Q1); Transportation (Q1); Civil and Structural Engineering (Q2)"
290;29688;Journal of Vector Ecology;journal;10811710;0.47200000000000003;Q2;45;22;68;666;38;68;0.74;30,27;United States;Wiley-Blackwell;1996-ongoing;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
291;14240;Reactive and Functional Polymers;journal;13815148;0.47100000000000003;Q3;87;109;309;2570;268;307;0.71;23,58;Netherlands;Elsevier BV;1995-ongoing;"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Materials Chemistry (Q2); Polymers and Plastics (Q2); Biochemistry (Q3); Environmental Chemistry (Q3)"
292;26424;Resources, Conservation and Recycling;journal;09213449;0.47;Q2;103;64;164;1287;111;159;0.78;20,11;Netherlands;Elsevier BV;1988-ongoing;"Waste Management and Disposal (Q2); Economics and Econometrics (Q3)"
293;110220;Human Ecology;journal;15729915, 03007839;0.46799999999999997;Q1;64;21;74;1327;57;74;0.85;63,19;United States;Plenum Publishers;1972-ongoing;"Environmental Science (miscellaneous) (Q1); Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Ecology (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Sociology and Political Science (Q2); Health, Toxicology and Mutagenesis (Q3)"
294;16298;Journal of Irrigation and Drainage Engineering - ASCE;journal;07339437;0.466;Q2;63;51;180;1022;86;178;0.48;20,04;United States;American Society of Civil Engineers;1983-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Civil and Structural Engineering (Q2); Water Science and Technology (Q2)"
295;63779;Lake and Reservoir Management;journal;21515530, 10402381;0.466;Q2;34;27;116;915;60;116;0.32;33,89;United Kingdom;Taylor & Francis;1984-1991, 1993-ongoing;"Water Science and Technology (Q2); Aquatic Science (Q3)"
296;25749;Environmental Engineering Science;journal;10928758;0.465;Q2;56;41;90;1071;53;88;0.65;26,12;United States;Mary Ann Liebert Inc.;1997-ongoing;"Pollution (Q2); Waste Management and Disposal (Q2); Environmental Chemistry (Q3)"
297;16621;Plant Species Biology;journal;0913557X, 14421984;0.465;Q2;32;22;52;853;31;52;0.41;38,77;United Kingdom;Blackwell Publishing Inc.;1986-ongoing;"Ecology (Q2); Plant Science (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
298;9000153111;Comparative Biochemistry and Physiology, Part C;journal;15320456;0.46399999999999997;Q3;99;123;414;4218;410;410;0.89;34,29;Netherlands;Elsevier BV;2000-ongoing;"Medicine (miscellaneous) (Q1); Toxicology (Q2); Biochemistry (Q3); Cell Biology (Q3); Health, Toxicology and Mutagenesis (Q3); Physiology (Q3)"
299;24626;Cell Biology and Toxicology;journal;15736822, 07422091;0.46299999999999997;Q3;56;42;129;1602;161;126;1.49;38,14;Netherlands;Kluwer Academic Publishers;1984-ongoing;"Toxicology (Q2); Cell Biology (Q3); Health, Toxicology and Mutagenesis (Q3)"
300;29550;Journal of Biochemical and Molecular Toxicology;journal;10956670, 10990461;0.462;Q3;53;44;82;676;89;82;0.90;15,36;United States;John Wiley & Sons Inc.;1998-ongoing;"Medicine (miscellaneous) (Q1); Toxicology (Q2); Biochemistry (Q3); Health, Toxicology and Mutagenesis (Q3); Molecular Medicine (Q3); Molecular Biology (Q4)"
301;19203;Journal of Aquatic Plant Management;journal;01466623;0.461;Q2;27;14;57;310;39;57;0.59;22,14;United States;Aquatic Plant Management Society, Inc.;1979, 1994-2017 (cancelled);"Management, Monitoring, Policy and Law (Q2); Plant Science (Q2); Aquatic Science (Q3)"
302;19600157910;Palaeobiodiversity and Palaeoenvironments;journal;18671608, 18671594;0.46;Q2;29;20;55;810;24;55;0.29;40,50;Germany;Springer Verlag;2010-ongoing;"Ecology (Q2); Geology (Q2); Ecology, Evolution, Behavior and Systematics (Q3); Global and Planetary Change (Q3); Paleontology (Q3)"
303;21100826425;Environment and Planning C: Politics and Space;journal;23996552, 23996544;0.455;Q1;60;43;100;308;60;100;0.70;7,16;United Kingdom;SAGE Publications Ltd;2017-ongoing;"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Public Administration (Q2)"
304;25158;Global Governance;journal;10752846;0.451;Q1;48;18;62;1373;27;62;0.35;76,28;United States;Lynne Rienner Publishers;1996-ongoing;"Environmental Science (miscellaneous) (Q1); Political Science and International Relations (Q1); Safety Research (Q1); Sociology and Political Science (Q2)"
305;19311;Lejeunia;journal;04574184;0.451;Q1;4;0;5;0;4;5;1.50;0,00;Belgium;Botanical Society in Liege;1979-1982, 1984-1985, 1989-1997;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
306;22310;Polar Research;journal;17518369, 08000395;0.44799999999999995;Q1;44;44;44;1290;25;44;0.48;29,32;United Kingdom;Taylor & Francis;1982-ongoing;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Oceanography (Q2); Environmental Chemistry (Q4)"
307;16398;Chemical Engineering Journal;journal;13858947;0.446;Q4;172;103;186;2734;118;185;0.64;26,54;Netherlands;Elsevier BV;1971, 1973-1989, 1992-ongoing;"Industrial and Manufacturing Engineering (Q1); Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Environmental Chemistry (Q4)"
308;26350;Journal of European Social Policy;journal;09589287;0.446;Q2;62;21;59;837;45;59;0.45;39,86;United States;SAGE Publications;1991-ongoing;"Social Sciences (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q2)"
309;23259;Mountain Research and Development;journal;02764741;0.446;Q1;50;35;84;978;55;84;0.80;27,94;United States;Allerton Press Inc.;1981-ongoing;"Environmental Science (miscellaneous) (Q1); Development (Q2); Environmental Chemistry (Q4)"
310;28800;Annual Review of Environment and Resources;book series;15452050, 15435938;0.445;Q1;101;20;56;1560;53;55;0.61;78,00;United States;Annual Reviews Inc.;2003-ongoing;Environmental Science (miscellaneous) (Q1)
311;29601;Nordic Hydrology;journal;00291277;0.444;Q2;40;20;69;537;51;69;0.89;26,85;United Kingdom;International Water Association Publishing;1966, 1973-ongoing;Water Science and Technology (Q2)
312;21584;Southwestern Entomologist;journal;01471724;0.444;Q2;23;36;157;755;53;157;0.29;20,97;United States;Southwestern Entomological Society;1993-ongoing;"Agronomy and Crop Science (Q2); Ecology (Q2); Insect Science (Q2)"
313;23271;International Journal of Life Cycle Assessment;journal;09483349;0.442;Q1;89;68;142;944;131;126;1.07;13,88;Germany;Springer Verlag;1996-ongoing;Environmental Science (miscellaneous) (Q1)
314;25130;Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering;journal;10934529, 15324117;0.43700000000000006;Q2;63;118;445;2180;278;445;0.67;18,47;United States;Marcel Dekker Inc.;1978-1979, 1987, 1996-ongoing;"Medicine (miscellaneous) (Q1); Environmental Engineering (Q2)"
315;13760;Habitat International;journal;01973975;0.435;Q3;59;24;121;832;45;121;0.32;34,67;United Kingdom;Elsevier Ltd.;1976-ongoing;"Urban Studies (Q2); Nature and Landscape Conservation (Q3)"
316;29267;Journal of Arid Environments;journal;1095922X, 01401963;0.434;Q2;100;95;431;3483;285;427;0.67;36,66;United States;Elsevier Inc.;1980-ongoing;"Earth-Surface Processes (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
317;14917;Radiation and Environmental Biophysics;journal;0301634X, 14322099;0.434;Q1;47;31;130;1107;147;121;0.99;35,71;Germany;Springer Verlag;1974-ongoing;"Environmental Science (miscellaneous) (Q1); Biophysics (Q3); Radiation (Q3)"
318;29472;Hydrology and Earth System Sciences;journal;10275606;0.433;Q2;107;49;120;1483;75;120;0.63;30,27;Germany;Copernicus GmbH;1997-ongoing;"Earth and Planetary Sciences (miscellaneous) (Q1); Water Science and Technology (Q2)"
319;28810;Biomass and Bioenergy;journal;09619534;0.429;Q2;156;85;293;1897;221;285;0.69;22,32;United Kingdom;Elsevier Ltd.;1991-ongoing;"Agronomy and Crop Science (Q2); Forestry (Q2); Renewable Energy, Sustainability and the Environment (Q2); Waste Management and Disposal (Q2)"
320;15041;Coastal Engineering;journal;03783839;0.429;Q2;93;57;115;1337;87;115;0.71;23,46;Netherlands;Elsevier BV;1973-1974, 1977-ongoing;"Ocean Engineering (Q1); Environmental Engineering (Q2)"
321;16052;International Biodeterioration and Biodegradation;journal;09648305;0.42700000000000005;Q2;85;56;194;1433;133;190;0.69;25,59;Netherlands;Elsevier BV;1992-ongoing;"Waste Management and Disposal (Q2); Biomaterials (Q3); Microbiology (Q3)"
322;25109;Inhalation Toxicology;journal;08958378, 10917691;0.426;Q3;77;69;174;2281;189;172;0.91;33,06;United Kingdom;Taylor & Francis;1989-ongoing;"Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)"
323;23489;Chemical Speciation and Bioavailability;journal;09542299;0.42100000000000004;Q3;25;14;42;306;26;41;0.47;21,86;United Kingdom;Taylor & Francis;1989-ongoing;"Chemical Health and Safety (Q1); Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)"
324;92793;Integrated Pest Management Reviews;journal;13535226;0.42;Q2;31;18;30;1582;22;30;0.73;87,89;United Kingdom;Chapman & Hall;1995, 1997-2002;"Agronomy and Crop Science (Q2); Ecology (Q2); Plant Science (Q3)"
325;25777;Quaternary Newsletter;journal;01432826;0.42;Q1;6;0;13;0;6;13;0.13;0,00;United Kingdom;University of Sussex;1979-1998;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
326;18968;Mutation Research - Genetic Toxicology and Environmental Mutagenesis;journal;13835718;0.418;Q3;102;228;407;8707;601;401;1.50;38,19;Netherlands;Elsevier BV;1997-ongoing;"Health, Toxicology and Mutagenesis (Q3); Genetics (Q4)"
327;21004;Environmental Impact Assessment Review;journal;01959255;0.41700000000000004;Q2;80;35;80;528;55;74;0.40;15,09;Netherlands;Elsevier BV;1980-1983, 1985-ongoing;"Geography, Planning and Development (Q1); Ecology (Q2); Management, Monitoring, Policy and Law (Q2)"
328;66952;Studia Geograficzne (Wroclaw);journal;-;0.41600000000000004;Q1;2;0;4;0;1;4;0.00;0,00;Poland;;1990-1993, 1996-1997;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
329;27374;Journal of Coastal Research;journal;07490208, 15515036;0.415;Q2;77;99;339;3760;188;331;0.49;37,98;United States;Coastal Education & Research Foundation, Inc.;1984-ongoing;"Earth-Surface Processes (Q2); Ecology (Q2); Water Science and Technology (Q2)"
330;17678;NAFO Scientific Council Studies;journal;02506432;0.415;Q2;13;8;69;124;34;69;0.57;15,50;Canada;Northwest Atlantic Fisheries Organization;1993-2003, 2005, 2007-2010, 2013-ongoing;"Ecology (Q2); Oceanography (Q2); Aquatic Science (Q3)"
331;25866;Geo-Marine Letters;journal;02760460, 14321157;0.413;Q1;49;50;110;1441;75;109;0.54;28,82;Germany;Springer Verlag;1981-1982, 1984-ongoing;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1); Oceanography (Q2)"
332;23371;Journal of Environmental Management;journal;10958630, 03014797;0.41;Q2;146;63;242;2114;152;241;0.56;33,56;United States;Elsevier Inc.;1973, 1975, 1977-ongoing;"Medicine (miscellaneous) (Q1); Environmental Engineering (Q2); Management, Monitoring, Policy and Law (Q2); Waste Management and Disposal (Q2)"
333;27172;Growth and Change;journal;14682257, 00174815;0.408;Q3;46;24;64;959;39;64;0.45;39,96;United Kingdom;Blackwell Publishing Inc.;1970-ongoing;Global and Planetary Change (Q3)
334;20532;Journal of Air Transport Management;journal;09696997;0.408;Q2;60;24;47;420;15;46;0.33;17,50;United Kingdom;Elsevier Ltd.;1994-1995, 1997-ongoing;"Law (Q1); Management, Monitoring, Policy and Law (Q2); Strategy and Management (Q2); Transportation (Q2)"
335;20053;International Journal of Public Sector Management;journal;09513558;0.40700000000000003;Q2;48;38;115;1158;36;115;0.29;30,47;United Kingdom;Emerald Group Publishing Ltd.;1989-1991, 1993-ongoing;"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Political Science and International Relations (Q2); Public Administration (Q2)"
336;24589;Annales Zoologici Fennici;journal;0003455X;0.406;Q2;49;26;144;1177;98;137;0.72;45,27;Finland;Finnish Zoological and Botanical Publishing Board;1974-1977, 1979-ongoing;"Animal Science and Zoology (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q3); Nature and Landscape Conservation (Q3)"
337;5800173380;Human Dimensions of Wildlife;journal;1533158X, 10871209;0.406;Q2;43;23;82;483;44;75;0.28;21,00;United Kingdom;Taylor & Francis;1996-ongoing;"Management, Monitoring, Policy and Law (Q2); Nature and Landscape Conservation (Q3)"
338;20486;Journal of Insect Conservation;journal;15729753, 1366638X;0.401;Q2;51;29;50;1194;24;50;0.48;41,17;Netherlands;Kluwer Academic Publishers;1997-ongoing;"Animal Science and Zoology (Q2); Ecology (Q2); Insect Science (Q3); Nature and Landscape Conservation (Q3)"
339;21482;Environmental Monitoring and Assessment;journal;01676369, 15732959;0.397;Q1;91;123;416;3544;238;410;0.58;28,81;Netherlands;Kluwer Academic Publishers;1981-ongoing;"Environmental Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q2); Pollution (Q2)"
340;34002;International Regional Science Review;journal;01600176;0.395;Q1;49;14;44;392;40;44;0.43;28,00;United States;SAGE Publications;1975-1984, 1986-ongoing;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q2)"
341;27852;Marine Resource Economics;journal;07381360;0.39299999999999996;Q2;40;24;70;581;32;68;0.40;24,21;United States;University of Rhode Island;1987, 1989, 1993-ongoing;"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Oceanography (Q2); Economics and Econometrics (Q3)"
342;21568;Monthly Review;journal;00270520;0.39299999999999996;Q2;28;23;74;471;33;74;0.51;20,48;United States;Monthly Review Foundation;1977, 1980-1982, 1984, 1987, 1996-ongoing;"Gender Studies (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Sociology and Political Science (Q2)"
343;23407;Chemistry and Ecology;journal;02757540;0.392;Q1;31;22;88;783;31;88;0.31;35,59;United Kingdom;Taylor & Francis;1982-1984, 1986-2001, 2003-ongoing;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
344;25217;Toxicological and Environmental Chemistry;journal;02772248, 10290486;0.392;Q2;33;211;357;4446;165;355;0.50;21,07;United Kingdom;Taylor & Francis;1979-2001, 2003-ongoing;"Pollution (Q2); Health, Toxicology and Mutagenesis (Q3); Environmental Chemistry (Q4)"
345;22715;Annals of Agricultural and Environmental Medicine;journal;12321966;0.391;Q2;48;24;98;661;39;98;0.53;27,54;Poland;Institute of Agricultural Medicine;1995-ongoing;"Public Health, Environmental and Occupational Health (Q2); Waste Management and Disposal (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
346;26852;US Geological Survey Profesional Paper;journal;10449612;0.389;Q2;33;27;203;1333;48;203;0.23;49,37;United States;US Department of the Interior;1968-1971, 1979-2012;"Geology (Q2); Water Science and Technology (Q2)"
347;21557;Environmental Values;journal;09632719;0.384;Q1;41;25;67;902;30;67;0.55;36,08;United Kingdom;White Horse Press;1994-ongoing;"Environmental Science (miscellaneous) (Q1); Philosophy (Q1)"
348;28341;Resource and Environmental Biotechnology;journal;13582283;0.381;Q1;12;11;23;265;16;23;0.72;24,09;United Kingdom;A B Academic Publishers;1995-2000, 2002;"Environmental Science (miscellaneous) (Q1); Ecology (Q2)"
349;25263;Reviews on Environmental Health;journal;00487554, 21910308;0.37799999999999995;Q3;49;23;61;1096;68;59;0.94;47,65;Germany;Walter de Gruyter GmbH;1974-1975, 1977, 1979-1982, 1984-1987, 1989, 1991, 1994, 1996-ongoing;"Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Pollution (Q3)"
350;24714;Bioacoustics;journal;09524622;0.377;Q2;28;20;52;510;28;51;0.66;25,50;United Kingdom;Taylor & Francis;1988-ongoing;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q3)"
351;14506;Local Environment;journal;14696711, 13549839;0.376;Q2;53;23;58;856;39;58;0.63;37,22;United Kingdom;Carfax Publishing Ltd.;1996-ongoing;"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2)"
352;25223;Toxicology and Industrial Health;journal;07482337, 14770393;0.376;Q3;52;77;159;4589;170;157;1.23;59,60;United States;SAGE Publications;1985-ongoing;"Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)"
353;28336;Ocean Development and International Law;journal;00908320, 15210642;0.375;Q2;28;10;47;1022;23;47;0.56;102,20;United Kingdom;Taylor & Francis;1973-ongoing;"Law (Q1); Development (Q2); Management, Monitoring, Policy and Law (Q2); Political Science and International Relations (Q2)"
354;22822;International Forestry Review;journal;14655489;0.373;Q2;41;29;116;525;39;116;0.35;18,10;United Kingdom;Commonwealth Forestry Association;1999-ongoing;"Geography, Planning and Development (Q1); Ecology (Q2); Forestry (Q2)"
355;15251;Progress in Paper Recycling;journal;10611452;0.373;Q2;14;0;20;0;6;20;0.30;0,00;United States;Doshi and Associates Inc.;1998, 2002-2010;"Materials Science (miscellaneous) (Q2); Waste Management and Disposal (Q2); Environmental Chemistry (Q4)"
356;28866;International Journal of Wildland Fire;journal;10498001;0.37200000000000005;Q2;75;7;77;237;43;77;0.26;33,86;Australia;Commonwealth Scientific and Industrial Research Organization Publishing;1993-1994, 1996-ongoing;"Ecology (Q2); Forestry (Q2)"
357;20851;Environment;journal;00139157;0.371;Q2;45;81;264;746;122;256;0.53;9,21;United States;Heldref Publications;1969-ongoing;"Environmental Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2); Water Science and Technology (Q2); Global and Planetary Change (Q3)"
358;29034;Aquatic Sciences;journal;14209055, 10151621;0.368;Q2;64;22;89;887;55;88;0.66;40,32;Switzerland;Birkhauser Verlag;1989-ongoing;"Ecology (Q2); Water Science and Technology (Q2); Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
359;28201;Biomedical and Environmental Sciences;journal;08953988;0.368;Q3;48;35;146;671;108;146;0.89;19,17;United Kingdom;Elsevier Ltd;1988-ongoing;"Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3)"
360;24578;Mathematical Medicine and Biology;journal;14778599;0.368;Q1;40;20;55;531;44;54;0.95;26,55;United Kingdom;Oxford University Press;1984-1995, 2003-ongoing;"Environmental Science (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Modeling and Simulation (Q2); Pharmacology (Q2); Applied Mathematics (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Neuroscience (miscellaneous) (Q3)"
361;23292;International Journal of Sustainable Development and World Ecology;journal;13504509;0.366;Q2;35;30;69;799;46;67;0.71;26,63;United Kingdom;Taylor & Francis;1994-ongoing;"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2)"
362;31273;Memoirs of the Queensland Museum;journal;00798835;0.366;Q2;32;106;143;3867;60;143;0.23;36,48;Australia;Queensland Museum;1987-ongoing;"Ecology (Q2); Paleontology (Q3)"
363;24083;Mitigation and Adaptation Strategies for Global Change;journal;15731596, 13812386;0.364;Q2;56;21;54;611;36;54;0.71;29,10;Netherlands;Kluwer Academic Publishers;1996-ongoing;"Ecology (Q2); Global and Planetary Change (Q3)"
364;13754;Process Safety and Environmental Protection: Transactions of the Institution of Chemical Engineers, Part B;journal;17443598, 09575820;0.36200000000000004;Q2;58;37;104;944;54;104;0.57;25,51;United Kingdom;Institution of Chemical Engineers;1990-ongoing;"Chemical Engineering (miscellaneous) (Q2); Environmental Engineering (Q2); Safety, Risk, Reliability and Quality (Q2); Environmental Chemistry (Q4)"
365;23373;Journal of Environmental Planning and Management;journal;13600559, 09640568;0.36;Q1;60;44;112;1751;77;112;0.63;39,80;United Kingdom;Carfax Publishing Ltd.;1992-ongoing;"Environmental Science (miscellaneous) (Q1); Fluid Flow and Transfer Processes (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q2); Water Science and Technology (Q2)"
366;29577;Journal of Biological Systems;journal;02183390;0.358;Q3;28;28;90;741;48;90;0.63;26,46;Singapore;World Scientific Publishing Co;1996-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q2); Applied Mathematics (Q3); Ecology (Q3)"
367;32257;Irrigation and Drainage Systems;journal;01686291;0.35700000000000004;Q2;29;19;65;344;30;65;0.40;18,11;Netherlands;Kluwer Academic Publishers;1986-2011;"Geography, Planning and Development (Q1); Food Science (Q2); Management of Technology and Innovation (Q2); Water Science and Technology (Q2)"
368;18625;Koedoe;journal;20710771, 00756458;0.354;Q3;25;21;60;830;32;60;0.50;39,52;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1980-1984, 1987-2006, 2008-ongoing;"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
369;25553;Allgemeine Forst- und Jagdzeitung;journal;00025852;0.35;Q3;20;36;108;788;34;108;0.38;21,89;Germany;J.D. Sauerlaender's Verlag;1977-1978, 1981, 1983-1989, 1996-ongoing, 2017-ongoing;"Forestry (Q2); Ecology (Q3)"
370;22018;Fresenius Environmental Bulletin;journal;10184619;0.349;Q2;35;98;353;1334;133;353;0.36;13,61;Germany;Technische Universitat Munchen;1993-ongoing;"Waste Management and Disposal (Q2); Pollution (Q3); Environmental Chemistry (Q4)"
371;21100305327;Austral Entomology;journal;2052174X, 20521758;0.348;Q3;34;57;178;1182;63;178;0.34;20,74;United States;John Wiley and Sons Inc.;2014-ongoing;"Agronomy and Crop Science (Q3); Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3)"
372;11700154346;Developments in Aquaculture and Fisheries Science;book series;01679309;0.348;Q3;26;0;36;0;15;32;0.67;0,00;Netherlands;Elsevier BV;1996-1997, 2001-2002, 2004, 2006-2007, 2013-ongoing;"Aquatic Science (Q3); Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
373;25283;Journal of Fluorine Chemistry;journal;00221139;0.344;Q4;82;216;520;5948;373;520;0.80;27,54;Netherlands;Elsevier BV;1971-ongoing;"Biochemistry (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3); Environmental Chemistry (Q4)"
374;21501;Etologia;journal;11303204;0.342;Q3;11;9;17;379;8;17;0.47;42,11;Spain;Sociedad Espanola de Etologia;1989, 1992, 1997-2002;"Animal Science and Zoology (Q3); Ecology (Q3)"
375;27471;Applied Geography;journal;01436228;0.341;Q1;77;23;69;696;45;69;0.71;30,26;Netherlands;Elsevier BV;1980-ongoing;"Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Forestry (Q2); Tourism, Leisure and Hospitality Management (Q2)"
376;19153;Itinera Geobotanica;journal;02138530;0.341;Q1;6;0;8;0;10;8;1.25;0,00;Spain;Universidad de Leon;1990-1994, 1997;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
377;70809;Journal of Aquatic Ecosystem Stress and Recovery;journal;13861980, 15735117;0.34;Q1;33;0;47;0;31;45;0.45;0,00;Netherlands;Kluwer Academic Publishers;1996-1998, 2000-2002;"Environmental Science (miscellaneous) (Q1); Aquatic Science (Q3); Pollution (Q3)"
378;23055;Journal of Natural Toxins;journal;10588108;0.34;Q1;24;35;76;1571;60;76;0.71;44,89;United States;Alaken Inc.;1996-2002;"Environmental Science (miscellaneous) (Q1); Toxicology (Q3)"
379;17882;Nuclear Engineering and Design;journal;00295493;0.34;Q2;87;209;654;3015;179;649;0.26;14,43;Netherlands;Elsevier BV;1965-ongoing;"Materials Science (miscellaneous) (Q2); Mechanical Engineering (Q2); Nuclear Energy and Engineering (Q2); Safety, Risk, Reliability and Quality (Q2); Waste Management and Disposal (Q2); Nuclear and High Energy Physics (Q3)"
380;14500;Land Use Policy;journal;02648377;0.337;Q2;93;23;62;985;30;60;0.31;42,83;Netherlands;Elsevier BV;1984-ongoing;"Geography, Planning and Development (Q1); Forestry (Q2); Management, Monitoring, Policy and Law (Q2); Nature and Landscape Conservation (Q3)"
381;21100473392;Proceedings of the IEEE International Conference on Computer Languages;conference and proceedings;00001998;0.337;-;11;0;27;0;29;26;1.12;0,00;United States;;1998;"Waste Management and Disposal; Water Science and Technology"
