Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2008);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
36;36360;Animal Reproduction Science;journal;03784320;0.6940000000000001;Q2;92;240;569;7933;960;562;1.63;33,05;Netherlands;Elsevier BV;1936, 1978-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2); Medicine (miscellaneous) (Q2); Endocrinology (Q3)"
37;19504;Veterinary Clinical Pathology;journal;02756382;0.6920000000000001;Q1;44;79;210;1484;236;194;0.99;18,78;United States;Wiley-Blackwell;1972-ongoing;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
38;19550;Veterinary Quarterly;journal;01652176;0.6890000000000001;Q1;41;0;36;0;60;36;1.43;0,00;United Kingdom;Taylor & Francis;1979, 1982-2007, 2011-ongoing;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
39;18355;New Zealand Veterinary Journal;journal;00480169, 11760710;0.677;Q1;45;66;189;1711;161;171;0.71;25,92;United Kingdom;Taylor & Francis;1952-ongoing;"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
40;19518;Veterinary Dermatology;journal;09594493, 13653164;0.662;Q1;54;63;195;1875;254;176;1.38;29,76;United Kingdom;Blackwell Publishing Inc.;1990-ongoing;Veterinary (miscellaneous) (Q1)
41;17102;Journal of the American Animal Hospital Association;journal;15473317, 05872871;0.652;Q1;59;43;184;1001;214;178;1.14;23,28;United States;American Animal Hospital Association;1973-ongoing;Small Animals (Q1)
42;3300147807;Livestock Science;journal;18711413;0.652;Q1;99;228;688;7945;872;678;1.05;34,85;Netherlands;Elsevier BV;2006-ongoing;"Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2)"
43;23129;Journal of Veterinary Pharmacology and Therapeutics;journal;01407783, 13652885;0.631;Q2;54;73;226;2193;320;216;1.35;30,04;United Kingdom;Blackwell Publishing Inc.;1978-ongoing;"Pharmacology (Q2); Veterinary (miscellaneous) (Q2)"
44;19501;Veterinary and Comparative Orthopaedics and Traumatology;journal;09320814;0.613;Q2;37;57;137;1377;114;125;0.71;24,16;Germany;Schattauer GmbH;1996-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
45;5200153105;Zoonoses and Public Health;journal;18631959, 18632378;0.611;Q2;57;69;266;2029;366;258;1.3;29,41;Germany;Blackwell-Wiss.-Verl;2007-ongoing;"Infectious Diseases (Q2); Public Health, Environmental and Occupational Health (Q2); Veterinary (miscellaneous) (Q2); Epidemiology (Q3); Immunology and Microbiology (miscellaneous)  (Q3)"
46;19536;Veterinary Ophthalmology;journal;14635224, 14635216;0.597;Q2;44;77;213;2425;317;205;1.21;31,49;United Kingdom;Blackwell Publishing Inc.;1998-ongoing;Veterinary (miscellaneous) (Q2)
47;17726;Canadian Journal of Veterinary Research;journal;08309000;0.5820000000000001;Q2;44;63;131;1845;162;130;1.18;29,29;Canada;Canadian Veterinary Medical Association;1986-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
48;94447;Journal of Animal Breeding and Genetics;journal;09312668, 14390388;0.573;Q2;45;50;178;1050;212;169;1.12;21,00;United Kingdom;Blackwell Publishing Inc.;1924-1944, 1950-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2); Medicine (miscellaneous) (Q2)"
49;18851;Research in Veterinary Science;journal;00345288;0.569;Q2;66;149;307;4333;423;307;1.33;29,08;United Kingdom;W. B. Saunders Co., Ltd.;1965-ongoing;Veterinary (miscellaneous) (Q2)
50;19552;Veterinary Record;journal;00424900;0.5539999999999999;Q2;91;636;2439;5813;1293;1168;0.96;9,14;United Kingdom;British Veterinary Association;1947-1951, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
51;4300151401;BMC Veterinary Research;journal;17466148;0.529;Q2;46;52;76;1841;131;76;1.78;35,40;United Kingdom;BioMed Central;2005-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
52;18807;Onderstepoort Journal of Veterinary Research;journal;00302465;0.518;Q2;32;38;114;1013;72;114;0.67;26,66;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
53;19660;Comparative Immunology, Microbiology and Infectious Diseases;journal;01479571;0.505;Q2;48;36;88;2068;112;83;1.42;57,44;United Kingdom;Elsevier Ltd.;1978-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3); Infectious Diseases (Q3); Microbiology (Q3)"
54;18315;Journal of Veterinary Emergency and Critical Care;journal;14793261, 14764431;0.503;Q2;41;61;126;2352;83;114;0.56;38,56;United Kingdom;Blackwell Publishing Inc.;1991-1995, 2004-ongoing;Veterinary (miscellaneous) (Q2)
55;19833;Mycopathologia;journal;15730832, 0301486X;0.4970000000000001;Q2;64;79;312;3545;565;310;1.9;44,87;Netherlands;Kluwer Academic Publishers;1938-1941, 1943, 1948-1950, 1959-1962, 1973-ongoing;"Agronomy and Crop Science (Q2); Applied Microbiology and Biotechnology (Q2); Plant Science (Q2); Veterinary (miscellaneous) (Q2); Microbiology (Q3)"
56;19516;Veterinary Clinics of North America - Small Animal Practice;journal;01955616;0.482;Q1;61;82;214;3537;175;196;0.61;43,13;United Kingdom;W. B. Saunders Co., Ltd.;1978-ongoing;Small Animals (Q1)
57;11600153419;Topics in Companion Animal Medicine;journal;19389736;0.472;Q2;38;32;101;749;87;89;0.71;23,41;United States;Elsevier Science Inc.;2008-ongoing;Small Animals (Q2)
58;21383;Comparative Medicine;journal;15320820;0.47;Q2;59;65;166;3150;210;151;1.2;48,46;United States;American Association for Laboratory Animal Science;2000-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
59;23444;Journal of Animal Physiology and Animal Nutrition;journal;14390396, 09312439;0.467;Q2;45;82;166;2753;183;165;1.17;33,57;United Kingdom;Blackwell Publishing Inc.;1938-1940, 1943-1944, 1955-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
60;17657;Archives of Animal Nutrition;journal;14772817, 1745039X;0.458;Q2;36;34;114;1274;136;113;0.83;37,47;United Kingdom;Taylor & Francis;1951-1952, 1955, 1962, 1972-ongoing;"Animal Science and Zoology (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
61;17727;Canadian Veterinary Journal;journal;00085286;0.44;Q2;52;138;552;1663;304;421;0.65;12,05;Canada;Canadian Veterinary Medical Association;1965-1982, 1986-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
62;19510;Veterinary Clinics of North America. Equine Practice;journal;15584224, 07490739;0.436;Q1;46;29;143;1459;98;134;0.57;50,31;United Kingdom;W. B. Saunders Co., Ltd.;1985-ongoing;Equine (Q1)
63;37794;Canadian Journal of Animal Science;journal;00083984;0.4270000000000001;Q2;56;81;199;2629;131;198;0.63;32,46;Canada;Agricultural Institute of Canada;1975, 1993-ongoing;"Animal Science and Zoology (Q2); Food Animals (Q2)"
64;18870;Schweizer Archiv für Tierheilkunde;journal;00367281;0.417;Q2;25;75;188;999;110;150;0.74;13,32;Switzerland;Verlag Hans Huber AG;1947-1951, 1961, 1965-ongoing;Veterinary (miscellaneous) (Q2)
65;19514;Veterinary Clinics of North America - Food Animal Practice;journal;07490720;0.417;Q2;60;42;103;1425;79;95;0.52;33,93;United Kingdom;W. B. Saunders Co., Ltd.;1971-1978, 1985-ongoing;"Food Animals (Q2); Medicine (miscellaneous) (Q2)"
66;17676;Australian Veterinary Journal;journal;00050423;0.41;Q2;52;124;444;2004;225;340;0.69;16,16;United States;Wiley-Blackwell;1925-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
67;22626;Laboratory Animals;journal;00236772;0.404;Q2;55;46;153;1824;183;146;1.33;39,65;United Kingdom;SAGE Publications Inc.;1970-ongoing;"Animal Science and Zoology (Q2); Veterinary (miscellaneous) (Q2)"
68;27182;Experimental Animals;journal;13411357, 18817122;0.398;Q2;37;43;135;1051;109;135;0.8;24,44;Japan;Japanese Association for Laboratory Animal Science;1974-1980, 1995-ongoing;"Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
69;18319;Journal of Veterinary Medical Science;journal;13477439, 09167250;0.396;Q2;55;229;705;5383;586;703;0.74;23,51;Japan;Maruzen Co., Ltd/Maruzen Kabushikikaisha;1991-ongoing;Veterinary (miscellaneous) (Q2)
70;20337;Parasite;journal;1252607X, 17761042;0.393;Q2;40;94;133;3325;98;125;0.71;35,37;France;EDP Sciences;1994-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3); Infectious Diseases (Q3); Insect Science (Q3); Parasitology (Q3)"
71;17693;Berliner und Munchener Tierarztliche Wochenschrift;journal;14390299, 00059366;0.388;Q2;32;48;204;1748;162;198;0.81;36,42;Germany;Schluetersche GmbH und Co.;1947, 1961, 1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
72;4000151807;International Journal of Poultry Science;journal;16828356;0.387;Q3;41;146;545;3949;280;545;0.42;27,05;Pakistan;Asian Network for Scientific Information;2002-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
73;18937;Tropical Animal Health and Production;journal;15737438, 00494747;0.365;Q3;41;91;214;2140;146;214;0.61;23,52;Netherlands;Kluwer Academic Publishers;1969-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
74;10300153305;Transboundary and Emerging Diseases;journal;18651674, 18651682;0.363;Q2;52;46;303;1565;262;300;0.79;34,02;Germany;Blackwell-Wiss.-Verl;2008-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q4)"
75;35770;Acta Agriculturae Scandinavica - Section A: Animal Science;journal;09064702, 16511972;0.358;Q3;35;26;69;656;43;68;0.43;25,23;United Kingdom;Taylor & Francis;1992-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
76;38539;Animal Welfare;journal;09627286;0.34600000000000003;Q2;57;41;180;1517;151;170;0.79;37,00;United Kingdom;Universities Federation for Animal Welfare;1994, 1996-ongoing;"Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)"
77;18327;Journal of Veterinary Science;journal;1229845X, 1976555X;0.345;Q2;40;37;189;655;191;186;1.02;17,70;South Korea;Korean Society of Veterinary Science;2000-ongoing;Veterinary (miscellaneous) (Q2)
78;18819;Pesquisa Veterinaria Brasileira;journal;0100736X;0.34;Q2;31;97;160;2648;80;153;0.49;27,30;Brazil;Colegio Brasileiro de Patologia Animal;1996-ongoing;Veterinary (miscellaneous) (Q2)
79;17077;Acta Veterinaria Scandinavica;journal;17510147, 0044605X;0.338;Q2;45;56;126;1474;100;125;0.7;26,32;United Kingdom;BioMed Central;1965-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
80;19557;Veterinary Research Communications;journal;01657380;0.33;Q2;47;153;515;2599;359;512;0.64;16,99;Netherlands;Kluwer Academic Publishers;1980-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
81;97492;Archiv für Tierzucht/Archives Animal Breeding;journal;00039438;0.328;Q3;7;0;0;0;0;0;0.0;0,00;Germany;Copernicus GmbH;1996-ongoing;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q3); Food Animals (Q3); Plant Science (Q3); Genetics (Q4)"
82;18331;Journal of Zoo and Wildlife Medicine;journal;10427260;0.327;Q2;40;101;290;2159;154;284;0.46;21,38;United States;American Association of Zoo Veterinarians;1993-1994, 1996-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Animal Science and Zoology (Q3)"
83;18302;Journal of Swine Health and Production;journal;1537209X;0.326;Q3;30;43;155;632;54;122;0.39;14,70;United States;American Association of Swine Veterinarians;1996-ongoing;"Animal Science and Zoology (Q3); Food Animals (Q3)"
84;21502;Bulletin of the European Association of Fish Pathologists;journal;01080288;0.32299999999999995;Q2;34;31;137;616;59;134;0.42;19,87;United Kingdom;FRS Marine Lab.;1996-ongoing;"Small Animals (Q2); Aquatic Science (Q3)"
85;17738;Clinical Techniques in Equine Practice;journal;15347516;0.315;Q2;21;0;130;0;83;115;0.73;0,00;United Kingdom;W. B. Saunders Co., Ltd.;2002-2007;Equine (Q2)
86;17124;Journal of Veterinary Medicine Series C: Anatomia Histologia Embryologia;journal;14390264, 03402096;0.314;Q2;32;80;190;2407;132;189;0.67;30,09;United Kingdom;Blackwell Publishing Inc.;1972-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
87;40377;Journal of Applied Animal Welfare Science;journal;10888705;0.309;Q3;33;24;78;518;58;67;0.65;21,58;United States;Lawrence Erlbaum Associates Inc.;2002-ongoing;"Animal Science and Zoology (Q3); Veterinary (miscellaneous) (Q3)"
88;24606;Anthrozoos;journal;08927936;0.303;Q3;43;23;79;881;79;76;1.04;38,30;United Kingdom;Taylor & Francis;1990, 1992-1993, 1996-ongoing;"Anthropology (Q2); Sociology and Political Science (Q2); Animal Science and Zoology (Q3); Education (Q3); Veterinary (miscellaneous) (Q3)"
89;101049;Archiv für Geflugelkunde;journal;00039098;0.297;Q3;22;43;117;1195;51;115;0.39;27,79;Germany;Verlag Eugen Ulmer GmbH;1996-2015;"Animal Science and Zoology (Q3); Food Animals (Q3)"
90;18304;Journal of Veterinary Dentistry;journal;08987564;0.29600000000000004;Q3;23;48;90;665;31;71;0.24;13,85;United States;SAGE Publications;1988-ongoing;Veterinary (miscellaneous) (Q3)
91;61695;Journal of the South African Veterinary Association;journal;10199128, 22249435;0.292;Q3;28;42;118;940;67;113;0.42;22,38;South Africa;OpenJournals Publishing AOSIS (Pty) Ltd;1961, 1971-ongoing;"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q3)"
92;18317;Journal of Veterinary Medical Education;journal;0748321X;0.28600000000000003;Q3;30;92;240;1630;148;228;0.59;17,72;Canada;University of Toronto Press;1996-1998, 2000-ongoing;"Education (Q3); Medicine (miscellaneous) (Q3); Veterinary (miscellaneous) (Q3)"
93;19494;Veterinarni Medicina;journal;18059392, 03758427;0.285;Q3;43;79;225;2748;161;219;0.64;34,78;Czech Republic;Czech Academy of Agricultural Sciences;1971-ongoing;Veterinary (miscellaneous) (Q3)
94;17672;Arquivo Brasileiro de Medicina Veterinaria e Zootecnia;journal;01020935;0.284;Q3;29;215;533;4369;224;533;0.43;20,32;Brazil;Universidade Federal de Minas Gerais;1996-ongoing;Veterinary (miscellaneous) (Q3)
95;36020;Society and Animals;journal;15685306, 10631119;0.279;Q3;34;20;60;786;21;56;0.29;39,30;Netherlands;Brill;1993-ongoing;"Sociology and Political Science (Q2); Veterinary (miscellaneous) (Q3)"
96;18821;Pferdeheilkunde;journal;01777726;0.268;Q2;21;97;260;1492;52;249;0.21;15,38;Germany;Hippiatrika Verlag GmbH;1996-ongoing;Equine (Q2)
97;17063;Acta Veterinaria Hungarica;journal;02366290;0.263;Q3;30;56;138;1337;79;137;0.61;23,88;Hungary;Akademiai Kiado;1983-ongoing;Veterinary (miscellaneous) (Q3)
98;89762;Turkish Journal of Veterinary and Animal Sciences;journal;13036181, 13000128;0.257;Q3;31;66;356;1431;170;353;0.34;21,68;Turkey;Scientific and Technical research Council of Turkey - TUBITAK/Turkiye Bilimsel ve Teknik Arastirma Kurumu;1996-ongoing;Veterinary (miscellaneous) (Q3)
99;17776;Equine Veterinary Education;journal;09577734;0.254;Q3;28;126;302;2953;92;228;0.4;23,44;United States;Wiley-Blackwell;1989-ongoing;Equine (Q3)
100;18295;Journal of Avian Medicine and Surgery;journal;10826742;0.253;Q2;26;44;106;955;52;100;0.38;21,70;United States;Association of Avian Veterinarians;1996-ongoing;"Small Animals (Q2); Medicine (miscellaneous) (Q3)"
101;17062;Acta Veterinaria Brno;journal;18017576, 00017213;0.249;Q3;35;88;260;2231;140;260;0.47;25,35;Czech Republic;University of Veterinary and Pharmaceutical Sciences;1993, 1996-ongoing;Veterinary (miscellaneous) (Q3)
102;18247;Indian Journal of Animal Sciences;journal;03678318;0.247;Q3;20;342;916;5795;142;916;0.13;16,94;India;Scientific Publishers;1971-1978, 1980-1985, 1987-1988, 1996-ongoing;"Animal Science and Zoology (Q3); Veterinary (miscellaneous) (Q3)"
103;3500148011;Journal of Zhejiang University: Science B;journal;16731581;0.242;Q3;45;128;317;3294;313;312;1.04;25,73;China;Zhejiang University Press;2005-ongoing;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3); Veterinary (miscellaneous) (Q3)"
104;4000151812;Ciencia Rural;journal;01038478;0.238;Q3;30;420;577;8606;181;575;0.31;20,49;Brazil;Federal Universidade of Santa Maria. Center of Ciencias Rurais;2006-ongoing;"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Veterinary (miscellaneous) (Q3)"
105;5000157107;Journal of Veterinary Behavior: Clinical Applications and Research;journal;15587878;0.228;Q3;30;34;69;1053;36;46;0.78;30,97;Netherlands;Elsevier BV;2006-ongoing;Veterinary (miscellaneous) (Q3)
106;19512;Veterinary Clinics of North America - Exotic Animal Practice;journal;10949194;0.225;Q2;32;35;130;1632;51;121;0.38;46,63;United Kingdom;W. B. Saunders Co., Ltd.;1998-ongoing;"Small Animals (Q2); Medicine (miscellaneous) (Q3)"
107;38556;In Practice;journal;0263841X;0.221;Q3;22;87;281;511;77;248;0.22;5,87;United Kingdom;BMJ Publishing Group;1981-1989, 1991-ongoing;Veterinary (miscellaneous) (Q3)
108;18910;Tierarztliche Umschau;journal;00493864;0.22;Q3;11;98;315;1474;32;297;0.1;15,04;Germany;Terra Verlag GmbH;1948, 1961, 1974-1977, 1996-ongoing;Veterinary (miscellaneous) (Q3)
109;74199;Deutsche tierarztliche Wochenschrift;journal;03416593;0.217;Q3;24;68;221;1591;95;219;0.29;23,40;Germany;Verlag M Und H Schaper;1965, 1971-2009;Veterinary (miscellaneous) (Q3)
110;18905;Tierarztliche Praxis Ausgabe G: Grosstiere - Nutztiere;journal;14341220;0.21600000000000005;Q3;17;50;152;1372;39;149;0.28;27,44;Germany;Schattauer GmbH;1996-ongoing;"Veterinary (miscellaneous) (Q3); Food Animals (Q4)"
111;17740;Compendium on Continuing Education for the Practicing Veterinarian;journal;01931903;0.212;Q3;33;0;252;0;57;204;0.18;0,00;United States;Veterinary Learning Systems;1996-2006;"Education (Q3); Veterinary (miscellaneous) (Q3)"
112;18253;Indian Veterinary Journal;journal;00196479;0.212;Q3;14;478;1351;3540;103;1327;0.06;7,41;India;Indian Veterinary Association;1945-1951, 1965-1971, 1973-1979, 1996-ongoing;Veterinary (miscellaneous) (Q3)
