Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
11;26465;Progress in Polymer Science;journal;00796700;5.886;Q1;296;58;176;15687;5489;175;29.96;270.47;United Kingdom;Western Europe;Elsevier Ltd.;1967, 1970-1971, 1975, 1977-1978, 1980-1986, 1988-2021;"Ceramics and Composites (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
12;22680;Journal of the American Chemical Society;journal;15205126, 00027863;5.728;Q1;644;2506;7473;147903;114324;7454;15.04;59.02;United States;Northern America;American Chemical Society;1879-2021;"Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1)"
13;22687;Angewandte Chemie - International Edition;journal;14337851, 15213773;5.126;Q1;579;3558;9199;231003;136423;8989;14.94;64.92;United Kingdom;Western Europe;John Wiley and Sons Ltd;1962-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
14;21100904988;Trends in Chemistry;journal;25895974;5.04;Q1;42;109;204;7033;2862;190;14.03;64.52;United States;Northern America;Cell Press;2019-2021;Chemistry (miscellaneous) (Q1)
15;25143;Advanced Functional Materials;journal;1616301X;5;Q1;349;2348;4595;177793;85979;4561;18.12;75.72;Germany;Western Europe;Wiley-VCH Verlag;2000-2021;"Biomaterials (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrochemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
16;21100200203;Wiley Interdisciplinary Reviews: Computational Molecular Science;journal;17590876, 17590884;4.903;Q1;86;74;118;12057;2680;117;9.54;162.93;United States;Northern America;"John Wiley &amp; Sons Inc.";2011-2021;"Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
17;19700182758;Nature Communications;journal;20411723;4.846;Q1;410;7126;16870;415159;266827;16601;15.41;58.26;United Kingdom;Western Europe;Nature Publishing Group;2010-2021;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
18;23470;Coordination Chemistry Reviews;journal;00108545;4.442;Q1;287;471;775;91652;16791;758;22.06;194.59;Netherlands;Western Europe;Elsevier;1966-2022;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
19;19700188320;ACS Catalysis;journal;21555435;4.202;Q1;231;1359;3823;94972;50743;3761;12.51;69.88;United States;Northern America;American Chemical Society;2011-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
20;21100824912;ACS Central Science;journal;23747951, 23747943;4.093;Q1;95;255;747;12856;9853;716;13.03;50.42;United States;Northern America;American Chemical Society;2015-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
21;17853;Nano Letters;journal;15306992, 15306984;3.761;Q1;511;1415;3439;63154;39982;3428;11.38;44.63;United States;Northern America;American Chemical Society;2001-2021;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
22;21100924211;Small Methods;journal;23669608;3.668;Q1;65;298;548;25740;7405;536;13.71;86.38;United Kingdom;Western Europe;John Wiley and Sons Ltd;2017-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
23;12286;Surface Science Reports;journal;01675729, 1879274X;3.526;Q1;121;7;21;2043;259;21;13.5;291.86;Netherlands;Western Europe;Elsevier;1981-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
24;3200147828;Small;journal;16136829, 16136810;3.225;Q1;259;1324;3206;98612;42542;3188;13.08;74.48;Germany;Western Europe;Wiley-VCH Verlag;2005-2021;"Biomaterials (Q1); Biotechnology (Q1); Chemistry (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
25;26555;Annual Review of Physical Chemistry;journal;0066426X, 15451593;3.171;Q1;174;0;87;0;945;87;10.33;0;United States;Northern America;Annual Reviews Inc.;1975, 1983, 1985, 1988-2021;"Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
26;21100924713;npj 2D Materials and Applications;journal;23977132;3.137;Q1;35;93;129;5323;1373;129;9.05;57.24;United Kingdom;Western Europe;Nature Publishing Group;2017-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
27;21100232403;Journal of Materials Chemistry A;journal;20507496, 20507488;3.099;Q1;240;2248;7473;163712;96516;7469;12.9;72.83;United Kingdom;Western Europe;Royal Society of Chemistry;2013-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
28;12878;Chemistry of Materials;journal;15205002, 08974756;2.93;Q1;393;945;3088;58052;29617;3041;9.38;61.43;United States;Northern America;American Chemical Society;1989-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
29;19700200838;Chemical Science;journal;20416520, 20416539;2.878;Q1;190;1571;3651;104338;34482;3639;9.2;66.42;United Kingdom;Western Europe;Royal Society of Chemistry;2010-2021;Chemistry (miscellaneous) (Q1)
30;21100406867;IUCrJ;journal;20522525;2.873;Q1;48;85;343;3668;1376;304;4.41;43.15;United Kingdom;Western Europe;International Union of Crystallography;2014-2021;"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
31;26371;Natural Product Reports;journal;02650568, 14604752;2.78;Q1;188;93;209;15621;2733;202;13.48;167.97;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2021;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
32;26968;Journal of Photochemistry and Photobiology C: Photochemistry Reviews;journal;13895567;2.718;Q1;95;19;55;4152;846;55;15.91;218.53;Netherlands;Western Europe;Elsevier;2000-2021;"Catalysis (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
33;21537;"Environmental Science &amp; Technology";journal;0013936X, 15205851;2.635;Q1;425;1787;4762;111110;48242;4612;9.52;62.18;United States;Northern America;American Chemical Society;1958, 1967-2021;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
34;21101048251;CCS Chemistry;journal;20965745;2.55;Q1;22;259;144;14097;1142;133;7.93;54.43;China;Asiatic Region;Chinese Chemical Society;2019-2021;Chemistry (miscellaneous) (Q1)
35;17399;Current Opinion in Chemical Biology;journal;13675931, 18790402;2.548;Q1;190;123;367;7594;3072;335;8.25;61.74;United Kingdom;Western Europe;Elsevier Ltd.;1997-2021;"Analytical Chemistry (Q1); Biochemistry (Q1)"
36;21101021575;Journal of Bioresources and Bioproducts;journal;23699698;2.466;Q1;20;32;61;2213;1026;59;16.82;69.16;Canada;Northern America;KeAi Communications Co.;2019-2021;"Biochemistry (Q1); Biomaterials (Q1); Forestry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1)"
37;19400156815;Annual Review of Analytical Chemistry;journal;19361335, 19361327;2.463;Q1;78;22;69;2878;802;69;12.04;130.82;United States;Northern America;Annual Reviews Inc.;2008-2021;"Analytical Chemistry (Q1); Medicine (miscellaneous) (Q1)"
38;21101039622;Engineered Science;journal;2576988X, 25769898;2.436;Q1;32;69;119;4249;1876;117;15.93;61.58;United States;Northern America;;2018-2021;"Applied Mathematics (Q1); Artificial Intelligence (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
39;16398;Chemical Engineering Journal;journal;13858947;2.419;Q1;248;4706;8373;291809;120112;8366;14.66;62.01;Netherlands;Western Europe;Elsevier;1971, 1973-1977, 1979, 1983, 1988, 1992-2022;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Industrial and Manufacturing Engineering (Q1)"
40;14151;Molecular and Cellular Proteomics;journal;15359476, 15359484;2.377;Q1;196;162;549;11517;3956;537;7.09;71.09;United States;Northern America;Elsevier BV;2002-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
41;26556;Catalysis Reviews - Science and Engineering;journal;15205703, 01614940;2.34;Q1;105;30;46;6355;631;46;12.97;211.83;United States;Northern America;Taylor and Francis Ltd.;1968-1972, 1974-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1); Process Chemistry and Technology (Q1)"
42;21101037113;Cell Reports Physical Science;journal;26663864;2.324;Q1;19;318;189;19510;1340;188;7.09;61.35;United States;Northern America;Cell Press;2020-2021;"Chemistry (miscellaneous) (Q1); Energy (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
43;24085;Progress in Nuclear Magnetic Resonance Spectroscopy;journal;00796565, 18733301;2.307;Q1;109;17;58;3752;593;58;10.21;220.71;Netherlands;Western Europe;Elsevier;1965-1967, 1969-1973, 1975-1982, 1984-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Spectroscopy (Q1)"
44;19700188418;Annual Review of Chemical and Biomolecular Engineering;journal;19475438, 19475446;2.27;Q1;66;27;61;3516;607;58;8.95;130.22;United States;Northern America;Annual Reviews Inc.;2010-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
45;21100244836;Journal of Energy Chemistry;journal;20954956;2.244;Q1;75;693;942;51762;10535;928;11.62;74.69;Netherlands;Western Europe;Elsevier BV;2013-2022;"Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1)"
46;9500153997;Polymer Reviews;journal;15583724, 15583716;2.213;Q1;96;35;59;6130;878;59;14.92;175.14;United States;Northern America;Taylor and Francis Ltd.;2006-2021;"Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
47;29646;Progress in Surface Science;journal;00796816;2.201;Q1;82;8;19;1379;114;18;6.89;172.38;United Kingdom;Western Europe;Elsevier Ltd.;1971-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
48;30867;TrAC - Trends in Analytical Chemistry;journal;01659936;2.194;Q1;182;271;942;34805;13245;928;13.91;128.43;Netherlands;Western Europe;Elsevier;1981-2021;"Analytical Chemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1)"
49;21100242403;Redox Biology;journal;22132317;2.191;Q1;105;425;974;33095;10483;960;10.21;77.87;Netherlands;Western Europe;Elsevier BV;2013-2021;"Biochemistry (Q1); Clinical Biochemistry (Q1); Organic Chemistry (Q1)"
50;22597;Food Hydrocolloids;journal;0268005X;2.132;Q1;174;783;2039;43739;21607;2034;10.46;55.86;Netherlands;Western Europe;Elsevier;1986, 1995-2022;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Food Science (Q1)"
51;15437;Biosensors and Bioelectronics;journal;18734235, 09565663;2.113;Q1;205;759;2470;43372;27765;2468;11.44;57.14;United Kingdom;Western Europe;Elsevier Ltd.;1990-2022;"Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1); Electrochemistry (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
52;26533;Advances in Colloid and Interface Science;journal;00018686;2.109;Q1;194;152;357;25341;5244;351;14.2;166.72;Netherlands;Western Europe;Elsevier;1967-1972, 1974-2021;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1)"
53;12229;Mass Spectrometry Reviews;journal;10982787, 02777037;2.081;Q1;130;105;96;16948;1104;90;10.95;161.41;United States;Northern America;"John Wiley &amp; Sons Inc.";1982-2021;"Analytical Chemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Condensed Matter Physics (Q1); Spectroscopy (Q1)"
54;19600166212;Journal of Physical Chemistry Letters;journal;19487185;2.009;Q1;220;1680;3736;81287;24499;3710;6.38;48.39;United States;Northern America;American Chemical Society;2010-2021;"Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1)"
55;21100404576;2D Materials;journal;20531583;2.006;Q1;77;218;614;12902;4140;612;6.27;59.18;United Kingdom;Western Europe;IOP Publishing Ltd.;2014-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
56;25781;Aldrichimica Acta;journal;00025100;2;Q1;61;3;16;135;68;14;4.18;45;United States;Northern America;Aldrich;1990-2020;Organic Chemistry (Q1)
57;25806;Carbon;journal;00086223;1.992;Q1;296;1057;3125;60920;31303;3079;10.2;57.63;United Kingdom;Western Europe;Elsevier Ltd.;1940, 1963-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
58;18063;Journal of Power Sources;journal;03787753;1.983;Q1;320;1326;3804;75672;36392;3800;9.07;57.07;Netherlands;Western Europe;Elsevier;1976-2021;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Physical and Theoretical Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
59;26947;Journal of Catalysis;journal;10902694, 00219517;1.936;Q1;253;456;1320;27582;10753;1315;7.52;60.49;United States;Northern America;Academic Press Inc.;1962-2021;"Catalysis (Q1); Physical and Theoretical Chemistry (Q1)"
60;21972;Topics in Current Chemistry;journal;03401022;1.91;Q1;100;43;129;5864;1098;129;7.41;136.37;Germany;Western Europe;Springer Verlag;1974-1977, 1979-1983, 1987, 2004-2021;Chemistry (miscellaneous) (Q1)
61;27476;Critical Reviews in Solid State and Materials Sciences;journal;15476561, 10408436;1.886;Q1;64;42;47;8548;569;47;12.19;203.52;United Kingdom;Western Europe;Taylor and Francis Ltd.;1977-1984, 1986-2021;"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Physical and Theoretical Chemistry (Q1)"
62;16759;Advances in Clinical Chemistry;journal;00652423;1.881;Q1;53;47;119;8151;676;12;4.86;173.43;United States;Northern America;Academic Press Inc.;1958-1973, 1975-1978, 1980-1981, 1983, 1985-1987, 1989-1990, 1992-1994, 1996, 1998-2001, 2003-2021;"Chemistry (miscellaneous) (Q1); Clinical Biochemistry (Q1)"
63;25246;Chinese Journal of Catalysis;journal;18722067, 02539837;1.848;Q1;74;188;620;13308;6224;600;11.95;70.79;China;Asiatic Region;Science Press;1996-2021;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
64;19600162011;Science China Chemistry;journal;18691870, 16747291;1.835;Q1;66;262;683;14176;4574;634;7.63;54.11;China;Asiatic Region;Science in China Press;2010-2021;Chemistry (miscellaneous) (Q1)
65;21100316072;Trends in Environmental Analytical Chemistry;journal;22141588;1.831;Q1;32;41;51;4385;654;51;13.07;106.95;Netherlands;Western Europe;Elsevier BV;2014-2021;"Analytical Chemistry (Q1); Environmental Chemistry (Q1)"
66;21100857528;Current Opinion in Electrochemistry;journal;24519103, 24519111;1.819;Q1;43;184;473;10459;3418;438;6.8;56.84;Netherlands;Western Europe;Elsevier BV;2017-2022;"Analytical Chemistry (Q1); Electrochemistry (Q1)"
67;23915;Analytical Chemistry;journal;15206882, 00032700;1.791;Q1;343;2120;6011;96206;44747;5965;7.42;45.38;United States;Northern America;American Chemical Society;1947-2021;Analytical Chemistry (Q1)
68;26953;Journal of Membrane Science;journal;03767388;1.771;Q1;267;1019;2734;56980;25925;2731;9.6;55.92;Netherlands;Western Europe;Elsevier;1976-2022;"Biochemistry (Q1); Filtration and Separation (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
69;21101041614;Giant;journal;26665425;1.759;Q1;9;39;37;2277;206;33;5.57;58.38;United Kingdom;Western Europe;Elsevier Ltd.;2020-2021;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Surfaces, Coatings and Films (Q1)"
70;21100248891;ACS Sustainable Chemistry and Engineering;journal;21680485;1.743;Q1;132;1703;5886;95808;52033;5847;8.41;56.26;United States;Northern America;American Chemical Society;2013-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
71;26880;Proceedings of the Combustion Institute;journal;18732704, 15407489;1.723;Q1;149;704;638;22268;4105;638;6.43;31.63;United Kingdom;Western Europe;Elsevier Ltd.;2000, 2002, 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019-2021;"Chemical Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Physical and Theoretical Chemistry (Q1)"
72;21100209317;ACS Macro Letters;journal;21611653;1.705;Q1;101;243;800;11296;5346;793;6.62;46.49;United States;Northern America;American Chemical Society;2012-2021;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
73;29476;Corrosion Science;journal;0010938X;1.694;Q1;219;734;1652;38222;12816;1647;7.43;52.07;United Kingdom;Western Europe;Elsevier Ltd.;1961-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
74;28623;Combustion and Flame;journal;00102180;1.683;Q1;190;541;1379;28004;8137;1377;5.62;51.76;United States;Northern America;Elsevier Inc.;1957-2022;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Physics and Astronomy (miscellaneous) (Q1)"
75;26396;Organic Letters;journal;15237052, 15237060;1.669;Q1;246;1814;5829;83944;34211;5809;6.06;46.28;United States;Northern America;American Chemical Society;1999-2021;"Biochemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
76;24738;Lab on a Chip;journal;14730197, 14730189;1.639;Q1;221;396;1119;23370;8434;1106;6.97;59.02;United Kingdom;Western Europe;Royal Society of Chemistry;2001-2021;"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
77;16322;Desalination;journal;00119164;1.632;Q1;203;406;1098;25438;11591;1090;10.29;62.66;Netherlands;Western Europe;Elsevier;1966-2022;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Water Science and Technology (Q1)"
78;5100155074;Journal of Chemical Theory and Computation;journal;15499626, 15499618;1.619;Q1;193;635;1804;49966;10978;1788;6.32;78.69;United States;Northern America;American Chemical Society;2005-2021;"Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1)"
79;21100904205;ACS Applied Energy Materials;journal;25740962;1.613;Q1;53;1620;3207;83927;20733;3199;6.35;51.81;United States;Northern America;American Chemical Society;2018-2021;"Chemical Engineering (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Chemistry (Q1)"
80;25801;Carbohydrate Polymers;journal;18791344, 01448617;1.612;Q1;228;1454;3917;87521;40697;3915;10.25;60.19;United Kingdom;Western Europe;Elsevier Ltd.;1981-2022;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
81;21100229207;Journal of Materials Chemistry C;journal;20507534, 20507526;1.608;Q1;145;1622;4804;100119;35459;4795;7.26;61.73;United Kingdom;Western Europe;Royal Society of Chemistry;2013-2021;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
82;21100924839;Communications Chemistry;journal;23993669;1.596;Q1;26;176;411;8574;2317;381;5.34;48.72;United States;Northern America;Springer Nature;2018-2021;"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Materials Chemistry (Q1)"
83;19600157322;Journal of Cheminformatics;journal;17582946;1.589;Q1;61;94;215;4778;1921;207;8.26;50.83;United Kingdom;Western Europe;Chemistry Central;2009-2021;"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Physical and Theoretical Chemistry (Q1)"
84;27035;Progress in Solid State Chemistry;journal;00796786;1.558;Q1;52;8;31;1344;232;31;7.33;168;United Kingdom;Western Europe;Elsevier Ltd.;1964-1965, 1967, 1971-1973, 1975-1976, 1978-1991, 1993, 1995-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
85;21100403920;Structural Dynamics;journal;23297778;1.53;Q1;30;45;123;1971;380;120;3.07;43.8;United States;Northern America;AAPM - American Association of Physicists in Medicine;2014-2021;"Condensed Matter Physics (Q1); Instrumentation (Q1); Radiation (Q1); Spectroscopy (Q1)"
86;23450;Chinese Journal of Chemistry;journal;16147065, 1001604X;1.525;Q1;45;410;556;24411;2845;543;5.06;59.54;United States;Northern America;Wiley-Blackwell;1990-2021;Chemistry (miscellaneous) (Q1)
87;16313;Fuel;journal;00162361, 18737153;1.514;Q1;229;2607;6209;140045;46947;6200;7.66;53.72;Netherlands;Western Europe;Elsevier BV;1922, 1970-2022;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)"
88;22781;Chemical Communications;journal;1364548X, 13597345;1.513;Q1;348;2579;9136;111902;52887;9132;5.68;43.39;United Kingdom;Western Europe;Royal Society of Chemistry;1965-1968, 1996-2021;"Catalysis (Q1); Ceramics and Composites (Q1); Chemistry (miscellaneous) (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)"
89;24657;Chemosphere;journal;00456535;1.505;Q1;265;3473;7532;227212;61529;7485;8.12;65.42;United Kingdom;Western Europe;Elsevier Ltd.;1972-2022;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Environmental Engineering (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1); Public Health, Environmental and Occupational Health (Q1)"
90;21100779404;Macromolecules;journal;00249297, 15205835;1.504;Q1;323;1078;3071;65824;17467;3051;5.56;61.06;United States;Northern America;American Chemical Society;1968-2021;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
91;24039;Food Chemistry;journal;18737072, 03088146;1.489;Q1;281;2676;5847;108907;51375;5832;8.69;40.7;United Kingdom;Western Europe;Elsevier Ltd.;1976-2022;"Analytical Chemistry (Q1); Food Science (Q1); Medicine (miscellaneous) (Q1)"
92;21101023387;Batteries and Supercaps;journal;25666223;1.48;Q1;22;172;259;12521;1443;243;5.77;72.8;Germany;Western Europe;Wiley-VCH Verlag;2020;"Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1)"
93;21100218381;Organic Reactions;book series;00786179;1.432;Q1;17;9;43;2753;71;17;1.51;305.89;United States;Northern America;"John Wiley &amp; Sons Inc.";2011-2021;"Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
94;22806;Chemical Record;journal;15278999, 15280691;1.42;Q1;84;227;357;27264;2411;346;6.78;120.11;United States;Northern America;"John Wiley &amp; Sons Inc.";2001-2021;"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Medicine (miscellaneous) (Q1)"
