Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2000);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;23571;Science;journal;10959203, 00368075;13.319;Q1;1124;2406;8022;34671;78651;4346;16.06;14.41;United States;Northern America;American Association for the Advancement of Science;1880-1881, 1883-2020;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
2;21206;Nature;journal;14764687, 00280836;11.917;Q1;1159;2807;8577;34347;80287;4974;14.09;12.24;United Kingdom;Western Europe;Nature Publishing Group;1869-2020;Multidisciplinary (Q1)
3;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490, 00278424;7.927;Q1;737;2701;8432;97438;86894;7981;10.77;36.07;United States;Northern America;National Academy of Sciences;1945-1951, 1961-2020;Multidisciplinary (Q1)
4;24197;Scientific American;journal;00368733;0.887;Q1;88;154;227;69;521;220;2.52;0.45;United States;Northern America;Scientific American Inc.;1947-1950, 1958-2018;Multidisciplinary (Q1)
5;19298;American Scientist;trade journal;00030996;0.869;Q1;58;48;134;474;231;134;1.34;9.88;United States;Northern America;Sigma Xi, Scientific Research Society;1946-1951, 1961-2016;Multidisciplinary (Q1)
6;80974;Ciba Foundation symposium;journal;03005208;0.862;Q1;46;0;166;0;305;166;0;0;United States;Northern America;Wiley Subscription Services;1970-1973, 1975-1997;Multidisciplinary (Q1)
7;27733;Latin American Research Review;journal;00238791, 15424278;0.752;-;45;15;61;1141;35;61;0.46;76.07;United States;Northern America;Latin American Studies Association;1970, 1978-2020;"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
8;12337;International Journal of Bifurcation and Chaos in Applied Sciences and Engineering;journal;17936551, 02181274;0.63;Q1;95;183;554;4776;513;554;0.88;26.1;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;1996-2020;"Engineering (miscellaneous) (Q1); Multidisciplinary (Q1); Applied Mathematics (Q2); Modeling and Simulation (Q2)"
9;28472;Fractals;journal;17936543, 0218348X;0.552;Q1;39;44;168;805;139;168;0.74;18.3;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;1995-2020;"Multidisciplinary (Q1); Applied Mathematics (Q2); Modeling and Simulation (Q2); Geometry and Topology (Q3)"
10;22251;Pacific Science;journal;15346188, 00308870;0.512;Q1;40;38;106;1090;45;106;0.36;28.68;United States;Northern America;University of Hawaii Press;1979-2019;Multidisciplinary (Q1)
11;23030;Journal of the Royal Society of New Zealand;journal;03036758;0.503;Q1;37;27;81;806;81;81;0.87;29.85;United Kingdom;Western Europe;Taylor and Francis Ltd.;1971-2020;Multidisciplinary (Q1)
12;25823;Complexity;journal;10762787, 10990526;0.36;Q1;52;39;140;613;53;133;0.47;15.72;Egypt;Africa/Middle East;Hindawi Limited;1995-2020;Multidisciplinary (Q1)
13;23100;Proceedings of the Japan Academy Series B: Physical and Biological Sciences;journal;13492896, 03862208;0.343;Q1;50;30;150;609;74;150;0.51;20.3;Japan;Asiatic Region;Japan Academy;1977-2020;"Multidisciplinary (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q3)"
14;23516;Journal of the Royal Society of Western Australia;journal;0035922X;0.334;Q1;26;42;58;1048;49;58;0.31;24.95;Australia;Pacific Region;Royal Society of Western Australia Inc.;1981, 1983-2019;Multidisciplinary (Q1)
15;19700185300;Science in China, Series A: Mathematics, Physics, Astronomy;journal;10069283;0.259;Q1;33;155;489;1914;135;489;0.26;12.35;China;Asiatic Region;Gordon and Breach Science Publishers;1996-2002, 2004;Multidisciplinary (Q1)
16;22962;Interciencia;journal;03781844;0.254;Q1;34;50;119;1616;38;119;0.36;32.32;Venezuela;Latin America;Interciencia Association;1979, 1981-1982, 1986, 1990, 1993, 1996-2020;Multidisciplinary (Q1)
17;37540;Bulletin de la Societe Vaudoise des Sciences Naturelles;journal;00379603;0.248;Q2;11;6;24;137;12;24;0.4;22.83;Switzerland;Western Europe;Societe Vaudoise des Sciences Naturelles;1981-2013, 2015, 2017-2019;Multidisciplinary (Q2)
18;20699;Current Science;journal;00113891;0.23;Q2;110;383;1016;12125;540;1012;0.48;31.66;India;Asiatic Region;Indian Academy of Sciences;1945-1951, 1973-1989, 1993-2020;Multidisciplinary (Q2)
19;28036;Indian Journal of Pure and Applied Physics;journal;09751041, 00195596;0.222;-;38;141;453;2432;95;453;0.19;17.25;India;Asiatic Region;National Institute of Science Communication and Information Resources (NISCAIR);1969, 1971, 1974-1990, 1993-2019;Physics and Astronomy (miscellaneous) (Q3)
20;23285;Natures Sciences Societes;journal;12401307, 17652979;0.218;Q2;16;18;63;534;22;63;0.29;29.67;France;Western Europe;EDP Sciences;1995-2019;"Agricultural and Biological Sciences (miscellaneous) (Q2); Earth and Planetary Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Multidisciplinary (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)"
21;83082;Historia Agraria;journal;11391472;0.215;-;14;24;39;1446;22;39;0.57;60.25;Spain;Western Europe;Universitat Autonoma de Barcelona;1998-2019;"History (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q2); Arts and Humanities (miscellaneous) (Q3)"
22;13883;Caribbean Journal of Science;journal;00086452;0.208;Q2;31;25;103;655;16;103;0.12;26.2;Puerto Rico;Latin America;University of Puerto Rico Medical Sciences Campus;1980, 1982-2010, 2016, 2019;Multidisciplinary (Q2)
23;23697;Science Progress;journal;20477163, 00368504;0.207;Q2;33;13;40;22;28;37;0.77;1.69;United Kingdom;Western Europe;Science Reviews Ltd;1946-1949, 1955, 1957, 1960-1963, 1965-1972, 1974-1993, 1995-2020;Multidisciplinary (Q2)
24;23716;Science, Technology and Society;journal;09730796, 09717218;0.2;Q2;20;15;65;297;11;56;0.11;19.8;India;Asiatic Region;Sage Publications India Pvt. Ltd;1996-2020;Multidisciplinary (Q2)
25;23650;Journal of Scientific Exploration (discontinued);journal;08923310;0.198;Q2;17;19;4;169;3;4;0.67;8.89;United States;Northern America;Society of Scientific Exploration;1997-1998, 2000-2018;Multidisciplinary (Q2)
26;22276;Pakistan Journal of Scientific and Industrial Research;journal;00309885;0.187;Q2;12;84;192;1364;9;192;0.04;16.24;Pakistan;Asiatic Region;PCSIR-Scientific Information Centre;1971-1973, 1975, 1977, 1983-1985, 1987-2012;Multidisciplinary (Q2)
27;5400152705;Archives des Sciences;journal;1661464X;0.184;Q2;13;14;56;271;10;56;0.16;19.36;Switzerland;Western Europe;Societe de Physique et d'Histoire Naturelle de Geneve;2004-2014, 2017-2018;Multidisciplinary (Q2)
28;21100405003;Science Bulletin;journal;20959273, 20959281;0.182;Q2;101;496;1643;7427;345;1643;0.24;14.97;Netherlands;Western Europe;Elsevier BV;2015-2020;Multidisciplinary (Q2)
29;145331;Brazilian Archives of Biology and Technology;journal;15168913;0.172;Q2;45;18;67;318;17;67;0.25;17.67;Brazil;Latin America;Instituto de Tecnologia do Parana;1998-2019;Multidisciplinary (Q2)
30;22367;Progress in Natural Science: Materials International;journal;10020071;0.172;Q2;54;130;342;1205;46;342;0.15;9.27;Japan;Asiatic Region;Elsevier BV;1996-2020;"Multidisciplinary (Q2); Materials Science (miscellaneous) (Q3)"
31;18659;Anais da Academia Brasileira de Ciencias;journal;00013765, 16782690;0.165;Q2;54;48;178;1720;31;178;0.18;35.83;Brazil;Latin America;Academia Brasileira de Ciencias;1945-1946, 1949, 1970-1992, 1994-2020;Multidisciplinary (Q2)
32;22176;Ohio Journal of Sciences;journal;00300950;0.162;Q2;16;15;52;471;10;52;0.16;31.4;United States;Northern America;Ohio Academy of Science;1945-1949, 1973-1974, 1979-1983, 1985, 1987, 1989, 1991-2010, 2013-2019;Multidisciplinary (Q2)
33;5600155094;Perspectives on Science;journal;10636145, 15309274;0.159;Q2;22;20;18;736;1;17;0.06;36.8;United States;Northern America;MIT Press Journals;1999-2020;"Multidisciplinary (Q2); History and Philosophy of Science (Q3)"
34;22973;Doklady Akademii Nauk;journal;08695652;0.15;Q3;28;419;3915;4242;911;3915;0.22;10.12;Russian Federation;Eastern Europe;Izdatel'stvo Nauka;1991-2005;Multidisciplinary (Q3)
35;23649;Journal of Scientific and Industrial Research;journal;00224456;0.149;Q3;49;72;275;2095;58;275;0.18;29.1;India;Asiatic Region;National Institute of Science Communication and Information Resources (NISCAIR);1969-1970, 1972-1978, 1980, 1982-1991, 1994-2020;Multidisciplinary (Q3)
36;24221;Scientist (discontinued);journal;08903670;0.149;Q3;18;135;700;526;74;462;0.2;3.9;United States;Northern America;Scientist Inc.;1986-2018;Multidisciplinary (Q3)
37;22963;Interdisciplinary Science Reviews;journal;03080188, 17432790;0.144;Q3;22;18;68;532;7;68;0;29.56;United Kingdom;Western Europe;Maney Publishing;1976-2020;"History and Philosophy of Science (Q3); Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3)"
38;5000157301;Transactions of the Royal Society of South Africa;journal;0035919X, 21540098;0.139;Q3;22;16;68;544;7;68;0.03;34;United Kingdom;Western Europe;Taylor and Francis Ltd.;1909-1910, 1913-1915, 1917-1919, 1921-1926, 1928-1940, 1942-1943, 1945-1949, 1951, 1954-1964, 1967-1972, 1974-1990, 1992-2020;"Earth and Planetary Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Medicine (miscellaneous) (Q3); Multidisciplinary (Q3)"
39;5800207553;Linguistics in the Netherlands;journal;09297332;0.134;Q3;13;19;52;172;7;52;0.09;9.05;Netherlands;Western Europe;John Benjamins Publishing Company;1996-2017, 2019;"Language and Linguistics (Q3); Linguistics and Language (Q3); Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3); Health Professions (miscellaneous) (Q4); Psychology (miscellaneous) (Q4)"
40;71122;Sciences, The;journal;0036861X;0.13;-;4;3;13;0;4;12;0.33;0;United States;Northern America;New York Academy of Sciences;1961-1991, 1993-2000;Medicine (miscellaneous) (Q3)
41;1300147101;Foundations of Science;journal;12331821;0.129;Q3;23;20;57;773;9;57;0.17;38.65;Netherlands;Western Europe;Springer Netherlands;1995, 1997-2002, 2005-2020;"History and Philosophy of Science (Q3); Multidisciplinary (Q3)"
42;24843;Bulletin de la Societe Royale des Sciences de Liege;journal;00379565;0.128;Q3;10;17;71;324;6;71;0.11;19.06;Belgium;Western Europe;Societe Royale des Sciences de Liege;1988, 1996-2019;Multidisciplinary (Q3)
43;14086;Journal of Applied Science and Engineering;journal;15606686;0.127;Q3;25;37;31;502;2;30;0.07;13.57;Taiwan;Asiatic Region;Tamkang University;1998-2020;"Engineering (miscellaneous) (Q3); Multidisciplinary (Q3)"
44;76514;Kuwait Journal of Science and Engineering;journal;10248684;0.127;Q3;17;27;79;506;7;79;0.09;18.74;Kuwait;Middle East;Kuwait University;1996-2012;Multidisciplinary (Q3)
45;5800207374;Journal of the National Science Foundation of Sri Lanka;journal;13914588;0.124;Q3;16;27;18;528;2;18;0.11;19.56;Sri Lanka;Asiatic Region;National Science Foundation of Sri Lanka;1999-2019;Multidisciplinary (Q3)
46;12724;Industrial Laboratory (USSR) (English translation of Zavodskaya Laboratoriya);journal;00198447;0.116;Q3;4;117;560;1105;9;560;0.02;9.44;United Kingdom;Western Europe;Cambridge International Science Publishing;1972-1989, 1996-2000;"Chemical Engineering (miscellaneous) (Q3); Multidisciplinary (Q3)"
47;23049;Issues in Science and Technology;journal;07485492;0.112;Q3;28;0;38;0;6;29;0.23;0;United States;Northern America;University of Texas at Dallas;1985-1999, 2001-2016, 2018-2019;Multidisciplinary (Q3)
48;16100154769;Arabic Sciences and Philosophy;journal;09574239, 14740524;0.111;Q3;17;8;38;571;7;38;0.32;71.38;United Kingdom;Western Europe;Cambridge University Press;1991-2020;"History (Q3); Multidisciplinary (Q3); Philosophy (Q3); History and Philosophy of Science (Q4)"
49;12634;Early Science and Medicine;journal;13837427, 15733823;0.111;Q3;19;21;37;1115;9;35;0.3;53.1;Netherlands;Western Europe;Brill Academic Publishers;1996-2020;"History (Q3); Medicine (miscellaneous) (Q3); Multidisciplinary (Q3); History and Philosophy of Science (Q4)"
50;33604;Journal and Proceedings - Royal Society of New South Wales;journal;00359173;0.11;Q4;7;0;2;0;1;2;0;0;Australia;Pacific Region;Royal Society of New South Wales;1982-1997, 2009-2019;Multidisciplinary (Q4)
51;22966;Vestnik Rossijkoj Akademii Nauk;journal;08695873;0.11;Q4;12;150;470;1020;25;470;0.03;6.8;Russian Federation;Eastern Europe;Izdatel'stvo Nauka;1996-2004;Multidisciplinary (Q4)
52;21753;New Scientist;journal;02624079;0.107;Q4;17;1606;5310;200;158;5280;0.03;0.12;United States;Northern America;Springer New York;1973-2020;Multidisciplinary (Q4)
53;23531;Sadhana - Academy Proceedings in Engineering Sciences;journal;09737677, 02562499;0.107;Q4;46;44;118;400;18;118;0.14;9.09;India;Asiatic Region;Springer India;1984-2020;Multidisciplinary (Q4)
54;8600153102;Journal of the National Science Council of Sri Lanka;journal;03009254;0.106;Q4;9;0;46;0;5;46;0.09;0;Sri Lanka;Asiatic Region;Journal Of The National Science Council Of Srilanka;1996-1998;Multidisciplinary (Q4)
55;38958;Research and Development (Barrington, Illinois);journal;07469179;0.105;Q4;3;0;4;0;0;4;0;0;United States;Northern America;Advantage Business Media;1984-1989, 1994-1996, 1998-1999, 2001-2002, 2007-2018;"Industrial and Manufacturing Engineering (Q3); Multidisciplinary (Q4)"
56;14038;Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University;journal;10062467;0.103;Q4;22;292;271;2021;4;271;0.01;6.92;China;Asiatic Region;Shanghai Jiao Tong University;1988, 1998-2019;Multidisciplinary (Q4)
57;22476;Informacion Tecnologica;journal;07180764, 07168756;0.102;-;13;48;281;597;6;281;0.01;12.44;Chile;Latin America;Centro de Informacion Tecnologica;1996-2019;"Geotechnical Engineering and Engineering Geology (Q3); Industrial and Manufacturing Engineering (Q3); Computer Science Applications (Q4); Energy (miscellaneous) (Q4); Food Science (Q4); Strategy and Management (Q4)"
58;22447;Journal of the Indian Institute of Science;journal;00194964, 09704140;0.102;Q4;28;37;92;660;8;92;0.04;17.84;India;Asiatic Region;Indian Institute of Science;1974, 1976-1978, 1983-1984, 1988, 1995-2020;Multidisciplinary (Q4)
59;37052;Papers and Proceedings - Royal Society of Tasmania;journal;00804703;0.102;Q4;11;0;9;0;0;9;0;0;Australia;Pacific Region;Royal Society of Tasmania;1982-1997, 2009-2011, 2015-2018;Multidisciplinary (Q4)
60;38404;Discovery and Innovation;journal;1015079X;0.101;Q4;7;28;95;416;1;95;0.02;14.86;Kenya;Africa;Academy Science Publishers;1994-2007, 2010;"Management of Technology and Innovation (Q4); Multidisciplinary (Q4)"
61;26195;Wuhan University Journal of Natural Sciences;journal;10071202, 19934998;0.101;Q4;19;22;29;147;3;29;0.1;6.68;China;Asiatic Region;Wuhan University;1996, 1998-2019;Multidisciplinary (Q4)
62;26207;Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University;journal;02582724;0.101;Q4;20;0;28;0;0;28;0;0;China;Asiatic Region;Science Press;1991, 1998, 2001-2019;Multidisciplinary (Q4)
63;67311;Ciencia and Engenharia/ Science and Engineering Journal;journal;19834071, 0103944X;0.1;Q4;6;27;36;307;0;36;0;11.37;Brazil;Latin America;Universidade Federal de Uberlandia;1997-2018;Multidisciplinary (Q4)
64;25966;Smithsonian;journal;00377333;0.1;Q4;7;5;221;0;3;221;0.02;0;United States;Northern America;Smithsonian Institution;1971, 1975-1981, 1983-1984, 1987, 1989, 1996-1998, 2000-2011, 2013-2018;"Anthropology (Q4); Arts and Humanities (miscellaneous) (Q4); Multidisciplinary (Q4)"
65;25490;Tongji Daxue Xuebao/Journal of Tongji University;journal;0253374X;0.1;Q4;30;55;58;332;0;58;0;6.04;China;Asiatic Region;Science Press;1999-2020;Multidisciplinary (Q4)
66;13951;Arabian Journal for Science and Engineering;journal;21914281, 2193567X;;-;37;46;186;884;29;186;0.06;19.22;Germany;Western Europe;Springer Berlin;1984, 1986, 1996-2020;Multidisciplinary
67;21100253049;Proceedings of Science;conference and proceedings;18248039;;-;17;92;169;2356;0;165;0;25.61;Italy;Western Europe;Sissa Medialab Srl;1998-2019;Multidisciplinary
68;19700200807;Research in Science and Technological Education;journal;14701138, 02635143;;-;31;16;31;302;12;31;0.25;18.88;United Kingdom;Western Europe;Taylor and Francis Ltd.;1983-2020;"Education; Multidisciplinary"
69;18694;Theory and Science;journal;15275558;;-;10;5;0;180;0;0;0;36;United States;Northern America;International Consortium for the Advancement of Academic Publishing;2000-2008;"Multidisciplinary; Social Sciences (miscellaneous)"
