Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1;11300153736;Annual Review of Pathology: Mechanisms of Disease;journal;15534006, 15534014;10.113;Q1;132;43;56;6358;1801;56;32.15;147.86;United States;Northern America;Annual Reviews Inc.;2006-2021;"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)"
2;16721;Annual Review of Plant Biology;journal;15452123, 15435008;9.575;Q1;272;55;87;5572;2620;87;27.98;101.31;United States;Northern America;Annual Reviews Inc.;1996-2021;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1)"
3;40944;Genome Biology;journal;14747596;9.371;Q1;264;341;803;22704;12242;778;15.1;66.58;United Kingdom;Western Europe;BioMed Central Ltd.;2000-2021;"Cell Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
4;18567;Fungal Diversity;journal;15602745, 18789129;6.674;Q1;104;30;65;7769;1519;63;24.68;258.97;Netherlands;Western Europe;Springer Netherlands;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
5;4700152228;Molecular Systems Biology;journal;17444292;6.523;Q1;156;88;200;6161;2246;175;11.15;70.01;United States;Northern America;Wiley-Blackwell;2005-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
6;110325;Annual Review of Ecology, Evolution, and Systematics;book series;1543592X;6.234;Q1;223;29;72;3877;1217;72;13.56;133.69;United States;Northern America;Annual Reviews Inc.;2003-2020;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
7;14305;Systematic Biology;journal;1076836X, 10635157;6.183;Q1;188;86;225;3418;3171;225;8;39.74;United Kingdom;Western Europe;Oxford University Press;1952, 1968-1975, 1977-1978, 1980-1982, 1984, 1986, 1988-1989, 1991-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
8;19133;Annual Review of Entomology;journal;00664170, 15454487;6.09;Q1;209;26;77;3378;1816;75;21.63;129.92;United States;Northern America;Annual Reviews Inc.;1961-1963, 1966-1967, 1969-1979, 1981-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
9;21100873499;Nature Sustainability;journal;23989629;5.789;Q1;62;177;553;7394;8911;360;16.22;41.77;United Kingdom;Western Europe;Nature Publishing Group;2018-2021;"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)"
10;14599;Ecology Letters;journal;1461023X, 14610248;5.673;Q1;282;248;564;17537;5783;137;9.98;70.71;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;Ecology, Evolution, Behavior and Systematics (Q1)
11;21100831440;Nature Ecology and Evolution;journal;2397334X;5.533;Q1;81;249;889;12641;9519;629;10.58;50.77;United States;Northern America;Nature Publishing Group;2016-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
12;14365;Trends in Ecology and Evolution;journal;01695347, 18728383;5.42;Q1;357;146;402;8452;4745;308;11.68;57.89;United Kingdom;Western Europe;Elsevier Ltd.;1986-2021;Ecology, Evolution, Behavior and Systematics (Q1)
13;12216;Molecular Biology and Evolution;journal;15371719, 07374038;5.341;Q1;228;436;773;29603;12427;746;6.49;67.9;United Kingdom;Western Europe;Oxford University Press;1983-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)"
14;17269;Studies in Mycology;journal;01660616;5.257;Q1;102;10;46;2129;908;45;25.56;212.9;Netherlands;Western Europe;Westerdijk Fungal Biodiversity Institute;1996, 1998-2000, 2002-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
15;21100416121;Nature Plants;journal;2055026X;4.894;Q1;90;221;679;9117;6160;394;9.02;41.25;United Kingdom;Western Europe;Palgrave Macmillan Ltd.;2010, 2015-2021;Plant Science (Q1)
16;9500153903;Biological Reviews;journal;1469185X, 14647931;4.357;Q1;174;143;289;32733;4242;289;14.69;228.9;United States;Northern America;Wiley-Blackwell;1924-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
17;17600155011;Molecular Plant;journal;16742052, 17529867;4.208;Q1;128;204;462;10336;6622;415;14.75;50.67;United States;Northern America;Cell Press;2008-2021;"Molecular Biology (Q1); Plant Science (Q1)"
18;12977;PLoS Biology;journal;15449173, 15457885;3.928;Q1;281;341;1233;20777;11594;1212;8.96;60.93;United States;Northern America;Public Library of Science;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
19;16715;Annual Review of Phytopathology;journal;00664286, 15452107;3.906;Q1;167;18;68;2610;1068;68;10.68;145;United States;Northern America;Annual Reviews Inc.;1973, 1981, 1987, 1989-2021;"Medicine (miscellaneous) (Q1); Plant Science (Q1)"
20;12503;Remote Sensing of Environment;journal;00344257;3.862;Q1;303;493;1485;37806;19869;1481;13.63;76.69;United States;Northern America;Elsevier Inc.;1969-2021;"Computers in Earth Sciences (Q1); Geology (Q1); Soil Science (Q1)"
21;16594;Plant Cell;journal;1532298X, 10404651;3.74;Q1;360;273;836;13802;6440;594;7.02;50.56;United States;Northern America;American Society of Plant Biologists;1989-2021;"Cell Biology (Q1); Plant Science (Q1)"
22;19988;Persoonia: Molecular Phylogeny and Evolution of Fungi;journal;00315850;3.725;Q1;65;16;62;1916;752;60;11.26;119.75;Netherlands;Western Europe;National Herbarium Nederland;1996-2000, 2002-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
23;21101047720;Limnology And Oceanography Letters;journal;23782242;3.628;Q1;26;49;116;2142;990;33;7.11;43.71;United States;Northern America;"John Wiley &amp; Sons Inc.";2020-2021;"Aquatic Science (Q1); Oceanography (Q1)"
24;64345;Ecological Monographs;journal;00129615;3.58;Q1;161;49;123;5893;1257;121;9.59;120.27;United States;Northern America;Wiley-Blackwell;1974-1977, 1979-1980, 1987-2021;Ecology, Evolution, Behavior and Systematics (Q1)
25;17809;Trends in Plant Science;journal;13601385, 18784372;3.483;Q1;278;160;420;10183;5643;409;12.35;63.64;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;Plant Science (Q1)
26;5800173382;ISME Journal;journal;17517362, 17517370;3.344;Q1;191;289;754;20669;8746;749;11;71.52;United Kingdom;Western Europe;Nature Publishing Group;2007-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
27;144675;Frontiers in Ecology and the Environment;journal;15409295, 15409309;3.185;Q1;174;121;379;3170;2181;195;5.65;26.2;United States;Northern America;Wiley-Blackwell;2003-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
28;15049;Biometrika;journal;14643510, 00063444;3.172;Q1;122;22;220;730;597;211;2.63;33.18;United Kingdom;Western Europe;Oxford University Press;1908-1913, 1945, 1947-1951, 1965-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
29;17924;Current Opinion in Plant Biology;journal;18790356, 13695266;3.091;Q1;213;109;339;7913;2981;319;8.69;72.6;United Kingdom;Western Europe;Elsevier Ltd.;1998-2022;Plant Science (Q1)
30;19908;New Phytologist;journal;14698137, 0028646X;3.009;Q1;263;869;1956;62230;18667;1683;9.23;71.61;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1902-2021;"Physiology (Q1); Plant Science (Q1)"
31;21100217611;Methods in Ecology and Evolution;journal;2041210X;2.992;Q1;123;225;596;10989;5452;581;8.4;48.84;United States;Northern America;"John Wiley &amp; Sons Inc.";2011-2021;"Ecological Modeling (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
32;19900191736;Conservation Letters;journal;1755263X;2.923;Q1;89;80;272;3566;2423;100;8.63;44.58;United States;Northern America;"John Wiley &amp; Sons Inc.";2008, 2010-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
33;15537;Current Biology;journal;18790445, 09609822;2.905;Q1;331;960;2557;46147;16425;2387;5.73;48.07;United States;Northern America;Cell Press;1991-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
34;21100447118;Mycosphere;journal;20777019, 20777000;2.881;Q1;28;18;91;4257;832;91;16.85;236.5;China;Asiatic Region;Guizhou Key Laboratory of Agricultural Biotechnology;2014-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
35;21101040628;Evolution Letters;journal;20563744;2.775;Q1;23;45;136;3499;723;11;5.01;77.76;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2017, 2019-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
36;21101027216;Plant Communications;journal;25903462;2.742;Q1;15;57;66;4503;567;64;8.59;79;United States;Northern America;Cell Press;2020-2021;"Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Molecular Biology (Q1); Plant Science (Q1)"
37;22044;Global Ecology and Biogeography;journal;14668238, 1466822X;2.716;Q1;163;190;439;13459;3450;424;6.62;70.84;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
38;4000151808;PLoS Genetics;journal;15537390, 15537404;2.7;Q1;244;586;1680;40485;9636;1641;5.36;69.09;United States;Northern America;Public Library of Science;2005-2021;"Cancer Research (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
39;16592;Plant Biotechnology Journal;journal;14677644, 14677652;2.699;Q1;124;264;631;14531;6772;589;10.53;55.04;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2004-2021;"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
40;13096;BMC Biology;journal;17417007;2.673;Q1;111;255;449;19061;3009;426;6.59;74.75;United Kingdom;Western Europe;BioMed Central Ltd.;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)"
41;14802;Soil Biology and Biochemistry;journal;00380717;2.656;Q1;236;305;977;22541;8847;968;7.82;73.9;United Kingdom;Western Europe;Elsevier Ltd.;1933, 1969-2021;"Microbiology (Q1); Soil Science (Q1)"
42;21100330722;Annual Review of Animal Biosciences;journal;21658110, 21658102;2.62;Q1;47;21;59;2972;640;56;12.47;141.52;United States;Northern America;Annual Reviews Inc.;2013-2021;"Animal Science and Zoology (Q1); Biotechnology (Q1); Genetics (Q1); Veterinary (miscellaneous) (Q1)"
43;65131;Canadian Journal of Agricultural Economics;journal;00083976, 17447976;2.589;Q1;42;39;95;1324;908;94;12.7;33.95;United States;Northern America;Wiley-Blackwell;1952-2021;"Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Ecology (Q1); Economics and Econometrics (Q1); Global and Planetary Change (Q1)"
44;4900152301;Comprehensive Reviews in Food Science and Food Safety;journal;15414337;2.562;Q1;130;203;324;37672;5642;317;15.91;185.58;United States;Northern America;Wiley-Blackwell;2002-2003, 2005-2021;Food Science (Q1)
