Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
11;17924;Current Opinion in Plant Biology;journal;18790356, 13695266;6.089;Q1;213;113;308;5969;3201;286;9.61;52.82;United Kingdom;Western Europe;Elsevier Ltd.;1998-2022;Plant Science (Q1)
12;12216;Molecular Biology and Evolution;journal;15371719, 07374038;6.083;Q1;228;256;792;14004;8247;790;5.5;54.7;United Kingdom;Western Europe;Oxford University Press;1983-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)"
13;17809;Trends in Plant Science;journal;13601385, 18784372;6.045;Q1;278;88;281;7063;3035;254;10.28;80.26;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;Plant Science (Q1)
14;28372;Oceanography and Marine Biology;book series;00783218;5.988;Q1;55;6;30;1587;230;22;5.6;264.5;United Kingdom;Western Europe;Taylor and Francis Ltd.;1979, 1991-1997, 2004-2020;"Aquatic Science (Q1); Oceanography (Q1)"
15;19133;Annual Review of Entomology;journal;00664170, 15454487;5.513;Q1;209;31;75;3772;1016;73;13.08;121.68;United States;Northern America;Annual Reviews Inc.;1961-1963, 1966-1967, 1969-1979, 1981-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
16;15537;Current Biology;journal;18790445, 09609822;5.117;Q1;331;752;2163;18029;11794;1885;4.97;23.97;United States;Northern America;Cell Press;1991-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
17;16715;Annual Review of Phytopathology;journal;00664286, 15452107;5.095;Q1;167;22;53;2651;603;53;11.6;120.5;United States;Northern America;Annual Reviews Inc.;1973, 1981, 1987, 1989-2021;Plant Science (Q1)
18;40944;Genome Biology;journal;14747596;5.095;Q1;264;210;881;8527;5917;850;6.26;40.6;United Kingdom;Western Europe;BioMed Central Ltd.;2000-2021;"Cell Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
19;19900191716;Reviews in Aquaculture;journal;17535131, 17535123;5.021;Q1;60;15;2;1330;34;2;17;88.67;Australia;Pacific Region;Blackwell Publishing Asia;2009-2021;"Aquatic Science (Q1); Ecology (Q1); Management, Monitoring, Policy and Law (Q1)"
20;64345;Ecological Monographs;journal;00129615;4.752;Q1;161;30;99;3564;711;96;6.38;118.8;United States;Northern America;Wiley-Blackwell;1974-1977, 1979-1980, 1987-2021;Ecology, Evolution, Behavior and Systematics (Q1)
21;16612;Plant Journal;journal;1365313X, 09607412;4.55;Q1;284;353;1056;20946;8212;1053;7.39;59.34;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1991-2021;"Cell Biology (Q1); Genetics (Q1); Plant Science (Q1)"
22;9500153903;Biological Reviews;journal;1469185X, 14647931;4.368;Q1;174;43;88;8038;833;88;7.2;186.93;United States;Northern America;Wiley-Blackwell;1924-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
23;12604;American Naturalist;journal;00030147, 15375323;4.26;Q1;215;180;598;10336;3263;588;4.94;57.42;United States;Northern America;University of Chicago;1946-1948, 1960-1961, 1973-1975, 1978-1979, 1981-2021;Ecology, Evolution, Behavior and Systematics (Q1)
24;20308;Ecology;journal;00129658;4.054;Q1;308;385;1047;18993;5940;1014;5.12;49.33;United States;Northern America;Wiley-Blackwell;1973-1977, 1979-2021;Ecology, Evolution, Behavior and Systematics (Q1)
25;22044;Global Ecology and Biogeography;journal;14668238, 1466822X;4.026;Q1;163;78;220;4523;1490;216;5.82;57.99;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
26;22104;"Evolution; international journal of organic evolution";journal;15585646, 00143820;3.97;Q1;206;285;774;19147;4390;759;5.61;67.18;United States;Northern America;Wiley-Blackwell;1948-1949, 1971-1978, 1980, 1982-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
27;15049;Biometrika;journal;14643510, 00063444;3.933;Q1;122;79;229;1854;571;228;2.11;23.47;United Kingdom;Western Europe;Oxford University Press;1908-1913, 1945, 1947-1951, 1965-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
28;16615;Plant Physiology;journal;00320889, 15322548;3.826;Q1;329;529;1548;30135;10788;1522;6.66;56.97;United States;Northern America;American Society of Plant Biologists;1965-1971, 1975, 1977-2021;"Genetics (Q1); Physiology (Q1); Plant Science (Q1)"
29;4000151810;PLoS Computational Biology;journal;15537358, 1553734X;3.709;Q1;191;413;895;22954;5487;866;5.78;55.58;United States;Northern America;Public Library of Science;2005-2021;"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
30;29443;Advances in the Study of Behavior;book series;00653454;3.701;Q1;71;17;36;2750;206;32;5.69;161.76;United States;Northern America;Academic Press Inc.;1965, 1969, 1971-1972, 1974, 1976, 1978-1980, 1982-1988, 1990-2021;"Animal Science and Zoology (Q1); Behavioral Neuroscience (Q1); Neuropsychology and Physiological Psychology (Q1)"
31;13093;Quarterly Review of Biology;journal;15397718, 00335770;3.676;Q1;79;15;33;1807;239;32;6;120.47;United States;Northern America;University of Chicago;1945-2021;Agricultural and Biological Sciences (miscellaneous) (Q1)
32;13096;BMC Biology;journal;17417007;3.67;Q1;111;154;198;5685;1145;192;5.35;36.92;United Kingdom;Western Europe;BioMed Central Ltd.;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)"
33;20250;Journal of Virology;journal;10985514, 0022538X;3.596;Q1;304;1280;3959;65313;21970;3932;5.4;51.03;United States;Northern America;American Society for Microbiology;1967-2021;"Immunology (Q1); Insect Science (Q1); Microbiology (Q1); Virology (Q1)"
34;21928;Fish and Fisheries;journal;14672960, 14672979;3.569;Q1;117;29;76;2427;528;74;7.29;83.69;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2001-2021;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Oceanography (Q1)"
35;20297;Molecular Ecology;journal;1365294X, 09621083;3.564;Q1;235;465;1280;30929;7939;1240;6.09;66.51;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
36;29602;Journal of Ecology;journal;00220477, 13652745;3.562;Q1;194;142;398;9001;2197;390;5.58;63.39;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1976, 1979-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
37;144675;Frontiers in Ecology and the Environment;journal;15409295, 15409309;3.528;Q1;174;218;634;2234;1547;229;2.41;10.25;United States;Northern America;Wiley-Blackwell;2003-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
38;19989;Perspectives in Plant Ecology, Evolution and Systematics;journal;14338319;3.415;Q1;83;29;60;2736;331;57;5.18;94.34;Germany;Western Europe;Urban und Fischer Verlag Jena;1998-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
39;5800173382;ISME Journal;journal;17517362, 17517370;3.361;Q1;191;159;320;6603;2107;305;5.96;41.53;United Kingdom;Western Europe;Nature Publishing Group;2007-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
40;130030;Proceedings of the Royal Society B: Biological Sciences;journal;09628452;3.288;Q1;265;462;1282;21610;7351;1258;5.49;46.77;United Kingdom;Western Europe;The Royal Society;1946-1947, 1949-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
41;17822;Conservation Biology;journal;15231739, 08888892;3.282;Q1;232;207;636;7979;3164;516;4.26;38.55;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
42;13602;Philosophical Transactions of the Royal Society B: Biological Sciences;journal;09628436, 14712970;3.278;Q1;285;346;907;27356;5876;866;6.05;79.06;United Kingdom;Western Europe;The Royal Society;1947, 1950-1951, 1970-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
43;29544;Journal of Animal Ecology;journal;00218790, 13652656;3.066;Q1;163;144;420;8085;1954;415;4.53;56.15;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1979, 1982-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
44;26239;Quaternary Science Reviews;journal;02773791;3.03;Q1;192;293;642;24876;3292;604;4.94;84.9;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
45;18002;Functional Ecology;journal;02698463, 13652435;3.011;Q1;164;151;401;8746;2100;396;4.77;57.92;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;Ecology, Evolution, Behavior and Systematics (Q1)
46;20276;Ecography;journal;16000587, 09067590;2.934;Q1;136;120;274;6729;1410;271;4.63;56.08;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;Ecology, Evolution, Behavior and Systematics (Q1)
47;24135;Bulletin of the American Museum of Natural History;book series;00030090;2.93;Q1;60;14;28;2135;132;28;4.64;152.5;United States;Northern America;American Museum of Natural History Library;1996-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1)"
48;14434;Cladistics;journal;10960031, 07483007;2.887;Q1;96;42;124;2887;676;120;5.83;68.74;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1985-2021;Ecology, Evolution, Behavior and Systematics (Q1)
49;14005;Paleobiology;journal;00948373, 19385331;2.828;Q1;97;35;103;3154;350;102;3;90.11;United Kingdom;Western Europe;Cambridge University Press;1975-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Paleontology (Q1)"
50;19908;New Phytologist;journal;14698137, 0028646X;2.797;Q1;263;416;1124;23819;6415;974;5.75;57.26;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1902-2021;"Physiology (Q1); Plant Science (Q1)"
51;12503;Remote Sensing of Environment;journal;00344257;2.786;Q1;303;244;827;12650;4451;818;5.13;51.84;United States;Northern America;Elsevier Inc.;1969-2021;"Computers in Earth Sciences (Q1); Geology (Q1); Soil Science (Q1)"
52;21724;BMC Evolutionary Biology;journal;14712148;2.778;Q1;128;391;918;24709;4473;915;3.9;63.19;United Kingdom;Western Europe;BioMed Central Ltd.;2001-2020;Ecology, Evolution, Behavior and Systematics (Q1)
53;19683;Environmental Microbiology;journal;14622912, 14622920;2.775;Q1;201;255;900;14382;4902;867;5.35;56.4;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992, 1999-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
54;18920;Journal of Evolutionary Biology;journal;1010061X, 14209101;2.733;Q1;133;265;675;16004;2773;661;3.9;60.39;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1988-2021;Ecology, Evolution, Behavior and Systematics (Q1)
55;20343;Ecosystems;journal;14329840, 14350629;2.7;Q1;158;93;297;5547;1427;293;3.88;59.65;United States;Northern America;Springer New York;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Chemistry (Q1)"
56;13041;Plant, Cell and Environment;journal;01407791, 13653040;2.693;Q1;212;171;430;11526;2531;428;5.53;67.4;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Physiology (Q1); Plant Science (Q1)"
57;17600155011;Molecular Plant;journal;16742052, 17529867;2.69;Q1;128;86;208;6625;913;201;4.39;77.03;United States;Northern America;Cell Press;2008-2021;"Molecular Biology (Q1); Plant Science (Q1)"
58;14551;Diversity and Distributions;journal;13669516, 14724642;2.662;Q1;128;93;304;5674;1662;303;4.98;61.01;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;Ecology, Evolution, Behavior and Systematics (Q1)
59;28409;Progress in Oceanography;journal;00796611;2.654;Q1;138;106;279;7553;1138;272;3.6;71.25;United Kingdom;Western Europe;Elsevier Ltd.;1963-1965, 1969, 1973, 1976-2021;"Aquatic Science (Q1); Geology (Q1)"
60;24674;Oikos;journal;16000706, 00301299;2.61;Q1;188;223;632;11611;2469;623;3.59;52.07;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-2021;Ecology, Evolution, Behavior and Systematics (Q1)
61;19900191736;Conservation Letters;journal;1755263X;2.541;Q1;89;53;1;2083;7;1;7;39.3;United States;Northern America;"John Wiley &amp; Sons Inc.";2008, 2010-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
62;19019;Plant and Cell Physiology;journal;00320781, 14719053;2.523;Q1;162;185;547;9516;2462;541;4.48;51.44;United Kingdom;Western Europe;Oxford University Press;1959-2021;"Cell Biology (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1); Plant Science (Q1)"
63;6400153153;Plant Methods;journal;17464811;2.497;Q1;76;25;60;883;251;59;3.51;35.32;United Kingdom;Western Europe;BioMed Central Ltd.;2005-2021;"Biotechnology (Q1); Genetics (Q1); Plant Science (Q1)"
64;28428;Journal of Geophysical Research;journal;01480227, 21562202;2.464;Q1;312;1078;3485;53464;13654;3451;3.62;49.6;United States;Northern America;Wiley-Blackwell;1956, 1959-2012, 2014-2017;"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
65;5800173376;Biology Direct;journal;17456150;2.453;Q1;71;68;142;3865;538;139;3.78;56.84;United Kingdom;Western Europe;BioMed Central Ltd.;2006-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Immunology (Q1); Modeling and Simulation (Q1)"
66;24497;Wildlife Monographs;book series;00840173;2.43;Q1;41;1;6;76;32;6;5.6;76;United States;Northern America;Wiley-Blackwell;1981-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
67;18927;Journal of Human Evolution;journal;00472484, 10958606;2.42;Q1;128;103;386;7578;1508;378;3.8;73.57;United States;Northern America;Academic Press Inc.;1972-2021;"Anthropology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Education (Q1)"
68;29576;Limnology and Oceanography;journal;00243590, 19395590;2.395;Q1;208;220;702;10631;2673;687;3.55;48.32;United States;Northern America;Wiley-Blackwell;1956-2021;"Aquatic Science (Q1); Oceanography (Q1)"
69;19723;Harmful Algae;journal;15689883;2.388;Q1;98;86;263;4341;1159;258;4.44;50.48;Netherlands;Western Europe;Elsevier;2002-2021;"Aquatic Science (Q1); Plant Science (Q1)"
70;130037;Biogeosciences;journal;17264189, 17264170;2.373;Q1;140;263;422;18914;1738;421;3.88;71.92;Germany;Western Europe;European Geosciences Union;2004-2021;"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
71;19210;Journal of Experimental Botany;journal;14602431, 00220957;2.373;Q1;258;363;1105;20811;5770;1079;4.98;57.33;United Kingdom;Western Europe;Oxford University Press;1950-2021;"Physiology (Q1); Plant Science (Q1)"
72;13042;Plant Molecular Biology;journal;15735028, 01674412;2.368;Q1;182;150;469;8397;2171;469;4.3;55.98;Netherlands;Western Europe;Springer Netherlands;1981-2021;"Agronomy and Crop Science (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Plant Science (Q1)"
73;21503;Evolution and Human Behavior;journal;10905138;2.314;Q1;119;52;153;2470;687;152;4.24;47.5;United States;Northern America;Elsevier Inc.;1997-2021;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
74;12925;Oecologia;journal;00298519, 00298549, 14321939;2.307;Q1;203;301;860;16811;3488;859;3.75;55.85;Germany;Western Europe;Springer Verlag;1968-2021;Ecology, Evolution, Behavior and Systematics (Q1)
75;145678;Biology Letters;journal;17449561, 1744957X;2.265;Q1;119;235;653;4390;2417;572;3.37;18.68;United Kingdom;Western Europe;The Royal Society;2005-2021;Agricultural and Biological Sciences (miscellaneous) (Q1)
76;145144;Journal of Biology;journal;14754924, 14785854;2.264;Q1;55;22;157;362;423;126;2.2;16.45;United Kingdom;Western Europe;BioMed Central Ltd.;2002-2010;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
77;13768;BioScience;journal;15253244, 00063568;2.237;Q1;219;120;400;3542;1468;326;3.52;29.52;United States;Northern America;Oxford University Press;1972-1979, 1983-1986, 1988-2021;Agricultural and Biological Sciences (miscellaneous) (Q1)
78;17244;Biological Conservation;journal;00063207;2.213;Q1;213;331;969;21044;4143;943;3.94;63.58;Netherlands;Western Europe;Elsevier BV;1968-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
79;13151;Behavioral Ecology;journal;14657279, 10452249;2.201;Q1;123;190;517;10207;1843;517;3.29;53.72;United Kingdom;Western Europe;Oxford University Press;1990-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
80;16132;Postharvest Biology and Technology;journal;09255214;2.196;Q1;150;126;522;4460;1944;521;3.32;35.4;Netherlands;Western Europe;Elsevier;1991-2022;"Agronomy and Crop Science (Q1); Food Science (Q1); Horticulture (Q1)"
81;21100407292;Crustaceana Monographs;book series;15707024;2.19;Q1;17;83;3;2024;16;3;1;24.39;Netherlands;Western Europe;Brill Academic Publishers;2007-2008, 2010-2015, 2017;"Animal Science and Zoology (Q1); Aquatic Science (Q1)"
82;14161;Molecular Plant-Microbe Interactions;journal;08940282;2.185;Q1;160;148;461;8687;2030;446;4.17;58.7;United States;Northern America;American Phytopathological Society;1988-2021;"Agronomy and Crop Science (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1)"
83;29269;Journal of Biogeography;journal;13652699, 03050270;2.153;Q1;163;200;580;13267;2447;547;3.87;66.34;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1974, 1979-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
84;17269;Studies in Mycology;journal;01660616;2.142;Q1;102;5;57;696;329;55;3.97;139.2;Netherlands;Western Europe;Westerdijk Fungal Biodiversity Institute;1996, 1998-2000, 2002-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
85;4000152139;Advances in Insect Physiology;book series;00652806;2.096;Q1;48;12;17;2035;89;15;3.7;169.58;United States;Northern America;Academic Press Inc.;1963-1964, 1966-1968, 1970, 1972, 1974-1976, 1979-1980, 1982-1983, 1985, 1987-1988, 1990-1991, 1994-1996, 1998, 2001-2003, 2005-2021;Insect Science (Q1)
86;12522;Advances in Marine Biology;journal;00652881;2.082;Q1;68;17;19;2462;87;18;2.77;144.82;United States;Northern America;Academic Press Inc.;1963-1967, 1969, 1971-1973, 1975-1977, 1979-1980, 1982, 1984-1985, 1987-1994, 1997-2021;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
87;16794;BMC Plant Biology;journal;14712229;2.073;Q1;123;290;352;14878;1608;352;4.4;51.3;United Kingdom;Western Europe;BioMed Central Ltd.;2001-2021;Plant Science (Q1)
88;28861;Biometrics;journal;0006341X, 15410420;2.057;Q1;134;143;447;3446;836;417;1.7;24.1;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1946-1951, 1965-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Statistics and Probability (Q1)"
89;21955;Critical Reviews in Food Science and Nutrition;journal;15497852, 10408398;2.042;Q1;173;70;140;6217;894;139;5.61;88.81;United Kingdom;Western Europe;Taylor and Francis Ltd.;1980-2021;"Food Science (Q1); Industrial and Manufacturing Engineering (Q1); Medicine (miscellaneous) (Q1)"
90;16592;Plant Biotechnology Journal;journal;14677644, 14677652;2.03;Q1;124;71;226;5382;1295;222;5.42;75.8;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2004-2021;"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
91;18965;Molecular Phylogenetics and Evolution;journal;10959513, 10557903;2.006;Q1;164;436;1033;28560;4431;1019;4.04;65.5;United States;Northern America;Academic Press Inc.;1992-2022;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q2)"
92;14324;Advances in Agronomy;book series;00652113;1.988;Q1;125;30;84;4302;389;73;3.91;143.4;United States;Northern America;Academic Press Inc.;1949-1957, 1959-1972, 1974-1977, 1979-1984, 1986-1987, 1989-1999, 2001-2021;"Agronomy and Crop Science (Q1); Soil Science (Q1)"
93;24580;Animal Behaviour;journal;00033472, 10958282;1.987;Q1;174;315;1143;15909;3799;1084;3.13;50.5;United States;Northern America;Academic Press Inc.;1958-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
94;24039;Food Chemistry;journal;18737072, 03088146;1.981;Q1;281;1164;3421;35394;14947;3410;3.98;30.41;United Kingdom;Western Europe;Elsevier Ltd.;1976-2022;"Analytical Chemistry (Q1); Food Science (Q1); Medicine (miscellaneous) (Q1)"
95;13985;Palaeogeography, Palaeoclimatology, Palaeoecology;journal;00310182;1.943;Q1;162;383;1014;30351;3132;965;2.61;79.25;Netherlands;Western Europe;Elsevier;1965-2021;"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Oceanography (Q1); Paleontology (Q1)"
96;12067;Agricultural and Forest Meteorology;journal;01681923;1.922;Q1;175;160;481;7892;1913;472;3.56;49.33;Netherlands;Western Europe;Elsevier;1984-2021;"Agronomy and Crop Science (Q1); Atmospheric Science (Q1); Forestry (Q1); Global and Planetary Change (Q1)"
97;26830;Deep-Sea Research Part I: Oceanographic Research Papers;journal;09670637;1.915;Q1;127;129;380;7236;1126;380;2.68;56.09;United Kingdom;Western Europe;Elsevier Ltd.;1989, 1992-2021;"Aquatic Science (Q1); Oceanography (Q1)"
98;28810;Biomass and Bioenergy;journal;09619534;1.914;Q1;189;231;440;7118;2343;437;4.99;30.81;United Kingdom;Western Europe;Elsevier Ltd.;1991-2021;"Agronomy and Crop Science (Q1); Forestry (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)"
99;19618;Applied and Environmental Microbiology;journal;00992240, 10985336;1.908;Q1;339;1065;3087;44557;13947;3071;4.13;41.84;United States;Northern America;American Society for Microbiology;1976-2021;"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Ecology (Q1); Food Science (Q1)"
100;14802;Soil Biology and Biochemistry;journal;00380717;1.882;Q1;236;294;1031;15586;3779;1020;3.49;53.01;United Kingdom;Western Europe;Elsevier Ltd.;1933, 1969-2021;"Microbiology (Q1); Soil Science (Q1)"
