Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2016);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
14;4000151808;PLoS Genetics;journal;15537390, 15537404;5.457;Q1;244;679;2458;44046;16665;2445;6.2;64.87;United States;Northern America;Public Library of Science;2005-2021;"Cancer Research (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
15;16715;Annual Review of Phytopathology;journal;00664286, 15452107;5.267;Q1;167;25;80;3530;996;80;11.6;141.2;United States;Northern America;Annual Reviews Inc.;1973, 1981, 1987, 1989-2021;Plant Science (Q1)
16;12977;PLoS Biology;journal;15449173, 15457885;5.06;Q1;281;259;822;13933;5831;812;7.31;53.8;United States;Northern America;Public Library of Science;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
17;144675;Frontiers in Ecology and the Environment;journal;15409295, 15409309;4.982;Q1;174;118;500;2574;2114;197;3.81;21.81;United States;Northern America;Wiley-Blackwell;2003-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
18;21100217611;Methods in Ecology and Evolution;journal;2041210X;4.982;Q1;123;160;435;7243;3284;434;5.71;45.27;United States;Northern America;"John Wiley &amp; Sons Inc.";2011-2021;"Ecological Modeling (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
19;5800173382;ISME Journal;journal;17517362, 17517370;4.938;Q1;191;257;665;15114;6646;650;9.3;58.81;United Kingdom;Western Europe;Nature Publishing Group;2007-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
20;9500153903;Biological Reviews;journal;1469185X, 14647931;4.85;Q1;174;56;173;11875;1773;173;9.62;212.05;United States;Northern America;Wiley-Blackwell;1924-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
21;17809;Trends in Plant Science;journal;13601385, 18784372;4.648;Q1;278;129;342;8141;3199;295;8.48;63.11;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;Plant Science (Q1)
22;19988;Persoonia: Molecular Phylogeny and Evolution of Fungi;journal;00315850;4.487;Q1;65;21;64;1848;499;63;7.84;88;Netherlands;Western Europe;National Herbarium Nederland;1996-2000, 2002-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
23;17924;Current Opinion in Plant Biology;journal;18790356, 13695266;4.463;Q1;213;127;361;7721;2811;342;7.67;60.8;United Kingdom;Western Europe;Elsevier Ltd.;1998-2022;Plant Science (Q1)
24;15537;Current Biology;journal;18790445, 09609822;4.294;Q1;331;797;2347;24935;12813;2143;5.27;31.29;United States;Northern America;Cell Press;1991-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
25;18567;Fungal Diversity;journal;15602745, 18789129;4.077;Q1;104;26;150;4279;1646;147;13.2;164.58;Netherlands;Western Europe;Springer Netherlands;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
26;22044;Global Ecology and Biogeography;journal;14668238, 1466822X;4.068;Q1;163;133;392;8645;2625;384;6.29;65;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q1)"
27;16615;Plant Physiology;journal;00320889, 15322548;3.868;Q1;329;584;1475;40075;10121;1403;6.47;68.62;United States;Northern America;American Society of Plant Biologists;1965-1971, 1975, 1977-2021;"Genetics (Q1); Physiology (Q1); Plant Science (Q1)"
28;29602;Journal of Ecology;journal;00220477, 13652745;3.836;Q1;194;163;472;12069;2969;462;5.69;74.04;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1976, 1979-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
29;21100416121;Nature Plants;journal;2055026X;3.715;Q1;90;170;146;4850;707;107;4.84;28.53;United Kingdom;Western Europe;Palgrave Macmillan Ltd.;2010, 2015-2021;Plant Science (Q1)
30;21928;Fish and Fisheries;journal;14672960, 14672979;3.703;Q1;117;61;111;6200;961;111;8.72;101.64;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2001-2021;"Aquatic Science (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Oceanography (Q1)"
31;19908;New Phytologist;journal;14698137, 0028646X;3.7;Q1;263;525;1491;32907;10553;1303;6.67;62.68;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1902-2021;"Physiology (Q1); Plant Science (Q1)"
32;13096;BMC Biology;journal;17417007;3.598;Q1;111;113;329;6482;1728;273;5.32;57.36;United Kingdom;Western Europe;BioMed Central Ltd.;2003-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)"
33;20297;Molecular Ecology;journal;1365294X, 09621083;3.572;Q1;235;438;1359;34224;8039;1351;5.45;78.14;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
34;20276;Ecography;journal;16000587, 09067590;3.552;Q1;136;127;387;7950;2232;386;4.53;62.6;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;Ecology, Evolution, Behavior and Systematics (Q1)
35;17600155011;Molecular Plant;journal;16742052, 17529867;3.531;Q1;128;180;530;8974;3200;393;5.75;49.86;United States;Northern America;Cell Press;2008-2021;"Molecular Biology (Q1); Plant Science (Q1)"
36;16612;Plant Journal;journal;1365313X, 09607412;3.462;Q1;284;225;1016;14234;6338;1014;6.07;63.26;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1991-2021;"Cell Biology (Q1); Genetics (Q1); Plant Science (Q1)"
37;130030;Proceedings of the Royal Society B: Biological Sciences;journal;09628452;3.414;Q1;265;555;1830;29866;10343;1798;5.3;53.81;United Kingdom;Western Europe;The Royal Society;1946-1947, 1949-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1)"
38;18002;Functional Ecology;journal;02698463, 13652435;3.33;Q1;164;197;467;12962;2661;450;5.15;65.8;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;Ecology, Evolution, Behavior and Systematics (Q1)
39;20308;Ecology;journal;00129658;3.325;Q1;308;344;942;18493;4672;920;4.68;53.76;United States;Northern America;Wiley-Blackwell;1973-1977, 1979-2021;Ecology, Evolution, Behavior and Systematics (Q1)
40;4000151810;PLoS Computational Biology;journal;15537358, 1553734X;3.243;Q1;191;575;1755;35658;8676;1719;4.67;62.01;United States;Northern America;Public Library of Science;2005-2021;"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
41;22104;"Evolution; international journal of organic evolution";journal;15585646, 00143820;3.15;Q1;206;242;857;16831;3756;852;4.13;69.55;United States;Northern America;Wiley-Blackwell;1948-1949, 1971-1978, 1980, 1982-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
42;13602;Philosophical Transactions of the Royal Society B: Biological Sciences;journal;09628436, 14712970;3.144;Q1;285;419;1174;35205;7937;1142;6.27;84.02;United Kingdom;Western Europe;The Royal Society;1947, 1950-1951, 1970-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
43;20250;Journal of Virology;journal;10985514, 0022538X;3.114;Q1;304;949;3709;52295;17626;3663;4.74;55.11;United States;Northern America;American Society for Microbiology;1967-2021;"Immunology (Q1); Insect Science (Q1); Microbiology (Q1); Virology (Q1)"
44;29544;Journal of Animal Ecology;journal;00218790, 13652656;3.076;Q1;163;158;446;9885;2154;441;4.45;62.56;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1979, 1982-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
45;19900191736;Conservation Letters;journal;1755263X;3.064;Q1;89;64;186;2170;1061;178;5.73;33.91;United States;Northern America;"John Wiley &amp; Sons Inc.";2008, 2010-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
46;12503;Remote Sensing of Environment;journal;00344257;3.035;Q1;303;443;1111;27602;8605;1103;7.22;62.31;United States;Northern America;Elsevier Inc.;1969-2021;"Computers in Earth Sciences (Q1); Geology (Q1); Soil Science (Q1)"
47;11700154306;Molecular Ecology Resources;journal;1755098X, 17550998;2.986;Q1;148;130;392;6737;2476;383;6.9;51.82;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2008-2021;"Biotechnology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
48;24497;Wildlife Monographs;book series;00840173;2.901;Q1;41;3;10;653;57;10;5.63;217.67;United States;Northern America;Wiley-Blackwell;1981-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
49;17822;Conservation Biology;journal;15231739, 08888892;2.87;Q1;232;150;545;6596;2605;497;4.76;43.97;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1987-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Medicine (miscellaneous) (Q1); Nature and Landscape Conservation (Q1)"
50;19210;Journal of Experimental Botany;journal;14602431, 00220957;2.859;Q1;258;507;1536;34309;9694;1512;6.04;67.67;United Kingdom;Western Europe;Oxford University Press;1950-2021;"Physiology (Q1); Plant Science (Q1)"
51;12604;American Naturalist;journal;00030147, 15375323;2.823;Q1;215;145;543;9432;2098;506;3.79;65.05;United States;Northern America;University of Chicago;1946-1948, 1960-1961, 1973-1975, 1978-1979, 1981-2021;Ecology, Evolution, Behavior and Systematics (Q1)
52;13017;Physics of Life Reviews;journal;18731457, 15710645;2.822;Q1;67;138;369;3802;507;38;1.56;27.55;Netherlands;Western Europe;Elsevier;2004-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Artificial Intelligence (Q1); Physics and Astronomy (miscellaneous) (Q1)"
53;16592;Plant Biotechnology Journal;journal;14677644, 14677652;2.813;Q1;124;200;347;12285;2556;335;7.38;61.43;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2004-2021;"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
54;15049;Biometrika;journal;14643510, 00063444;2.803;Q1;122;52;248;1445;486;247;1.47;27.79;United Kingdom;Western Europe;Oxford University Press;1908-1913, 1945, 1947-1951, 1965-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
55;26239;Quaternary Science Reviews;journal;02773791;2.795;Q1;192;372;995;36796;5251;950;4.98;98.91;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Archeology (Q1); Archeology (arts and humanities) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Geology (Q1); Global and Planetary Change (Q1)"
56;18927;Journal of Human Evolution;journal;00472484, 10958606;2.781;Q1;128;112;392;10276;1700;388;4.01;91.75;United States;Northern America;Academic Press Inc.;1972-2021;"Anthropology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Education (Q1)"
57;21100196101;Annual review of food science and technology;journal;19411413, 19411421;2.774;Q1;75;21;63;2763;566;63;8.86;131.57;United States;Northern America;Annual Reviews Inc.;2010-2021;Food Science (Q1)
58;13041;Plant, Cell and Environment;journal;01407791, 13653040;2.757;Q1;212;221;622;14806;3912;594;5.99;67;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1978-2021;"Physiology (Q1); Plant Science (Q1)"
59;14551;Diversity and Distributions;journal;13669516, 14724642;2.749;Q1;128;113;385;7347;1880;380;4.64;65.02;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1998-2021;Ecology, Evolution, Behavior and Systematics (Q1)
60;21100406884;IMA Fungus;journal;22106359, 22106340;2.677;Q1;37;37;65;1440;252;59;3.88;38.92;United States;Northern America;International Mycological Association;2010-2012, 2014-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
61;13093;Quarterly Review of Biology;journal;15397718, 00335770;2.661;Q1;79;16;32;1548;147;31;3.71;96.75;United States;Northern America;University of Chicago;1945-2021;Agricultural and Biological Sciences (miscellaneous) (Q1)
62;19700182013;Genome Biology and Evolution;journal;17596653;2.65;Q1;81;297;733;19581;3097;722;4.21;65.93;United Kingdom;Western Europe;Oxford University Press;2010-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
63;21100843337;SOIL;journal;21993971, 2199398X;2.57;Q1;34;51;50;3503;509;50;10.18;68.69;Germany;Western Europe;Copernicus GmbH;2015-2021;Soil Science (Q1)
64;21100330722;Annual Review of Animal Biosciences;journal;21658110, 21658102;2.567;Q1;47;18;70;2286;427;69;5.04;127;United States;Northern America;Annual Reviews Inc.;2013-2021;"Animal Science and Zoology (Q1); Biotechnology (Q1); Genetics (Q1); Veterinary (miscellaneous) (Q1)"
65;19019;Plant and Cell Physiology;journal;00320781, 14719053;2.548;Q1;162;227;591;13426;2955;582;4.96;59.15;United Kingdom;Western Europe;Oxford University Press;1959-2021;"Cell Biology (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1); Plant Science (Q1)"
66;29269;Journal of Biogeography;journal;13652699, 03050270;2.513;Q1;163;211;623;13640;2826;585;4.26;64.64;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1974, 1979-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
67;4900152301;Comprehensive Reviews in Food Science and Food Safety;journal;15414337;2.494;Q1;130;58;151;8525;1165;150;7.22;146.98;United States;Northern America;Wiley-Blackwell;2002-2003, 2005-2021;Food Science (Q1)
68;17244;Biological Conservation;journal;00063207;2.451;Q1;213;366;1157;23895;5201;1076;4.28;65.29;Netherlands;Western Europe;Elsevier BV;1968-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
69;130037;Biogeosciences;journal;17264189, 17264170;2.397;Q1;140;425;1440;30206;6595;1436;4.13;71.07;Germany;Western Europe;European Geosciences Union;2004-2021;"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
70;24674;Oikos;journal;16000706, 00301299;2.382;Q1;188;183;522;10777;2011;517;3.81;58.89;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1973-2021;Ecology, Evolution, Behavior and Systematics (Q1)
71;19683;Environmental Microbiology;journal;14622912, 14622920;2.377;Q1;201;407;900;25977;5001;888;5.26;63.83;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1992, 1999-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Microbiology (Q1)"
72;22475;Trends in Food Science and Technology;journal;09242244;2.357;Q1;208;179;313;17062;2089;234;5.86;95.32;United Kingdom;Western Europe;Elsevier Ltd.;1990-2021;"Biotechnology (Q1); Food Science (Q1)"
73;19400157205;Evolutionary Applications;journal;17524563, 17524571;2.353;Q1;74;98;275;8205;1396;260;5.55;83.72;United States;Northern America;Wiley-Blackwell;2008-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
74;23239;Land Degradation and Development;journal;1099145X, 10853278;2.265;Q1;89;169;197;10949;1969;194;9.63;64.79;United Kingdom;Western Europe;John Wiley and Sons Ltd;1989-1990, 1992-2021;"Development (Q1); Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Soil Science (Q1)"
75;36753;Critical Reviews in Plant Sciences;journal;15497836, 07352689;2.264;Q1;122;22;63;3187;430;59;6.9;144.86;United Kingdom;Western Europe;Taylor and Francis Ltd.;1983-2021;Plant Science (Q1)
76;14161;Molecular Plant-Microbe Interactions;journal;08940282;2.262;Q1;160;90;372;5461;1779;368;4.5;60.68;United States;Northern America;American Phytopathological Society;1988-2021;"Agronomy and Crop Science (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1)"
77;18965;Molecular Phylogenetics and Evolution;journal;10959513, 10557903;2.246;Q1;164;340;890;27305;4268;878;4.59;80.31;United States;Northern America;Academic Press Inc.;1992-2022;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Molecular Biology (Q1)"
78;21503;Evolution and Human Behavior;journal;10905138;2.166;Q1;119;58;206;3920;809;194;3.38;67.59;United States;Northern America;Elsevier Inc.;1997-2021;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
79;13768;BioScience;journal;15253244, 00063568;2.165;Q1;219;116;454;4043;1489;304;3.57;34.85;United States;Northern America;Oxford University Press;1972-1979, 1983-1986, 1988-2021;Agricultural and Biological Sciences (miscellaneous) (Q1)
80;14802;Soil Biology and Biochemistry;journal;00380717;2.161;Q1;236;307;1105;19119;6010;1100;5.29;62.28;United Kingdom;Western Europe;Elsevier Ltd.;1933, 1969-2021;"Microbiology (Q1); Soil Science (Q1)"
81;28428;Journal of Geophysical Research;journal;01480227, 21562202;2.117;Q1;312;822;1529;47822;5582;1524;3.65;58.18;United States;Northern America;Wiley-Blackwell;1956, 1959-2012, 2014-2017;"Aquatic Science (Q1); Atmospheric Science (Q1); Earth and Planetary Sciences (miscellaneous) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Forestry (Q1); Geochemistry and Petrology (Q1); Geophysics (Q1); Oceanography (Q1); Paleontology (Q1); Soil Science (Q1); Space and Planetary Science (Q1); Water Science and Technology (Q1)"
82;4000152139;Advances in Insect Physiology;book series;00652806;2.113;Q1;48;22;45;2965;175;0;3.94;134.77;United States;Northern America;Academic Press Inc.;1963-1964, 1966-1968, 1970, 1972, 1974-1976, 1979-1980, 1982-1983, 1985, 1987-1988, 1990-1991, 1994-1996, 1998, 2001-2003, 2005-2021;Insect Science (Q1)
83;20343;Ecosystems;journal;14329840, 14350629;2.078;Q1;158;100;317;6611;1462;317;4.38;66.11;United States;Northern America;Springer New York;1998-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Chemistry (Q1)"
84;22230;Advances in Ecological Research;book series;00652504;2.075;Q1;65;19;46;3182;187;0;3.42;167.47;United States;Northern America;Academic Press Inc.;1962, 1964, 1966-1969, 1971, 1974-1975, 1977, 1980, 1982-1984, 1986-1995, 1997, 1999-2001, 2003-2006, 2008-2021;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
85;12067;Agricultural and Forest Meteorology;journal;01681923;2.047;Q1;175;206;646;12436;3271;637;4.29;60.37;Netherlands;Western Europe;Elsevier;1984-2021;"Agronomy and Crop Science (Q1); Atmospheric Science (Q1); Forestry (Q1); Global and Planetary Change (Q1)"
86;14324;Advances in Agronomy;book series;00652113;2.039;Q1;125;34;111;5233;582;29;4.92;153.91;United States;Northern America;Academic Press Inc.;1949-1957, 1959-1972, 1974-1977, 1979-1984, 1986-1987, 1989-1999, 2001-2021;"Agronomy and Crop Science (Q1); Soil Science (Q1)"
87;22597;Food Hydrocolloids;journal;0268005X;2.03;Q1;174;500;1002;22621;5473;998;5.19;45.24;Netherlands;Western Europe;Elsevier;1986, 1995-2022;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Food Science (Q1)"
88;21594;Systematic Entomology;journal;13653113, 03076970;2.028;Q1;70;54;152;3592;668;149;4.73;66.52;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1976-2021;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
89;14300154709;Hystrix;journal;18255272, 03941914;2.01;Q1;27;33;81;1881;312;78;1.78;57;Italy;Western Europe;Associazione Teriologica Italiana onlus;2008-2021;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
90;21724;BMC Evolutionary Biology;journal;14712148;2.006;Q1;128;269;831;19541;3087;831;3.35;72.64;United Kingdom;Western Europe;BioMed Central Ltd.;2001-2020;Ecology, Evolution, Behavior and Systematics (Q1)
91;21100202730;Advances in Nutrition;journal;21565376, 21618313;2.004;Q1;103;114;306;7673;1658;280;4.5;67.31;United States;Northern America;American Society for Nutrition;2010-2021;"Food Science (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
92;21100203948;EvoDevo;journal;20419139;1.992;Q1;38;26;123;1677;406;121;2.96;64.5;United Kingdom;Western Europe;BioMed Central Ltd.;2010-2021;"Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
93;21100313905;Frontiers in Plant Science;journal;1664462X;1.973;Q1;155;2021;2477;137723;11794;2396;4.33;68.15;Switzerland;Western Europe;Frontiers Media S.A.;2010-2021;Plant Science (Q1)
94;21100218523;Ecosystem Services;journal;22120416;1.972;Q1;84;139;276;9731;1498;255;4.46;70.01;Netherlands;Western Europe;Elsevier BV;2012-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1)"
95;19900191716;Reviews in Aquaculture;journal;17535131, 17535123;1.97;Q1;60;19;57;2641;302;57;3.14;139;Australia;Pacific Region;Blackwell Publishing Asia;2009-2021;"Aquatic Science (Q1); Ecology (Q1); Management, Monitoring, Policy and Law (Q1)"
96;5800173376;Biology Direct;journal;17456150;1.961;Q1;71;68;130;3817;415;120;3.14;56.13;United Kingdom;Western Europe;BioMed Central Ltd.;2006-2021;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Immunology (Q1); Modeling and Simulation (Q1)"
97;28409;Progress in Oceanography;journal;00796611;1.944;Q1;138;79;449;7220;1661;434;3.72;91.39;United Kingdom;Western Europe;Elsevier Ltd.;1963-1965, 1969, 1973, 1976-2021;"Aquatic Science (Q1); Geology (Q1)"
98;14434;Cladistics;journal;10960031, 07483007;1.943;Q1;96;41;123;2993;452;99;3.41;73;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1985-2021;Ecology, Evolution, Behavior and Systematics (Q1)
99;16711;Annals of Botany;journal;03057364, 10958290;1.942;Q1;186;205;702;14186;3106;695;4.05;69.2;United Kingdom;Western Europe;Oxford University Press;1887-2021;Plant Science (Q1)
100;19790;Molecular Plant Pathology;journal;13643703, 14646722;1.942;Q1;114;123;258;7525;1206;255;4.47;61.18;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;2000-2021;"Agronomy and Crop Science (Q1); Plant Science (Q1); Soil Science (Q1); Molecular Biology (Q2)"
101;21100469613;Movement Ecology;journal;20513933;1.942;Q1;36;8;94;758;321;91;2.94;94.75;United Kingdom;Western Europe;BioMed Central Ltd.;2013-2021;Ecology, Evolution, Behavior and Systematics (Q1)
