Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
12;25143;Advanced Functional Materials;journal;1616301X;5.875;Q1;298;1498;3143;98100;50425;3022;16.72;65.49;United Kingdom;Western Europe;Wiley-VCH Verlag;2000-2020;"Biomaterials (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrochemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
13;17853;Nano Letters;journal;15306992, 15306984;5.786;Q1;461;1263;3469;59060;42309;3402;11.63;46.76;United States;Northern America;American Chemical Society;2001-2020;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
14;21100924211;Small Methods;journal;23669608;5.723;Q1;18;142;34;12294;507;29;17.48;86.58;United Kingdom;Western Europe;John Wiley and Sons Ltd;2017-2020;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
15;19700182758;Nature Communications;journal;20411723;5.569;Q1;298;5835;14031;311156;167841;12925;12.3;53.33;United Kingdom;Western Europe;Nature Publishing Group;2010-2020;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
16;22687;Angewandte Chemie - International Edition;journal;14337851, 15213773;5.438;Q1;523;3103;8640;177737;107496;8260;13.01;57.28;United Kingdom;Western Europe;John Wiley and Sons Ltd;1962-2020;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
17;21100824912;ACS Central Science;journal;23747951, 23747943;4.964;Q1;55;247;587;11242;5701;534;10.28;45.51;United States;Northern America;American Chemical Society;2015-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
18;26555;Annual Review of Physical Chemistry;journal;0066426X, 15451593;4.888;Q1;158;15;79;2069;951;79;10.41;137.93;United States;Northern America;Annual Reviews Inc.;1975, 1983, 1985, 1988-2019;Physical and Theoretical Chemistry (Q1)
19;19700188320;ACS Catalysis;journal;21555435;4.633;Q1;169;1179;3261;80347;41406;3173;12.91;68.15;United States;Northern America;American Chemical Society;2011-2020;"Catalysis (Q1); Chemistry (miscellaneous) (Q1)"
20;12286;Surface Science Reports;journal;01675729, 1879274X;4.154;Q1;111;6;26;2834;382;26;10.19;472.33;Netherlands;Western Europe;Elsevier;1981-2020;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
21;21100200203;Wiley Interdisciplinary Reviews: Computational Molecular Science;journal;17590876, 17590884;4.091;Q1;71;49;112;7069;1635;108;17.56;144.27;United States;Northern America;"John Wiley &amp; Sons Inc.";2011-2020;"Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
22;23470;Coordination Chemistry Reviews;journal;00108545;4.044;Q1;265;269;632;48983;9417;617;15.5;182.09;Netherlands;Western Europe;Elsevier;1966-2020;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
23;12878;Chemistry of Materials;journal;15205002, 08974756;3.971;Q1;355;1085;3216;63086;32480;3127;9.78;58.14;United States;Northern America;American Chemical Society;1989-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
24;21100924713;npj 2D Materials and Applications;journal;23977132;3.769;Q1;18;51;80;2425;666;71;9.38;47.55;United Kingdom;Western Europe;Nature Publishing Group;2017-2020;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
25;19700200838;Chemical Science;journal;20416520, 20416539;3.756;Q1;154;1306;2889;75354;27645;2824;9.61;57.7;United Kingdom;Western Europe;Royal Society of Chemistry;2010-2020;Chemistry (miscellaneous) (Q1)
26;3200147828;Small;journal;16136829, 16136810;3.717;Q1;215;1081;2516;72091;27685;2441;11.32;66.69;Germany;Western Europe;Wiley-VCH Verlag;2005-2020;"Biomaterials (Q1); Biotechnology (Q1); Chemistry (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
27;21100778649;Proceedings - 2016 IEEE Symposium on Security and Privacy, SP 2016;conference and proceedings;-;3.667;-;24;0;58;0;1202;55;0;0;United States;Northern America;;;Organic Chemistry
28;21100232403;Journal of Materials Chemistry A;journal;20507496, 20507488;3.432;Q1;185;2776;7219;166396;82213;7114;11.54;59.94;United Kingdom;Western Europe;Royal Society of Chemistry;2013-2020;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
29;26371;Natural Product Reports;journal;02650568, 14604752;3.421;Q1;168;111;218;12134;2239;205;10.35;109.32;United Kingdom;Western Europe;Royal Society of Chemistry;1984-2020;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
30;21100404576;2D Materials;journal;20531583;3.133;Q1;49;226;669;12939;4892;659;7.37;57.25;United Kingdom;Western Europe;IOP Publishing Ltd.;2014-2020;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
31;19700188418;Annual Review of Chemical and Biomolecular Engineering;journal;19475438, 19475446;3.106;Q1;51;18;72;2010;756;69;9.98;111.67;United States;Northern America;Annual Reviews Inc.;2010-2019;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
32;26927;International Reviews in Physical Chemistry;journal;0144235X, 1366591X;3.055;Q1;80;8;41;1929;365;40;4.88;241.13;United Kingdom;Western Europe;Taylor and Francis Ltd.;1981-1983, 1985-2020;Physical and Theoretical Chemistry (Q1)
33;17399;Current Opinion in Chemical Biology;journal;13675931, 18790402;3.011;Q1;179;122;355;7115;2677;321;9.04;58.32;Netherlands;Western Europe;Elsevier Ltd.;1997-2020;"Analytical Chemistry (Q1); Biochemistry (Q1)"
34;19600166212;Journal of Physical Chemistry Letters;journal;19487185;2.976;Q1;181;1193;2944;54523;20818;2864;6.8;45.7;United States;Northern America;American Chemical Society;2010-2020;"Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1)"
35;29646;Progress in Surface Science;journal;00796816;2.759;Q1;76;5;31;1015;270;30;7.41;203;United Kingdom;Western Europe;Elsevier Ltd.;1971-2019;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
36;21537;Environmental Science & Technology;journal;0013936X, 15205851;2.704;Q1;373;1596;4785;92953;39458;4521;8.25;58.24;United States;Northern America;American Chemical Society;1958, 1967-2020;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
37;15437;Biosensors and Bioelectronics;journal;18734235, 09565663;2.68;Q1;181;899;2868;46058;28045;2826;10.53;51.23;United Kingdom;Western Europe;Elsevier Ltd.;1990-2020;"Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1); Electrochemistry (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
38;19400156815;Annual Review of Analytical Chemistry;journal;19361335, 19361327;2.616;Q1;68;24;66;2910;615;66;7.84;121.25;United States;Northern America;Annual Reviews Inc.;2008-2019;"Analytical Chemistry (Q1); Medicine (miscellaneous) (Q1)"
39;26968;Journal of Photochemistry and Photobiology C: Photochemistry Reviews;journal;13895567;2.527;Q1;86;24;65;5869;716;64;11.27;244.54;Netherlands;Western Europe;Elsevier;2000-2020;"Catalysis (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
40;24738;Lab on a Chip - Miniaturisation for Chemistry and Biology;journal;14730197, 14730189;2.491;Q1;197;459;1209;20123;8700;1173;7.18;43.84;United Kingdom;Western Europe;Royal Society of Chemistry;2001-2020;"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
41;24085;Progress in Nuclear Magnetic Resonance Spectroscopy;journal;00796565, 18733301;2.387;Q1;100;20;55;4266;507;53;9.84;213.3;Netherlands;Western Europe;Elsevier;1965-1967, 1969-1973, 1975-1982, 1984-2020;"Analytical Chemistry (Q1); Biochemistry (Q1); Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Spectroscopy (Q1)"
42;14151;Molecular and Cellular Proteomics;journal;15359476, 15359484;2.355;Q1;181;215;636;12837;3050;621;4.83;59.71;United States;Northern America;American Society for Biochemistry and Molecular Biology Inc.;2002-2020;"Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
43;26556;Catalysis Reviews - Science and Engineering;journal;15205703, 01614940;2.325;Q1;98;18;28;3604;309;28;11.56;200.22;United States;Northern America;Taylor and Francis Ltd.;1968-1972, 1974-2020;"Catalysis (Q1); Chemistry (miscellaneous) (Q1); Process Chemistry and Technology (Q1)"
44;16398;Chemical Engineering Journal;journal;13858947;2.315;Q1;198;2815;5740;159611;61342;5688;11.32;56.7;Netherlands;Western Europe;Elsevier;1971, 1973-1977, 1979, 1983, 1988, 1992-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Industrial and Manufacturing Engineering (Q1)"
45;26947;Journal of Catalysis;journal;10902694, 00219517;2.256;Q1;231;501;1101;27910;9215;1088;8.34;55.71;United States;Northern America;Academic Press Inc.;1962-2020;"Catalysis (Q1); Physical and Theoretical Chemistry (Q1)"
46;25806;Carbon;journal;00086223;2.234;Q1;264;1139;3150;61866;27454;3072;9.21;54.32;United Kingdom;Western Europe;Elsevier Ltd.;1940, 1963-2020;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
47;22597;Food Hydrocolloids;journal;0268005X;2.16;Q1;144;701;1491;33944;11418;1480;7.59;48.42;Netherlands;Western Europe;Elsevier;1986, 1995-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Food Science (Q1)"
48;30867;TrAC - Trends in Analytical Chemistry;journal;01659936;2.153;Q1;157;389;745;38601;7653;731;10.56;99.23;Netherlands;Western Europe;Elsevier;1981-2020;"Analytical Chemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1)"
49;23915;Analytical Chemistry;journal;15206882, 00032700;2.127;Q1;320;2199;5434;102694;37784;5324;7.12;46.7;United States;Northern America;American Chemical Society;1947-2020;Analytical Chemistry (Q1)
50;26880;Proceedings of the Combustion Institute;journal;18732704, 15407489;2.116;Q1;133;637;503;20034;3055;501;6.1;31.45;United Kingdom;Western Europe;Elsevier Ltd.;2000, 2002, 2005, 2007, 2009, 2011, 2013, 2015, 2017, 2019;"Chemical Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Physical and Theoretical Chemistry (Q1)"
51;18063;Journal of Power Sources;journal;03787753;2.111;Q1;286;1268;4188;62207;34908;4147;8.61;49.06;Netherlands;Western Europe;Elsevier;1976-2020;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Physical and Theoretical Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
52;28623;Combustion and Flame;journal;00102180;2.079;Q1;168;450;1192;22686;7011;1182;5.43;50.41;Netherlands;Western Europe;Elsevier Inc.;1957-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Physics and Astronomy (miscellaneous) (Q1)"
53;26533;Advances in Colloid and Interface Science;journal;00018686;2.066;Q1;171;105;330;16207;3387;322;10.82;154.35;Netherlands;Western Europe;Elsevier;1967-1972, 1974-2020;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1)"
54;21100779404;Macromolecules;journal;00249297, 15205835;2.064;Q1;302;982;3014;55297;17770;2975;6.01;56.31;United States;Northern America;American Chemical Society;1968-2020;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
55;21100209317;ACS Macro Letters;journal;21611653;2.051;Q1;81;275;821;11594;4958;808;6.25;42.16;United States;Northern America;American Chemical Society;2012-2020;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
56;26396;Organic Letters;journal;15237052, 15237060;2.032;Q1;232;2145;5275;110491;31662;5146;6.27;51.51;United States;Northern America;American Chemical Society;1999-2020;"Biochemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
57;22781;Chemical Communications;journal;1364548X, 13597345;1.992;Q1;318;3755;8803;131660;53010;8665;6.04;35.06;United Kingdom;Western Europe;Royal Society of Chemistry;1965-1968, 1996-2020;"Catalysis (Q1); Ceramics and Composites (Q1); Chemistry (miscellaneous) (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1)"
58;29476;Corrosion Science;journal;0010938X;1.971;Q1;187;462;1243;22139;8982;1229;6.88;47.92;United Kingdom;Western Europe;Elsevier Ltd.;1961-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
59;21100229207;Journal of Materials Chemistry C;journal;20507534, 20507526;1.934;Q1;108;1665;4198;92826;29794;4136;7.18;55.75;United Kingdom;Western Europe;Royal Society of Chemistry;2013-2020;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
60;12229;Mass Spectrometry Reviews;journal;10982787, 02777037;1.92;Q1;123;39;102;6123;868;93;9.19;157;United States;Northern America;John Wiley and Sons Inc.;1982-2020;"Analytical Chemistry (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Condensed Matter Physics (Q1); Spectroscopy (Q1)"
61;26953;Journal of Membrane Science;journal;03767388;1.898;Q1;232;842;2550;43881;19190;2537;7.48;52.12;Netherlands;Western Europe;Elsevier;1976-2020;"Biochemistry (Q1); Filtration and Separation (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
62;21972;Topics in Current Chemistry;journal;03401022;1.855;Q1;91;38;241;4437;1518;213;7.1;116.76;Germany;Western Europe;Springer Verlag;1974-1977, 1979-1983, 1987, 2004-2020;Chemistry (miscellaneous) (Q1)
63;26554;Advances in Physical Organic Chemistry;book series;00653160;1.838;Q1;29;3;14;380;28;4;0;126.67;United States;Northern America;Academic Press Inc.;1963-1971, 1973, 1975-1978, 1981-1985, 1987-1991, 1993-1995, 1999-2007, 2009-2019;"Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
64;16322;Desalination;journal;00119164;1.814;Q1;169;296;1134;16640;8504;1110;7.58;56.22;Netherlands;Western Europe;Elsevier;1966-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Water Science and Technology (Q1)"
65;16313;Fuel;journal;00162361, 18737153;1.797;Q1;199;2161;4340;102627;28738;4300;6.46;47.49;Netherlands;Western Europe;Elsevier BV;1922, 1970-2020;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)"
66;24039;Food Chemistry;journal;18737072, 03088146;1.775;Q1;242;2139;5587;80938;37632;5506;6.81;37.84;Netherlands;Western Europe;Elsevier Ltd.;1976-2020;"Analytical Chemistry (Q1); Food Science (Q1); Medicine (miscellaneous) (Q1)"
67;21100248891;ACS Sustainable Chemistry & Engineering;journal;21680485;1.766;Q1;85;2193;3994;114599;31533;3941;7.93;52.26;United States;Northern America;American Chemical Society;2013-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
68;21100242403;Redox Biology;journal;22132317;1.764;Q1;73;296;629;19390;5883;608;10.39;65.51;Netherlands;Western Europe;Elsevier BV;2013-2020;"Biochemistry (Q1); Clinical Biochemistry (Q1); Organic Chemistry (Q1)"
69;5100155074;Journal of Chemical Theory and Computation;journal;15499626, 15499618;1.759;Q1;165;586;1722;44036;9105;1682;5.1;75.15;United States;Northern America;American Chemical Society;2005-2020;"Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1)"
70;21100857528;Current Opinion in Electrochemistry;journal;24519103, 24519111;1.75;Q1;22;144;317;7331;1659;290;5.72;50.91;Netherlands;Western Europe;Elsevier BV;2017-2020;"Analytical Chemistry (Q1); Electrochemistry (Q1)"
71;21100406867;IUCrJ;journal;20522525;1.735;Q1;36;118;249;5766;1002;207;5.16;48.86;United Kingdom;Western Europe;International Union of Crystallography;2014-2020;"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
72;23392;Chemistry - A European Journal;journal;15213765, 09476539;1.681;Q1;237;2198;7290;143614;34331;6950;4.96;65.34;United Kingdom;Western Europe;Wiley-VCH Verlag;1995-2020;"Catalysis (Q1); Chemistry (miscellaneous) (Q1); Organic Chemistry (Q1)"
73;22669;Advanced Synthesis and Catalysis;journal;16154169, 16154150;1.661;Q1;148;634;1642;45912;9137;1609;6.05;72.42;United Kingdom;Western Europe;Wiley-VCH Verlag;1996-2020;"Catalysis (Q1); Organic Chemistry (Q1)"
74;21100924839;Communications Chemistry;journal;23993669;1.635;Q1;10;138;97;6376;380;92;4.13;46.2;United States;Northern America;Springer Nature;2018-2020;"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Materials Chemistry (Q1)"
75;26884;Current Opinion in Colloid and Interface Science;journal;13590294;1.601;Q1;140;88;233;7208;1501;214;7.03;81.91;United Kingdom;Western Europe;Elsevier BV;1996-2020;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
76;21100244836;Journal of Energy Chemistry;journal;20954956;1.591;Q1;52;277;485;15340;3211;484;7.13;55.38;Netherlands;Western Europe;Elsevier BV;2013-2020;"Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1)"
77;22806;Chemical Record;journal;15278999, 15280691;1.589;Q1;74;176;365;18313;2014;353;5.95;104.05;United States;Northern America;John Wiley and Sons Inc.;2001-2020;"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Medicine (miscellaneous) (Q1)"
78;27035;Progress in Solid State Chemistry;journal;00796786;1.553;Q1;47;9;26;1215;193;26;6.18;135;United Kingdom;Western Europe;Elsevier Ltd.;1964-1965, 1967, 1971-1973, 1975-1976, 1978-1991, 1993, 1995-2020;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
79;9500153997;Polymer Reviews;journal;15583724, 15583716;1.542;Q1;85;30;68;4710;553;67;7.57;157;United States;Northern America;Taylor and Francis Ltd.;2006-2020;"Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
80;17625;Journal of Proteome Research;journal;15353893, 15353907;1.539;Q1;156;418;1232;20757;4947;1203;4.29;49.66;United States;Northern America;American Chemical Society;2002-2020;"Biochemistry (Q1); Chemistry (miscellaneous) (Q1)"
81;24657;Chemosphere;journal;00456535;1.53;Q1;228;2403;5772;131098;35539;5708;6.19;54.56;United Kingdom;Western Europe;Elsevier Ltd.;1972-2020;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Environmental Engineering (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1)"
82;21100403917;Inorganic Chemistry Frontiers;journal;20521545, 20521553;1.522;Q1;45;416;765;23910;4731;759;6;57.48;United Kingdom;Western Europe;Royal Society of Chemistry;2014-2020;Inorganic Chemistry (Q1)
83;21221;MRS Bulletin;journal;08837694, 19381425;1.52;Q1;145;165;502;4574;1466;380;3.72;27.72;United Kingdom;Western Europe;Cambridge University Press;1980, 1982-2020;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
84;25801;Carbohydrate Polymers;journal;18791344, 01448617;1.514;Q1;192;1212;3796;59962;28963;3758;7.64;49.47;United Kingdom;Western Europe;Elsevier Ltd.;1981-2020;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
85;21100403813;Organic Chemistry Frontiers;journal;20524110, 20524129;1.509;Q1;47;540;1117;34192;5563;1102;5.05;63.32;United Kingdom;Western Europe;Royal Society of Chemistry;2014-2020;Organic Chemistry (Q1)
86;21100904205;ACS Applied Energy Materials;journal;25740962;1.495;Q1;21;1031;842;50382;3784;834;4.54;48.87;United States;Northern America;American Chemical Society;2018-2020;"Chemical Engineering (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1); Materials Chemistry (Q1)"
87;13517;Ultrasonics Sonochemistry;journal;13504177, 18732828;1.493;Q1;119;485;1340;24067;9389;1323;6.92;49.62;Netherlands;Western Europe;Elsevier;1994-2020;"Acoustics and Ultrasonics (Q1); Chemical Engineering (miscellaneous) (Q1); Environmental Chemistry (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
88;5200153123;Journal of Physical Chemistry C;journal;19327447, 19327455;1.477;Q1;267;3824;9674;202453;42765;9551;4.28;52.94;United States;Northern America;American Chemical Society;2007-2020;"Electronic, Optical and Magnetic Materials (Q1); Energy (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1)"
89;25181;Electrochimica Acta;journal;00134686;1.467;Q1;224;2248;6783;111680;41282;6727;6.34;49.68;United Kingdom;Western Europe;Elsevier Ltd.;1959-2020;"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1)"
90;19700182678;Polymer Chemistry;journal;17599954, 17599962;1.459;Q1;106;674;2124;36700;10520;2088;5.49;54.45;United Kingdom;Western Europe;Royal Society of Chemistry;2010-2020;"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
91;24644;Journal of Physical and Chemical Reference Data;journal;15297845, 00472689;1.45;Q1;90;12;61;1222;237;57;2.88;101.83;United States;Northern America;American Institute of Physics;1972-2020;"Chemistry (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
92;19600157322;Journal of Cheminformatics;journal;17582946;1.43;Q1;44;48;207;2336;1107;200;5.5;48.67;United Kingdom;Western Europe;Chemistry Central;2009-2020;"Computer Graphics and Computer-Aided Design (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1); Physical and Theoretical Chemistry (Q1)"
93;20058;Innovative Food Science and Emerging Technologies;journal;14668564;1.427;Q1;102;178;648;8403;3215;645;4.82;47.21;Netherlands;Western Europe;Elsevier BV;2000-2020;"Chemistry (miscellaneous) (Q1); Food Science (Q1); Industrial and Manufacturing Engineering (Q1)"
