Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
12;23100;Proceedings of the Japan Academy Series B: Physical and Biological Sciences;journal;13492896, 03862208;0.703;Q1;50;33;123;2524;285;115;2.14;76,48;Japan;Asiatic Region;Japan Academy;1977-2020;"Agricultural and Biological Sciences (miscellaneous) (Q1); Multidisciplinary (Q1); Medicine (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2)"
13;12337;International Journal of Bifurcation and Chaos in Applied Sciences and Engineering;journal;17936551, 02181274;0.674;Q1;95;229;830;7759;1738;828;2.27;33,88;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;1996-2020;"Engineering (miscellaneous) (Q1); Multidisciplinary (Q1); Applied Mathematics (Q2); Modeling and Simulation (Q2)"
14;84932;Kexue tongbao, Scientia;journal;00977411;0.596;Q1;19;346;1161;19237;888;1161;0.74;55,60;United States;Northern America;Plenum Publishers;1963-1964, 1980-1984, 1989, 2015-2020;Multidisciplinary (Q1)
15;28472;Fractals;journal;17936543, 0218348X;0.556;Q1;39;117;199;4143;564;199;3.14;35,41;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;1995-2020;"Multidisciplinary (Q1); Applied Mathematics (Q2); Geometry and Topology (Q2); Modeling and Simulation (Q2)"
16;25823;Complexity;journal;10762787, 10990526;0.535;Q1;52;759;590;30087;1565;569;2.68;39,64;Egypt;Africa/Middle East;Hindawi Limited;1995-2020;Multidisciplinary (Q1)
17;21100247071;Science and Technology Studies;journal;22434690;0.515;-;12;18;45;913;78;43;1.17;50,72;Finland;Western Europe;The Finnish Society for Science and Technology Studies;2012-2019;History and Philosophy of Science (Q1)
18;4400151506;Eurasip Journal on Bioinformatics and Systems Biology;journal;16874153, 16874145;0.493;Q1;19;0;42;0;75;41;1.57;0,00;Germany;Western Europe;Springer Open;2006-2017;"Computer Science (miscellaneous) (Q1); Multidisciplinary (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Computational Mathematics (Q2); Computer Science Applications (Q2); Medicine (miscellaneous) (Q2); Signal Processing (Q2); Statistics and Probability (Q3)"
19;19700200807;Research in Science and Technological Education;journal;14701138, 02635143;0.467;Q1;31;27;69;1434;78;67;1.04;53,11;United Kingdom;Western Europe;Taylor and Francis Ltd.;1983-2020;"Multidisciplinary (Q1); Education (Q2)"
20;27733;Latin American Research Review;journal;00238791, 15424278;0.460;Q1;45;44;148;2580;107;137;0.76;58,64;United States;Northern America;Latin American Studies Association;1970, 1978-2020;"Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Literature and Literary Theory (Q1); Multidisciplinary (Q1); Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Development (Q2); Geography, Planning and Development (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
21;5000157301;Transactions of the Royal Society of South Africa;journal;0035919X, 21540098;0.457;Q1;22;28;75;1329;99;69;1.58;47,46;United Kingdom;Western Europe;Taylor and Francis Ltd.;1909-1910, 1913-1915, 1917-1919, 1921-1926, 1928-1940, 1942-1943, 1945-1949, 1951, 1954-1964, 1967-1972, 1974-1990, 1992-2020;"Multidisciplinary (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Earth and Planetary Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
22;86891;Journal of King Saud University - Science;journal;10183647;0.434;Q1;32;76;173;2457;483;170;2.62;32,33;Saudi Arabia;Middle East;King Saud University;1994, 2009-2020;Multidisciplinary (Q1)
23;21100228569;SpringerPlus;journal;21931801;0.431;Q1;41;0;3028;0;5415;2980;1.84;0,00;Germany;Western Europe;Springer Science and Business Media Deutschland GmbH;2012-2017;Multidisciplinary (Q1)
24;21100411756;Heliyon;journal;24058440;0.426;Q1;18;593;456;26528;756;449;1.67;44,74;Netherlands;Western Europe;Elsevier BV;2015-2020;Multidisciplinary (Q1)
25;22251;Pacific Science;journal;15346188, 00308870;0.424;Q1;40;38;111;1851;113;110;0.92;48,71;United States;Northern America;University of Hawaii Press;1979-2019;Multidisciplinary (Q1)
26;21100324700;Kuwait Journal of Science;journal;23074108, 23074116;0.402;Q1;10;47;156;1093;145;156;0.84;23,26;Kuwait;Middle East;Kuwait University;2013-2020;Multidisciplinary (Q1)
27;21100394266;International Journal of Agile Systems and Management;journal;17419174, 17419182;0.400;-;19;17;53;1042;96;52;1.76;61,29;Switzerland;Western Europe;Inderscience Publishers;2006-2009, 2011-2020;"Engineering (miscellaneous) (Q1); Computer Science (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Management Information Systems (Q2); Strategy and Management (Q2); Decision Sciences (miscellaneous) (Q3)"
28;23030;Journal of the Royal Society of New Zealand;journal;03036758;0.391;Q1;37;20;85;1122;68;78;0.75;56,10;United Kingdom;Western Europe;Taylor and Francis Ltd.;1971-2020;Multidisciplinary (Q1)
29;19400157273;European Journal of Science and Theology;journal;18410464, 18428517;0.377;Q1;15;112;403;2619;211;392;0.62;23,38;Romania;Eastern Europe;ACAD Organisation;2008-2020;"Engineering (miscellaneous) (Q1); Multidisciplinary (Q1); Religious Studies (Q1); History and Philosophy of Science (Q2)"
30;21100372856;Data in Brief;journal;23523409;0.366;Q1;23;1609;1862;14885;1735;1;1490.00;9,25;Netherlands;Western Europe;Elsevier BV;2014-2020;"Multidisciplinary (Q1); Education (Q2)"
31;18659;Anais da Academia Brasileira de Ciencias;journal;00013765, 16782690;0.360;Q1;54;308;652;13960;779;636;1.04;45,32;Brazil;Latin America;Academia Brasileira de Ciencias;1945-1946, 1949, 1970-1992, 1994-2020;Multidisciplinary (Q1)
32;25522;Tsinghua Science and Technology;journal;10070214;0.360;Q1;40;65;190;1864;441;189;2.33;28,68;China;Asiatic Region;Tsing Hua University;2003-2020;Multidisciplinary (Q1)
33;5600155094;Perspectives on Science;journal;10636145, 15309274;0.359;Q2;22;30;86;1374;62;81;0.75;45,80;United States;Northern America;MIT Press Journals;1999-2020;"History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
34;26207;Xinan Jiaotong Daxue Xuebao/Journal of Southwest Jiaotong University;journal;02582724;0.359;Q2;20;167;476;3038;297;476;0.54;18,19;China;Asiatic Region;Science Press;1991, 1998, 2001-2019;Multidisciplinary (Q2)
35;83082;Historia Agraria;journal;11391472;0.336;-;14;23;51;1440;25;51;0.35;62,61;Spain;Western Europe;Universitat Autonoma de Barcelona;1998-2019;"History (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q2)"
36;13951;Arabian Journal for Science and Engineering;journal;21914281, 2193567X;0.320;Q2;37;631;1139;22943;1950;1133;1.70;36,36;Germany;Western Europe;Springer Berlin;1984, 1986, 1996-2020;Multidisciplinary (Q2)
37;23649;Journal of Scientific and Industrial Research;journal;00224456;0.306;Q2;49;45;228;723;171;226;0.84;16,07;India;Asiatic Region;National Institute of Science Communication and Information Resources (NISCAIR);1969-1970, 1972-1978, 1980, 1982-1991, 1994-2020;Multidisciplinary (Q2)
38;20300195074;ASM Science Journal;journal;18236782;0.300;Q2;4;98;27;2053;23;25;0.19;20,95;Malaysia;Asiatic Region;Akademi Sains Malaysia;2011-2015, 2017-2020;Multidisciplinary (Q2)
39;19700181256;Constructivist Foundations;journal;1782348X;0.294;-;14;88;393;1979;112;89;2.15;22,49;Belgium;Western Europe;Vrije Universiteit Brussel;2010-2019;"History and Philosophy of Science (Q2); Philosophy (Q2); Education (Q3); Cognitive Neuroscience (Q4)"
40;1300147101;Foundations of Science;journal;12331821;0.292;Q2;23;50;146;1912;107;135;0.71;38,24;Netherlands;Western Europe;Springer Netherlands;1995, 1997-2002, 2005-2020;"History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
41;19700201672;Journal of the Association of Arab Universities for Basic and Applied Sciences;journal;18153852;0.292;Q2;0;0;0;0;0;0;0.00;0,00;Bahrain;Middle East;Taylor and Francis Ltd.;2010-2017;"Agricultural and Biological Sciences (miscellaneous) (Q2); Multidisciplinary (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Energy (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3)"
42;22386;Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences;journal;16742974, 10002472;0.291;Q2;15;274;768;5030;380;768;0.47;18,36;China;Asiatic Region;Hunan Daxue/Hunan University;1992-1993, 1996, 2001-2020;Multidisciplinary (Q2)
43;145331;Brazilian Archives of Biology and Technology;journal;15168913;0.278;Q2;45;49;294;1472;284;284;0.64;30,04;Brazil;Latin America;Instituto de Tecnologia do Parana;1998-2019;Multidisciplinary (Q2)
44;20699;Current Science;journal;00113891;0.272;Q2;110;776;2247;17551;1461;1432;0.88;22,62;India;Asiatic Region;Indian Academy of Sciences;1945-1951, 1973-1989, 1993-2020;Multidisciplinary (Q2)
45;23716;Science, Technology and Society;journal;09730796, 09717218;0.272;Q2;20;26;74;1041;77;70;0.90;40,04;India;Asiatic Region;Sage Publications India Pvt. Ltd;1996-2020;Multidisciplinary (Q2)
46;25490;Tongji Daxue Xuebao/Journal of Tongji University;journal;0253374X;0.262;Q2;30;280;862;4808;389;862;0.38;17,17;China;Asiatic Region;Science Press;1999-2020;Multidisciplinary (Q2)
47;23049;Issues in Science and Technology;journal;07485492;0.251;Q2;28;1;135;0;91;70;2.00;0,00;United States;Northern America;University of Texas at Dallas;1985-1999, 2001-2016, 2018-2019;Multidisciplinary (Q2)
48;22447;Journal of the Indian Institute of Science;journal;00194964, 09704140;0.248;Q2;28;32;106;2471;103;91;0.79;77,22;India;Asiatic Region;Indian Institute of Science;1974, 1976-1978, 1983-1984, 1988, 1995-2020;Multidisciplinary (Q2)
49;6500153124;Theology and Science;journal;14746719, 14746700;0.245;Q2;12;43;123;1023;39;103;0.40;23,79;United Kingdom;Western Europe;Routledge;2003-2020;"Religious Studies (Q1); History and Philosophy of Science (Q2); Multidisciplinary (Q2)"
50;21100446263;2016 AIAA Guidance, Navigation, and Control Conference;conference and proceedings;-;0.241;-;11;0;233;0;218;232;0.94;0,00;United States;Northern America;;;"Aerospace Engineering; Control and Systems Engineering; Electrical and Electronic Engineering; Multidisciplinary"
51;23697;Science Progress;journal;20477163, 00368504;0.240;Q2;33;23;89;707;75;71;1.20;30,74;United Kingdom;Western Europe;Science Reviews Ltd;1946-1949, 1955, 1957, 1960-1963, 1965-1972, 1974-1993, 1995-2020;Multidisciplinary (Q2)
52;19700166903;Universitas Scientiarum;journal;20271352, 01227483;0.234;Q2;9;20;51;866;33;51;0.59;43,30;Colombia;Latin America;Pontificia Universidad Javeriana;2009-2019;Multidisciplinary (Q2)
53;145365;Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition);journal;16715497;0.233;Q2;18;245;871;3896;374;871;0.44;15,90;China;Asiatic Region;Editorial Board of Jilin University;2005-2019;Multidisciplinary (Q2)
54;21100256950;Movement and Sports Sciences - Science et Motricite;journal;21185735, 21185743;0.232;-;8;24;135;759;49;116;0.17;31,63;France;Western Europe;EDP Sciences;2010-2019;"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Physiology (Q4); Physiology (medical) (Q4)"
55;23531;Sadhana - Academy Proceedings in Engineering Sciences;journal;09737677, 02562499;0.231;Q2;46;212;439;7572;485;436;1.07;35,72;India;Asiatic Region;Springer India;1984-2020;Multidisciplinary (Q2)
56;7700153224;Sains Malaysiana;journal;01266039;0.228;Q2;26;348;735;11766;567;735;0.68;33,81;Malaysia;Asiatic Region;Penerbit Universiti Kebangsaan Malaysia;2006-2020;Multidisciplinary (Q2)
57;3900148513;Journal of Applied Sciences (discontinued);journal;18125654, 18125662;0.221;Q2;38;0;16;0;18;16;0.00;0,00;Pakistan;Asiatic Region;Asian Network for Scientific Information;2006-2015;Multidisciplinary (Q2)
58;28036;Indian Journal of Pure and Applied Physics;journal;09751041, 00195596;0.220;-;38;86;306;2910;270;306;0.86;33,84;India;Asiatic Region;National Institute of Science Communication and Information Resources (NISCAIR);1969, 1971, 1974-1990, 1993-2019;Physics and Astronomy (miscellaneous) (Q3)
59;61482;Liaoning Gongcheng Jishu Daxue Xuebao (Ziran Kexue Ban)/Journal of Liaoning Technical University (Natural Science Edition);journal;10080562;0.220;Q2;15;155;790;2289;161;790;0.16;14,77;China;Asiatic Region;Liaoning Engineering Technology University Editorial;2001-2019;Multidisciplinary (Q2)
60;19700173166;Acta Polytechnica Hungarica;journal;17858860;0.215;Q2;28;103;302;3419;450;296;1.74;33,19;Hungary;Eastern Europe;Obuda University;2004-2020;"Engineering (miscellaneous) (Q2); Multidisciplinary (Q2)"
61;19700170618;Maejo International Journal of Science and Technology;journal;19057873;0.213;Q2;15;18;87;529;42;80;0.43;29,39;Thailand;Asiatic Region;Maejo University;2009-2020;Multidisciplinary (Q2)
62;18761;Advances in Complex Systems;journal;02195259;0.211;Q2;30;29;54;1428;44;53;0.97;49,24;Singapore;Asiatic Region;World Scientific Publishing Co. Pte Ltd;2004-2020;"Multidisciplinary (Q2); Control and Systems Engineering (Q3)"
63;19298;American Scientist;trade journal;00030996;0.210;Q2;58;0;62;0;34;62;0.29;0,00;United States;Northern America;Sigma Xi, Scientific Research Society;1946-1951, 1961-2016;Multidisciplinary (Q2)
64;22476;Informacion Tecnologica;journal;07180764, 07168756;0.210;-;13;164;369;5113;215;355;0.64;31,18;Chile;Latin America;Centro de Informacion Tecnologica;1996-2019;"Energy (miscellaneous) (Q3); Geotechnical Engineering and Engineering Geology (Q3); Industrial and Manufacturing Engineering (Q3); Strategy and Management (Q3); Computer Science Applications (Q4); Food Science (Q4)"
65;75573;Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology;journal;04932137;0.209;Q2;19;187;595;3627;222;595;0.30;19,40;China;Asiatic Region;Tianjin Daxue/Tianjin University;1982-1988, 2003-2020;Multidisciplinary (Q2)
66;31728;Comptes Rendus de L'Academie Bulgare des Sciences;journal;13101331;0.205;Q2;16;212;622;3402;198;622;0.35;16,05;Bulgaria;Eastern Europe;Bulgarian Academy of Sciences;1977-1985, 2002, 2007-2019;Multidisciplinary (Q2)
67;19900191611;Modern Applied Science (discontinued);journal;19131852, 19131844;0.202;Q2;23;0;153;0;161;153;0.00;0,00;Canada;Northern America;Canadian Center of Science and Education;2011-2015;Multidisciplinary (Q2)
68;22728;Zhongshan Daxue Xuebao/Acta Scientiarum Natralium Universitatis Sunyatseni;journal;05296579;0.201;Q2;11;125;444;2680;103;444;0.23;21,44;China;Asiatic Region;Journal of Zhongshan University;1980, 2001-2020;Multidisciplinary (Q2)
69;21100217212;Journal of Zhejiang University, Science Edition;journal;10089497;0.198;Q3;5;108;353;2086;46;353;0.13;19,31;China;Asiatic Region;Zhejiang da xue xue bao bian ji bu;2012-2020;Multidisciplinary (Q3)
70;21100197942;Periodico Tche Quimica;journal;18060374, 21790302;0.198;-;11;163;92;4337;117;91;1.23;26,61;Brazil;Latin America;Tche Quimica Group;2011-2019;"Chemistry (miscellaneous) (Q3); Education (Q3)"
71;19700175735;Philippine Journal of Science;journal;00317683;0.198;Q3;13;72;118;2103;61;109;0.51;29,21;Philippines ;Asiatic Region;Department of Science and Technology;1979, 1982-1983, 1986-1988, 2009-2020;"Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3)"
72;24197;Scientific American;journal;00368733;0.196;Q3;88;298;1287;41;247;507;0.48;0,14;United States;Northern America;Scientific American Inc.;1947-1950, 1958-2018;Multidisciplinary (Q3)
73;3900148502;Songklanakarin Journal of Science and Technology;journal;01253395;0.196;Q3;29;180;270;4837;154;270;0.48;26,87;Thailand;Asiatic Region;Prince of Songkla University;2006-2020;Multidisciplinary (Q3)
74;12634;Early Science and Medicine;journal;13837427, 15733823;0.194;Q3;19;24;65;1774;28;63;0.56;73,92;Netherlands;Western Europe;Brill Academic Publishers;1996-2020;"History (Q2); History and Philosophy of Science (Q3); Medicine (miscellaneous) (Q3); Multidisciplinary (Q3)"
75;21100199522;Bulletin of the Georgian National Academy of Sciences;journal;01321447;0.189;Q3;9;117;245;1363;67;244;0.36;11,65;Georgia;Eastern Europe;Georgian National Academy of Sciences;2011-2019;Multidisciplinary (Q3)
76;145055;Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition;journal;1673064X;0.187;Q3;13;114;359;2007;76;359;0.22;17,61;China;Asiatic Region;Xi'an Petroleum University;2005-2020;Multidisciplinary (Q3)
77;23285;Natures Sciences Societes;journal;12401307, 17652979;0.178;Q3;16;40;144;1294;55;120;0.29;32,35;France;Western Europe;EDP Sciences;1995-2019;"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3)"
78;4000151817;ScienceAsia;journal;15131874;0.178;Q3;27;64;174;1588;113;174;0.51;24,81;Thailand;Asiatic Region;Science Society of Thailand under Royal Patronage;2006-2019;Multidisciplinary (Q3)
79;17600155129;Resonance;journal;09718044, 0973712X;0.177;Q3;13;113;307;783;61;267;0.28;6,93;India;Asiatic Region;Springer India;1996, 2009-2020;"Multidisciplinary (Q3); Education (Q4)"
80;5800207374;Journal of the National Science Foundation of Sri Lanka;journal;13914588;0.176;Q3;16;62;137;1716;82;126;0.54;27,68;Sri Lanka;Asiatic Region;National Science Foundation of Sri Lanka;1999-2019;Multidisciplinary (Q3)
81;14038;Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University;journal;10062467;0.171;Q3;22;258;887;4327;281;887;0.30;16,77;China;Asiatic Region;Shanghai Jiao Tong University;1988, 1998-2019;Multidisciplinary (Q3)
82;19400157142;Chiang Mai University Journal of Natural Sciences;journal;16851994;0.170;Q3;9;24;87;787;34;87;0.26;32,79;Thailand;Asiatic Region;Chiang Mai University;2003, 2006, 2009-2020;Multidisciplinary (Q3)
83;19900191882;Journal of Sciences, Islamic Republic of Iran;journal;10161104;0.170;Q3;9;27;90;892;53;90;0.50;33,04;Iran;Middle East;National Center for Scientific Research;2011-2019;Multidisciplinary (Q3)
84;5700165172;World Review of Science, Technology and Sustainable Development;journal;17412242, 17412234;0.170;Q3;13;22;45;845;23;44;0.38;38,41;United Kingdom;Western Europe;Inderscience Enterprises Ltd.;2007-2010, 2012-2020;Multidisciplinary (Q3)
85;22962;Interciencia;journal;03781844;0.169;Q3;34;130;342;4143;131;312;0.43;31,87;Venezuela;Latin America;Interciencia Association;1979, 1981-1982, 1986, 1990, 1993, 1996-2020;Multidisciplinary (Q3)
86;5700165166;Malaysian Journal of Science;journal;13943065;0.165;Q3;10;10;63;375;29;63;0.37;37,50;Malaysia;Asiatic Region;University of Malaya;2006-2019;Multidisciplinary (Q3)
87;6400153122;American Journal of Applied Sciences (discontinued);journal;15469239, 15543641;0.162;Q3;41;0;285;0;180;285;0.54;0,00;United States;Northern America;Science Publications;2007-2016;Multidisciplinary (Q3)
88;17700155802;Gazi University Journal of Science;journal;13039709;0.162;Q3;15;50;251;1365;99;249;0.49;27,30;Turkey;Middle East;Gazi University Eti Mahallesi;2009-2019;"Engineering (miscellaneous) (Q2); Multidisciplinary (Q3)"
89;21100862487;International Journal of Language and Culture;journal;22143157, 22143165;0.159;Q3;5;13;38;593;13;38;0.12;45,62;Netherlands;Western Europe;John Benjamins Publishing Company;2014-2019;Multidisciplinary (Q3)
90;21100464312;Metode;journal;21749221, 21743487;0.159;Q3;4;30;90;489;16;82;0.28;16,30;Spain;Western Europe;Research and Science Policy of the University of Valencia;2015-2020;"History and Philosophy of Science (Q3); Multidisciplinary (Q3)"
91;145728;Journal of Shanghai Jiaotong University (Science);journal;10071172;0.157;Q3;17;126;325;2445;139;325;0.42;19,40;China;Asiatic Region;Shanghai Jiao Tong University;2005-2020;Multidisciplinary (Q3)
92;5800207553;Linguistics in the Netherlands;journal;09297332;0.156;Q3;13;0;35;0;8;34;0.23;0,00;Netherlands;Western Europe;John Benjamins Publishing Company;1996-2017, 2019;"Language and Linguistics (Q2); Linguistics and Language (Q2); Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3); Health Professions (miscellaneous) (Q4); Psychology (miscellaneous) (Q4)"
93;25451;Transactions of Tianjin University;journal;10064982, 19958196;0.156;Q3;15;63;226;1936;112;226;0.53;30,73;China;Asiatic Region;Tianjin Daxue/Tianjin University;2004-2020;Multidisciplinary (Q3)
94;144725;Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science);journal;16712021;0.155;Q3;13;130;412;2640;62;412;0.14;20,31;China;Asiatic Region;Editorial Department of Journal of Shenyang Jianzhu University;2005-2019;Multidisciplinary (Q3)
95;14086;Journal of Applied Science and Engineering;journal;15606686;0.153;Q3;25;71;164;1558;63;164;0.28;21,94;Taiwan;Asiatic Region;Tamkang University;1998-2020;"Engineering (miscellaneous) (Q3); Multidisciplinary (Q3)"
96;17600155110;Research Journal of Applied Sciences (discontinued);journal;1815932X, 19936079;0.153;Q3;16;0;322;0;167;322;0.46;0,00;Pakistan;Asiatic Region;Medwell Publishing;2009-2016;"Engineering (miscellaneous) (Q3); Multidisciplinary (Q3); Chemistry (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)"
97;21100201062;Asian Journal of Applied Sciences (discontinued);journal;19963343;0.152;Q3;14;0;56;0;59;56;0.92;0,00;Pakistan;Asiatic Region;Science Alert;2011-2017;Multidisciplinary (Q3)
98;21100268424;Journal of Mathematical and Fundamental Sciences;journal;23375760;0.151;Q3;10;24;72;556;48;72;0.48;23,17;Indonesia;Asiatic Region;Institute for Research and Community Services, Institut Teknologi Bandung;2011, 2013-2019;"Earth and Planetary Sciences (miscellaneous) (Q3); Multidisciplinary (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Medicine (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)"
99;33604;Journal and Proceedings - Royal Society of New South Wales;journal;00359173;0.149;Q4;7;23;65;488;15;59;0.24;21,22;Australia;Pacific Region;Royal Society of New South Wales;1982-1997, 2009-2019;Multidisciplinary (Q4)
100;21100202735;Revista Lasallista de Investigacion;journal;17944449;0.148;Q4;7;21;126;684;47;120;0.39;32,57;Colombia;Latin America;Corporacion Universitaria Lasallista;2011, 2013-2019;Multidisciplinary (Q4)
101;21100201522;Indian Journal of Science and Technology (discontinued);journal;09746846, 09745645;0.143;Q4;41;0;4787;0;2934;4787;0.62;0,00;India;Asiatic Region;Indian Society for Education and Environment;2007-2016;Multidisciplinary (Q4)
102;5400152705;Archives des Sciences;journal;1661464X;0.142;Q4;13;2;14;141;5;13;0.38;70,50;Switzerland;Western Europe;Societe de Physique et d'Histoire Naturelle de Geneve;2004-2014, 2017-2018;Multidisciplinary (Q4)
103;22963;Interdisciplinary Science Reviews;journal;03080188, 17432790;0.139;Q4;22;28;88;1059;26;75;0.16;37,82;United Kingdom;Western Europe;Maney Publishing;1976-2020;"History and Philosophy of Science (Q3); Social Sciences (miscellaneous) (Q3); Multidisciplinary (Q4)"
104;23650;Journal of Scientific Exploration (discontinued);journal;08923310;0.139;Q4;17;24;74;748;14;55;0.21;31,17;United States;Northern America;Society of Scientific Exploration;1997-1998, 2000-2018;Multidisciplinary (Q4)
105;22176;Ohio Journal of Sciences;journal;00300950;0.139;Q4;16;8;25;208;10;21;0.33;26,00;United States;Northern America;Ohio Academy of Science;1945-1949, 1973-1974, 1979-1983, 1985, 1987, 1989, 1991-2010, 2013-2019;Multidisciplinary (Q4)
106;21100258402;Walailak Journal of Science and Technology;journal;2228835X, 16863933;0.138;Q4;13;75;265;2565;121;263;0.42;34,20;Thailand;Asiatic Region;Walailak University;2012-2020;Multidisciplinary (Q4)
107;19500157417;Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences;journal;1407009X;0.137;Q4;8;49;192;1507;57;191;0.31;30,76;Poland;Eastern Europe;De Gruyter Open Ltd.;2008-2020;Multidisciplinary (Q4)
108;19472;Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis;journal;04798023;0.129;Q4;23;154;410;3663;123;410;0.28;23,79;China;Asiatic Region;Peking University;2001-2020;Multidisciplinary (Q4)
109;26195;Wuhan University Journal of Natural Sciences;journal;10071202, 19934998;0.129;Q4;19;74;236;1654;91;236;0.34;22,35;China;Asiatic Region;Wuhan University;1996, 1998-2019;Multidisciplinary (Q4)
